Short Window,Long Window
7,8
7,9
7,10
7,11
7,12
7,13
7,14
7,15
8,9
8,13
9,13
10,13
10,14
11,13
11,14
12,13
29,89
30,88
30,89
31,87
31,88
31,89
32,86
32,87
32,88
32,89
33,85
33,86
33,87
33,88
34,85
34,86
34,87
35,49
35,61
35,62
35,84
35,85
35,86
36,48
36,49
36,50
36,59
36,60
36,61
36,62
36,63
36,83
36,84
36,85
37,47
37,48
37,51
37,58
37,59
37,60
37,64
37,83
37,84
38,47
38,48
38,57
38,58
38,59
38,65
38,82
38,83
39,46
39,47
39,56
39,57
39,82
39,83
40,44
40,45
40,46
40,54
40,55
40,56
40,57
40,67
40,68
40,69
40,80
40,81
40,82
41,43
41,44
41,80
41,81
42,43
42,44
42,80
42,81
43,80
44,81
45,81
46,82
49,84
50,60
50,61
50,62
50,63
50,84
50,85
51,58
51,59
51,60
51,83
51,84
52,57
52,58
52,65
52,82
52,83
53,56
53,57
53,82
54,55
54,56
54,67
54,68
54,81
54,82
55,81
57,82
58,83
59,83
60,84
61,84
62,84
63,84
64,83
64,84
65,82
65,83
66,81
66,82
67,81
67,82
68,81
69,81
70,80
70,81
71,80
72,77
72,78
72,79
72,80
73,76
73,77
74,75
74,76
75,76
