Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
Median Total Trades,DGX,SMA,42,52,0,true,false,1,98,1.1119241343153892,57.73195876288659,1.2084851346085368,2.875654610998427,0.5541499778117247,-0.9454978789447482,44 days 08:24:44.536082473,0.009366414407510298,0.2878321678321678,0.5727272727272728,0.8277059006202464,0,7150,7151 days 00:00:00,1000.0,3721.0574093096334,272.10574093096335,4992.571585518937,100.0,818.8916240233543,51.74443776984264,2869 days 00:00:00,97,-3.7210574093091964,217.76363636363644,-30.589062991783862,10.12670115390743,-7.028213837852892,53 days 05:08:34.285714286,32 days 05:51:13.170731707,28.090499656896213,0.383363843488889,0.13406200245969901,1.0857045031976644,-0.1950207095892642,28.497604864522927,1.073751793070716,0.43854355260510963,-0.018289158893748866,None,None,0.0002853657772616215,0.07191217586992861,2.721057409309628,0.047394246537801665,0.2257550327874583,4303,4302,10356.150793650793
Most Win Rate [%],DGX,SMA,42,52,0,true,false,1,98,1.1119241343153892,57.73195876288659,1.2084851346085368,2.875654610998427,0.5541499778117247,-0.9454978789447482,44 days 08:24:44.536082473,0.009366414407510298,0.2878321678321678,0.5727272727272728,0.8277059006202464,0,7150,7151 days 00:00:00,1000.0,3721.0574093096334,272.10574093096335,4992.571585518937,100.0,818.8916240233543,51.74443776984264,2869 days 00:00:00,97,-3.7210574093091964,217.76363636363644,-30.589062991783862,10.12670115390743,-7.028213837852892,53 days 05:08:34.285714286,32 days 05:51:13.170731707,28.090499656896213,0.383363843488889,0.13406200245969901,1.0857045031976644,-0.1950207095892642,28.497604864522927,1.073751793070716,0.43854355260510963,-0.018289158893748866,None,None,0.0002853657772616215,0.07191217586992861,2.721057409309628,0.047394246537801665,0.2257550327874583,4303,4302,10356.150793650793
Most Best Trade [%],DGX,SMA,42,52,0,true,false,1,98,1.1119241343153892,57.73195876288659,1.2084851346085368,2.875654610998427,0.5541499778117247,-0.9454978789447482,44 days 08:24:44.536082473,0.009366414407510298,0.2878321678321678,0.5727272727272728,0.8277059006202464,0,7150,7151 days 00:00:00,1000.0,3721.0574093096334,272.10574093096335,4992.571585518937,100.0,818.8916240233543,51.74443776984264,2869 days 00:00:00,97,-3.7210574093091964,217.76363636363644,-30.589062991783862,10.12670115390743,-7.028213837852892,53 days 05:08:34.285714286,32 days 05:51:13.170731707,28.090499656896213,0.383363843488889,0.13406200245969901,1.0857045031976644,-0.1950207095892642,28.497604864522927,1.073751793070716,0.43854355260510963,-0.018289158893748866,None,None,0.0002853657772616215,0.07191217586992861,2.721057409309628,0.047394246537801665,0.2257550327874583,4303,4302,10356.150793650793
Median Expectancy,DGX,SMA,44,51,0,true,false,1,111,1.0739297110776513,54.54545454545454,1.176738392571493,2.4829818075925387,0.5352027227611399,-0.9500764060512435,39 days 04:21:49.090909090,0.010621707060063225,0.326013986013986,0.649090909090909,0.8094867962934557,0,7150,7151 days 00:00:00,1000.0,3492.4711659554673,249.24711659554671,4992.571585518937,100.0,911.2435894984316,56.15373655657322,3188 days 00:00:00,110,-3.4924711659550667,216.45555555555552,-30.115981824315792,9.794947611402556,-6.29137715697948,49 days 18:24:00,26 days 11:31:12,22.69057851928565,0.37091044029707426,0.11738271295599839,1.082835903193241,-0.21294503253140862,28.193653617690373,1.0768835299278627,0.43941223832528187,-0.01830867146845206,None,None,0.00027770960953286066,0.06998282160228089,2.4924711659554446,0.04505682705925418,0.22707459722179185,4311,4310,10356.150793650793
Mean Total Trades,DGX,SMA,42,46,0,true,false,1,154,1.0669054514958942,55.55555555555556,1.1905152140914597,1.6964065880685015,0.5707790835859063,-0.941558415935139,28 days 03:17:38.823529410,0.014773828910815212,0.4523076923076923,0.9016783216783216,0.76729774906483,0,7150,7151 days 00:00:00,1000.0,3917.7379201494127,291.7737920149413,4992.571585518937,100.0,1335.8831924355493,57.879191257646525,3046 days 00:00:00,153,-3.917737920149193,185.37812500000004,-30.496555835914663,6.871169693260688,-4.772047293421732,33 days 00:16:56.470588235,22 days 01:03:31.764705882,19.095788614833793,0.39476431011220836,0.124716130427579,1.0873672589175185,-0.21562082706145314,28.023041189657416,1.109874860873031,0.4368093228852723,-0.018236094804972423,None,None,0.00028976964110288307,0.07302194955792654,2.9177379201494245,0.049297079182004655,0.22261873134282797,4306,4305,10356.150793650793
Mean Total Fees Paid,DGX,SMA,47,53,0,true,false,1,114,1.0550124908002416,53.09734513274337,1.2165088961117647,2.4791832638602656,0.5634009448705094,-0.9438475349799063,38 days 09:20:42.477876106,0.010911389979883132,0.3348251748251748,0.6667132867132867,0.8300929697456609,0,7150,7151 days 00:00:00,1000.0,3803.452013161655,280.3452013161655,4992.571585518937,100.0,903.6607536828183,55.62501954184875,4708 days 00:00:00,113,-3.8034520131614045,215.60041067761802,-29.847439904325885,9.721222886526414,-5.719352158025942,49 days 02:24:00,26 days 06:20:22.641509434,24.84296871836125,0.38705823849102733,0.12685967959696845,1.0854192858899157,0.04341023262730734,24.979157006920815,1.0741025843597838,0.44610717896865515,-0.01861674985156246,None,None,0.00028825850664357416,0.07264114367418069,2.803452013161632,0.04820293171896961,0.22586686253055877,4339,4338,10356.150793650793
Mean Max Drawdown [%],DGX,SMA,47,54,0,true,false,1,107,1.04723468824429,53.77358490566038,1.1883157440543732,2.4818974476510167,0.5083152989217591,-0.9574432760258371,40 days 21:44:09.056603773,0.010235463166970016,0.3142657342657343,0.6255944055944056,0.7799753237582986,0,7150,7151 days 00:00:00,1000.0,3124.6749088617753,212.46749088617753,4992.571585518937,100.0,779.2657954197362,59.37211086749159,4708 days 00:00:00,106,-3.1246749088613797,217.44661190965093,-29.609943754259692,9.756084866646896,-5.979912407099292,51 days 05:03:09.473684210,28 days 22:02:26.938775510,20.073580978968224,0.3504494246679458,0.10085148254814676,1.0769004697841433,0.013790120483551794,25.126854822573144,1.0617672356212642,0.44610717896865515,-0.018786928467446,None,None,0.00026010421243754676,0.06554626153426178,2.1246749088617665,0.04096669973979483,0.22509649728255107,4337,4336,10356.150793650793
Median Sharpe Ratio,DGX,SMA,43,52,0,true,false,1,98,1.0267000113295803,54.63917525773196,1.1727232585737546,2.7559948179297074,0.5134729727825991,-0.9553796469065038,44 days 11:08:02.474226803,0.009366414407510298,0.2878321678321678,0.5727272727272728,0.7932639629789283,0,7150,7151 days 00:00:00,1000.0,3227.703069904105,222.77030699041052,4992.571585518937,100.0,762.034387053685,56.444580834219614,3228 days 00:00:00,97,-3.2277030699037823,216.45555555555552,-30.589062991783855,10.766062102621913,-6.892495320449537,56 days 00:54:20.377358490,30 days 12:32:43.636363636,22.999286319319737,0.35612818300865834,0.10919396718404,1.0794170796543734,-0.21499865689271422,28.122670388863863,1.0719933033156226,0.4388329979879275,-0.01833205131386318,None,None,0.00026683461156343734,0.06724232211398622,2.227703069904093,0.04215741127929795,0.22723881751627098,4314,4313,10356.150793650793
Median Omega Ratio,DGX,SMA,43,52,0,true,false,1,98,1.0267000113295803,54.63917525773196,1.1727232585737546,2.7559948179297074,0.5134729727825991,-0.9553796469065038,44 days 11:08:02.474226803,0.009366414407510298,0.2878321678321678,0.5727272727272728,0.7932639629789283,0,7150,7151 days 00:00:00,1000.0,3227.703069904105,222.77030699041052,4992.571585518937,100.0,762.034387053685,56.444580834219614,3228 days 00:00:00,97,-3.2277030699037823,216.45555555555552,-30.589062991783855,10.766062102621913,-6.892495320449537,56 days 00:54:20.377358490,30 days 12:32:43.636363636,22.999286319319737,0.35612818300865834,0.10919396718404,1.0794170796543734,-0.21499865689271422,28.122670388863863,1.0719933033156226,0.4388329979879275,-0.01833205131386318,None,None,0.00026683461156343734,0.06724232211398622,2.227703069904093,0.04215741127929795,0.22723881751627098,4314,4313,10356.150793650793
Mean Calmar Ratio,DGX,SMA,46,54,0,true,false,1,101,1.0162158533203365,53.0,1.1973706871586611,2.7144622093884605,0.5369439950308142,-0.9507691750344353,43 days 09:21:36,0.009656097327330205,0.2966433566433566,0.5903496503496504,0.8052271812745349,0,7150,7151 days 00:00:00,1000.0,3457.884178547343,245.78841785473426,4992.571585518937,100.0,806.7869118443555,61.46974365495191,4708 days 00:00:00,100,-3.4578841785469194,215.60041067761807,-29.78163054776694,10.602590774277393,-6.180661491443742,55 days 07:41:53.207547170,29 days 22:28:05.106382979,24.61342062725889,0.3689123935121785,0.10635058196042359,1.0812958883843,0.06160629161097548,24.883442909519555,1.0665710238125647,0.4452303961196443,-0.018726660880032688,None,None,0.00027541679341911167,0.06940503194161614,2.457884178547317,0.044690358417082576,0.2264195249076283,4340,4339,10356.150793650793
