Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Most Total Fees Paid,LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Median Best Trade [%],LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Median Worst Trade [%],LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Median Avg Winning Trade [%],LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Median Avg Losing Trade [%],LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Most Expectancy,LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Most Sharpe Ratio,LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Most Calmar Ratio,LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
Most Omega Ratio,LYV,EMA,8,18,0,true,1,120,0.15928287283211592,34.45378151260504,1.2285620499189798,2.588972721583019,0.8791517851392617,-0.525613910286829,23 days 13:54:57.478991595,0.01691556600979803,0.5188387893761581,1.0333539221741816,1.343259472594031,0,4857,4858 days 00:00:00,1000.0,6139.546526158077,513.9546526158076,1083.410040388328,100.0,1359.4728100459174,57.3352563340143,1437 days 00:00:00,119,-6.139546526157574,90.40393148793815,-15.190924918338897,17.0122708835393,-4.992504517394001,48 days 11:42:26.341463414,10 days 11:41:32.307692307,43.24105943432136,0.5566503628093613,0.2547855620763921,1.12394342281951,1.7593660484670608,24.028416159053478,1.140334264402294,0.4212990052662376,-0.026305639182641997,None,None,0.0005458900139529088,0.137564283516133,5.139546526158095,0.09871018579461155,0.29741944297616774,7034.940476190476
