Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Least Total Trades,MSTY,EMA,3,9,0,true,1,16,0.022639983447729863,26.666666666666668,1.0858419633481453,2.553428569121107,0.8063346369400708,4.987123366285813,8 days 09:35:59.999999999,0.036210364977488266,1.1748251748251748,2.2762237762237763,2.9998321651213002,0,286,287 days 00:00:00,1000.0,1113.261866318946,11.326186631894586,-2.8406912932933515,100.0,49.49184885929698,55.268130471797484,158 days 00:00:00,15,-1.1132618663189078,76.71374476019993,-18.845648410784673,29.79057456861735,-7.350988157968436,19 days 18:00:00,4 days 06:32:43.636363636,7.625008545684281,0.5606091770776868,0.26453341323961993,1.1325283035452762,-0.3052050617072385,9.589210087692404,1.2508521561544845,0.3045454545454545,-0.05477376827878661,None,None,0.0011447684062936877,0.2884816383860093,0.11326186631894597,0.09879008380671883,0.6193043562899246,414.24603174603175
Most Win Rate [%],MSTY,EMA,3,9,0,true,1,16,0.022639983447729863,26.666666666666668,1.0858419633481453,2.553428569121107,0.8063346369400708,4.987123366285813,8 days 09:35:59.999999999,0.036210364977488266,1.1748251748251748,2.2762237762237763,2.9998321651213002,0,286,287 days 00:00:00,1000.0,1113.261866318946,11.326186631894586,-2.8406912932933515,100.0,49.49184885929698,55.268130471797484,158 days 00:00:00,15,-1.1132618663189078,76.71374476019993,-18.845648410784673,29.79057456861735,-7.350988157968436,19 days 18:00:00,4 days 06:32:43.636363636,7.625008545684281,0.5606091770776868,0.26453341323961993,1.1325283035452762,-0.3052050617072385,9.589210087692404,1.2508521561544845,0.3045454545454545,-0.05477376827878661,None,None,0.0011447684062936877,0.2884816383860093,0.11326186631894597,0.09879008380671883,0.6193043562899246,414.24603174603175
Mean Worst Trade [%],MSTY,EMA,3,9,0,true,1,16,0.022639983447729863,26.666666666666668,1.0858419633481453,2.553428569121107,0.8063346369400708,4.987123366285813,8 days 09:35:59.999999999,0.036210364977488266,1.1748251748251748,2.2762237762237763,2.9998321651213002,0,286,287 days 00:00:00,1000.0,1113.261866318946,11.326186631894586,-2.8406912932933515,100.0,49.49184885929698,55.268130471797484,158 days 00:00:00,15,-1.1132618663189078,76.71374476019993,-18.845648410784673,29.79057456861735,-7.350988157968436,19 days 18:00:00,4 days 06:32:43.636363636,7.625008545684281,0.5606091770776868,0.26453341323961993,1.1325283035452762,-0.3052050617072385,9.589210087692404,1.2508521561544845,0.3045454545454545,-0.05477376827878661,None,None,0.0011447684062936877,0.2884816383860093,0.11326186631894597,0.09879008380671883,0.6193043562899246,414.24603174603175
Least Max Drawdown Duration,MSTY,EMA,3,9,0,true,1,16,0.022639983447729863,26.666666666666668,1.0858419633481453,2.553428569121107,0.8063346369400708,4.987123366285813,8 days 09:35:59.999999999,0.036210364977488266,1.1748251748251748,2.2762237762237763,2.9998321651213002,0,286,287 days 00:00:00,1000.0,1113.261866318946,11.326186631894586,-2.8406912932933515,100.0,49.49184885929698,55.268130471797484,158 days 00:00:00,15,-1.1132618663189078,76.71374476019993,-18.845648410784673,29.79057456861735,-7.350988157968436,19 days 18:00:00,4 days 06:32:43.636363636,7.625008545684281,0.5606091770776868,0.26453341323961993,1.1325283035452762,-0.3052050617072385,9.589210087692404,1.2508521561544845,0.3045454545454545,-0.05477376827878661,None,None,0.0011447684062936877,0.2884816383860093,0.11326186631894597,0.09879008380671883,0.6193043562899246,414.24603174603175
Most Avg Losing Trade Duration,MSTY,EMA,3,9,0,true,1,16,0.022639983447729863,26.666666666666668,1.0858419633481453,2.553428569121107,0.8063346369400708,4.987123366285813,8 days 09:35:59.999999999,0.036210364977488266,1.1748251748251748,2.2762237762237763,2.9998321651213002,0,286,287 days 00:00:00,1000.0,1113.261866318946,11.326186631894586,-2.8406912932933515,100.0,49.49184885929698,55.268130471797484,158 days 00:00:00,15,-1.1132618663189078,76.71374476019993,-18.845648410784673,29.79057456861735,-7.350988157968436,19 days 18:00:00,4 days 06:32:43.636363636,7.625008545684281,0.5606091770776868,0.26453341323961993,1.1325283035452762,-0.3052050617072385,9.589210087692404,1.2508521561544845,0.3045454545454545,-0.05477376827878661,None,None,0.0011447684062936877,0.2884816383860093,0.11326186631894597,0.09879008380671883,0.6193043562899246,414.24603174603175
Most Total Return [%],MSTY,EMA,2,12,0,true,1,18,0.020208298636514965,23.52941176470588,1.111915426780565,2.32862470709735,0.8799355056244786,6.0397370922486076,7 days 07:03:31.764705882,0.04103841364115337,1.3216783216783217,2.56993006993007,3.077692794695099,0,286,287 days 00:00:00,1000.0,1143.1633727843819,14.316337278438173,-2.8406912932933515,100.0,54.540634746349255,53.27638557434843,162 days 00:00:00,17,-1.1431633727843291,76.71374476019993,-9.985681930006866,29.79057456861735,-6.121206019524187,19 days 18:00:00,3 days 11:04:36.923076923,8.48861977395093,0.6006850897920579,0.34818040099360886,1.1436615742328793,-0.13562854829399842,9.928917108981421,1.2996154252646355,0.2986425339366516,-0.054773768278786626,None,None,0.0011971366195308824,0.30167842812178236,0.14316337278438196,0.1246617447898768,0.6044265965907506,414.24603174603175
Most Worst Trade [%],MSTY,EMA,2,12,0,true,1,18,0.020208298636514965,23.52941176470588,1.111915426780565,2.32862470709735,0.8799355056244786,6.0397370922486076,7 days 07:03:31.764705882,0.04103841364115337,1.3216783216783217,2.56993006993007,3.077692794695099,0,286,287 days 00:00:00,1000.0,1143.1633727843819,14.316337278438173,-2.8406912932933515,100.0,54.540634746349255,53.27638557434843,162 days 00:00:00,17,-1.1431633727843291,76.71374476019993,-9.985681930006866,29.79057456861735,-6.121206019524187,19 days 18:00:00,3 days 11:04:36.923076923,8.48861977395093,0.6006850897920579,0.34818040099360886,1.1436615742328793,-0.13562854829399842,9.928917108981421,1.2996154252646355,0.2986425339366516,-0.054773768278786626,None,None,0.0011971366195308824,0.30167842812178236,0.14316337278438196,0.1246617447898768,0.6044265965907506,414.24603174603175
Median Avg Winning Trade [%],MSTY,EMA,2,12,0,true,1,18,0.020208298636514965,23.52941176470588,1.111915426780565,2.32862470709735,0.8799355056244786,6.0397370922486076,7 days 07:03:31.764705882,0.04103841364115337,1.3216783216783217,2.56993006993007,3.077692794695099,0,286,287 days 00:00:00,1000.0,1143.1633727843819,14.316337278438173,-2.8406912932933515,100.0,54.540634746349255,53.27638557434843,162 days 00:00:00,17,-1.1431633727843291,76.71374476019993,-9.985681930006866,29.79057456861735,-6.121206019524187,19 days 18:00:00,3 days 11:04:36.923076923,8.48861977395093,0.6006850897920579,0.34818040099360886,1.1436615742328793,-0.13562854829399842,9.928917108981421,1.2996154252646355,0.2986425339366516,-0.054773768278786626,None,None,0.0011971366195308824,0.30167842812178236,0.14316337278438196,0.1246617447898768,0.6044265965907506,414.24603174603175
Most Avg Losing Trade [%],MSTY,EMA,2,12,0,true,1,18,0.020208298636514965,23.52941176470588,1.111915426780565,2.32862470709735,0.8799355056244786,6.0397370922486076,7 days 07:03:31.764705882,0.04103841364115337,1.3216783216783217,2.56993006993007,3.077692794695099,0,286,287 days 00:00:00,1000.0,1143.1633727843819,14.316337278438173,-2.8406912932933515,100.0,54.540634746349255,53.27638557434843,162 days 00:00:00,17,-1.1431633727843291,76.71374476019993,-9.985681930006866,29.79057456861735,-6.121206019524187,19 days 18:00:00,3 days 11:04:36.923076923,8.48861977395093,0.6006850897920579,0.34818040099360886,1.1436615742328793,-0.13562854829399842,9.928917108981421,1.2996154252646355,0.2986425339366516,-0.054773768278786626,None,None,0.0011971366195308824,0.30167842812178236,0.14316337278438196,0.1246617447898768,0.6044265965907506,414.24603174603175
Most Profit Factor,MSTY,EMA,2,12,0,true,1,18,0.020208298636514965,23.52941176470588,1.111915426780565,2.32862470709735,0.8799355056244786,6.0397370922486076,7 days 07:03:31.764705882,0.04103841364115337,1.3216783216783217,2.56993006993007,3.077692794695099,0,286,287 days 00:00:00,1000.0,1143.1633727843819,14.316337278438173,-2.8406912932933515,100.0,54.540634746349255,53.27638557434843,162 days 00:00:00,17,-1.1431633727843291,76.71374476019993,-9.985681930006866,29.79057456861735,-6.121206019524187,19 days 18:00:00,3 days 11:04:36.923076923,8.48861977395093,0.6006850897920579,0.34818040099360886,1.1436615742328793,-0.13562854829399842,9.928917108981421,1.2996154252646355,0.2986425339366516,-0.054773768278786626,None,None,0.0011971366195308824,0.30167842812178236,0.14316337278438196,0.1246617447898768,0.6044265965907506,414.24603174603175
