Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Least Max Drawdown [%],QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Least Total Trades,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Least Avg Losing Trade [%],QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Most Profit Factor,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Most Expectancy,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Most Sharpe Ratio,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Most Calmar Ratio,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Most Omega Ratio,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
Most Sortino Ratio,QQQ,SMA,4,13,0,true,1,296,0.006318520985826085,43.050847457627114,1.088842836054931,0.2133000088826309,0.2549223116427795,-0.9551833030332908,13 days 04:38:14.237288135,0.03102379784869952,0.9468392993145469,1.8904798172124906,0.20196083095421688,0,6565,6566 days 00:00:00,1000.0,1356.7058101706423,35.67058101706423,795.9216861421345,100.0,509.2626333942706,60.88457892900553,5149 days 00:00:00,295,-1.3567058101705243,30.826687588692252,-9.05118510158013,4.0983976757002045,-2.7236488225806528,21 days 23:14:38.740157480,6 days 13:25:42.857142857,1.2137712406129175,0.18501548139391835,0.028090335536030072,1.0372191652576306,-0.2479639269072877,10.982631875908346,1.0005250910150214,0.4768331084120559,-0.017249013904468223,None,None,0.00010139056422266321,0.02555042218411113,0.3567058101706515,0.011776850338351519,0.16620197200163006,9508.829365079364
