Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Least Win Rate [%],MSTY,SMA,30,37,0,true,1,6,NaN,0.0,0.0,NaN,-0.48148486904182797,-8.730169815007153,17 days 09:36:00,0.012070121659162755,0.4405594405594406,0.8076923076923077,NaN,0,286,287 days 00:00:00,1000.0,723.595913242434,-27.6404086757566,-2.8406912932933515,100.0,9.155156326850951,40.74324648253135,144 days 00:00:00,5,-0.7235959132423204,-1.0155133150061524,-13.212452872846715,NaN,-6.1020109612888955,NaT,17 days 09:36:00,-55.136098168864734,-0.35852815466954213,-0.8278919550502642,0.9097642170972434,-1.0199087402692137,16.154679762459736,1.0578653687177249,0.17622950819672129,-0.050008402059582034,None,None,-0.0006002026265660928,-0.1512510618946554,-0.27640408675756556,-0.24728472965193504,0.5077165594856862,414.24603174603175
Least Best Trade [%],MSTY,SMA,31,36,0,true,1,6,NaN,0.0,0.0,NaN,-0.6810270369293858,-10.521949340789588,17 days 09:36:00,0.012070121659162755,0.4405594405594406,0.8076923076923077,NaN,0,286,287 days 00:00:00,1000.0,672.6969882585195,-32.73030117414805,-2.8406912932933515,100.0,8.749823415134939,40.86164159445435,152 days 00:00:00,5,-0.6726969882583944,-5.256162332028747,-11.80278238646539,NaN,-7.582813829606608,NaT,17 days 09:36:00,-65.3260629506444,-0.5091588458655548,-0.96916544773226,0.8744544082418078,-1.002159225170356,16.051927024518836,1.0618374957221954,0.17142857142857143,-0.05000840205958203,None,None,-0.0008531398120696496,-0.2149912326415517,-0.3273030117414809,-0.2939798318221608,0.5081753771676073,414.24603174603175
Least Profit Factor,MSTY,SMA,30,37,0,true,1,6,NaN,0.0,0.0,NaN,-0.48148486904182797,-8.730169815007153,17 days 09:36:00,0.012070121659162755,0.4405594405594406,0.8076923076923077,NaN,0,286,287 days 00:00:00,1000.0,723.595913242434,-27.6404086757566,-2.8406912932933515,100.0,9.155156326850951,40.74324648253135,144 days 00:00:00,5,-0.7235959132423204,-1.0155133150061524,-13.212452872846715,NaN,-6.1020109612888955,NaT,17 days 09:36:00,-55.136098168864734,-0.35852815466954213,-0.8278919550502642,0.9097642170972434,-1.0199087402692137,16.154679762459736,1.0578653687177249,0.17622950819672129,-0.050008402059582034,None,None,-0.0006002026265660928,-0.1512510618946554,-0.27640408675756556,-0.24728472965193504,0.5077165594856862,414.24603174603175
Least Expectancy,MSTY,SMA,32,36,0,true,1,7,NaN,0.0,0.0,NaN,-1.1174090627181985,-14.453742614180742,14 days 12:00:00,0.014484145990995305,0.513986013986014,0.9545454545454546,NaN,0,286,287 days 00:00:00,1000.0,561.0068790710033,-43.89931209289967,-2.8406912932933515,100.0,9.414544227376588,44.75462414542617,154 days 00:00:00,6,-0.5610068790709875,-5.256162332028743,-16.714355343334407,NaN,-9.08719334731521,NaT,14 days 12:00:00,-73.07201900832095,-0.8511199402727672,-1.163119567190829,0.8020330235664065,-1.0047430165596167,14.651916821077496,1.0827445818146486,0.16194331983805665,-0.053137092179924836,None,None,-0.0014593678746419702,-0.3677607044097765,-0.438993120928997,-0.3980203329984461,0.5200208047380419,414.24603174603175
Least Calmar Ratio,MSTY,SMA,32,36,0,true,1,7,NaN,0.0,0.0,NaN,-1.1174090627181985,-14.453742614180742,14 days 12:00:00,0.014484145990995305,0.513986013986014,0.9545454545454546,NaN,0,286,287 days 00:00:00,1000.0,561.0068790710033,-43.89931209289967,-2.8406912932933515,100.0,9.414544227376588,44.75462414542617,154 days 00:00:00,6,-0.5610068790709875,-5.256162332028743,-16.714355343334407,NaN,-9.08719334731521,NaT,14 days 12:00:00,-73.07201900832095,-0.8511199402727672,-1.163119567190829,0.8020330235664065,-1.0047430165596167,14.651916821077496,1.0827445818146486,0.16194331983805665,-0.053137092179924836,None,None,-0.0014593678746419702,-0.3677607044097765,-0.438993120928997,-0.3980203329984461,0.5200208047380419,414.24603174603175
Most Avg Winning Trade Duration,MSTY,SMA,30,37,0,true,1,6,NaN,0.0,0.0,NaN,-0.48148486904182797,-8.730169815007153,17 days 09:36:00,0.012070121659162755,0.4405594405594406,0.8076923076923077,NaN,0,286,287 days 00:00:00,1000.0,723.595913242434,-27.6404086757566,-2.8406912932933515,100.0,9.155156326850951,40.74324648253135,144 days 00:00:00,5,-0.7235959132423204,-1.0155133150061524,-13.212452872846715,NaN,-6.1020109612888955,NaT,17 days 09:36:00,-55.136098168864734,-0.35852815466954213,-0.8278919550502642,0.9097642170972434,-1.0199087402692137,16.154679762459736,1.0578653687177249,0.17622950819672129,-0.050008402059582034,None,None,-0.0006002026265660928,-0.1512510618946554,-0.27640408675756556,-0.24728472965193504,0.5077165594856862,414.24603174603175
Most Total Return [%],MSTY,SMA,2,3,0,true,1,53,0.062406437741337924,40.38461538461539,1.1113096675227634,0.6991306995297459,1.0440352174106444,8.79286763717403,2 days 18:27:41.538461538,0.12552926525529265,3.8916083916083917,7.70979020979021,2.720742897121004,0,286,287 days 00:00:00,1000.0,1221.371312467078,22.137131246707803,-2.8406912932933515,100.0,144.408173733678,45.96031245780692,244 days 00:00:00,52,-1.2213713124669994,35.90115618803683,-14.698167022203911,8.208814824995477,-4.388074675785749,4 days 03:25:42.857142857,1 days 20:07:44.516129032,4.280628534222011,0.7203523537896528,0.6300823842682266,1.157886292760454,-0.29486243527885647,7.984714691355954,1.8434768608423038,0.36018957345971564,-0.05594970273314279,None,None,0.0015279726974566136,0.38504911975906664,0.22137131246707842,0.19194586215020326,0.6433055780618386,414.24603174603175
Most Total Fees Paid,MSTY,SMA,2,3,0,true,1,53,0.062406437741337924,40.38461538461539,1.1113096675227634,0.6991306995297459,1.0440352174106444,8.79286763717403,2 days 18:27:41.538461538,0.12552926525529265,3.8916083916083917,7.70979020979021,2.720742897121004,0,286,287 days 00:00:00,1000.0,1221.371312467078,22.137131246707803,-2.8406912932933515,100.0,144.408173733678,45.96031245780692,244 days 00:00:00,52,-1.2213713124669994,35.90115618803683,-14.698167022203911,8.208814824995477,-4.388074675785749,4 days 03:25:42.857142857,1 days 20:07:44.516129032,4.280628534222011,0.7203523537896528,0.6300823842682266,1.157886292760454,-0.29486243527885647,7.984714691355954,1.8434768608423038,0.36018957345971564,-0.05594970273314279,None,None,0.0015279726974566136,0.38504911975906664,0.22137131246707842,0.19194586215020326,0.6433055780618386,414.24603174603175
Mean Max Drawdown [%],MSTY,SMA,2,3,0,true,1,53,0.062406437741337924,40.38461538461539,1.1113096675227634,0.6991306995297459,1.0440352174106444,8.79286763717403,2 days 18:27:41.538461538,0.12552926525529265,3.8916083916083917,7.70979020979021,2.720742897121004,0,286,287 days 00:00:00,1000.0,1221.371312467078,22.137131246707803,-2.8406912932933515,100.0,144.408173733678,45.96031245780692,244 days 00:00:00,52,-1.2213713124669994,35.90115618803683,-14.698167022203911,8.208814824995477,-4.388074675785749,4 days 03:25:42.857142857,1 days 20:07:44.516129032,4.280628534222011,0.7203523537896528,0.6300823842682266,1.157886292760454,-0.29486243527885647,7.984714691355954,1.8434768608423038,0.36018957345971564,-0.05594970273314279,None,None,0.0015279726974566136,0.38504911975906664,0.22137131246707842,0.19194586215020326,0.6433055780618386,414.24603174603175
Most Total Trades,MSTY,SMA,2,3,0,true,1,53,0.062406437741337924,40.38461538461539,1.1113096675227634,0.6991306995297459,1.0440352174106444,8.79286763717403,2 days 18:27:41.538461538,0.12552926525529265,3.8916083916083917,7.70979020979021,2.720742897121004,0,286,287 days 00:00:00,1000.0,1221.371312467078,22.137131246707803,-2.8406912932933515,100.0,144.408173733678,45.96031245780692,244 days 00:00:00,52,-1.2213713124669994,35.90115618803683,-14.698167022203911,8.208814824995477,-4.388074675785749,4 days 03:25:42.857142857,1 days 20:07:44.516129032,4.280628534222011,0.7203523537896528,0.6300823842682266,1.157886292760454,-0.29486243527885647,7.984714691355954,1.8434768608423038,0.36018957345971564,-0.05594970273314279,None,None,0.0015279726974566136,0.38504911975906664,0.22137131246707842,0.19194586215020326,0.6433055780618386,414.24603174603175
