Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Least Max Drawdown Duration,BTC-USD,SMA,35,37,0,true,1,115,6.180815686675894,51.75438596491229,2.0774441733391327,7.891226384415896,1.8977799167308689,-0.05787449132470188,19 days 08:25:15.789473683,0.029518384256861728,0.8933195235629209,1.7788710512687729,7.049386594053559,0,3862,3863 days 00:00:00,1000.0,174135.28090117252,17313.528090117252,18377.092999489443,100.0,12589.558556650487,58.78881492716823,1024 days 00:00:00,114,-174.1352809011587,332.46906633315695,-20.535386349280387,20.355063225244873,-5.47907131756428,25 days 17:05:05.084745762,12 days 12:39:16.363636363,1520.2580366848576,1.2191366776129404,1.0687301403623841,1.2892626484822451,0.6149856471166598,10.863465972925955,1.2327351124611023,0.4430332461710871,-0.03634094181802831,None,None,0.0016805065245431342,0.42348764418486984,173.13528090117345,0.4001759744509301,0.41805604574881694,3862
Most Win Rate [%],BTC-USD,SMA,26,39,0,true,1,53,5.640332978345888,55.769230769230774,2.990194876676195,19.279389569760077,2.093847474487007,0.7526697144664111,42 days 00:27:41.538461537,0.013464526152252718,0.4117037804246505,0.8156395649922321,7.9373975701498,0,3862,3863 days 00:00:00,1000.0,323089.74340137845,32208.974340137844,18377.092999489443,100.0,8548.979467317951,67.57816446587609,817 days 00:00:00,52,-323.08974340133136,322.6885475513574,-25.207968375680778,41.383538750368146,-8.591059397093577,56 days 12:24:49.655172414,23 days 17:44:20.869565217,6200.246791245764,1.3353041486904005,1.0746379024478974,1.3218240570622488,0.6525157568856709,10.651038150224629,1.171363477211151,0.4430332461710871,-0.03608326108292597,None,None,0.0018403035241133128,0.46375648807655484,322.0897434013775,0.4577863353239333,0.4179804431395967,3862
Most Profit Factor,BTC-USD,SMA,26,39,0,true,1,53,5.640332978345888,55.769230769230774,2.990194876676195,19.279389569760077,2.093847474487007,0.7526697144664111,42 days 00:27:41.538461537,0.013464526152252718,0.4117037804246505,0.8156395649922321,7.9373975701498,0,3862,3863 days 00:00:00,1000.0,323089.74340137845,32208.974340137844,18377.092999489443,100.0,8548.979467317951,67.57816446587609,817 days 00:00:00,52,-323.08974340133136,322.6885475513574,-25.207968375680778,41.383538750368146,-8.591059397093577,56 days 12:24:49.655172414,23 days 17:44:20.869565217,6200.246791245764,1.3353041486904005,1.0746379024478974,1.3218240570622488,0.6525157568856709,10.651038150224629,1.171363477211151,0.4430332461710871,-0.03608326108292597,None,None,0.0018403035241133128,0.46375648807655484,322.0897434013775,0.4577863353239333,0.4179804431395967,3862
Most Total Return [%],BTC-USD,SMA,3,47,0,true,1,63,5.522199389940389,43.54838709677419,2.6709019478687686,18.931102111534063,2.284505306226889,2.331550957415111,34 days 17:25:09.677419354,0.01605385810460901,0.48938373899533927,0.9709994821336096,9.264573534645102,0,3862,3863 days 00:00:00,1000.0,613242.2177695559,61224.22177695559,18377.092999489443,100.0,19080.913015265487,59.404739460533705,756 days 00:00:00,62,-613.2422177694971,409.7899392895237,-21.15388110539338,51.40198660542248,-6.1178659266084265,67 days 02:40:00,9 days 17:49:42.857142857,9884.765483666535,1.4661659400002318,1.4038806875047625,1.3596535139464472,0.5052955920301905,10.814582319882257,1.1796656541744475,0.4430332461710871,-0.03499206168518247,None,None,0.002000480185751213,0.5041210068093056,612.242217769553,0.5200194751128899,0.4138069975969054,3862
Most Sharpe Ratio,BTC-USD,SMA,3,47,0,true,1,63,5.522199389940389,43.54838709677419,2.6709019478687686,18.931102111534063,2.284505306226889,2.331550957415111,34 days 17:25:09.677419354,0.01605385810460901,0.48938373899533927,0.9709994821336096,9.264573534645102,0,3862,3863 days 00:00:00,1000.0,613242.2177695559,61224.22177695559,18377.092999489443,100.0,19080.913015265487,59.404739460533705,756 days 00:00:00,62,-613.2422177694971,409.7899392895237,-21.15388110539338,51.40198660542248,-6.1178659266084265,67 days 02:40:00,9 days 17:49:42.857142857,9884.765483666535,1.4661659400002318,1.4038806875047625,1.3596535139464472,0.5052955920301905,10.814582319882257,1.1796656541744475,0.4430332461710871,-0.03499206168518247,None,None,0.002000480185751213,0.5041210068093056,612.242217769553,0.5200194751128899,0.4138069975969054,3862
Most Calmar Ratio,BTC-USD,SMA,3,47,0,true,1,63,5.522199389940389,43.54838709677419,2.6709019478687686,18.931102111534063,2.284505306226889,2.331550957415111,34 days 17:25:09.677419354,0.01605385810460901,0.48938373899533927,0.9709994821336096,9.264573534645102,0,3862,3863 days 00:00:00,1000.0,613242.2177695559,61224.22177695559,18377.092999489443,100.0,19080.913015265487,59.404739460533705,756 days 00:00:00,62,-613.2422177694971,409.7899392895237,-21.15388110539338,51.40198660542248,-6.1178659266084265,67 days 02:40:00,9 days 17:49:42.857142857,9884.765483666535,1.4661659400002318,1.4038806875047625,1.3596535139464472,0.5052955920301905,10.814582319882257,1.1796656541744475,0.4430332461710871,-0.03499206168518247,None,None,0.002000480185751213,0.5041210068093056,612.242217769553,0.5200194751128899,0.4138069975969054,3862
Most Sortino Ratio,BTC-USD,SMA,3,47,0,true,1,63,5.522199389940389,43.54838709677419,2.6709019478687686,18.931102111534063,2.284505306226889,2.331550957415111,34 days 17:25:09.677419354,0.01605385810460901,0.48938373899533927,0.9709994821336096,9.264573534645102,0,3862,3863 days 00:00:00,1000.0,613242.2177695559,61224.22177695559,18377.092999489443,100.0,19080.913015265487,59.404739460533705,756 days 00:00:00,62,-613.2422177694971,409.7899392895237,-21.15388110539338,51.40198660542248,-6.1178659266084265,67 days 02:40:00,9 days 17:49:42.857142857,9884.765483666535,1.4661659400002318,1.4038806875047625,1.3596535139464472,0.5052955920301905,10.814582319882257,1.1796656541744475,0.4430332461710871,-0.03499206168518247,None,None,0.002000480185751213,0.5041210068093056,612.242217769553,0.5200194751128899,0.4138069975969054,3862
Most Expectancy,BTC-USD,SMA,3,48,0,true,1,61,5.1074188288350975,43.333333333333336,2.581084875578991,19.531814975384705,2.2805935311364514,2.2455082528288233,35 days 19:59:59.999999999,0.015535991714137753,0.4738477472812015,0.9399274987053341,9.25510652639928,0,3862,3863 days 00:00:00,1000.0,597430.0699284578,59643.00699284579,18377.092999489443,100.0,19339.153319712368,61.31236296405196,755 days 00:00:00,60,-597.4300699284067,409.7899392895237,-21.15388110539339,53.320747246934744,-6.306780291094742,69 days 13:50:46.153846154,10 days 00:42:21.176470588,9950.45833330644,1.4633365584753883,1.3528275981367472,1.3597007081033208,0.5100791421449659,10.918923271764003,1.176112426840426,0.44249439880507835,-0.03484105368091993,None,None,0.0019922006165730157,0.5020345553764,596.4300699284554,0.5174314174198369,0.41289112707718173,3862
Most Omega Ratio,BTC-USD,SMA,3,48,0,true,1,61,5.1074188288350975,43.333333333333336,2.581084875578991,19.531814975384705,2.2805935311364514,2.2455082528288233,35 days 19:59:59.999999999,0.015535991714137753,0.4738477472812015,0.9399274987053341,9.25510652639928,0,3862,3863 days 00:00:00,1000.0,597430.0699284578,59643.00699284579,18377.092999489443,100.0,19339.153319712368,61.31236296405196,755 days 00:00:00,60,-597.4300699284067,409.7899392895237,-21.15388110539339,53.320747246934744,-6.306780291094742,69 days 13:50:46.153846154,10 days 00:42:21.176470588,9950.45833330644,1.4633365584753883,1.3528275981367472,1.3597007081033208,0.5100791421449659,10.918923271764003,1.176112426840426,0.44249439880507835,-0.03484105368091993,None,None,0.0019922006165730157,0.5020345553764,596.4300699284554,0.5174314174198369,0.41289112707718173,3862
Least Total Trades,BTC-USD,SMA,24,38,0,true,1,53,5.0995183472134595,53.84615384615385,2.908966980082662,19.028504842757773,2.0782937881626826,0.6519831035130992,41 days 20:46:09.230769230,0.013464526152252718,0.4117037804246505,0.8156395649922321,7.834107379592145,0,3862,3863 days 00:00:00,1000.0,304586.4712684542,30358.64712684542,18377.092999489443,100.0,8052.384114930061,63.95161997262113,815 days 00:00:00,52,-304.5864712684415,269.8098731438288,-28.597211692571445,43.1717429221021,-9.1386062498106,55 days 17:08:34.285714286,25 days 17:00:00,5844.058802686971,1.33371246546551,1.1205787258184061,1.3214596968513004,0.5769457248976011,10.564270526262913,1.1642227202639326,0.44249439880507835,-0.0359514364460109,None,None,0.001817996062462445,0.45813500774053617,303.5864712684542,0.45218871707264063,0.4134066235720897,3862
