Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Total Period
Most Total Return [%],STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Least Total Fees Paid,STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Least Max Drawdown [%],STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Least Total Trades,STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Most Win Rate [%],STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Least Best Trade [%],STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Least Avg Winning Trade [%],STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Most Profit Factor,STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Most Expectancy,STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
Most Sharpe Ratio,STRK,EMA,2,13,0,true,1,3,-1.1445051647172523e-8,50.0,0.8836491357716953,0.0001,-0.04318680003530102,-1.6664598276676357,11 days 00:00:00,0.028180039138943253,1.2857142857142856,2.142857142857143,0.00012857142857142858,0,49,50 days 00:00:00,1000.0,988.2413203838971,-1.175867961610288,1.7643493467946803,100.0,5.1410606168470405,16.47732019641345,39 days 00:00:00,2,-0.9882413203837359,8.187997436523442,-8.565477844090635,8.187997436523442,-8.565477844090635,18 days 00:00:00,4 days 00:00:00,-5.3852191478595515,-0.03334543013664513,-0.5020485197184434,0.9930361725138324,-1.2343434490310048,6.186506739663015,0.780242706975154,0.38888888888888895,-0.027088968503604174,None,None,-0.00003508320519792321,-0.008840967709876649,-0.011758679616102663,-0.057872753837750146,0.31908739045395934,70.97222222222221
