Short Window,Long Window,Signal Window,Signal
2,6,2,1
14,34,18,1
14,35,18,1
14,36,18,1
15,31,18,1
15,32,18,1
15,33,18,1
15,34,17,1
15,34,18,1
15,35,17,1
15,35,18,1
15,36,17,1
15,36,18,1
16,28,18,1
16,29,18,1
16,30,18,1
16,31,17,1
16,31,18,1
16,32,17,1
16,32,18,1
16,33,16,1
16,33,17,1
16,33,18,1
16,34,16,1
16,34,17,1
16,34,18,1
16,35,16,1
16,35,17,1
16,35,18,1
16,36,16,1
16,36,17,1
16,36,18,1
17,26,18,1
17,27,18,1
17,28,17,1
17,28,18,1
17,29,17,1
17,29,18,1
17,30,17,1
17,30,18,1
17,31,16,1
17,31,17,1
17,31,18,1
17,32,16,1
17,32,17,1
17,32,18,1
17,33,16,1
17,33,17,1
17,33,18,1
17,34,15,1
17,34,16,1
17,34,17,1
17,34,18,1
17,35,15,1
17,35,16,1
17,35,17,1
17,35,18,1
17,36,15,1
17,36,16,1
17,36,17,1
17,36,18,1
18,25,18,1
18,26,17,1
18,26,18,1
18,27,17,1
18,27,18,1
18,28,16,1
18,28,17,1
18,28,18,1
18,29,16,1
18,29,17,1
18,29,18,1
18,30,16,1
18,30,17,1
18,30,18,1
18,31,15,1
18,31,16,1
18,31,17,1
18,31,18,1
18,32,15,1
18,32,16,1
18,32,17,1
18,32,18,1
18,33,15,1
18,33,16,1
18,33,17,1
18,33,18,1
18,34,14,1
18,34,15,1
18,34,16,1
18,34,17,1
18,35,14,1
18,35,15,1
18,35,16,1
18,35,17,1
18,36,14,1
18,36,15,1
18,36,16,1
18,36,17,1
