Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Signal Window,Stop Loss [%],Signal Entry,Signal Exit,Total Open Trades,Total Trades,Metric Type,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
PENDLE-USD,,EMA,5,12,0,,true,false,1,55,"Most Omega Ratio, Most Sharpe Ratio, Most Sortino Ratio, Most Total Return [%]",1.3365616773928213,44.44444444444444,1.5448621637326858,8.258499418926942,2.0040004228023762,2.321783276293913,14 days 00:26:40,0.03609625668449198,1.1029411764705883,2.185828877005348,9.108639064992952,0,1496,1497 days 00:00:00,1000.0,10980.705915910501,998.0705915910502,300.4622844343384,100.0,700.4242410599926,71.77070777927038,668 days 00:00:00,54,-10.980705915908402,141.7701378083279,-39.47854387268696,30.431150474166596,-9.479621425264778,23 days 04:00:00,6 days 16:48:00,185.03123373752612,1.018339828857884,1.1057544632821459,1.2639346856531695,3.964100719935918,37.79390521268212,1.5948813721473158,0.792494481236203,-0.0755501024055429,0.0033134020915788205,0.8349773270778628,9.980705915910523,0.4968429501191791,0.9867976683358818,758,108,1496
