Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
Most Total Return [%],VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Profit Factor,VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Expectancy,VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Sharpe Ratio,VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Calmar Ratio,VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Omega Ratio,VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Sortino Ratio,VZ,EMA,12,16,0,true,false,1,235,0.5018250808030503,31.196581196581196,0.9351079902351962,-0.07835305038421181,-0.015344281135676777,-1.0941590883347798,24 days 00:06:09.230769230,0.015467320668603318,0.472474868358066,0.9429392053614168,-0.03701984716573339,0,10445,10446 days 00:00:00,1000.0,567.7528451738385,-43.22471548261615,459.060471453716,100.0,603.8616591133473,79.23150659990749,6650 days 00:00:00,234,-0.5677528451737999,36.21839772027368,-11.595842533426563,6.476817372598637,-3.050573180059665,50 days 00:00:00,12 days 05:13:02.608695652,-1.8447837691494904,-0.01082671948896072,-0.024718744739697353,0.9978669146188095,0.036943448517305244,8.248905375576483,1.0758137775146102,0.351008794619762,-0.015903443902496782,None,None,-5.586647649751193e-6,-0.0014078352077373007,-0.4322471548261556,-0.013563069707618891,0.15649522798780835,5618,5617,15128.670634920634
Most Win Rate [%],VZ,EMA,13,26,0,true,false,1,174,0.5017505426808925,32.369942196531795,0.9222914509771699,-0.14868185315681348,-0.03144843996654268,-1.1034558222940622,32 days 19:25:19.075144508,0.011435241349010144,0.34983245572044036,0.6976543800861655,-0.052013737810913965,0,10445,10446 days 00:00:00,1000.0,525.075214430559,-47.49247855694411,459.060471453716,100.0,485.23201420849057,83.28229713647363,6628 days 00:00:00,173,-0.5250752144304442,37.87318772366799,-12.506524097748716,7.146622215800716,-3.640451322059564,67 days 01:42:51.428571428,16 days 09:50:46.153846153,-2.7421948575434243,-0.022509534950979692,-0.02672645509697024,0.9955405272509019,-0.47590895631664537,16.89943742960135,1.0480899908298575,0.3567995843616054,-0.01603518850365116,None,None,-0.000011748488190002638,-0.0029606190238806646,-0.47492478556943885,-0.015420916656585515,0.15829316574285032,5677,5676,15128.670634920634
Most Total Fees Paid,VZ,EMA,9,20,0,true,false,1,246,0.4928378378477009,30.612244897959183,0.9290533524898801,-0.10025930724323673,-0.030842157389668032,-1.1012905650695095,22 days 23:18:51.428571427,0.016194416939349626,0.494590713259933,0.9871708951651508,-0.049587322280379216,0,10445,10446 days 00:00:00,1000.0,535.0150544537767,-46.49849455462233,459.060471453716,100.0,611.5984243354962,78.22582906704466,6650 days 00:00:00,245,-0.5350150544537655,36.218397720273686,-8.694273472793302,6.386993384732683,-2.9622825537032016,49 days 12:48:00,11 days 06:04:14.117647058,-1.895714002007196,-0.021771463201694586,-0.02763474496374085,0.9957221485118076,0.04405287279924326,8.161961963626892,1.0750727567479734,0.3525831930596919,-0.016028144341779276,None,None,-0.000011238327305054863,-0.0028320584808738253,-0.46498494554622516,-0.014975384928283653,0.15655277175241059,5629,5628,15128.670634920634
Least Max Drawdown [%],VZ,EMA,9,20,0,true,false,1,246,0.4928378378477009,30.612244897959183,0.9290533524898801,-0.10025930724323673,-0.030842157389668032,-1.1012905650695095,22 days 23:18:51.428571427,0.016194416939349626,0.494590713259933,0.9871708951651508,-0.049587322280379216,0,10445,10446 days 00:00:00,1000.0,535.0150544537767,-46.49849455462233,459.060471453716,100.0,611.5984243354962,78.22582906704466,6650 days 00:00:00,245,-0.5350150544537655,36.218397720273686,-8.694273472793302,6.386993384732683,-2.9622825537032016,49 days 12:48:00,11 days 06:04:14.117647058,-1.895714002007196,-0.021771463201694586,-0.02763474496374085,0.9957221485118076,0.04405287279924326,8.161961963626892,1.0750727567479734,0.3525831930596919,-0.016028144341779276,None,None,-0.000011238327305054863,-0.0028320584808738253,-0.46498494554622516,-0.014975384928283653,0.15655277175241059,5629,5628,15128.670634920634
