Fast Period,Slow Period,Signal Period,Signal
3,10,17,1
3,10,18,1
3,11,15,1
3,11,16,1
3,12,14,1
3,12,15,1
3,13,13,1
3,14,12,1
3,15,11,1
3,15,12,1
3,16,11,1
3,17,10,1
3,18,10,1
3,20,9,1
3,21,9,1
3,23,8,1
3,24,8,1
3,25,8,1
3,26,8,1
3,35,7,1
3,36,7,1
4,8,17,1
4,8,18,1
4,9,15,1
4,9,16,1
4,9,17,1
4,10,13,1
4,10,14,1
4,10,15,1
4,11,12,1
4,11,13,1
4,12,11,1
4,12,12,1
4,13,10,1
4,13,11,1
4,14,10,1
4,15,9,1
4,15,10,1
4,16,9,1
4,17,8,1
4,17,9,1
4,18,8,1
4,19,8,1
4,20,7,1
4,21,7,1
4,22,7,1
4,23,7,1
4,24,7,1
4,26,6,1
4,27,6,1
4,28,6,1
4,29,6,1
4,30,6,1
4,31,6,1
4,32,6,1
4,33,6,1
4,34,6,1
4,35,6,1
4,36,6,1
5,7,16,1
5,7,17,1
5,7,18,1
5,8,14,1
5,8,15,1
5,8,16,1
5,9,12,1
5,9,13,1
5,9,14,1
5,10,11,1
5,10,12,1
5,11,10,1
5,11,11,1
5,12,9,1
5,12,10,1
5,13,9,1
5,14,8,1
5,14,9,1
5,15,8,1
5,16,7,1
5,16,8,1
5,17,7,1
5,18,7,1
5,19,6,1
5,20,6,1
5,21,6,1
5,22,6,1
5,23,6,1
5,25,5,1
5,26,5,1
5,27,5,1
5,28,5,1
5,29,5,1
5,30,5,1
5,31,5,1
5,32,5,1
5,33,5,1
5,34,5,1
5,35,5,1
5,36,5,1
6,7,13,1
6,7,14,1
6,7,15,1
6,8,11,1
6,8,12,1
6,8,13,1
6,9,10,1
6,9,11,1
6,9,12,1
6,10,9,1
6,10,10,1
6,11,8,1
6,11,9,1
6,12,8,1
6,12,9,1
6,13,7,1
6,13,8,1
6,14,7,1
6,15,6,1
6,15,7,1
6,16,6,1
6,17,6,1
6,18,6,1
6,19,5,1
6,20,5,1
6,21,5,1
6,22,5,1
6,23,5,1
6,26,4,1
6,27,4,1
6,28,4,1
6,29,4,1
6,30,4,1
6,31,4,1
6,32,4,1
6,33,4,1
6,34,4,1
6,35,4,1
6,36,4,1
7,8,10,1
7,8,11,1
7,9,9,1
7,9,10,1
7,10,8,1
7,10,9,1
7,11,7,1
7,11,8,1
7,12,7,1
7,13,6,1
7,13,7,1
7,14,6,1
7,15,6,1
7,16,5,1
7,17,5,1
7,18,5,1
7,20,4,1
7,21,4,1
7,22,4,1
7,23,4,1
7,24,4,1
7,35,3,1
7,36,3,1
8,9,8,1
8,9,9,1
8,10,7,1
8,10,8,1
8,11,6,1
8,11,7,1
8,12,6,1
8,13,6,1
8,14,5,1
8,15,5,1
8,16,5,1
8,17,4,1
8,18,4,1
8,19,4,1
8,23,3,1
8,24,3,1
8,25,3,1
8,26,3,1
9,10,6,1
9,10,7,1
9,11,6,1
9,12,5,1
9,12,6,1
9,13,5,1
9,14,5,1
9,15,4,1
9,16,4,1
9,17,4,1
9,20,3,1
9,21,3,1
10,11,5,1
10,12,5,1
10,13,4,1
10,14,4,1
10,15,4,1
10,17,3,1
10,18,3,1
11,12,4,1
11,13,4,1
11,15,3,1
11,16,3,1
12,14,3,1
12,15,3,1
