Fast Period,Slow Period,Signal Period,Signal
2,4,10,1
2,4,11,1
2,4,12,1
2,5,8,1
2,5,9,1
2,5,10,1
2,6,7,1
2,6,8,1
2,7,6,1
2,7,7,1
2,8,5,1
2,8,6,1
2,9,5,1
2,10,4,1
2,10,5,1
2,11,4,1
2,12,3,1
2,12,4,1
2,13,3,1
2,14,2,1
2,14,3,1
2,15,2,1
2,15,3,1
2,16,2,1
2,17,2,1
2,18,2,1
2,19,2,1
3,4,8,1
3,4,9,1
3,4,10,1
3,5,6,1
3,5,7,1
3,5,8,1
3,6,5,1
3,6,6,1
3,6,7,1
3,7,5,1
3,7,6,1
3,8,4,1
3,8,5,1
3,9,4,1
3,10,3,1
3,10,4,1
3,11,3,1
3,12,2,1
3,12,3,1
3,13,2,1
3,14,2,1
3,15,2,1
4,5,5,1
4,5,6,1
4,6,4,1
4,6,5,1
4,7,4,1
4,8,3,1
4,8,4,1
4,9,3,1
4,10,2,1
4,10,3,1
4,11,2,1
4,12,2,1
5,6,3,1
5,6,4,1
5,7,3,1
5,8,2,1
5,8,3,1
5,9,2,1
5,10,2,1
6,7,2,1
6,7,3,1
6,8,2,1
