Short Window,Long Window,Signal Window,Signal
2,4,3,1
2,4,4,1
2,4,5,1
2,4,6,1
2,4,7,1
2,4,8,1
2,4,9,1
2,4,10,1
2,4,11,1
2,5,3,1
2,5,4,1
2,5,5,1
2,5,6,1
2,5,7,1
2,5,8,1
2,5,9,1
2,6,3,1
2,6,4,1
2,6,5,1
2,6,6,1
2,6,7,1
2,7,3,1
2,7,4,1
2,7,5,1
2,7,6,1
2,8,3,1
2,8,4,1
2,8,5,1
2,9,3,1
2,9,4,1
2,9,5,1
2,10,3,1
2,10,4,1
2,11,3,1
2,11,4,1
2,12,3,1
3,4,2,1
3,4,3,1
3,4,7,1
3,4,8,1
3,4,9,1
3,4,10,1
3,5,2,1
3,5,7,1
3,5,8,1
3,6,2,1
3,6,6,1
3,6,7,1
3,7,2,1
3,7,3,1
3,7,4,1
3,7,5,1
3,7,6,1
3,8,2,1
3,8,3,1
3,8,4,1
3,8,5,1
3,9,2,1
3,9,3,1
3,9,4,1
3,10,2,1
3,10,3,1
3,10,4,1
3,11,2,1
3,11,3,1
3,12,2,1
3,12,3,1
3,13,3,1
4,5,2,1
4,5,6,1
4,6,2,1
4,6,5,1
4,7,2,1
4,7,3,1
4,7,4,1
4,8,2,1
4,8,3,1
4,8,4,1
4,9,2,1
4,9,3,1
4,10,2,1
4,10,3,1
4,11,2,1
5,6,2,1
5,6,4,1
5,7,2,1
5,7,3,1
5,8,2,1
5,8,3,1
5,9,2,1
6,7,2,1
6,7,3,1
