Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Most Total Return [%],8,11,GM,SMA,0,true,false,1,191,0.9078098230512551,42.63157894736842,1.2114504750196582,0.5975224247180642,0.6150812305346751,1.4716811321158005,9 days 16:32:50.526315789,0.03571415251613962,1.092022869588892,2.1783283419548054,0.6525081528843332,0,3673,3674 days 00:00:00,1000.0,2085.8336714533934,108.58336714533934,43.93097707243092,100.0,510.54020002943605,40.233440326962366,1072 days 00:00:00,190,-2.0858336714532015,28.767427126804858,-10.581995272678268,5.969842833402356,-3.394752374395951,14 days 07:42:13.333333333,6 days 05:56:41.834862385,5.7258921322360585,0.4005655893761152,0.18832575918734243,1.0875343742371917,0.8741059588805908,10.544967378073686,1.2471936759869036,0.8719851576994434,-0.02222582931051819,,,0.0003053585426122637,0.07695035273829046,1.0858336714533872,0.051718279737987594,0.2311975025120319,0,191,5320.019841269841,,,,
Least Max Drawdown [%],8,11,GM,SMA,0,true,false,1,191,0.9078098230512551,42.63157894736842,1.2114504750196582,0.5975224247180642,0.6150812305346751,1.4716811321158005,9 days 16:32:50.526315789,0.03571415251613962,1.092022869588892,2.1783283419548054,0.6525081528843332,0,3673,3674 days 00:00:00,1000.0,2085.8336714533934,108.58336714533934,43.93097707243092,100.0,510.54020002943605,40.233440326962366,1072 days 00:00:00,190,-2.0858336714532015,28.767427126804858,-10.581995272678268,5.969842833402356,-3.394752374395951,14 days 07:42:13.333333333,6 days 05:56:41.834862385,5.7258921322360585,0.4005655893761152,0.18832575918734243,1.0875343742371917,0.8741059588805908,10.544967378073686,1.2471936759869036,0.8719851576994434,-0.02222582931051819,,,0.0003053585426122637,0.07695035273829046,1.0858336714533872,0.051718279737987594,0.2311975025120319,0,191,5320.019841269841,,,,
Most Sharpe Ratio,8,11,GM,SMA,0,true,false,1,191,0.9078098230512551,42.63157894736842,1.2114504750196582,0.5975224247180642,0.6150812305346751,1.4716811321158005,9 days 16:32:50.526315789,0.03571415251613962,1.092022869588892,2.1783283419548054,0.6525081528843332,0,3673,3674 days 00:00:00,1000.0,2085.8336714533934,108.58336714533934,43.93097707243092,100.0,510.54020002943605,40.233440326962366,1072 days 00:00:00,190,-2.0858336714532015,28.767427126804858,-10.581995272678268,5.969842833402356,-3.394752374395951,14 days 07:42:13.333333333,6 days 05:56:41.834862385,5.7258921322360585,0.4005655893761152,0.18832575918734243,1.0875343742371917,0.8741059588805908,10.544967378073686,1.2471936759869036,0.8719851576994434,-0.02222582931051819,,,0.0003053585426122637,0.07695035273829046,1.0858336714533872,0.051718279737987594,0.2311975025120319,0,191,5320.019841269841,,,,
Most Calmar Ratio,8,11,GM,SMA,0,true,false,1,191,0.9078098230512551,42.63157894736842,1.2114504750196582,0.5975224247180642,0.6150812305346751,1.4716811321158005,9 days 16:32:50.526315789,0.03571415251613962,1.092022869588892,2.1783283419548054,0.6525081528843332,0,3673,3674 days 00:00:00,1000.0,2085.8336714533934,108.58336714533934,43.93097707243092,100.0,510.54020002943605,40.233440326962366,1072 days 00:00:00,190,-2.0858336714532015,28.767427126804858,-10.581995272678268,5.969842833402356,-3.394752374395951,14 days 07:42:13.333333333,6 days 05:56:41.834862385,5.7258921322360585,0.4005655893761152,0.18832575918734243,1.0875343742371917,0.8741059588805908,10.544967378073686,1.2471936759869036,0.8719851576994434,-0.02222582931051819,,,0.0003053585426122637,0.07695035273829046,1.0858336714533872,0.051718279737987594,0.2311975025120319,0,191,5320.019841269841,,,,
Most Omega Ratio,8,11,GM,SMA,0,true,false,1,191,0.9078098230512551,42.63157894736842,1.2114504750196582,0.5975224247180642,0.6150812305346751,1.4716811321158005,9 days 16:32:50.526315789,0.03571415251613962,1.092022869588892,2.1783283419548054,0.6525081528843332,0,3673,3674 days 00:00:00,1000.0,2085.8336714533934,108.58336714533934,43.93097707243092,100.0,510.54020002943605,40.233440326962366,1072 days 00:00:00,190,-2.0858336714532015,28.767427126804858,-10.581995272678268,5.969842833402356,-3.394752374395951,14 days 07:42:13.333333333,6 days 05:56:41.834862385,5.7258921322360585,0.4005655893761152,0.18832575918734243,1.0875343742371917,0.8741059588805908,10.544967378073686,1.2471936759869036,0.8719851576994434,-0.02222582931051819,,,0.0003053585426122637,0.07695035273829046,1.0858336714533872,0.051718279737987594,0.2311975025120319,0,191,5320.019841269841,,,,
Most Sortino Ratio,8,11,GM,SMA,0,true,false,1,191,0.9078098230512551,42.63157894736842,1.2114504750196582,0.5975224247180642,0.6150812305346751,1.4716811321158005,9 days 16:32:50.526315789,0.03571415251613962,1.092022869588892,2.1783283419548054,0.6525081528843332,0,3673,3674 days 00:00:00,1000.0,2085.8336714533934,108.58336714533934,43.93097707243092,100.0,510.54020002943605,40.233440326962366,1072 days 00:00:00,190,-2.0858336714532015,28.767427126804858,-10.581995272678268,5.969842833402356,-3.394752374395951,14 days 07:42:13.333333333,6 days 05:56:41.834862385,5.7258921322360585,0.4005655893761152,0.18832575918734243,1.0875343742371917,0.8741059588805908,10.544967378073686,1.2471936759869036,0.8719851576994434,-0.02222582931051819,,,0.0003053585426122637,0.07695035273829046,1.0858336714533872,0.051718279737987594,0.2311975025120319,0,191,5320.019841269841,,,,
Mean Omega Ratio,59,61,GM,SMA,0,true,false,1,85,0.8232398285494678,46.42857142857143,1.0135532394926487,0.5981951679515927,0.2124485348577229,-0.9343751505213969,22 days 02:51:25.714285713,0.015789414796609096,0.4859787639531718,0.9662401306833651,0.29071014832387504,0,3673,3674 days 00:00:00,1000.0,1028.8296375782625,2.8829637578262464,43.93097707243092,100.0,153.21443897082142,52.08633793518415,1019 days 00:00:00,84,-1.0288296375781556,88.745776619036,-18.98384265142385,7.096363824714051,-5.033551001242539,26 days 22:46:09.230769231,17 days 22:24:00,0.355457943045721,0.14429650870268548,0.005428702046877369,1.0296431088798046,0.45010972492940177,8.329792050120439,1.0900810715141571,0.9445564516129031,-0.021827377807467987,,,0.00010615128388369706,0.026750123538691658,0.028829637578258405,0.001951360947968217,0.2231085072790586,0,85,5320.019841269841,,,,
Mean Total Fees Paid,6,32,GM,SMA,0,true,false,1,76,0.7898265913860156,42.66666666666667,1.1398043820900132,0.6445897535937011,0.34230461253310446,-0.326737951266597,24 days 01:55:11.999999999,0.014097691782686692,0.4345221889463654,0.8633269806697523,0.2800885507039333,0,3673,3674 days 00:00:00,1000.0,1295.77059626645,29.577059626644996,43.93097707243092,100.0,157.60392350494274,48.12328849719202,1917 days 00:00:00,75,-1.2957705962662658,32.68927155631142,-17.052611350111572,7.7249577217530705,-4.624521292478389,38 days 04:30:00,13 days 13:57:12.558139534,3.960884891502886,0.22961503383323226,0.05418471736454588,1.050195512006719,0.5664148704743427,11.778603496494306,1.1367372357132857,0.9238683127572017,-0.020356002673550446,,,0.00016924818879279118,0.04265054357578338,0.2957705962664521,0.017930938287026077,0.22354780643992744,0,76,5320.019841269841,,,,
Median Win Rate [%],64,65,GM,SMA,0,true,false,1,112,0.7800957352063888,42.34234234234234,0.9621633411983211,0.32598773123469504,0.1291009416208504,-1.2449184056062435,16 days 22:03:14.594594593,0.020864583838376305,0.6403484889735911,1.2749795807242037,0.2087457511200661,0,3673,3674 days 00:00:00,1000.0,892.4049513869578,-10.75950486130422,43.93097707243092,100.0,214.48868128309505,55.78278709806113,1739 days 00:00:00,111,-0.8924049513868795,77.22875849709773,-20.195760463491723,6.540987317769598,-4.238152590126874,21 days 22:28:05.106382978,13 days 05:37:30,-0.9612850780329403,0.08697608091242712,-0.020159367316536236,1.0175661477180784,0.5637200550657243,7.789614688634502,1.1307499759134587,0.8999037536092396,-0.021506167488952385,,,0.0000623362983420837,0.015708747182205093,-0.10759504861303892,-0.007777568539876434,0.21736413002195112,0,112,5320.019841269841,,,,
Mean Total Return [%],8,27,GM,SMA,0,true,false,1,81,0.7503210112318188,42.5,1.022162192969215,0.40451368945961885,0.23337461348341743,-0.8644871033382987,22 days 20:23:59.999999999,0.015037537901532472,0.46310917506125787,0.9205009528995372,0.18733400102662992,0,3673,3674 days 00:00:00,1000.0,1059.532139562639,5.9532139562639035,43.93097707243092,100.0,177.20292396229146,49.5261612613136,1745 days 00:00:00,80,-1.0595321395626343,28.365008838586327,-19.134498767679816,7.844411338164421,-5.0945410943656695,36 days 13:24:42.352941177,12 days 17:13:02.608695652,0.7573958962775222,0.1570582120582364,0.011633249960570462,1.0339350734837767,0.5832602396997705,11.662668311600125,1.125030674671774,0.9190283400809717,-0.021424440231378163,,,0.00011760558816986471,0.029636608218805906,0.05953213956263603,0.003974265506360597,0.22709836719181986,0,81,5320.019841269841,,,,
