Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
ADI,SMA,75,86,0,true,false,1,120,1.467360202224621,58.82352941176471,1.690594791845221,10.817178359287933,1.074772559407708,0.5447055908240617,56 days 21:46:53.445378150,0.007209451045067484,0.22113022113022116,0.44041769041769047,2.3920050425943833,0,11396,11397 days 00:00:00,1000.0,462930.6209764853,46193.06209764853,29904.120482276296,100.0,44051.50283983446,69.96731751841504,2134 days 00:00:00,119,-462.9306209764327,641.7411483253588,-44.960394045385776,24.16429584328557,-8.250132332137266,75 days 16:48:00,30 days 01:28:09.795918367,3885.6600974576622,0.7015902148004669,0.31044584785491725,1.1494802629163843,0.5662102898090592,12.4285902721066,1.1508915339574144,0.9987737584304108,-0.028935890801554412,,,0.0007413184704862354,0.1868122545625313,461.93062097648476,0.14534794372773008,0.32045569967389037,6773,238,16506.11111111111
ADI,SMA,76,85,0,true,false,1,128,1.4405586053220316,59.055118110236215,1.6217647738752579,9.884611631834446,1.0544878094448795,0.3306751808589805,53 days 04:20:47.244094487,0.007694120022887147,0.23587223587223588,0.4699017199017199,2.331505446329501,0,11396,11397 days 00:00:00,1000.0,398926.70931181754,39792.670931181754,29904.120482276296,100.0,43378.84339434394,68.86996570259522,2111 days 00:00:00,127,-398.92670931178145,641.7411483253588,-43.49001016235351,22.227359302857426,-7.917428278294852,70 days 21:26:24,27 days 15:13:50.769230769,3136.422330875035,0.6896528393648974,0.30698995584244293,1.1468968781399667,0.5521909845267139,12.44802187675385,1.147601793246386,0.9993857493857494,-0.028935890801554346,,,0.0007277882954004773,0.1834026504409203,397.9267093118158,0.14158580671102605,0.32005251247274785,6755,254,16506.11111111111
ADI,SMA,76,86,0,true,false,1,127,1.4634472012616315,57.936507936507944,1.7995657405109684,9.947528444672486,1.0756270283162628,0.5458436589007348,53 days 14:40:00,0.007633536400659689,0.23402948402948404,0.46621621621621623,2.3280149492753175,0,11396,11397 days 00:00:00,1000.0,463270.950225304,46227.0950225304,29904.120482276296,100.0,42913.93352366722,68.77254836526178,2161 days 00:00:00,126,-463.2709502252401,614.3921658986173,-45.609085509965105,22.704724387806497,-7.623703703417756,75 days 10:31:13.972602740,23 days 13:07:55.471698113,3672.493818853409,0.7021730313233866,0.31588080626484866,1.1498255594292823,0.5677636023107279,12.504404339871622,1.1512398590103785,0.9987714987714987,-0.028948071362081412,,,0.000740719325860313,0.1866612701167989,462.2709502252989,0.14536655494325368,0.319930933457089,6756,252,16506.11111111111
ADI,SMA,76,87,0,true,false,1,120,1.4865598002282578,58.82352941176471,1.7573395012923914,10.620022600528259,1.0923697661651441,0.718311550744494,56 days 20:58:29.243697479,0.007209451045067484,0.22113022113022116,0.44041769041769047,2.34840794606276,0,11396,11397 days 00:00:00,1000.0,514845.9563955037,51384.59563955037,29904.120482276296,100.0,46980.90099298136,69.3973325528991,2170 days 00:00:00,119,-514.8459563954384,593.2152073732719,-44.89211080529956,23.87841201021124,-8.320533699018858,77 days 10:17:08.571428572,27 days 12:14:41.632653061,4322.359683629409,0.7112286004500236,0.3189764503270241,1.1517716439619083,0.5928586774572178,12.490689105840831,1.1528331846475899,0.9990791896869242,-0.02893589080155438,,,0.0007494998699810618,0.1888739672352276,513.8459563955076,0.14804290488467542,0.31960167885556334,6769,238,16506.11111111111
ADI,SMA,77,84,0,true,false,1,144,1.3668114673856835,57.34265734265735,1.565407811531106,7.509027904729786,1.0314323118519844,0.11122643393075873,47 days 02:31:02.937062936,0.008663457978526473,0.2653562653562654,0.5288697788697789,1.9925676012550786,0,11396,11397 days 00:00:00,1000.0,333302.4916335565,33230.24916335565,29904.120482276296,100.0,41489.81597224908,69.92321413252623,2117 days 00:00:00,143,-333.30249163351255,423.6078498293515,-44.526484450433415,18.829215292780486,-7.708273174289189,61 days 19:19:01.463414634,27 days 08:15:44.262295082,2326.1244344418883,0.6744738116489012,0.2924222321112709,1.1436587286316378,0.5588586606251242,12.448758090090204,1.1574420074995746,0.9880916030534351,-0.029128100491511454,,,0.0007122914108373172,0.17949743553100392,332.3024916335561,0.13705818805896852,0.3202870050253766,6737,286,16506.11111111111
ADI,SMA,77,85,0,true,false,1,140,1.3385796265449093,55.39568345323741,1.5508331260972041,7.741053129788332,1.0381821969912757,0.17092573812697073,48 days 15:11:39.280575539,0.008421123489616641,0.257985257985258,0.5141277641277642,1.9970775887660317,0,11396,11397 days 00:00:00,1000.0,351155.04348747234,35015.504348747236,29904.120482276296,100.0,45047.00712622274,71.27715235804374,2134 days 00:00:00,139,-351.15504348743707,429.06313993174064,-44.15599999999999,19.93771176723735,-7.406410016720931,66 days 21:11:41.298701299,25 days 23:13:32.903225806,2521.6273275608637,0.6789078462347647,0.2896936931837792,1.1443590119698392,0.5607152621340619,12.451867421070514,1.1521006781024794,0.9932803909590714,-0.02912621445520551,,,0.0007167260722129376,0.18061497019766026,350.1550434874691,0.13837076730479625,0.3201762234538063,6761,278,16506.11111111111
ADI,SMA,77,86,0,true,false,1,130,1.3049383661119636,54.263565891472865,1.6051556878907087,8.918292340538404,0.9668776985957619,-0.317150639439394,52 days 08:00:00,0.007815287267342062,0.23955773955773957,0.4772727272727273,2.1364459538144827,0,11396,11397 days 00:00:00,1000.0,205200.0954944969,20420.00954944969,29904.120482276296,100.0,23058.47335990103,70.29783285485564,2263 days 00:00:00,129,-205.2000954944815,593.2152073732719,-45.60908550996513,22.740663163020486,-7.481130669186101,74 days 08:34:17.142857143,26 days 04:52:52.881355932,1584.5371751162124,0.6353449684913335,0.2644527384608143,1.1344354080817818,0.520816445189723,12.399983559891435,1.1445955769620717,0.9911233547597185,-0.02912810049151147,,,0.0006680857073328422,0.16835759824787622,204.20009549449776,0.12492805327945322,0.3189108451376813,6752,258,16506.11111111111
ADI,SMA,78,81,0,true,false,1,224,1.1688153670017987,54.26008968609865,1.2661561198385622,4.291473998118607,0.9220290281897717,-0.5109209091691442,30 days 04:57:02.421524662,0.013510147756723101,0.4127764127764128,0.8237100737100738,1.7714192424666488,0,11396,11397 days 00:00:00,1000.0,147254.80057568062,14625.480057568064,29904.120482276296,100.0,40351.40028958025,62.99529371315362,3404 days 00:00:00,223,-147.25480057566892,386.1027303754266,-47.028129465878415,12.893222485228986,-5.912560971884882,41 days 14:40:39.669421487,16 days 16:14:07.058823529,656.5114590863504,0.6064425523285917,0.27520910992709996,1.1280532841839457,0.5278183825357552,12.414078506023996,1.1755502645706413,0.9595959595959597,-0.02907468048920765,,,0.0006410835985176948,0.1615530668264591,146.2548005756814,0.11670474461814906,0.320606041372994,6737,446,16506.11111111111
ADI,SMA,78,82,0,true,false,1,193,1.186063611419216,54.6875,1.2967608670710498,4.824057100543995,0.8955132795095961,-0.6043427812770968,35 days 01:45:00,0.011632055467671907,0.3556511056511057,0.7094594594594595,1.715681241532539,0,11396,11397 days 00:00:00,1000.0,119317.81138372039,11831.781138372038,29904.120482276296,100.0,28263.74684701696,61.59429929168561,3702 days 00:00:00,192,-119.3178113837057,373.1803986710963,-47.02812946587843,14.141876021703606,-6.421586424993466,48 days 09:36:00,18 days 23:43:26.896551724,616.8600478911667,0.588874369818311,0.2686772570566169,1.1241283480607749,0.5366550432023631,12.38888926851619,1.1710253588453803,0.9599521817095038,-0.02923977128828053,,,0.0006227513407392755,0.15693333786629743,118.31781138371939,0.11152235178585301,0.3207293627268849,6735,384,16506.11111111111
ADI,SMA,78,84,0,true,false,1,155,1.3588864909729093,55.84415584415584,1.5451532547976061,7.186966530758269,1.06658912875573,0.4689924790247547,43 days 20:34:17.142857142,0.009329877823028509,0.28562653562653567,0.5694103194103195,2.052788351844346,0,11396,11397 days 00:00:00,1000.0,440289.28080314,43928.928080314,29904.120482276296,100.0,62231.31796522675,66.61923826651675,2094 days 00:00:00,154,-440.28928080311744,429.06313993174064,-44.52648445043342,18.20409567729522,-6.746461507509051,58 days 17:51:37.674418605,25 days 00:42:21.176470588,2855.386818726897,0.6967807963160781,0.323116005918086,1.1482551759637505,0.558838039669944,12.306204215022138,1.159900050212923,0.9899604502585944,-0.029165218348105017,,,0.00073778460297107,0.18592171994870965,439.2892808031399,0.1440787254781828,0.321129436657316,6755,308,16506.11111111111
