Date,Open,High,Low,Close,Volume
2018-04-25T00:00:00.000000000,2243.070826363183,2243.070826363183,2243.070826363183,2243.070826363183,0.0
2018-04-26T00:00:00.000000000,2243.070826363183,2249.7710357411124,2243.070826363183,2249.7710357411124,0.0
2018-04-27T00:00:00.000000000,2249.7710357411124,2256.2726377170015,2249.7710357411124,2256.2726377170015,0.0
2018-04-28T00:00:00.000000000,2256.2726377170015,2263.0711832589604,2256.2726377170015,2263.0711832589604,0.0
2018-04-29T00:00:00.000000000,2263.0711832589604,2269.912622960119,2263.0711832589604,2269.912622960119,0.0
2018-04-30T00:00:00.000000000,2269.912622960119,2276.626160386302,2269.912622960119,2276.626160386302,0.0
2018-05-01T00:00:00.000000000,2276.626160386302,2283.2448830571966,2276.626160386302,2283.2448830571966,0.0
2018-05-02T00:00:00.000000000,2283.2448830571966,2289.9268336545906,2283.2448830571966,2289.9268336545906,0.0
2018-05-03T00:00:00.000000000,2289.9268336545906,2297.004020719883,2289.9268336545906,2297.004020719883,0.0
2018-05-04T00:00:00.000000000,2297.004020719883,2304.0573128690844,2297.004020719883,2304.0573128690844,0.0
2018-05-05T00:00:00.000000000,2304.0573128690844,2311.2355402060866,2304.0573128690844,2311.2355402060866,0.0
2018-05-06T00:00:00.000000000,2311.2355402060866,2318.2630875224677,2311.2355402060866,2318.2630875224677,0.0
2018-05-07T00:00:00.000000000,2318.2630875224677,2325.093633282429,2318.2630875224677,2325.093633282429,0.0
2018-05-08T00:00:00.000000000,2325.093633282429,2331.8205530257865,2325.093633282429,2331.8205530257865,0.0
2018-05-09T00:00:00.000000000,2331.8205530257865,2338.607368278069,2331.8205530257865,2338.607368278069,0.0
2018-05-10T00:00:00.000000000,2338.607368278069,2345.183165878261,2338.607368278069,2345.183165878261,0.0
2018-05-11T00:00:00.000000000,2345.183165878261,2351.3080088876827,2345.183165878261,2351.3080088876827,0.0
2018-05-12T00:00:00.000000000,2351.3080088876827,2357.4928058922605,2351.3080088876827,2357.4928058922605,0.0
2018-05-13T00:00:00.000000000,2357.4928058922605,2363.8671980201066,2357.4928058922605,2363.8671980201066,0.0
2018-05-14T00:00:00.000000000,2363.8671980201066,2370.2425055594363,2363.8671980201066,2370.2425055594363,0.0
2018-05-15T00:00:00.000000000,2370.2425055594363,2376.4538198136524,2370.2425055594363,2376.4538198136524,0.0
2018-05-16T00:00:00.000000000,2376.4538198136524,2382.5530172824497,2376.4538198136524,2382.5530172824497,0.0
2018-05-17T00:00:00.000000000,2382.5530172824497,2388.431058149403,2382.5530172824497,2388.431058149403,0.0
2018-05-18T00:00:00.000000000,2388.431058149403,2394.4188665970764,2388.431058149403,2394.4188665970764,0.0
2018-05-19T00:00:00.000000000,2394.4188665970764,2400.406427474663,2394.4188665970764,2400.406427474663,0.0
2018-05-20T00:00:00.000000000,2400.406427474663,2406.59545631959,2400.406427474663,2406.59545631959,0.0
2018-05-21T00:00:00.000000000,2406.59545631959,2412.700574940049,2406.59545631959,2412.700574940049,0.0
2018-05-22T00:00:00.000000000,2412.700574940049,2418.510268018023,2412.700574940049,2418.510268018023,0.0
2018-05-23T00:00:00.000000000,2418.510268018023,2423.944550348396,2418.510268018023,2423.944550348396,0.0
2018-05-24T00:00:00.000000000,2423.944550348396,2429.40587672159,2423.944550348396,2429.40587672159,0.0
