Trade No.,Entry Date,Exit Date,Entry Price,Exit Price,Return (%),PnL ($),Size,Drawdown (%)
24,2021-10-04 00:00:00,2021-11-25 00:00:00,49112.90234375,57274.6796875,0.16401779119746668,16648.88557620315,2.066800746913929,0.16704058273787734
25,2022-02-16 00:00:00,2022-02-17 00:00:00,43961.859375,40538.01171875,-0.07980434806947348,-9427.992834159202,2.6873029996824065,0.07788223029977334
26,2022-03-22 00:00:00,2022-04-14 00:00:00,42358.80859375,39935.515625,-0.05915150534565431,-6430.967177220033,2.5666506193046206,0.16735923047112855
27,2022-07-31 00:00:00,2022-08-21 00:00:00,23336.896484375,21534.12109375,-0.07917275587352403,-8099.034040780262,4.383432893232397,0.14520576886768727
28,2022-10-28 00:00:00,2022-11-09 00:00:00,20595.3515625,15880.7802734375,-0.23068542464451727,-21731.668888411576,4.574079558292866,0.2538171056328967
29,2023-01-11 00:00:00,2023-03-09 00:00:00,17934.896484375,20363.021484375,0.13325011851132146,9659.943043106497,4.042109621963091,0.17987435067969193
30,2023-03-14 00:00:00,2023-05-12 00:00:00,24746.07421875,26804.990234375,0.08111852140372654,6663.489896093321,3.3195208933997025,0.12073559336671562
31,2023-06-22 00:00:00,2023-08-04 00:00:00,29912.28125,29074.091796875,-0.02999356079442683,-2663.4864898844717,2.9687452695300744,0.07631062730795371
32,2023-10-02 00:00:00,2024-01-22 00:00:00,27530.78515625,39507.3671875,0.4325900555074639,37263.79092952595,3.1289016026487984,0.15888985848748663
33,2024-02-03 00:00:00,2024-04-21 00:00:00,42992.25,64926.64453125,0.5076839578463271,62631.7931507031,2.869533047531385,0.16155231473246356
34,2024-04-22 00:00:00,2024-04-24 00:00:00,66837.6796875,64276.8984375,-0.04027512386293135,-7488.63192344515,2.7819174297919487,0.038313437300231686
35,2024-05-19 00:00:00,2024-06-20 00:00:00,66278.3671875,64828.65625,-0.023851190486714944,-4256.382213512426,2.692518884962687,0.09264809325900354
36,2024-07-21 00:00:00,2024-08-05 00:00:00,68154.5234375,53991.45703125,-0.2096003561644556,-36513.14189406126,2.5560097326945095,0.20898438103592515
37,2024-09-20 00:00:00,2025-02-09 00:00:00,63192.97656250001,96500.09375,0.5245428514417828,72243.69232120742,2.179466255531688,0.12866483041325566
38,2025-04-22 00:00:00,2025-06-15 00:00:00,93441.890625,105159.609375,0.12440113081642842,26111.60836878998,2.2462995921962126,0.09041847800993132
