Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
Most Total Return [%],V,SMA,10,88,0,true,false,1,35,1.3893603393779155,58.82352941176471,3.066006788814666,6.597687179315789,1.167023230700732,-0.7621988954939536,90 days 12:42:21.176470588,0.005448925859503186,0.17061281337047354,0.33635097493036215,1.1256499714013708,0,4308,4309 days 00:00:00,1000.0,6614.210603651415,561.4210603651416,2360.8849989629325,100.0,250.05054217162376,35.10215063173735,880 days 00:00:00,34,-6.614210603650463,44.759307137793655,-19.17684205545779,14.449295514447549,-4.618896156586725,131 days 13:12:00,31 days 22:17:08.571428571,165.3183768898549,0.8124092475047653,0.49440002349629003,1.1516955575814096,-0.2269056583776263,8.535281627480536,0.9927933510764749,0.6309613928841786,-0.01827221224024885,None,None,0.0005108205546215875,0.12872677976464006,5.614210603651387,0.11682055300542982,0.19069539632119978,3079,3078,6239.761904761905
Most Win Rate [%],V,SMA,10,88,0,true,false,1,35,1.3893603393779155,58.82352941176471,3.066006788814666,6.597687179315789,1.167023230700732,-0.7621988954939536,90 days 12:42:21.176470588,0.005448925859503186,0.17061281337047354,0.33635097493036215,1.1256499714013708,0,4308,4309 days 00:00:00,1000.0,6614.210603651415,561.4210603651416,2360.8849989629325,100.0,250.05054217162376,35.10215063173735,880 days 00:00:00,34,-6.614210603650463,44.759307137793655,-19.17684205545779,14.449295514447549,-4.618896156586725,131 days 13:12:00,31 days 22:17:08.571428571,165.3183768898549,0.8124092475047653,0.49440002349629003,1.1516955575814096,-0.2269056583776263,8.535281627480536,0.9927933510764749,0.6309613928841786,-0.01827221224024885,None,None,0.0005108205546215875,0.12872677976464006,5.614210603651387,0.11682055300542982,0.19069539632119978,3079,3078,6239.761904761905
Most Sharpe Ratio,V,SMA,10,88,0,true,false,1,35,1.3893603393779155,58.82352941176471,3.066006788814666,6.597687179315789,1.167023230700732,-0.7621988954939536,90 days 12:42:21.176470588,0.005448925859503186,0.17061281337047354,0.33635097493036215,1.1256499714013708,0,4308,4309 days 00:00:00,1000.0,6614.210603651415,561.4210603651416,2360.8849989629325,100.0,250.05054217162376,35.10215063173735,880 days 00:00:00,34,-6.614210603650463,44.759307137793655,-19.17684205545779,14.449295514447549,-4.618896156586725,131 days 13:12:00,31 days 22:17:08.571428571,165.3183768898549,0.8124092475047653,0.49440002349629003,1.1516955575814096,-0.2269056583776263,8.535281627480536,0.9927933510764749,0.6309613928841786,-0.01827221224024885,None,None,0.0005108205546215875,0.12872677976464006,5.614210603651387,0.11682055300542982,0.19069539632119978,3079,3078,6239.761904761905
Most Calmar Ratio,V,SMA,10,88,0,true,false,1,35,1.3893603393779155,58.82352941176471,3.066006788814666,6.597687179315789,1.167023230700732,-0.7621988954939536,90 days 12:42:21.176470588,0.005448925859503186,0.17061281337047354,0.33635097493036215,1.1256499714013708,0,4308,4309 days 00:00:00,1000.0,6614.210603651415,561.4210603651416,2360.8849989629325,100.0,250.05054217162376,35.10215063173735,880 days 00:00:00,34,-6.614210603650463,44.759307137793655,-19.17684205545779,14.449295514447549,-4.618896156586725,131 days 13:12:00,31 days 22:17:08.571428571,165.3183768898549,0.8124092475047653,0.49440002349629003,1.1516955575814096,-0.2269056583776263,8.535281627480536,0.9927933510764749,0.6309613928841786,-0.01827221224024885,None,None,0.0005108205546215875,0.12872677976464006,5.614210603651387,0.11682055300542982,0.19069539632119978,3079,3078,6239.761904761905
Most Omega Ratio,V,SMA,10,88,0,true,false,1,35,1.3893603393779155,58.82352941176471,3.066006788814666,6.597687179315789,1.167023230700732,-0.7621988954939536,90 days 12:42:21.176470588,0.005448925859503186,0.17061281337047354,0.33635097493036215,1.1256499714013708,0,4308,4309 days 00:00:00,1000.0,6614.210603651415,561.4210603651416,2360.8849989629325,100.0,250.05054217162376,35.10215063173735,880 days 00:00:00,34,-6.614210603650463,44.759307137793655,-19.17684205545779,14.449295514447549,-4.618896156586725,131 days 13:12:00,31 days 22:17:08.571428571,165.3183768898549,0.8124092475047653,0.49440002349629003,1.1516955575814096,-0.2269056583776263,8.535281627480536,0.9927933510764749,0.6309613928841786,-0.01827221224024885,None,None,0.0005108205546215875,0.12872677976464006,5.614210603651387,0.11682055300542982,0.19069539632119978,3079,3078,6239.761904761905
Most Sortino Ratio,V,SMA,10,88,0,true,false,1,35,1.3893603393779155,58.82352941176471,3.066006788814666,6.597687179315789,1.167023230700732,-0.7621988954939536,90 days 12:42:21.176470588,0.005448925859503186,0.17061281337047354,0.33635097493036215,1.1256499714013708,0,4308,4309 days 00:00:00,1000.0,6614.210603651415,561.4210603651416,2360.8849989629325,100.0,250.05054217162376,35.10215063173735,880 days 00:00:00,34,-6.614210603650463,44.759307137793655,-19.17684205545779,14.449295514447549,-4.618896156586725,131 days 13:12:00,31 days 22:17:08.571428571,165.3183768898549,0.8124092475047653,0.49440002349629003,1.1516955575814096,-0.2269056583776263,8.535281627480536,0.9927933510764749,0.6309613928841786,-0.01827221224024885,None,None,0.0005108205546215875,0.12872677976464006,5.614210603651387,0.11682055300542982,0.19069539632119978,3079,3078,6239.761904761905
Least Max Drawdown [%],V,SMA,10,83,0,true,false,1,34,1.3688622909170454,57.57575757575758,3.0935677517533664,6.781097944075954,1.1636429983962904,-0.7667477138986466,92 days 16:43:38.181818182,0.005288663334223681,0.16573816155988857,0.3266016713091922,1.1238867066086888,0,4308,4309 days 00:00:00,1000.0,6506.818232304955,550.6818232304955,2360.8849989629325,100.0,249.47338469872645,34.85095124097904,877 days 00:00:00,33,-6.5068182323038855,49.054632462815995,-15.10734650874664,15.279176261125183,-4.752008343348004,137 days 10:06:18.947368422,32 days 00:00:00,167.07045607688667,0.808884806454302,0.49329755999436137,1.1515223482003387,-0.21396319445843012,8.659612638700793,0.9968714339229803,0.6223644578313252,-0.017977510312625136,None,None,0.0005063820510266232,0.12760827685870907,5.506818232304998,0.11575188006757942,0.1898621209680856,3060,3059,6239.761904761905
Least Total Trades,V,SMA,10,83,0,true,false,1,34,1.3688622909170454,57.57575757575758,3.0935677517533664,6.781097944075954,1.1636429983962904,-0.7667477138986466,92 days 16:43:38.181818182,0.005288663334223681,0.16573816155988857,0.3266016713091922,1.1238867066086888,0,4308,4309 days 00:00:00,1000.0,6506.818232304955,550.6818232304955,2360.8849989629325,100.0,249.47338469872645,34.85095124097904,877 days 00:00:00,33,-6.5068182323038855,49.054632462815995,-15.10734650874664,15.279176261125183,-4.752008343348004,137 days 10:06:18.947368422,32 days 00:00:00,167.07045607688667,0.808884806454302,0.49329755999436137,1.1515223482003387,-0.21396319445843012,8.659612638700793,0.9968714339229803,0.6223644578313252,-0.017977510312625136,None,None,0.0005063820510266232,0.12760827685870907,5.506818232304998,0.11575188006757942,0.1898621209680856,3060,3059,6239.761904761905
Most Profit Factor,V,SMA,10,83,0,true,false,1,34,1.3688622909170454,57.57575757575758,3.0935677517533664,6.781097944075954,1.1636429983962904,-0.7667477138986466,92 days 16:43:38.181818182,0.005288663334223681,0.16573816155988857,0.3266016713091922,1.1238867066086888,0,4308,4309 days 00:00:00,1000.0,6506.818232304955,550.6818232304955,2360.8849989629325,100.0,249.47338469872645,34.85095124097904,877 days 00:00:00,33,-6.5068182323038855,49.054632462815995,-15.10734650874664,15.279176261125183,-4.752008343348004,137 days 10:06:18.947368422,32 days 00:00:00,167.07045607688667,0.808884806454302,0.49329755999436137,1.1515223482003387,-0.21396319445843012,8.659612638700793,0.9968714339229803,0.6223644578313252,-0.017977510312625136,None,None,0.0005063820510266232,0.12760827685870907,5.506818232304998,0.11575188006757942,0.1898621209680856,3060,3059,6239.761904761905
Most Expectancy,V,SMA,10,83,0,true,false,1,34,1.3688622909170454,57.57575757575758,3.0935677517533664,6.781097944075954,1.1636429983962904,-0.7667477138986466,92 days 16:43:38.181818182,0.005288663334223681,0.16573816155988857,0.3266016713091922,1.1238867066086888,0,4308,4309 days 00:00:00,1000.0,6506.818232304955,550.6818232304955,2360.8849989629325,100.0,249.47338469872645,34.85095124097904,877 days 00:00:00,33,-6.5068182323038855,49.054632462815995,-15.10734650874664,15.279176261125183,-4.752008343348004,137 days 10:06:18.947368422,32 days 00:00:00,167.07045607688667,0.808884806454302,0.49329755999436137,1.1515223482003387,-0.21396319445843012,8.659612638700793,0.9968714339229803,0.6223644578313252,-0.017977510312625136,None,None,0.0005063820510266232,0.12760827685870907,5.506818232304998,0.11575188006757942,0.1898621209680856,3060,3059,6239.761904761905
