Ticker,Range Length,Candle Lookback,Total Trades,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,Expectancy Adjusted,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration
BTC-USD,2,11,350,362.5944342678339,18797.766456929934,100.0,2185.2529348086723,38.12485203624086,1535 days 00:00:00,349,1,-4.62594434267794,40.68767908309456,38.80448462188822,-9.963240001921497,4.555586521844202,-2.1854107786599646,2 days 06:05:04.225352112,1 days 03:21:44.347826086,1.237639487170934,10.402780192037362,0.6569763893262567,0.41095851785636345,1.302652184416531,1.129674140170554,0.34887780002482627,0.09088541666666666,2.734375,5.4609375,1.523989058509636,0,0,0,0,3840,3841 days 00:00:00,1000.0,4625.944342678339,14,3.1402821113204875,55.79864497400173,2.867676010217328,0.07953906689151209,0.5573445699692383,-0.00791496259490605,None,None,0.0005031377402322171,0.1267907105385187,3.625944342678335,0.10571298873576906,0.23226503453205888,-0.9807107703407943,1 days 14:14:05.845272204
BTC-USD,2,12,336,542.27164290726,18797.766456929934,100.0,2536.212997619342,41.73981144438887,1150 days 00:00:00,335,1,-6.422716429071443,40.59701492537313,38.80448462188825,-9.963240001921498,4.710028535813421,-2.080382390426222,2 days 06:10:35.294117647,1 days 03:44:19.296482412,1.318261976242621,16.20638550896023,0.7729674635164121,0.4631446863521354,1.3729138645732968,1.3522771412806407,0.4224099084450501,0.08723958333333333,2.625,5.2421875,1.7753445853328154,0,0,0,0,3840,3841 days 00:00:00,1000.0,6422.7164290726,14,3.265398381526829,57.46668838324937,2.969672380979212,0.07741935483870968,0.6763217467934535,-0.0069318195859966285,None,None,0.000586643439864676,0.14783414684589835,5.422716429072605,0.12977703513816508,0.2301758245559891,-0.9711523364145559,1 days 14:28:17.910447760
BTC-USD,2,13,335,550.9545561085345,18797.766456929934,100.0,2401.8394656151017,35.92840945245963,1150 days 00:00:00,335,0,0.0,40.8955223880597,38.80448462188822,-9.963240001921493,4.772322844072999,-2.1470931676032685,2 days 06:28:54.306569343,1 days 03:52:43.636363636,1.3353496000025649,16.446404659956265,0.7775101265330182,0.5422991264223973,1.3711194500570616,1.3535460996783972,0.4294899079253541,0.08723958333333333,2.6171875,5.234375,1.786592050410576,0,0,0,0,3840,3841 days 00:00:00,1000.0,6509.545561085344,14,3.214560139882707,57.171636123112904,2.903260045494506,0.07893258426966292,0.6826381565747872,-0.007194433742995667,None,None,0.00059024091312124,0.1487407101065525,5.509545561085361,0.1307728251999134,0.23023426475632647,-0.9706904244517081,1 days 14:45:29.552238805
BTC-USD,2,14,337,433.7602349287266,18797.766456929934,100.0,1926.5583710595356,40.293989963655264,1144 days 00:00:00,337,0,0.0,41.54302670623146,38.80448462188823,-9.963240001921502,4.617401351280011,-2.2205499864793152,2 days 06:10:17.142857142,1 days 03:46:35.939086294,1.3266010859849886,12.871223588389526,0.7088246224251341,0.4281365270110956,1.3286453780754155,1.211689265625411,0.3963472949076531,0.08776041666666666,2.6328125,5.265625,1.6327175143966914,0,0,0,0,3840,3841 days 00:00:00,1000.0,5337.602349287266,14,3.0294050203616543,55.821769038008654,2.8221935513020475,0.07923574037651025,0.6201419639251529,-0.007354878587919413,None,None,0.0005390968317486866,0.13585240160066903,4.3376023492872795,0.1161425593238039,0.23066127425946556,-0.9769249056305401,1 days 14:44:30.623145399
BTC-USD,2,15,345,326.4267493363998,18797.766456929934,100.0,1753.0545927265964,42.19942293300069,1535 days 00:00:00,345,0,0.0,39.710144927536234,38.80448462188825,-9.963240001921502,4.667347130541092,-2.175560463041901,2 days 06:18:23.649635036,1 days 03:27:41.538461538,1.2643352128339007,9.461644908301437,0.6322743390641973,0.35015544978093566,1.2880551897678694,1.075324645329348,0.3309798179216875,0.08984375,2.6953125,5.390625,1.460234223214174,0,0,0,0,3840,3841 days 00:00:00,1000.0,4264.267493363997,14,3.0299283404133326,56.067366447138724,2.849474610457712,0.07802413696323324,0.5417680596272878,-0.007852839074414123,None,None,0.00048045002858526225,0.12107340720348608,3.26426749336399,0.09982295596733892,0.2304567165266517,-0.9826348119557545,1 days 14:07:18.260869564
BTC-USD,2,16,345,477.20747626955296,18797.766456929934,100.0,2401.7250417507494,47.68593524475935,1535 days 00:00:00,345,0,0.0,40.28985507246377,38.80448462188822,-9.963240001921505,4.728208990260653,-2.1285382780735196,2 days 06:23:18.561151079,1 days 03:15:43.689320388,1.2832409840004548,13.832100761436351,0.7306042766320322,0.3801226270136395,1.343706422714557,1.2781608348058873,0.39300290302902013,0.08984375,2.6953125,5.390625,1.7089231590866076,0,0,0,0,3840,3841 days 00:00:00,1000.0,5772.07476269553,14,3.2455139003002897,55.048537984124756,2.9312883883417378,0.07893258426966292,0.634035259023437,-0.0073548785879193074,None,None,0.0005613350256373746,0.1414564264606184,4.77207476269553,0.12188773827999744,0.23301647833598993,-0.9746136075600819,1 days 14:11:28.695652173
BTC-USD,2,17,340,524.8871011216778,18797.766456929934,100.0,2543.151096145253,49.027458758396705,1535 days 00:00:00,340,0,0.0,40.88235294117647,38.80448462188822,-9.963240001921505,4.69798668153724,-2.1233657222622764,2 days 06:23:18.561151079,1 days 03:13:25.970149253,1.2982453709675255,15.43785591534347,0.7602253833727738,0.3879623951524332,1.3641203272496523,1.339998694591469,0.4184866350771263,0.08854166666666667,2.65625,5.3125,1.7673721762418655,0,0,0,0,3840,3841 days 00:00:00,1000.0,6248.871011216778,14,3.3227339701731995,56.24760387853025,2.953149382289586,0.07832678270634474,0.665363642820467,-0.006931819585996641,None,None,0.0005807569366756012,0.1463507480422515,5.248871011216761,0.12774492345439548,0.23168544011498357,-0.9720771559576339,1 days 14:19:45.882352940
BTC-USD,2,18,339,541.224656937612,18797.766456929934,100.0,2512.4650565386205,46.69260931315925,1535 days 00:00:00,339,0,0.0,40.707964601769916,38.80448462188822,-9.963240001921513,4.7735375036404575,-2.138111358310629,2 days 06:36:31.304347826,1 days 03:06:16.119402985,1.313109724671638,15.965329113203858,0.7696078848798357,0.4136216252388443,1.3704498456970986,1.3566230834535649,0.42303730204640433,0.08828125,2.6484375,5.296875,1.7889671287652082,0,0,0,0,3840,3841 days 00:00:00,1000.0,6412.246569376121,14,3.317185984237356,56.39197949280827,2.983325837383954,0.07772166105499438,0.675480213811052,-0.0068155389804477415,None,None,0.0005872515644464462,0.14798739424050444,5.412246569376121,0.12965611404446586,0.23142025963729324,-0.971208033774774,1 days 14:18:03.185840707
BTC-USD,2,19,334,771.5183017221613,18797.766456929934,100.0,2961.7475510949625,35.98572495343412,1145 days 00:00:00,334,0,0.0,41.91616766467065,38.804484621888214,-9.96324000192151,4.778559793639053,-2.1112012514239926,2 days 06:00:00,1 days 03:27:50.103092783,1.3973245796866107,23.099350350962965,0.8758264134608897,0.6347917373828376,1.4343372129509022,1.562012760162098,0.5008804955724172,0.08697916666666666,2.609375,5.21875,2.0267603776032246,0,0,0,0,3840,3841 days 00:00:00,1000.0,8715.183017221612,14,3.3715188271677707,56.86239256589392,2.9958319802414346,0.07923574037651025,0.7767225399197986,-0.006154527013112824,None,None,0.0006666062599378042,0.16798477750432664,7.7151830172215945,0.1526291032536986,0.23083308280500048,-0.9589569163182291,1 days 14:35:12.574850298
BTC-USD,2,20,323,770.2981932690326,18797.766456929934,100.0,2761.5280017831524,32.6316517783794,1145 days 00:00:00,323,0,0.0,42.10526315789473,38.80448462188822,-9.963240001921504,4.931927378993145,-2.194858289362805,2 days 07:35:17.647058823,1 days 03:51:00.962566844,1.4144252810310594,23.84824127767903,0.8697005366621158,0.6995382277410486,1.4307494779758716,1.5334118702465187,0.5220363212939886,0.08411458333333334,2.5234375,5.046875,2.0336220580642435,0,0,0,0,3840,3841 days 00:00:00,1000.0,8702.981932690327,14,3.2175047667475867,55.14714075978863,2.938146249414752,0.07862959842740802,0.805893570997595,-0.005675251779053888,None,None,0.0006683688167175038,0.16842894181281096,7.702981932690328,0.1525231652073511,0.23307363201959366,-0.9590218234153529,1 days 15:31:45.882352940
BTC-USD,2,21,326,1009.5245300301118,18797.766456929934,100.0,3525.762554260324,31.81965328029768,1145 days 00:00:00,326,0,0.0,43.25153374233129,38.80448462188822,-9.963240001921507,4.85525155291522,-2.1603019494583604,2 days 06:48:30.638297872,1 days 03:37:56.756756756,1.4382230614557283,30.967010123623098,0.954012158681451,0.8075068324525035,1.4812222481977995,1.6996714080947175,0.5815884297183554,0.08489583333333334,2.546875,5.09375,2.2260516274316355,0,0,0,0,3840,3841 days 00:00:00,1000.0,11095.245300301118,14,3.2681979561614614,55.638258536086155,2.993628122673463,0.08014623172103487,0.8740325408320533,-0.0055483701237046225,None,None,0.0007309533646953041,0.18420024790321665,10.095245300301139,0.17103332157583306,0.2323712865185632,-0.9462955063122437,1 days 15:23:11.411042943
BTC-USD,3,1,444,593.5740813120307,18797.766456929934,100.0,3625.8120466106584,47.656883470665576,1145 days 00:00:00,444,0,0.0,39.86486486486486,38.804484621888214,-10.261100422514374,4.489635815513291,-2.0602711005007315,2 days 06:30:30.508474576,1 days 03:30:20.224719101,1.2405969295979216,13.368785615135835,0.7566447289394338,0.42399299891968745,1.3094365842395665,1.290521498991585,0.33783353409791156,0.115625,3.46875,6.9375,1.9107277774387286,0,0,0,0,3840,3841 days 00:00:00,1000.0,6935.7408131203065,14,2.574886131522797,42.56998109943875,2.857610225274212,0.10405288876113826,0.5508404403426965,-0.011177132564841636,None,None,0.0006266629863072043,0.15791907254941548,5.935740813120308,0.13548747534204364,0.2511821281028213,-0.9684231590666876,1 days 14:16:12.972972971
BTC-USD,3,2,398,539.1510488014502,18797.766456929934,100.0,3340.7269901962677,42.502876778654155,1535 days 00:00:00,398,0,0.0,38.94472361809046,38.80448462188823,-10.280143522603485,4.684806897430471,-2.030952010330379,2 days 07:16:38.709677419,1 days 03:15:33.333333333,1.236618820073576,13.546508763855549,0.7466676816881092,0.45353057333262486,1.3253632943961393,1.2894396100149232,0.3501919943909085,0.10364583333333334,3.109375,6.21875,1.8173728952456325,0,0,0,0,3840,3841 days 00:00:00,1000.0,6391.510488014502,14,2.8724745322336647,48.179632830472485,2.918268868716986,0.0915032679738562,0.5844817351543743,-0.009857873625339419,None,None,0.0005967506088424551,0.1503811534282987,5.391510488014478,0.12941607826359758,0.2423886162543905,-0.9713183451854894,1 days 14:10:15.075376884
BTC-USD,3,3,350,1148.950110625167,18797.766456929934,100.0,4952.645493511034,33.67723324712667,1535 days 00:00:00,350,0,0.0,41.42857142857143,38.80448462188823,-9.740122967440307,4.843190229259038,-1.9790532418862983,2 days 08:06:37.241379310,1 days 03:37:45.365853658,1.3487526383221244,32.827146017861864,0.9873084783578798,0.8051864263258955,1.4811970166412807,1.7759523942895976,0.5400404013199508,0.09114583333333333,2.734375,5.46875,2.316848973873981,0,0,0,0,3840,3841 days 00:00:00,1000.0,12489.501106251671,14,3.2816182565671914,53.45544810714715,3.0109578698937667,0.0862556561085973,0.8473047675881986,-0.007414622273592786,None,None,0.0007637429931302364,0.1924632342688196,11.489501106251648,0.1801631141042419,0.23460705886246952,-0.9388783708289131,1 days 15:25:42.857142856
BTC-USD,3,4,321,1040.551272529545,18797.766456929934,100.0,3677.6367715354213,40.60216470401803,933 days 00:00:00,321,0,0.0,41.74454828660436,38.80448462188822,-9.740122967440321,4.821051286889457,-1.9328167714301439,2 days 08:14:19.701492537,1 days 03:43:18.930481283,1.4567762526233814,32.41592749313227,0.9818722200250247,0.6409620912425371,1.5075263691971077,1.7801364100473895,0.5693667009157751,0.08359375,2.5078125,5.015625,2.2233135639511747,0,0,0,0,3840,3841 days 00:00:00,1000.0,11405.51272529545,14,3.5692254686655334,60.63826872312032,3.025706634996332,0.07953906689151209,0.8865549413886304,-0.005576782298729126,None,None,0.0007325472990332476,0.18460191935637837,10.40551272529546,0.1731541963396821,0.2262702211191947,-0.9446449515737048,1 days 15:37:34.205607476
BTC-USD,3,5,311,959.9775419577476,18797.766456929934,100.0,3272.0517029000794,44.016122577707925,849 days 00:00:00,311,0,0.0,42.443729903536976,38.804484621888236,-9.740122967440314,4.692680946935052,-1.9228271071377399,2 days 06:54:32.727272727,1 days 04:01:20.446927374,1.4844807129963598,30.86744507902729,0.9676570877826739,0.5713838812532418,1.50940153504672,1.7489187361262328,0.5779146511328909,0.08098958333333334,2.4296875,4.859375,2.150373693888839,0,0,0,0,3840,3841 days 00:00:00,1000.0,10599.775419577476,14,3.6145047894283437,63.52756093804058,3.0188030700934543,0.0768152509111298,0.8850412630796507,-0.0048265385610073664,None,None,0.0007103363453591851,0.17900475903051466,9.59977541957745,0.16752872914510886,0.222632855751223,-0.9489312975476485,1 days 15:26:02.700964629
BTC-USD,3,6,298,835.3274253465971,18797.766456929934,100.0,2612.218741301984,46.104719455088265,873 days 00:00:00,298,0,0.0,42.61744966442953,38.80448462188824,-9.963240001921516,4.9155171739061,-2.106119771224252,2 days 08:07:33.543307086,1 days 03:55:47.368421052,1.5018954774750815,28.03112165592608,0.9199571719235359,0.5134195071188806,1.480781459213972,1.6325353114432462,0.5811202791671616,0.07760416666666667,2.328125,4.65625,2.063470314115059,0,0,0,0,3840,3841 days 00:00:00,1000.0,9353.27425346597,14,3.4174179071312496,62.56773064816491,2.9392955280638366,0.0744055944055944,0.8863228194856629,-0.004755908281876021,None,None,0.0006789395357648482,0.17109276301274176,8.353274253465985,0.15798491384092017,0.22382582411858837,-0.9555624107119042,1 days 15:56:46.711409394
BTC-USD,3,7,293,978.267746070852,18797.766456929934,100.0,2891.5135435958,43.264888075572216,873 days 00:00:00,293,0,0.0,43.68600682593857,38.80448462188821,-9.963240001921509,4.9669251598127175,-2.162378857743889,2 days 08:15:00,1 days 03:55:38.181818181,1.527160482757378,33.38797768159899,0.9666126575677781,0.5860116750376722,1.5110689498992718,1.7224868307199377,0.6399189335626085,0.07630208333333334,2.2890625,4.578125,2.1794836635022365,0,0,0,0,3840,3841 days 00:00:00,1000.0,10782.677460708519,14,3.397504585756344,61.469114643470206,2.931586951489987,0.07470621152770006,0.952129382007803,-0.004354892202146071,None,None,0.000716956577393992,0.180673057503286,9.782677460708499,0.1688399298703369,0.22495055973183128,-0.9479582987525518,1 days 16:18:01.228668940
BTC-USD,3,8,296,790.6336400293304,18797.766456929934,100.0,2605.9218166383484,41.097858850669134,873 days 00:00:00,296,0,0.0,43.58108108108108,38.80448462188823,-9.963240001921491,4.856343489875043,-2.1978499689104187,2 days 07:26:30.697674418,1 days 03:44:11.497005988,1.4563977053360853,26.71059594693682,0.8991929992520211,0.5619994376029865,1.4681578930748824,1.5883798075004967,0.5876364368779399,0.07708333333333334,2.3125,4.625,2.026776292076879,0,0,0,0,3840,3841 days 00:00:00,1000.0,8906.336400293305,14,3.359834118186962,61.43174952270226,2.9085097654476035,0.07380486441151803,0.8764438019791909,-0.004801600340712022,None,None,0.0006672938900644402,0.16815806029623895,7.9063364002932826,0.15427098024448216,0.22506653973274834,-0.9579400221914207,1 days 15:48:38.918918918
BTC-USD,3,9,303,555.4011496300683,18797.766456929934,100.0,2179.7812363351723,41.47504660923544,881 days 00:00:00,303,0,0.0,43.23432343234324,38.80448462188823,-9.963240001921502,4.584500004216852,-2.1760143871469757,2 days 05:29:46.259541984,1 days 03:37:40.465116279,1.3852336023782184,18.330070944886742,0.8003510120577998,0.4716393938869531,1.4095352989779595,1.403293584603668,0.4967612258756221,0.07890625,2.3671875,4.734375,1.767929890336936,0,0,0,0,3840,3841 days 00:00:00,1000.0,6554.011496300684,14,3.4310505770434507,64.8626234476582,2.939731207206963,0.07170758928571429,0.7468482705053723,-0.005389707599293089,None,None,0.000584241330997066,0.14722881541126062,5.554011496300654,0.1312779820462806,0.22139024516244232,-0.9704538754163893,1 days 14:48:42.772277227
BTC-USD,3,10,302,411.6299942732817,18797.766456929934,100.0,1922.9323240155973,38.259499802933796,1145 days 00:00:00,302,0,0.0,41.390728476821195,38.80448462188823,-9.96324000192151,4.737717319831315,-2.2074654016797224,2 days 05:57:07.200000,1 days 03:55:55.932203389,1.3077218546716907,13.630132260704713,0.7127598130867357,0.43859603710018846,1.358794758050191,1.232289167855018,0.4248575654610364,0.07864583333333333,2.359375,4.71875,1.5741663193875273,0,0,0,0,3840,3841 days 00:00:00,1000.0,5116.299942732817,14,3.372979301435363,65.28715204491183,2.8787114241695875,0.07051282051282051,0.6671963208000116,-0.0053897075992932475,None,None,0.0005195172052326467,0.13091833571862696,4.116299942732808,0.11304602888662107,0.22105657268258785,-0.9781021859582935,1 days 14:42:07.152317879
BTC-USD,3,11,290,476.58069464004643,18797.766456929934,100.0,2020.2121897610568,45.8171353383808,1535 days 00:00:00,290,0,0.0,42.06896551724138,38.80448462188824,-9.963240001921498,4.735307502354889,-2.1753530379583075,2 days 06:17:42.295081967,1 days 04:08:34.285714285,1.3472247418902823,16.43381705655333,0.7668013009599686,0.3953609825015805,1.4005574117331159,1.3324174434248508,0.473690313711821,0.07552083333333333,2.265625,4.53125,1.658189100861725,0,0,0,0,3840,3841 days 00:00:00,1000.0,5765.806946400464,14,3.5019042971091685,70.1936634279472,2.891110480445075,0.06932071269487751,0.7318903617596579,-0.004354892202146069,None,None,0.0005464515511965838,0.13770579090153912,4.765806946400465,0.12180777135946297,0.21613023451636504,-0.9746469509698397,1 days 15:08:41.379310344
BTC-USD,3,12,286,468.73219622057985,18797.766456929934,100.0,1946.816246917428,46.478524520862535,1535 days 00:00:00,286,0,0.0,41.25874125874126,38.804484621888236,-9.963240001921514,4.85811279040533,-2.1580030718149263,2 days 07:07:07.118644067,1 days 04:17:08.571428571,1.3471263899789592,16.389237630090165,0.7620187973158979,0.38642738095590384,1.3979694666233502,1.3228034348005915,0.4676570529675087,0.07447916666666667,2.234375,4.46875,1.6461936968978232,0,0,0,0,3840,3841 days 00:00:00,1000.0,5687.321962205799,14,3.4955148931211504,70.26056203837307,2.875176069006738,0.06872565386755704,0.7367580181920328,-0.004354892202146178,None,None,0.0005428116432572088,0.13678853410081662,4.6873219622057976,0.12079949715991023,0.2160380122554184,-0.9750644738940366,1 days 15:21:23.916083915
