Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period
SOL-USD,EMA,54,79,0,false,false,0,8,1.8204396041255464,62.5,4.148212530400013,205.60463257465844,2.624525681406409,0.39137190954526413,129 days 18:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,26.935104704103725,0,1832,1833 days 00:00:00,1000.0,191538.3303741196,19053.83303741196,13694.277501720759,100.0,1309.4759818108769,70.07908540855153,760 days 00:00:00,8,0.0,816.3910473652211,-27.556643738067898,341.2569381413778,-20.48254336987386,169 days 19:12:00,63 days 00:00:00,23817.29129676495,1.5462844847448398,2.636262868099133,1.3660692069546772,1.0217878209139946,11.583623566554285,1.3871261504144774,0.39497716894977164,-0.0655307395537593,None,None,0.004168678037063136,1.0505068653399103,190.53833037411934,1.0595079246909322,0.8176278172703997,1038,1038,1832
SOL-USD,EMA,57,77,0,false,false,0,8,1.8132666296519806,62.5,4.066971421512405,215.71435347883016,2.667654903152055,0.5760370743324342,130 days 12:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,28.25952228980308,0,1832,1833 days 00:00:00,1000.0,216826.89048908465,21582.68904890846,13694.277501720759,100.0,1516.5852660843289,71.30634246120168,738 days 00:00:00,8,0.0,822.457507520937,-27.556643738067898,356.9895529816233,-19.74431235915842,171 days 00:00:00,63 days 00:00:00,26978.361311135577,1.5706779814917158,2.6907280287346125,1.3712925408643808,1.01581162280926,11.505157293106613,1.38702438645747,0.39923664122137403,-0.06553073955375922,None,None,0.0042399803884127394,1.0684750578800104,215.82689048908472,1.094921549410778,0.8186973691381098,1044,1044,1832
SOL-USD,EMA,61,72,0,false,false,0,8,1.812864116076103,62.5,4.062412552752017,212.64824658871603,2.63913779582919,0.4542854722294938,130 days 12:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.85784889808507,0,1832,1833 days 00:00:00,1000.0,200153.88823431704,19915.388823431706,13694.277501720759,100.0,1400.599969736831,71.30634246120168,738 days 00:00:00,8,0.0,822.457507520937,-27.556643738067905,352.5840344017413,-20.578066432992745,170 days 19:12:00,63 days 08:00:00,24894.236029289626,1.5545116226940903,2.6260301658596874,1.3669434934635727,1.0180835033590756,11.514640710240327,1.3878928190338948,0.3981693363844394,-0.0655307395537592,None,None,0.004195887345412111,1.057363611043852,199.15388823431758,1.07200344131616,0.8186090629979782,1044,1044,1832
SOL-USD,EMA,62,71,0,false,false,0,8,1.812864116076103,62.5,4.062412552752017,212.64824658871603,2.63913779582919,0.4542854722294938,130 days 12:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.85784889808507,0,1832,1833 days 00:00:00,1000.0,200153.88823431704,19915.388823431706,13694.277501720759,100.0,1400.599969736831,71.30634246120168,738 days 00:00:00,8,0.0,822.457507520937,-27.556643738067905,352.5840344017413,-20.578066432992745,170 days 19:12:00,63 days 08:00:00,24894.236029289626,1.5545116226940903,2.6260301658596874,1.3669434934635727,1.0180835033590756,11.514640710240327,1.3878928190338948,0.3981693363844394,-0.0655307395537592,None,None,0.004195887345412111,1.057363611043852,199.15388823431758,1.07200344131616,0.8186090629979782,1044,1044,1832
SOL-USD,EMA,60,73,0,false,false,0,8,1.8127525518882224,62.5,4.061148976760082,208.62609524720082,2.61095836226635,0.3433028770684177,130 days 09:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.33092950836692,0,1832,1833 days 00:00:00,1000.0,184955.623674348,18395.5623674348,13694.277501720759,100.0,1296.717174273252,71.30634246120168,761 days 00:00:00,8,0.0,822.457507520937,-27.556643738067883,346.14859225531694,-20.578066432992735,170 days 14:24:00,63 days 08:00:00,22994.452959293492,1.5388538402493646,2.563177836125403,1.363025448785604,1.0207393581647217,11.551024730515723,1.3865709939661597,0.39710365853658536,-0.06553073955375918,None,None,0.004151085695087492,1.046073595162048,183.95562367434866,1.0496297048870544,0.8181087337391653,1043,1043,1832
SOL-USD,EMA,63,70,0,false,false,0,8,1.8127288917038185,62.5,4.060881001511523,210.90023122296898,2.604960916338769,0.3218979522257452,130 days 09:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.628851251917332,0,1832,1833 days 00:00:00,1000.0,182024.37386735764,18102.437386735764,13694.277501720759,100.0,1273.8270846603511,71.30634246120167,738 days 00:00:00,8,0.0,822.4575075209375,-27.556643738067887,349.787209816546,-20.578066432992745,170 days 14:24:00,63 days 08:00:00,22628.046733419706,1.535814111162198,2.550582900932303,1.3621915689616695,1.0206367184861531,11.566843084094826,1.385722709308415,0.39710365853658536,-0.0655307395537592,None,None,0.004141550532690103,1.043670734237906,181.02437386735804,1.045133083482284,0.8178450204079157,1043,1043,1832
SOL-USD,EMA,64,69,0,false,false,0,8,1.8127288917038185,62.5,4.060881001511523,210.90023122296898,2.604960916338769,0.3218979522257452,130 days 09:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.628851251917332,0,1832,1833 days 00:00:00,1000.0,182024.37386735764,18102.437386735764,13694.277501720759,100.0,1273.8270846603511,71.30634246120167,738 days 00:00:00,8,0.0,822.4575075209375,-27.556643738067887,349.787209816546,-20.578066432992745,170 days 14:24:00,63 days 08:00:00,22628.046733419706,1.535814111162198,2.550582900932303,1.3621915689616695,1.0206367184861531,11.566843084094826,1.385722709308415,0.39710365853658536,-0.0655307395537592,None,None,0.004141550532690103,1.043670734237906,181.02437386735804,1.045133083482284,0.8178450204079157,1043,1043,1832
SOL-USD,EMA,65,68,0,false,false,0,8,1.8127288917038185,62.5,4.060881001511523,210.90023122296898,2.604960916338769,0.3218979522257452,130 days 09:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.628851251917332,0,1832,1833 days 00:00:00,1000.0,182024.37386735764,18102.437386735764,13694.277501720759,100.0,1273.8270846603511,71.30634246120167,738 days 00:00:00,8,0.0,822.4575075209375,-27.556643738067887,349.787209816546,-20.578066432992745,170 days 14:24:00,63 days 08:00:00,22628.046733419706,1.535814111162198,2.550582900932303,1.3621915689616695,1.0206367184861531,11.566843084094826,1.385722709308415,0.39710365853658536,-0.0655307395537592,None,None,0.004141550532690103,1.043670734237906,181.02437386735804,1.045133083482284,0.8178450204079157,1043,1043,1832
SOL-USD,EMA,66,67,0,false,false,0,8,1.8127288917038185,62.5,4.060881001511523,210.90023122296898,2.604960916338769,0.3218979522257452,130 days 09:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,27.628851251917332,0,1832,1833 days 00:00:00,1000.0,182024.37386735764,18102.437386735764,13694.277501720759,100.0,1273.8270846603511,71.30634246120167,738 days 00:00:00,8,0.0,822.4575075209375,-27.556643738067887,349.787209816546,-20.578066432992745,170 days 14:24:00,63 days 08:00:00,22628.046733419706,1.535814111162198,2.550582900932303,1.3621915689616695,1.0206367184861531,11.566843084094826,1.385722709308415,0.39710365853658536,-0.0655307395537592,None,None,0.004141550532690103,1.043670734237906,181.02437386735804,1.045133083482284,0.8178450204079157,1043,1043,1832
SOL-USD,EMA,54,78,0,false,false,0,8,1.8114076151541831,62.5,4.0459162233103525,205.25131969248838,2.6119940439601694,0.3439605960217724,129 days 21:00:00,0.004366812227074236,0.13100436681222707,0.26200873362445415,26.888819173688432,0,1832,1833 days 00:00:00,1000.0,185045.69353300182,18404.56935330018,13694.277501720759,100.0,1270.134663831717,70.07908540855153,761 days 00:00:00,8,0.0,816.3910473652211,-27.556643738067898,341.2569381413778,-21.424711055660662,169 days 19:12:00,63 days 08:00:00,23005.711691625227,1.5391983704950183,2.608456585308384,1.3638544003861237,1.0221946346256037,11.576669771228929,1.387505054728078,0.39497716894977164,-0.06553073955375921,None,None,0.004150185225284851,1.0458466767717824,184.04569353300204,1.049766898607086,0.8177481827285796,1039,1039,1832
