Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration
TRX-USD,true,10,27,true,53,55.769230769230774,2.3879280196066737,0.019294990723562153,80.48668266081546,42.99343888678667,0.5899814471243043,1.168831168831169,47.48564951046256,2.8471956635098237,0,0,2695,2696 days 00:00:00,1000.0,625074.9126806983,62407.491268069825,9919.30209806835,100.0,22940.61737568557,75.29505050098996,1184 days 00:00:00,52,1,-625.0749126806622,3756.9024057379293,-24.7954865485455,152.6096889814482,-10.451020960851903,40 days 18:12:24.827586207,13 days 00:00:00,12013.461299872675,1.2101816614526422,1.8470319710854268,1.4688443374500249,9.534521515880352,164.15721337970444,1.3868276485568751,0.4129979035639412,-0.04872000728608827,None,None,0.003790218426949436,0.9551350435912579,624.0749126806974,0.825327645116444,0.9498616939207225,5.291520376239256,28 days 11:32:18.461538461
MKR-USD,true,6,26,true,60,44.06779661016949,1.513950995558995,0.021982116244411327,8.795276144101445,4.212141826241251,0.6706408345752608,1.3301043219076005,5.8984713336000745,1.535262777523556,0,0,2684,2685 days 00:00:00,1000.0,15543.902198482045,1454.3902198482044,438.35695537293634,100.0,982.9185622536263,68.94474525729277,981 days 00:00:00,59,1,-15.543902198480282,245.71889902409131,-28.061151306391963,32.565240982237704,-9.932574940490756,33 days 07:23:04.615384615,12 days 04:21:49.090909090,246.7702728928901,0.8367293294352368,0.6556679997578609,1.2193841670249899,3.426955808679791,35.4531165404323,1.37571547048973,0.3027656477438137,-0.05617381291274555,None,None,0.001847478849673786,0.46556467011779407,14.543902198482051,0.2936999739727768,0.6696396881383746,2.3178217022035574,21 days 11:47:47.796610168
