Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date,Volume EMA Period,Volume RVOL Threshold,Volume Lookback
AMD,SMA,19,29,0,false,false,0,146,1.0181925852176654,52.054794520547944,1.4173965496521084,0.49322923067390234,0.5635842658964221,-0.978912310154373,0 days 23:59:59.999999999,0.00883048620236531,0.2685939553219448,0.5371879106438896,0.13247838994710334,0,11415,11416 days 00:00:00,1000.0,1891.3083158133027,89.13083158133027,4226.6759533080585,100.0,415.9878880155453,28.49427783095826,6495 days 00:00:00,146,0.0,14.115895654120807,-9.087758467416455,2.858462115690231,-2.0747379016295397,1 days 00:00:00,1 days 00:00:00,6.104851478173307,0.3129065576271281,0.07223968567780559,1.4713220465309298,8.985221416532772,397.5952282068827,4.181652132245795,0.3518518518518518,0.0,,,0.00006309219787401463,0.015899233864251686,0.8913083158133002,0.014166660835340794,0.06115158168203403,0,146,16533.63095238095,,,,,3,1.75,20
AMD,SMA,19,29,0,false,false,0,131,0.9984073974557817,51.908396946564885,1.3406865868002318,0.39843174900030776,0.4600217750683447,-0.9860729472834803,0 days 23:59:59.999999999,0.007923244469245586,0.24099868593955323,0.48199737187910646,0.09602152794567208,0,11415,11416 days 00:00:00,1000.0,1588.6513881736794,58.865138817367935,4226.6759533080585,100.0,357.805317646698,22.107632805189805,7384 days 00:00:00,131,0.0,7.656541339421685,-9.087758467416457,2.5779181329071514,-1.9540297447404122,1 days 00:00:00,1 days 00:00:00,4.4935220471273265,0.2700052941642624,0.06744160340452308,1.4019349426983874,5.246682152891689,310.95995548952817,3.9996379247571587,0.35051546391752575,0.0,,,0.00004573199547313184,0.011524462859229223,0.5886513881736775,0.010270244955340013,0.051368226837786864,0,131,16533.63095238095,,,,,13,1.75,10
AMD,SMA,19,29,0,false,false,0,112,0.9962289261557898,50.89285714285714,1.3445973061003647,0.40087316744618884,0.4233721787415,-0.9884730646767736,0 days 23:59:59.999999999,0.006774071607293936,0.20604467805519056,0.4120893561103811,0.08259778272741447,0,11415,11416 days 00:00:00,1000.0,1487.2062034601863,48.72062034601864,4226.6759533080585,100.0,293.217064738438,20.628587026212433,6796 days 00:00:00,112,0.0,7.656541339421691,-9.087758467416439,2.6152159315931267,-1.8939911517606374,1 days 00:00:00,1 days 00:00:00,4.350055388037378,0.24730180773398477,0.061908215348624285,1.4087899916095146,5.811701247946221,380.85785151716516,4.1275075192770005,0.34131736526946105,0.0,,,0.00003933863311594424,0.00991333554521795,0.48720620346018806,0.008799759827480269,0.04824348549975704,0,112,16533.63095238095,,,,,12,2.0,15
AMD,SMA,19,29,0,false,false,0,112,0.9962289261557898,50.89285714285714,1.3445973061003647,0.40087316744618884,0.4233721787415,-0.9884730646767736,0 days 23:59:59.999999999,0.006774071607293936,0.20604467805519056,0.4120893561103811,0.08259778272741447,0,11415,11416 days 00:00:00,1000.0,1487.2062034601863,48.72062034601864,4226.6759533080585,100.0,293.217064738438,20.628587026212433,6796 days 00:00:00,112,0.0,7.656541339421691,-9.087758467416439,2.6152159315931267,-1.8939911517606374,1 days 00:00:00,1 days 00:00:00,4.350055388037378,0.24730180773398477,0.061908215348624285,1.4087899916095146,5.811701247946221,380.85785151716516,4.1275075192770005,0.34131736526946105,0.0,,,0.00003933863311594424,0.00991333554521795,0.48720620346018806,0.008799759827480269,0.04824348549975704,0,112,16533.63095238095,,,,,13,2.0,15
AMD,SMA,19,29,0,false,false,0,141,0.9943433284967538,51.77304964539007,1.3447005710139652,0.43178118862231396,0.47906300477139563,-0.9833625218971583,0 days 23:59:59.999999999,0.008528072291325402,0.25939553219448097,0.5187910643889619,0.1120021112142507,0,11415,11416 days 00:00:00,1000.0,1703.2122862096958,70.32122862096959,4226.6759533080585,100.0,391.6592883733529,30.472307083704823,6621 days 00:00:00,141,0.0,14.115895654120795,-9.087758467416448,2.783377818614698,-2.0927269582812746,1 days 00:00:00,1 days 00:00:00,4.987321178792168,0.2761851516729016,0.05635191177063764,1.4070772449722901,7.761015934758251,398.1268388424542,4.028481427386415,0.3492822966507177,0.0,,,0.00005334200552718305,0.01344218539285013,0.703212286209693,0.011824269717176872,0.058575461159011195,0,141,16533.63095238095,,,,,4,1.75,20
AMD,SMA,19,29,0,false,false,0,134,0.9931950462682847,51.49253731343284,1.3437370861232492,0.4018905088505593,0.46428431288991584,-0.9855353649606396,0 days 23:59:59.999999999,0.00810469281586953,0.24651773981603153,0.49303547963206307,0.0990731398953547,0,11415,11416 days 00:00:00,1000.0,1611.3732509424185,61.13732509424183,4226.6759533080585,100.0,365.2063341039515,20.52803240497693,7321 days 00:00:00,134,0.0,7.656541339421692,-9.087758467416455,2.626234328905848,-1.959336007823517,1 days 00:00:00,1 days 00:00:00,4.562486947331479,0.2731594145464604,0.07487648820379944,1.4012613891880155,5.033855103906054,296.36434909692275,4.041319078962535,0.3467336683417086,0.0,,,0.00004718527925662365,0.011890690372669158,0.6113732509424163,0.010586997506468299,0.05238863211962232,0,134,16533.63095238095,,,,,5,1.75,10
AMD,SMA,19,29,0,false,false,0,86,0.9917560952047937,53.48837209302325,1.4047629709271898,0.478429805996735,0.4450863204550121,-0.9894021437972531,0 days 23:59:59.999999999,0.005201519269886415,0.15821287779237844,0.3164257555847569,0.07569375642839277,0,11415,11416 days 00:00:00,1000.0,1447.9370396876716,44.793703968767154,4226.6759533080585,100.0,228.10986885565273,13.841720645585523,5239 days 00:00:00,86,0.0,7.6565413394216995,-9.08775846741644,2.6500206924909286,-2.018899713471587,1 days 00:00:00,1 days 00:00:00,5.20857022892641,0.2542984079716322,0.08600564496918842,1.4821887498396136,7.16367551207732,450.29999474746654,4.059908314778074,0.36507936507936506,0.0,,,0.00003604901429950133,0.009084351603474334,0.4479370396876714,0.008204040691028203,0.042992871777527406,0,86,16533.63095238095,,,,,11,2.25,15
AMD,SMA,19,29,0,false,false,0,162,0.991196132008883,51.23456790123457,1.3997258472570309,0.45820450967081683,0.5652685049432294,-0.9781135186348029,0 days 23:59:59.999999999,0.009798210717693014,0.2980289093298292,0.5960578186596583,0.1365581902672027,0,11415,11416 days 00:00:00,1000.0,1925.0706448880355,92.50706448880355,4226.6759533080585,100.0,455.2983462182209,24.037068596859548,7195 days 00:00:00,162,0.0,14.115895654120806,-9.087758467416466,2.8375766592989073,-2.04164217917895,1 days 00:00:00,1 days 00:00:00,5.710312622765652,0.3142037719238879,0.08803779193280026,1.4378354708627727,8.569911414968137,361.1335556581828,4.174919861179856,0.3443983402489627,0.0,,,0.00006503618989388243,0.01638911985325837,0.9250706448880366,0.014562850331940602,0.06277553154704787,0,162,16533.63095238095,,,,,4,1.5,10
AMD,SMA,19,29,0,false,false,0,115,0.9892811944341119,50.43478260869565,1.3401541902565086,0.40180844754682876,0.4336265272519056,-0.9880395693410985,0 days 23:59:59.999999999,0.006955519953917881,0.21156373193166886,0.4231274638633377,0.08500809468467731,0,11415,11416 days 00:00:00,1000.0,1505.5286465718739,50.55286465718739,4226.6759533080585,100.0,309.2175025855626,20.94158577084757,6796 days 00:00:00,115,0.0,7.656541339421693,-9.087758467416448,2.6329244102261367,-1.868449900442642,1 days 00:00:00,1 days 00:00:00,4.395901274538037,0.2524333058993335,0.06287663939611259,1.4116074080085794,5.8089323549478395,370.48131745169303,4.186146106508202,0.3372093023255814,0.0,,,0.00004048656270092305,0.01020261380063261,0.5055286465718725,0.00907246966759967,0.04864194748792496,0,115,16533.63095238095,,,,,11,2.0,15
AMD,SMA,19,29,0,false,false,0,132,0.9884749574740775,51.515151515151516,1.322633860623021,0.3779413029539539,0.43711969400517436,-0.9869389369654192,0 days 23:59:59.999999999,0.007983727251453568,0.242838370565046,0.485676741130092,0.09177865017856858,0,11415,11416 days 00:00:00,1000.0,1552.0488105290356,55.20488105290355,4226.6759533080585,100.0,351.5504802762577,22.10763280518988,7384 days 00:00:00,132,0.0,7.656541339421677,-9.087758467416442,2.577918132907151,-1.959534078871318,1 days 00:00:00,1 days 00:00:00,4.182187958553298,0.2575509454663235,0.06402151676976464,1.377477862428258,5.188685721142926,308.6047405030305,3.9703773681755656,0.3469387755102041,0.0,,,0.000043711841978896966,0.011015384178682036,0.5520488105290347,0.009750551480820935,0.0514733769940282,0,132,16533.63095238095,,,,,12,1.75,10
