Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date,Volume EMA Period,Volume RVOL Threshold,Volume Lookback
NVDA,SMA,53,64,0,false,false,0,52,1.062167972951464,59.61538461538461,1.8639247038325948,0.902089177508645,0.9270120389427379,-0.999851534485611,0 days 23:59:59.999999999,0.005398702235039654,0.16421052631578947,0.32842105263157895,0.14813253862247225,0,6650,6651 days 00:00:00,1000.0,1554.7511617748798,55.47511617748798,373656.5788074272,100.0,153.35900061881208,16.054935841751387,3123 days 00:00:00,52,0.0,9.449813955949447,-6.112566456183379,2.8454441161830637,-1.9666728748202584,1 days 00:00:00,1 days 00:00:00,10.66829157259384,0.4608911912788051,0.15269197804985196,2.056738374264956,12.081277116142523,457.647960386727,4.843287139398122,0.4246575342465754,0.0,,,0.00007053650884926228,0.017775200230014093,0.5547511617748779,0.016861599322003595,0.04641541689894698,0,52,9631.944444444443,,,,,11,1.75,10
NVDA,SMA,53,64,0,false,false,0,52,1.062167972951464,59.61538461538461,1.8639247038325948,0.902089177508645,0.9270120389427379,-0.999851534485611,0 days 23:59:59.999999999,0.005398702235039654,0.16421052631578947,0.32842105263157895,0.14813253862247225,0,6650,6651 days 00:00:00,1000.0,1554.7511617748798,55.47511617748798,373656.5788074272,100.0,153.35900061881208,16.054935841751387,3123 days 00:00:00,52,0.0,9.449813955949447,-6.112566456183379,2.8454441161830637,-1.9666728748202584,1 days 00:00:00,1 days 00:00:00,10.66829157259384,0.4608911912788051,0.15269197804985196,2.056738374264956,12.081277116142523,457.647960386727,4.843287139398122,0.4246575342465754,0.0,,,0.00007053650884926228,0.017775200230014093,0.5547511617748779,0.016861599322003595,0.04641541689894698,0,52,9631.944444444443,,,,,12,1.75,10
NVDA,SMA,53,64,0,false,false,0,52,1.062167972951464,59.61538461538461,1.8639247038325948,0.902089177508645,0.9270120389427379,-0.999851534485611,0 days 23:59:59.999999999,0.005398702235039654,0.16421052631578947,0.32842105263157895,0.14813253862247225,0,6650,6651 days 00:00:00,1000.0,1554.7511617748798,55.47511617748798,373656.5788074272,100.0,153.35900061881208,16.054935841751387,3123 days 00:00:00,52,0.0,9.449813955949447,-6.112566456183379,2.8454441161830637,-1.9666728748202584,1 days 00:00:00,1 days 00:00:00,10.66829157259384,0.4608911912788051,0.15269197804985196,2.056738374264956,12.081277116142523,457.647960386727,4.843287139398122,0.4246575342465754,0.0,,,0.00007053650884926228,0.017775200230014093,0.5547511617748779,0.016861599322003595,0.04641541689894698,0,52,9631.944444444443,,,,,13,1.75,10
NVDA,SMA,53,64,0,false,false,0,46,1.0260299009869194,60.86956521739131,2.2594612200214854,1.087408143032893,1.153698774050984,-0.9998372172129469,0 days 23:59:59.999999999,0.00477577505407354,0.14526315789473684,0.2905263157894737,0.15796034077740972,0,6650,6651 days 00:00:00,1000.0,1608.2485929902482,60.82485929902482,373656.5788074272,100.0,131.676684041029,14.906505461978186,2974 days 00:00:00,46,0.0,9.449813955949447,-6.112566456183373,2.94976221078418,-1.8095870734691093,1 days 00:00:00,1 days 00:00:00,13.222795499787994,0.5162757526920035,0.1772276407544885,2.414425743729559,14.992440187686897,528.2949253122055,5.5186874142389915,0.43750000000000006,0.0,,,0.00007521480977914382,0.018954132064344244,0.6082485929902475,0.018165843756087652,0.04418433628067174,0,46,9631.944444444443,,,,,3,2.0,20
NVDA,SMA,53,64,0,false,false,0,54,1.0256276638651929,57.407407407407405,1.8237309503499404,0.8499852796803771,0.9048891943648669,-0.9998557267322914,1 days 00:00:00,0.005606344628695026,0.17052631578947366,0.34105263157894733,0.14494485821918007,0,6650,6651 days 00:00:00,1000.0,1539.086556253535,53.90865562535351,373656.5788074272,100.0,158.87514239581932,16.81917827473845,3827 days 00:00:00,54,0.0,9.449813955949447,-6.112566456183383,2.8454441161830633,-1.8395461956058523,1 days 00:00:00,1 days 00:00:00,9.983084375065461,0.450701958220791,0.14236965915349226,2.010979718899736,12.057493212155977,456.562390878835,4.776076832386874,0.42105263157894735,0.0,,,0.00006901909443412263,0.0173928117973989,0.5390865562535345,0.016471524636348933,0.046443668274709686,0,54,9631.944444444443,,,,,10,1.75,10
NVDA,SMA,53,64,0,false,false,0,45,1.0220285435759027,62.22222222222222,2.3181027779063177,1.1297410161331032,1.1755453560061697,-0.9998336728865449,1 days 00:00:00,0.0046719538572458546,0.14210526315789473,0.28421052631578947,0.16054214439786202,0,6650,6651 days 00:00:00,1000.0,1621.4922017654749,62.149220176547495,373656.5788074272,100.0,128.9882534554738,14.906505461978186,2974 days 00:00:00,45,0.0,9.449813955949447,-6.112566456183373,2.9497622107841814,-1.8679409515274965,1 days 00:00:00,1 days 00:00:00,13.810937817010545,0.5249861123065217,0.18032736714048547,2.471551504099224,15.017270875756438,529.3713453563972,5.4727211876482835,0.45161290322580644,0.0,,,0.00007644390502253075,0.01926386406567775,0.6214922017654743,0.018482268688820858,0.044161290076701346,0,45,9631.944444444443,,,,,4,2.0,20
NVDA,SMA,53,64,0,false,false,0,56,1.016543546369729,58.92857142857143,1.5877010274007384,0.7070988444284073,0.6947247997652125,-0.9998816647947673,0 days 23:59:59.999999999,0.005813987022350397,0.17684210526315788,0.35368421052631577,0.12504484827786572,0,6650,6651 days 00:00:00,1000.0,1442.1672793971131,44.21672793971131,373656.5788074272,100.0,160.46194836721057,15.909823062107783,3827 days 00:00:00,56,0.0,9.449813955949447,-6.112566456183388,2.7207897065031763,-2.1821097837658265,1 days 00:00:00,1 days 00:00:00,7.895844274948457,0.37599769355662915,0.1275753311461298,1.740481668332903,10.038345184803143,411.9066265195364,4.166607630251494,0.41772151898734183,0.0,,,0.00005954462440773598,0.015005245350749466,0.44216727939711364,0.013969635509109457,0.04802905944505137,0,56,9631.944444444443,,,,,13,1.5,10
NVDA,SMA,53,64,0,false,false,0,53,1.0065413177948217,58.490566037735846,1.6847365219828234,0.8010700569545134,0.7876286266324484,-0.9998700400332531,0 days 23:59:59.999999999,0.00550252343186734,0.16736842105263156,0.3347368421052631,0.13407383058501854,0,6650,6651 days 00:00:00,1000.0,1485.603965565853,48.5603965565853,373656.5788074272,100.0,155.86872587806724,16.054935841751387,3827 days 00:00:00,53,0.0,9.449813955949447,-6.112566456183379,2.8454441161830624,-2.079638844685715,1 days 00:00:00,1 days 00:00:00,9.16233897294062,0.41035168785351583,0.13677983720024253,1.8692901602914753,11.032067909554188,435.38301120358705,4.52247619425357,0.41333333333333333,0.0,,,0.00006384304273625604,0.01608844676953652,0.4856039655658515,0.015110316274157487,0.0471850104616895,0,53,9631.944444444443,,,,,11,1.75,15
NVDA,SMA,53,64,0,false,false,0,53,1.0065413177948217,58.490566037735846,1.6847365219828234,0.8010700569545134,0.7876286266324484,-0.9998700400332531,0 days 23:59:59.999999999,0.00550252343186734,0.16736842105263156,0.3347368421052631,0.13407383058501854,0,6650,6651 days 00:00:00,1000.0,1485.603965565853,48.5603965565853,373656.5788074272,100.0,155.86872587806724,16.054935841751387,3827 days 00:00:00,53,0.0,9.449813955949447,-6.112566456183379,2.8454441161830624,-2.079638844685715,1 days 00:00:00,1 days 00:00:00,9.16233897294062,0.41035168785351583,0.13677983720024253,1.8692901602914753,11.032067909554188,435.38301120358705,4.52247619425357,0.41333333333333333,0.0,,,0.00006384304273625604,0.01608844676953652,0.4856039655658515,0.015110316274157487,0.0471850104616895,0,53,9631.944444444443,,,,,12,1.75,15
NVDA,SMA,53,64,0,false,false,0,53,1.0065413177948217,58.490566037735846,1.6847365219828234,0.8010700569545134,0.7876286266324484,-0.9998700400332531,0 days 23:59:59.999999999,0.00550252343186734,0.16736842105263156,0.3347368421052631,0.13407383058501854,0,6650,6651 days 00:00:00,1000.0,1485.603965565853,48.5603965565853,373656.5788074272,100.0,155.86872587806724,16.054935841751387,3827 days 00:00:00,53,0.0,9.449813955949447,-6.112566456183379,2.8454441161830624,-2.079638844685715,1 days 00:00:00,1 days 00:00:00,9.16233897294062,0.41035168785351583,0.13677983720024253,1.8692901602914753,11.032067909554188,435.38301120358705,4.52247619425357,0.41333333333333333,0.0,,,0.00006384304273625604,0.01608844676953652,0.4856039655658515,0.015110316274157487,0.0471850104616895,0,53,9631.944444444443,,,,,12,1.75,20
