TICKER,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW
XPEV,8,17,2,3
SWKS,13,23,12,14
LI,8,21,2,6
PARA,8,32,34,87
STZ,11,41,14,27
MRK,11,36,9,27
XYL,22,29,3,44
LOW,13,21,,
NIO,2,27,5,19
CRL,13,85,7,44
HRL,23,35,33,62
LRCX,62,71,4,51
YUM,56,86,2,7
LKQ,84,85,19,45
ALLE,26,30,2,12
FUTU,3,11,4,6
ABNB,32,34,2,12
PLD,18,32,2,4
