Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration
NVDA,true,45,73,44,65.9090909090909,35.77129437215118,6.700167504187605,224096.25992925273,149191.72492994327,0.1407035175879397,1,31531.132050347118,1.9721163865862665,0,0,6567,6568 days 00:00:00,1000.0,9861235.436887119,986023.5436887118,277986.5858945244,100.0,53538.3178634907,59.60017187115309,1187 days 00:00:00,44,0,0.0,259.6005531187526,-52.14122348162098,56.116016025423455,-11.580553542093872,128 days 11:35:10.344827586,38 days 20:48:00,1.2190981532756011,1.1192340300825643,1.2680904335628094,2.547018430820384,97 days 22:21:49.090909090
NVDA,true,54,74,52,65.38461538461539,7.827792518925266,7.91837977767626,135745.49285964915,105953.78230551127,0.16628597533120146,1,22572.571676981403,1.8951265221639295,0,0,6567,6568 days 00:00:00,1000.0,7059765.628701756,705876.5628701756,277986.5858945244,100.0,53701.66493755592,62.26784889844653,2017 days 00:00:00,52,0,0.0,617.4513249746223,-54.258790214147936,56.35364147769434,-12.296645285414437,106 days 05:38:49.411764706,38 days 22:40:00,1.1766843614699551,1.0220200628163192,1.258796117109274,1.5392468510621018,82 days 22:36:55.384615384
NFLX,true,37,67,36,62.857142857142854,18.456072458186917,6.108202443280977,110222.7536362938,55668.057392067574,0.1319371727748691,1,14542.478490233527,2.2446936963381376,0,0,5730,5731 days 00:00:00,1000.0,5436234.278671151,543523.427867115,81283.85149855909,100.0,47762.56301430814,48.26803093967824,489 days 00:00:00,35,1,1577437.9014008678,461.42539972109785,-37.14847423835109,81.41494979958591,-9.866846667614302,145 days 21:49:05.454545454,34 days 11:04:36.923076923,1.3635625310746704,1.5111523005677028,1.308395502376645,5.686733192960842,104 days 12:20:34.285714285
AMD,true,7,33,203,40.88669950738916,1.7408166140008146,17.913872220261204,57811.87719930346,35814.19471221217,0.37619131662548533,1,21748.326200196843,1.3799502275547237,0,0,11332,11333 days 00:00:00,1000.0,11736811.071458595,1173581.1071458594,3022.54346860602,100.0,682773.6792798633,68.90859415651953,1898 days 00:00:00,203,0,0.0,271.23881578947373,-24.372405822049927,31.06636200569655,-7.514469567948272,50 days 03:10:50.602409639,13 days 21:00:00,0.8610474270057419,0.5112310422724167,1.1943559420997338,387.2760063950738,28 days 16:47:17.438423644
UNH,true,64,88,62,66.12903225806451,2.9161777694469206,6.095762461901485,34486.92308436712,32396.806533799416,0.12801101169993118,1,4414.705914447546,1.4560053812134697,0,0,10171,10172 days 00:00:00,1000.0,2139189.231230762,213818.92312307618,323048.66604442074,100.0,68879.19030956077,52.159960185781294,840 days 00:00:00,62,0,0.0,267.234300747245,-23.950814324665334,32.403145914838824,-9.209407902514918,145 days 22:14:38.048780488,44 days 18:17:08.571428571,0.9529056833269784,0.6072397767350947,1.198378457731585,-0.33812163429990744,111 days 15:52:15.483870967
AMAT,true,63,78,91,59.34065934065934,3.37764562857379,8.030356512530886,29489.379677830664,26513.92778226533,0.1686374867631486,1,4973.014875073632,1.2347655674797489,0,0,11332,11333 days 00:00:00,1000.0,2684533.55068259,268353.355068259,159221.79020552256,100.0,85231.6467917707,68.99444951216235,2182 days 00:00:00,91,0,0.0,180.5708703350257,-51.36831686460077,29.821189074288895,-9.418022862412348,91 days 16:53:20.000000001,45 days 23:21:04.864864865,0.8065042592600361,0.4196490982120715,1.169467519928358,0.6854059656148198,73 days 02:38:14.505494505
AMZN,true,53,65,76,60.0,2.263531934747098,10.72654462242563,19327.478146188918,17570.434678353562,0.22826086956521738,1,4411.706968151818,1.6366931313001771,0,0,6992,6993 days 00:00:00,1000.0,1572024.3842527932,157102.4384252793,209281.42357780816,100.0,68510.0660528196,70.85863663404723,902 days 00:00:00,75,1,121463.52328862436,227.02734995034209,-33.95705890085733,32.142738855106145,-9.67074941523595,75 days 18:39:59.999999999,32 days 00:00:00,1.0042277537920044,0.6610105124944776,1.2355384093114854,-0.24932449455137318,58 days 06:23:59.999999999
AMD,false,18,23,152,34.868421052631575,1.859234710571567,13.413342746205435,31380.26581231239,16578.48971344255,0.28168019767031416,1,8839.199476959157,1.2695948692368126,0,0,11332,11333 days 00:00:00,1000.0,4770800.403471485,476980.0403471485,3022.54346860602,100.0,221414.48795819763,62.40096779286398,1938 days 00:00:00,152,0,0.0,289.41545741324916,-20.41785691781919,43.3358988955827,-7.573222933845567,75 days 13:35:05.660377358,17 days 20:50:54.545454545,0.7986774535984302,0.5026174886758857,1.1804428798736744,156.8075039453871,37 days 23:41:03.157894736
MU,true,26,56,89,47.19101123595505,2.4023228598097215,8.66854972241161,20718.012131760363,14813.696110553885,0.18203954417064383,1,3771.4974845875254,1.2018218140897725,0,0,10267,10268 days 00:00:00,1000.0,1844903.0797266725,184390.30797266724,6309.911461046812,100.0,56198.80309293518,69.86212011060118,1904 days 00:00:00,89,0,0.0,252.48823529411766,-28.566667683134288,41.33788929197575,-9.72658790854831,97 days 01:42:51.428571428,32 days 04:35:44.680851063,0.7908585153247741,0.43866631256411,1.1660355091823578,28.222328888601705,62 days 19:24:56.629213482
NFLX,true,46,48,126,60.8,2.8792521592644476,21.81500872600349,14335.199358350095,13205.759408904329,0.4617801047120419,1,6619.709860766903,2.0843532190033245,0,0,5730,5731 days 00:00:00,1000.0,2467078.888928737,246607.88889287369,81283.85149855909,100.0,95586.0777372438,47.61721231835027,535 days 00:00:00,125,1,674178.9691349752,126.05106989413555,-36.89349212253566,17.31039328200511,-6.206210908802623,36 days 23:22:06.315789473,16 days 06:22:02.448979591,1.2611395567632504,1.353580779096545,1.286895663158388,2.0339099876098428,28 days 20:32:38.399999998
