TICKER,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW
WBA,14,68,27,36
KLAC,18,23,10,13
FTNT,18,23
PANW,19,20
MU,3,86,2,5
SMH,72,82,21,56
ASR,21,31,2,3
HOOD,2,10,3,4
ROKU,30,73,2,4
TSM,18,31,2,30
ASML,20,22,19,42
