Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
BTC-USD,MACD,2,4,2,false,false,0,716,0.6176252166455372,44.97206703910614,0.9110728484777106,-0.13068295980052014,-0.45105473929951007,-1.004066825077018,0 days 23:59:59.999999999,0.18530020703933747,5.559006211180124,11.118012422360248,-0.7264673852264939,0,3864,3865 days 00:00:00,1000.0,257.4774408159451,-74.25225591840548,18258.0402432391,100.0,1274.8917987477548,89.98709057805793,2672 days 00:00:00,716,0.0,25.021922258204192,-15.843648197481544,2.4031122716903597,-2.2014496210697163,1 days 00:00:00,1 days 00:00:00,-1.0370426804246513,-0.31201129035981,-0.13364705135488786,0.8961500339012344,1.1126675565130268,49.58633322345099,2.8893568939647496,0.09614293817356778,-0.014122091335261468,None,None,-0.0002419080743742391,-0.060960834742308255,-0.7425225591840571,-0.08466537746223557,0.23514013189867625,716,716,3864,14
BTC-USD,MACD,2,4,7,false,false,0,491,0.7648390130978584,45.21384928716905,0.9820352114139006,0.035785933787944035,0.10981139825330384,-1.000550752234098,0 days 23:59:59.999999999,0.12707039337474121,3.8121118012422355,7.624223602484471,0.1364199805114947,0,3864,3865 days 00:00:00,1000.0,899.4434354578678,-10.055656454213215,18258.0402432391,100.0,922.7219733410374,56.2384731801315,2640 days 00:00:00,491,0.0,14.565709814179806,-14.499336303819952,2.6452825687901043,-2.1177763449127243,1 days 00:00:00,1 days 00:00:00,-0.20479952045240246,0.07187332670645977,-0.017707556742306046,1.0297441477268414,1.0695056395504114,42.42387023654976,3.328914270668692,0.06385906963941645,-0.006240755656390677,None,None,0.00004558847202828366,0.011488294951127482,-0.10055656454213324,-0.006886074524795949,0.19236851482281656,491,491,3864,14
BTC-USD,MACD,2,4,12,false,false,0,443,0.7226540563041847,44.46952595936794,0.954856123122431,-0.003497414619381578,-0.009809035417451505,-1.0012764091894717,0 days 23:59:59.999999999,0.114648033126294,3.4394409937888195,6.878881987577639,-0.01202915121417732,0,3864,3865 days 00:00:00,1000.0,766.9526965178852,-23.30473034821148,18258.0402432391,100.0,842.8167798988286,55.69184712928653,2683 days 00:00:00,443,0.0,12.116179576641043,-17.037946553274473,2.6106099318410054,-2.0969085823132687,1 days 00:00:00,1 days 00:00:00,-0.5260661478151629,-0.006532659422146391,-0.044433307561976484,0.9971921239839032,0.63488960628285,51.234491981188825,3.2504627887552417,0.05687722176647525,-0.004019649232063391,None,None,-3.894175762303464e-6,-0.0009813322921004728,-0.23304730348211888,-0.017150883276504714,0.18078909675846208,443,443,3864,14
BTC-USD,MACD,2,4,17,false,false,0,442,0.8767880361378909,45.47511312217195,1.091040126220113,0.15705824383875955,0.5115507612121882,-0.996834974924853,0 days 23:59:59.999999999,0.11438923395445134,3.43167701863354,6.86335403726708,0.5389731659684139,0,3864,3865 days 00:00:00,1000.0,1577.8715519289563,57.78715519289561,18258.0402432391,100.0,1134.9854796222317,36.365475674053414,1554 days 00:00:00,442,0.0,12.116179576641041,-13.559872067489726,2.711271011511764,-1.9732187947598874,1 days 00:00:00,1 days 00:00:00,1.3074017011967278,0.30663400076825925,0.12102590337714157,1.140002617090116,2.4157902735372643,43.99076931994764,3.6135932013422725,0.05803449219819326,-0.004180526622932006,None,None,0.00017972548414201222,0.04529082200378708,0.5778715519289548,0.03018298793980856,0.17776082424797787,442,442,3864,14
BTC-USD,MACD,2,9,2,false,false,0,614,0.7744587691845835,46.09120521172638,0.985154016344336,0.03147692997036966,0.09687927637695327,-1.0010662467382145,0 days 23:59:59.999999999,0.15890269151138717,4.767080745341614,9.534161490683228,0.1500530667842156,0,3864,3865 days 00:00:00,1000.0,805.3242414445878,-19.467575855541224,18258.0402432391,100.0,2114.610058059001,83.7435966220472,2664 days 00:00:00,614,0.0,25.021922258204178,-37.332369021556964,2.4604910346028217,-2.0452934374344154,1 days 00:00:00,1 days 00:00:00,-0.3170614960185887,0.06711306335587451,-0.024167846247781722,1.02745777401048,-2.0878359177573502,165.37446671040217,3.1923353580459626,0.08384744812114414,-0.009271007997549456,None,None,0.00005016345061616068,0.012641189555272492,-0.1946757585554112,-0.014017411721998108,0.2266872233814178,614,614,3864,14
BTC-USD,MACD,2,9,7,false,false,0,399,0.8258806154874663,45.86466165413533,1.0339527014694827,0.09861758128030185,0.30106671094702053,-0.9989252996301928,0 days 23:59:59.999999999,0.10326086956521739,3.0978260869565215,6.195652173913043,0.3055001159226742,0,3864,3865 days 00:00:00,1000.0,1196.2192260136508,19.62192260136508,18258.0402432391,100.0,1010.1770902770116,43.51030888111749,1554 days 00:00:00,399,0.0,12.116179576641047,-10.250354690752268,2.614467400882503,-2.0328662936604514,1 days 00:00:00,1 days 00:00:00,0.49177750880614113,0.18321868267314684,0.03921804552571809,1.0860048142092984,2.5965148071338944,46.102339888780676,3.3582610408626103,0.05313351498637602,-0.0014190469600169112,None,None,0.0001019101554222534,0.025681359166407857,0.1962192260136475,0.011750209534018508,0.1686919701099743,399,399,3864,14
BTC-USD,MACD,2,9,12,false,false,0,341,0.8046810353185148,44.28152492668622,1.0404191651738002,0.10333437502655185,0.30133316736352994,-0.9989300850598439,0 days 23:59:59.999999999,0.08825051759834368,2.6475155279503104,5.295031055900621,0.2735793624538368,0,3864,3865 days 00:00:00,1000.0,1195.3455003421218,19.534550034212167,18258.0402432391,100.0,881.121016259877,41.776677306559506,1443 days 00:00:00,341,0.0,12.116179576641036,-10.26110042251438,2.6352173622326944,-1.9088463148056987,1 days 00:00:00,1 days 00:00:00,0.5728607048156018,0.18214067731768058,0.0406775168984579,1.0932915944854056,2.832321063412543,56.962622472005656,3.6258531361414774,0.042622066360938765,-0.0009990009990009745,None,None,0.00009125766576486501,0.022996931772745983,0.19534550034211806,0.01170201065114651,0.1519529414313458,341,341,3864,14
BTC-USD,MACD,2,9,17,false,false,0,309,0.6833798475839707,42.394822006472495,0.9435952441826361,-0.02123321909258835,-0.05563869553670439,-1.0011355570560103,0 days 23:59:59.999999999,0.07996894409937888,2.3990683229813663,4.798136645962733,-0.050939943319951865,0,3864,3865 days 00:00:00,1000.0,792.6695357286982,-20.733046427130184,18258.0402432391,100.0,628.934408599304,40.68668863967794,1942 days 00:00:00,309,0.0,17.969567980901413,-10.261100422514382,2.640493984295748,-1.9801448125974879,1 days 00:00:00,1 days 00:00:00,-0.6709723762825295,-0.03437979090829679,-0.05334277073129093,0.9821498104102775,3.6579077106478195,86.44752375718235,3.4482778015134623,0.03674892703862661,-0.000999000999000962,None,None,-0.00001689571945340502,-0.004257721302258065,-0.2073304642713032,-0.01503509374763734,0.1490459437094562,309,309,3864,14
BTC-USD,MACD,2,14,2,false,false,0,588,0.6179502766843178,44.047619047619044,0.8981919733540559,-0.14375327966739704,-0.38770612590643383,-1.00392462740602,0 days 23:59:59.999999999,0.15217391304347827,4.565217391304348,9.130434782608695,-0.6562649723946387,0,3864,3865 days 00:00:00,1000.0,283.43994881166896,-71.6560051188331,18258.0402432391,100.0,1055.2741283137186,88.85526937501366,2664 days 00:00:00,588,0.0,17.1386575604697,-37.33236902155694,2.465078719606901,-2.1975146407982273,1 days 00:00:00,1 days 00:00:00,-1.2186395428372911,-0.2934799095237993,-0.12632616993917287,0.8873348329444349,-4.469959191875436,150.85161623545946,2.893483150905788,0.07690164391195319,-0.009239698561547183,None,None,-0.00021854640927733128,-0.055073695137887485,-0.7165600511883325,-0.07891400737816501,0.22584579116833645,588,588,3864,14
BTC-USD,MACD,2,14,7,false,false,0,357,0.8241770070086801,45.938375350140056,1.0371212602692552,0.0990624431967404,0.287787871169982,-0.9989874862319358,1 days 00:00:00,0.09239130434782608,2.7717391304347823,5.5434782608695645,0.27457525016487827,0,3864,3865 days 00:00:00,1000.0,1184.8651712415253,18.48651712415252,18258.0402432391,100.0,894.0406923661147,40.69459396471972,1520 days 00:00:00,357,0.0,12.116179576641036,-10.261100422514392,2.5630635701891014,-1.994700172485887,1 days 00:00:00,1 days 00:00:00,0.5178296113208081,0.17793961496844762,0.03968166705027986,1.088134570356329,2.397200686988232,52.69111605629638,3.4553045128858915,0.04629128316188414,-0.0009990009990009747,None,None,0.00009159367802561643,0.02308160686245534,0.18486517124152435,0.011121284603540893,0.1561131744827287,357,357,3864,14
