Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration
QCOM,true,68,77,86,55.294117647058826,1.3576361195353543,10.16260162601626,3965.2070057556684,3322.009434412057,0.21592539454806314,1,856.1888871825367,1.2774707669793288,0,0,8364,8365 days 00:00:00,1000.0,337704.8905986329,33670.48905986329,28076.000976562336,100.0,44269.64863621308,63.99802486645264,2568 days 00:00:00,85,1,-337.7048905986012,2134.2970297029706,-23.501074408778972,60.76059864012813,-7.8916275317312,73 days 13:16:35.744680852,34 days 13:15:47.368421053,0.8007910024393255,0.45193710490560374,1.182637488529823,0.19926228411130195,56 days 02:49:24.705882353
IDXX,true,80,88,78,58.44155844155844,2.406707370787502,9.073768559981145,853.6365656127547,755.8765338955915,0.19302380391232618,1,164.77217705322792,1.0203269803238748,0,0,8486,8487 days 00:00:00,1000.0,66663.35219998215,6566.3352199982155,46152.407583488195,100.0,2591.922471302155,66.36323516210719,1461 days 00:00:00,77,1,-66.66335219997563,152.84869241988687,-36.49193594331307,21.29407715407638,-9.309399825476774,96 days 20:16:00,40 days 00:00:00,0.6854883573431544,0.29828734215206604,1.1413756848955487,-0.857724968992789,73 days 05:17:55.324675324
AMGN,true,47,78,75,44.5945945945946,1.34302276228149,7.040243554371611,841.64678690552,568.6802614226488,0.1498430215964228,1,126.11489766684369,0.9028616408378204,0,0,10511,10512 days 00:00:00,1000.0,63218.643587420964,6221.864358742097,91993.09303977342,100.0,7614.487147783372,62.2127837342062,3686 days 00:00:00,74,1,-63.21864358741732,280.086304078212,-25.991738382099815,35.58606776608384,-8.519618718552472,131 days 22:32:43.636363636,47 days 14:02:55.609756097,0.5850539886393227,0.24891993150811953,1.1243981999311383,-0.9323659619092048,85 days 04:51:53.513513513
TRMB,true,49,54,141,50.71428571428571,1.4707692908618537,16.05688725771304,463.9511991274188,356.4992980308088,0.33960316550063074,1,157.5592958614849,0.987110123221172,0,0,8719,8720 days 00:00:00,1000.0,65887.28059724142,6488.728059724142,3918.6979328388766,100.0,8330.245520933002,60.657821164757976,1788 days 00:00:00,140,1,-65.88728059723508,79.62662413030263,-40.40155429858886,14.668189459833103,-6.418320760043825,49 days 05:44:47.323943662,20 days 08:41:44.347826087,0.6272077839004385,0.3158726513654356,1.1424429095054607,0.655837773396181,35 days 00:10:17.142857142
EQIX,false,11,88,47,50.0,2.7757887196215476,7.448186528497409,599.9679980495946,316.78751044859223,0.15981217616580312,1,95.88219139814603,1.105144771064316,0,0,6176,6177 days 00:00:00,1000.0,28569.957952329023,2756.9957952329023,119.29048084077377,100.0,1176.2280725312912,58.52537309586866,877 days 00:00:00,46,1,-28.56995795232433,439.20836556055815,-20.75555555555555,36.930866654626556,-7.474990155750555,147 days 01:02:36.521739130,25 days 15:39:07.826086956,0.6890155041912395,0.37432254799644044,1.1644688530154161,22.11161608035496,86 days 08:20:52.173913043
STLD,true,46,61,71,52.85714285714286,2.573444477577735,9.841135948263743,353.54327760095794,283.14072015661134,0.2096161956980177,1,74.108396865321,0.9202986720261004,0,0,7113,7114 days 00:00:00,1000.0,25722.307124942126,2472.2307124942126,2642.979891988269,100.0,1005.3339156854478,64.02104463918108,1424 days 00:00:00,70,1,-25.722307124939107,103.47127653352746,-31.47468022907608,21.664531680536996,-9.30227192271205,77 days 13:37:17.837837838,36 days 18:54:32.727272727,0.626778328810358,0.28318372957263727,1.1264576589170772,-0.06460479703672842,58 days 08:13:42.857142857
HUM,true,42,87,58,45.614035087719294,1.3927457448064053,5.238489109456851,419.9979054203918,250.6874550259455,0.11193824097049902,1,47.01382674405268,0.7115954060916905,0,0,10881,10882 days 00:00:00,1000.0,24914.965643319032,2391.4965643319033,2596.0913489631894,100.0,1773.9616233822005,74.77089076635525,1931 days 00:00:00,57,1,-24.914965643314645,92.25037856369275,-41.39333333333332,34.91741200232764,-11.518972114298915,171 days 04:36:55.384615384,64 days 08:30:58.064516129,0.49133156068194084,0.15230919169513482,1.1040820123787936,-0.07880877716918391,113 days 02:06:18.947368420
CI,false,12,86,84,44.57831325301205,2.1841910038294188,7.671688695812922,278.2558962122265,187.9420985734279,0.1630464922820963,1,45.36864783421458,0.7962039748723754,0,0,10819,10820 days 00:00:00,1000.0,24071.168217397415,2307.116821739741,5236.784214184687,100.0,1172.4052470587735,48.32806399194639,1465 days 00:00:00,83,1,-24.07116821739328,70.11490105985355,-20.1799907659379,20.13980623480049,-6.514188080328381,158 days 00:38:55.135135136,18 days 14:36:31.304347826,0.5513752186740637,0.23439148821110473,1.1100923997630845,-0.5594401588114825,80 days 18:13:00.722891566
NTES,false,4,9,277,39.130434782608695,1.275024628424766,44.480257856567285,256.3555408169756,151.98945107725825,0.9374697824335213,2,240.32557307531778,1.2104704822355894,0,0,6205,6206 days 00:00:00,1000.0,71682.44681866665,7068.244681866665,16916.08341288005,100.0,18926.964656915206,70.58313583738729,1370 days 00:00:00,276,1,-71.68244681865326,180.57142037361777,-27.831909933776423,14.253242110152776,-4.7663252346923795,22 days 22:39:59.999999999,5 days 05:51:25.714285714,0.7715611862992371,0.40470673833174486,1.1816788856610738,-0.5821583217965901,12 days 04:05:13.043478259
PAYC,true,45,51,38,62.16216216216216,2.396145628902119,13.513513513513514,191.20074608796185,100.95539853129296,0.2914536157779401,1,55.726148786776314,1.3402615964688096,0,0,2738,2739 days 00:00:00,1000.0,8066.361244010581,706.6361244010582,1316.2214591999516,100.0,334.18071448688966,43.78321409321802,836 days 00:00:00,37,1,-8.066361244009386,53.298530802271074,-16.213041886953025,14.700185207677311,-5.958418428642135,55 days 22:57:23.478260870,24 days 18:51:25.714285714,0.9057587364198598,0.7326112206818163,1.2002675011195996,-0.4631328037832039,44 days 03:53:30.810810810
