Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,RSI Window
SOL-USD,MACD,2,4,2,false,false,0,355,0.9230408690535786,44.7887323943662,1.0441619415559975,0.36959305930294084,0.727237123236329,-0.9965187252261568,0 days 23:59:59.999999999,0.1937772925764192,5.813318777292576,11.626637554585152,2.1485622716027946,0,1832,1833 days 00:00:00,1000.0,1473.6413475965169,47.36413475965169,13605.39969884764,100.0,935.3502315101699,59.41050830966471,1466 days 00:00:00,355,0.0,35.95193584090974,-32.51548445211153,5.860097790729458,-4.084438840170612,1 days 00:00:00,1 days 00:00:00,1.3342009791450735,0.42230583985974524,0.13510683119912167,1.1607232376074104,2.773088923186488,44.645845940668806,3.8951877973696676,0.09760479041916167,-0.032173386300555336,None,None,0.0007159901832406361,0.1804295261766403,0.47364134759651577,0.054752169363305514,0.5141936195788163,355,355,1832,14
SOL-USD,MACD,2,4,7,false,false,0,245,1.1528622175080279,47.755102040816325,1.149922939928115,0.7204952451878244,1.4202942331186164,-0.9834050811541154,0 days 23:59:59.999999999,0.13373362445414846,4.012008733624454,8.024017467248909,2.890633216228444,0,1832,1833 days 00:00:00,1000.0,3257.805038682003,225.78050386820033,13605.39969884764,100.0,1479.3766669223523,40.99414752896944,371 days 00:00:00,245,0.0,35.95193584090972,-18.295450421625883,5.745480733221318,-3.8726555524677906,1 days 00:00:00,1 days 00:00:00,9.215530770130563,0.6991129128633453,0.6467660539335585,1.3478645959819608,5.675325376533379,70.62957785942692,4.15591583761106,0.07005253940455343,-0.019128020843783535,None,None,0.0009631522672967395,0.24271437135877835,2.2578050386819997,0.17629623349408008,0.4178249117877715,245,245,1832,14
SOL-USD,MACD,2,4,12,true,false,1,222,1.0525131575175193,48.86877828054298,1.1209433535091606,0.5240534596778641,0.9606089559327429,-0.9925178975605488,0 days 23:59:59.999999999,0.12063318777292577,3.6353711790393013,7.254366812227074,1.9051288435887417,0,1832,1833 days 00:00:00,1000.0,2017.9699427645787,101.79699427645788,13605.39969884764,100.0,845.6962571531245,41.896605009425706,460 days 00:00:00,221,-2.0179699427644664,35.467331547162225,-18.295450421625898,5.284288710313818,-4.025551912611366,1 days 00:00:00,1 days 00:00:00,4.615329921752682,0.527109100706427,0.35814396027399703,1.2484296988680876,4.247557244975628,60.98019251243873,3.7793371793006747,0.06384213580963435,-0.013099579398308222,None,None,0.0006314129427767899,0.15911606157975106,1.0179699427645739,0.10133523112166576,0.3632952068123246,222,221,1832,14
SOL-USD,MACD,2,4,17,false,false,0,202,1.030164655064566,49.00990099009901,1.1199816112380134,0.5070708843307639,0.8577687290147386,-0.9941435039158991,0 days 23:59:59.999999999,0.11026200873362445,3.3078602620087336,6.615720524017467,1.6773196282993608,0,1832,1833 days 00:00:00,1000.0,1796.7997005892987,79.67997005892987,13605.39969884764,100.0,637.1863509358693,43.85927564841721,572 days 00:00:00,202,0.0,35.46733154716221,-18.29545042162589,5.367162844499238,-4.164279640491362,1 days 00:00:00,1 days 00:00:00,3.9445529732143427,0.4754816836784401,0.28220006827958516,1.233413773323401,4.342602777526367,65.19309508362002,3.700241319970209,0.058314087759815246,-0.005892357815918044,None,None,0.0005589116118657591,0.14084572619017127,0.7967997005892948,0.08389820614310106,0.3564971344372434,202,202,1832,14
SOL-USD,MACD,2,9,2,false,false,0,305,1.0190991051104448,45.90163934426229,1.0802146000192283,0.5176463337068515,1.0306308250938296,-0.9908285373076966,0 days 23:59:59.999999999,0.16648471615720525,4.994541484716157,9.989082969432314,2.5854060881100933,0,1832,1833 days 00:00:00,1000.0,2247.8141575185764,124.78141575185764,13605.39969884764,100.0,1386.7225490730998,59.411946241695325,1307 days 00:00:00,305,0.0,35.951935840909734,-24.971154261263024,5.890720416884546,-4.04132561565604,1 days 00:00:00,1 days 00:00:00,4.09119395907728,0.5493501672331449,0.2945861937333639,1.2319170162334685,4.226528149373177,51.41638943096058,4.060120870403282,0.08397397989355411,-0.027989853468506385,None,None,0.0008614980977144546,0.21709752062404256,1.2478141575185697,0.11778907059124477,0.4756108618865501,305,305,1832,14
SOL-USD,MACD,2,9,7,false,false,0,189,1.0684386892891595,49.735449735449734,1.1810675106428148,0.5652471619882542,0.9355600051426674,-0.993093993144762,0 days 23:59:59.999999999,0.10316593886462883,3.0949781659388647,6.189956331877729,1.7494276247125553,0,1832,1833 days 00:00:00,1000.0,1939.5898358849524,93.95898358849524,13605.39969884764,100.0,526.6303594504338,41.8966050094257,535 days 00:00:00,189,0.0,35.46733154716224,-18.295450421625908,5.282188019634942,-4.102041686630574,1 days 00:00:00,1 days 00:00:00,4.97137479304207,0.5150836691696998,0.3365753748961202,1.2676697647813422,4.613785032406881,73.10092717380377,3.7237799340452,0.05526770293609672,-0.0014799385681304811,None,None,0.0005829274126277207,0.14689770798218563,0.9395898358849502,0.09535331047501239,0.3432285461658791,189,189,1832,14
SOL-USD,MACD,2,9,12,false,false,0,165,1.0144222195891097,49.09090909090909,1.1396106232659189,0.5112332476882302,0.7755306067329328,-0.9955393334184506,0 days 23:59:59.999999999,0.09006550218340612,2.701965065502183,5.403930131004366,1.3813343755768228,0,1832,1833 days 00:00:00,1000.0,1606.8915176527219,60.689151765272186,13605.39969884764,100.0,413.78310203515923,44.66308270659291,1191 days 00:00:00,165,0.0,35.46733154716222,-13.229775151709333,5.522981664482733,-4.321524154220756,1 days 00:00:00,1 days 00:00:00,3.6781304100165038,0.42535125970551557,0.22177185601230595,1.2272869695810238,5.1741520620796315,82.26887065561579,3.652287728753171,0.047428571428571424,-0.000999000999000974,None,None,0.0004602835209222109,0.11599144727239714,0.606891517652719,0.06737969687651169,0.3281892911229072,165,165,1832,14
SOL-USD,MACD,2,9,17,false,false,0,151,0.8391263575401189,45.033112582781456,1.0165110296198938,0.2665395260792973,0.3813915274754344,-0.9995960106871306,0 days 23:59:59.999999999,0.0824235807860262,2.4727074235807858,4.9454148471615715,0.6590742648139829,0,1832,1833 days 00:00:00,1000.0,1054.9643607565094,5.496436075650956,13605.39969884764,100.0,279.5310403760478,59.93120098280394,1232 days 00:00:00,151,0.0,35.46733154716223,-13.229775151709338,5.8175277764141065,-4.281258076604642,1 days 00:00:00,1 days 00:00:00,0.3640023891159565,0.20828489428167762,0.01787325249451049,1.1111480988808402,5.7122564995402545,91.401489513533,3.6826622705765018,0.03970504821327283,-0.0009990009990009721,None,None,0.00021965386444658492,0.055352773840539396,0.05496436075650979,0.007383238473791076,0.31983631774542476,151,151,1832,14
SOL-USD,MACD,2,14,2,true,false,1,286,1.027403169707837,46.31578947368421,1.0737651974883324,0.5030018055610164,1.0459153552635398,-0.9915594594307247,0 days 23:59:59.999999999,0.15556768558951964,4.683406113537117,9.350436681222707,2.3557617312846726,0,1832,1833 days 00:00:00,1000.0,2148.3692811933042,114.83692811933042,13605.39969884764,100.0,1496.9947571393952,49.560616782332914,742 days 00:00:00,285,-2.148369281193027,35.951935840909755,-18.295450421625894,5.612292336724143,-3.9050135546581517,1 days 00:00:00,1 days 00:00:00,4.036904036752645,0.5310406957377558,0.3318756592309096,1.234564492128575,5.230491155953709,61.57669687294868,4.026154351195442,0.07886992348440258,-0.025710614991557634,None,None,0.0007816916858344856,0.19698630483029037,1.1483692811933004,0.11085707158823,0.4464310484368921,286,285,1832,14
SOL-USD,MACD,2,14,7,false,false,0,173,0.9144426633655879,47.398843930635834,1.0557840631289188,0.3386036138198478,0.5274391410901542,-0.9982040382078434,0 days 23:59:59.999999999,0.09443231441048035,2.8329694323144103,5.665938864628821,0.9592536876228221,0,1832,1833 days 00:00:00,1000.0,1244.3477802614811,24.434778026148106,13605.39969884764,100.0,392.064957567684,40.3445990158417,1232 days 00:00:00,173,0.0,35.46733154716223,-13.22977515170935,5.438740718787819,-4.257124326920521,1 days 00:00:00,1 days 00:00:00,1.4124149148062557,0.2965529606478579,0.11028211190047581,1.1480833541578186,5.035640733945052,82.22489981688756,3.5809266522541545,0.048027444253859346,-0.000999000999001043,None,None,0.0003196710742395884,0.08055711070837628,0.24434778026148019,0.030510810442593295,0.326924733892854,173,173,1832,14
