Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%]
NOW,EMA,34,82,0,false,false,1,15,1.9354297176220896,71.42857142857143,10.341703229130756,24.515916275974824,1.35199949949244,-0.7107170689510884,177 days 10:17:08.571428572,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.3812869648264168,0,3243,3244 days 00:00:00,1000.0,12521.574448609543,1152.1574448609545,3982.8047948883273,100.0,147.06453975931043,37.890198429816415,738 days 00:00:00,14,-397.0175617516252,142.6057633940669,-12.820018297103896,36.83043935186842,-6.27039141375917,239 days 21:36:00,21 days 06:00:00,851.3280007400836,0.9219526972820615,0.8681253483386406,1.169996849621566,0.17461327613410688,7.163076191402785,0.9800120562590645,0.7227827934147637,-0.032072885586979405,None,None,0.0009891308156263273,0.24926096553783447,11.521574448609556,0.21693730274413103,0.3253807048293112,2491,2490,4697.202380952381,
NOW,EMA,34,83,0,false,false,1,15,1.9354297176220896,71.42857142857143,10.341703229130756,24.515916275974824,1.35199949949244,-0.7107170689510884,177 days 10:17:08.571428572,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.3812869648264168,0,3243,3244 days 00:00:00,1000.0,12521.574448609543,1152.1574448609545,3982.8047948883273,100.0,147.06453975931043,37.890198429816415,738 days 00:00:00,14,-397.0175617516252,142.6057633940669,-12.820018297103896,36.83043935186842,-6.27039141375917,239 days 21:36:00,21 days 06:00:00,851.3280007400836,0.9219526972820615,0.8681253483386406,1.169996849621566,0.17461327613410688,7.163076191402785,0.9800120562590645,0.7227827934147637,-0.032072885586979405,None,None,0.0009891308156263273,0.24926096553783447,11.521574448609556,0.21693730274413103,0.3253807048293112,2491,2490,4697.202380952381,
NOW,EMA,33,85,0,false,false,1,15,1.934719277425612,71.42857142857143,11.460409793239103,24.345070321375275,1.348926135202477,-0.7121306562372457,177 days 17:08:34.285714285,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.36469230688659,0,3243,3244 days 00:00:00,1000.0,12465.274026396542,1146.5274026396542,3982.8047948883273,100.0,142.92891244817372,38.03220944363347,740 days 00:00:00,14,-395.2324622464221,142.6057633940669,-11.752591030563886,36.48451228877505,-6.003534597124169,240 days 04:48:00,21 days 12:00:00,847.1790349030689,0.9202592678723384,0.863112526774568,1.1694510144506949,0.17229694022625158,7.136854099164093,0.9798334985346274,0.7246145667198298,-0.032200950044547524,None,None,0.0009880662712081342,0.2489927003444498,11.465274026396571,0.21651136827769446,0.3256286263147692,2495,2494,4697.202380952381,
NOW,EMA,32,88,0,false,false,1,15,1.9344555365927596,71.42857142857143,10.379244924543718,24.46250546221249,1.347785192359558,-0.7129291973173536,177 days 20:34:17.142857143,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.3760990504461716,0,3243,3244 days 00:00:00,1000.0,12433.469693968847,1143.3469693968848,3982.8047948883273,100.0,143.1495259292585,38.03220944363347,730 days 00:00:00,14,-290.627680664511,146.92436014451508,-12.948722460283193,36.768534628919085,-6.302567454553996,240 days 07:12:00,21 days 18:00:00,837.4355267595256,0.9194921378179288,0.8621087885300951,1.1692080691456066,0.17236475867594644,7.1343394143203405,0.9790511524054426,0.7264502394890899,-0.03220095004454757,None,None,0.0009873042448175784,0.24880066969402975,11.43346969396886,0.21626997128519299,0.3256489533860882,2498,2497,4697.202380952381,
NOW,EMA,40,76,0,false,false,1,15,1.9304912269353012,71.42857142857143,11.139776774539477,24.118334925259617,1.3306355887813937,-0.7235230030990366,177 days 12:00:00.000000001,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.3426689797893245,0,3243,3244 days 00:00:00,1000.0,12011.539089334823,1101.1539089334824,3982.8047948883273,100.0,142.51603917857938,38.75730297910683,798 days 00:00:00,14,-440.7022154357055,136.87471874884014,-11.433628232736709,36.2261513725379,-6.151206192936084,239 days 21:36:00,21 days 12:00:00,818.017236055038,0.9089372877842674,0.8326969231095263,1.1674760411138128,0.16429307987301758,7.136616996918178,0.9763254117684548,0.7236981934112645,-0.03230896597735564,None,None,0.0009772156749230947,0.24625835008061986,11.011539089334866,0.213012418952774,0.32606426667922733,2491,2490,4697.202380952381,
NOW,EMA,29,89,0,false,false,1,15,1.9304302010498893,71.42857142857143,8.95632291246477,22.62945625586657,1.3303715908011018,-0.7250113522067476,177 days 15:25:42.857142857,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.1980507926604904,0,3243,3244 days 00:00:00,1000.0,11952.261049708231,1095.2261049708231,3982.8047948883273,100.0,140.32173221454994,36.04064386298738,669 days 00:00:00,14,-279.3796094792815,102.81502753784011,-12.948722460283193,34.062447081744665,-5.953020808828667,232 days 00:00:00,41 days 18:00:00,802.2600470848224,0.9116845184597179,0.8934212700142787,1.167577317430768,0.12609498195548807,7.117387189317467,0.9735509257347333,0.7273695420660278,-0.03207288558697934,None,None,0.0009725205935293726,0.24507518956940189,10.952261049708234,0.21254632816709118,0.32351984741545314,2495,2494,4697.202380952381,
NOW,EMA,40,75,0,false,false,1,15,1.929802467151401,71.42857142857143,11.127065548345099,24.056680373661,1.3276560139562406,-0.7256386987849244,177 days 08:34:17.142857143,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.336680332316748,0,3243,3244 days 00:00:00,1000.0,11927.275060112039,1092.727506011204,3982.8047948883273,100.0,141.59232165937823,38.757302979106846,798 days 00:00:00,14,-437.6105762973875,136.87471874884017,-11.433628232736726,36.13983500029983,-6.151206192936087,239 days 16:48:00,21 days 12:00:00,811.7775454578162,0.9069128566859099,0.8299946493394491,1.1670867666482783,0.16459375384148,7.136379134683766,0.9774351670679342,0.7218683651804672,-0.03230896597735562,None,None,0.0009750466870700011,0.24571176514164028,10.927275060112047,0.21234922955792346,0.3260667802235323,2489,2488,4697.202380952381,
NOW,EMA,39,78,0,false,false,1,15,1.9284959120340897,71.42857142857143,11.120279897891413,23.961310425639365,1.3220038565187529,-0.7292168514598991,177 days 15:25:42.857142857,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.3274168313525747,0,3243,3244 days 00:00:00,1000.0,11784.76422380472,1078.476422380472,3982.8047948883273,100.0,139.78604433193993,38.75730297910683,799 days 00:00:00,14,-432.3818674019567,136.87471874884017,-11.433628232736725,36.006317073069546,-6.151206192936087,240 days 02:24:00,21 days 12:00:00,801.2247208004768,0.9033012255555888,0.8253856514501363,1.1662525175733498,0.1640994797610473,7.124752556261859,0.9754423111031716,0.7246145667198298,-0.03230896597735557,None,None,0.0009714755325787043,0.2448118342098335,10.784764223804816,0.2112177182546251,0.32617146943158437,2493,2492,4697.202380952381,
NOW,EMA,30,88,0,false,false,1,15,1.9283981879164547,71.42857142857143,8.699736447140191,22.660433222881533,1.3215811019858632,-0.7309250217336744,177 days 17:08:34.285714286,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.2010596562465876,0,3243,3244 days 00:00:00,1000.0,11716.731136235941,1071.6731136235942,3982.8047948883273,100.0,139.60438164925873,38.032209443633484,671 days 00:00:00,14,-273.87418628170235,110.43107581794239,-12.948722460283182,34.178077484433196,-6.1336774309976265,232 days 00:00:00,42 days 00:00:00,785.0432373226889,0.905502732127645,0.8388618000000118,1.1661952348246456,0.12826752885757361,7.085762939427058,0.974819606545731,0.7264502394890899,-0.03207288558697946,None,None,0.0009667127451020232,0.24361161176570983,10.71673113623601,0.21067309002965584,0.3237832529282669,2496,2495,4697.202380952381,
NOW,EMA,38,80,0,false,false,1,15,1.9282546723150003,71.42857142857143,10.05491462162805,23.970016994791457,1.3209602534939704,-0.729838465880938,177 days 18:51:25.714285713,0.0029804975099159835,0.0971322849213691,0.18778908418131363,2.3282625203081433,0,3243,3244 days 00:00:00,1000.0,11760.006534837861,1076.0006534837862,3982.8047948883273,100.0,140.38968449006592,37.91520321295934,799 days 00:00:00,14,-431.4735101718288,136.8747187488401,-12.82001829710389,36.15714527631919,-6.4978037090278775,240 days 04:48:00,21 days 18:00:00,799.3914317864064,0.9026165833325228,0.8428939024213523,1.1660160922404166,0.16401722547994219,7.118483861783336,0.975384429066215,0.7255319148936171,-0.03230896597735561,None,None,0.0009708942061007773,0.2446653399373959,10.76000653483788,0.21101986088636115,0.32622354566930495,2495,2494,4697.202380952381,
