Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration
TRX-USD,false,13,85,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-1.2095954503369115,0,0,2689,2690 days 00:00:00,1000.0,-6882.169357275563,-788.2169357275563,9895.926218509341,100.0,2.9950069910107127,1224.0736141950906,2686 days 00:00:00,1,1,-6823.10112474807,-112.68198068905147,-112.68198068905147,NaN,-112.68198068905147,NaT,27 days 00:00:00,-1059.068232527493,-1.0596616211653913,NaN,0.7934541983173931,-7.098964649088628,107.43572997118922,0.8820316324062848,0.8970380818053596,-0.08559793378854687,None,None,-0.004038979819076523,-1.0178229144072837,-1.0000000010642993,NaN,1.155982289664855,-1.0796506479861658,27 days 00:00:00
XMR-USD,false,32,50,3,0.0,0.0,0.0007437709185570844,NaN,NaN,0.033469691335068795,0.05578281889178133,NaN,-0.694379761185909,0,0,2689,2690 days 00:00:00,1000.0,-26.602221322537616,-102.66022213225376,76.6296192326939,100.0,4.587884278170341,106.03018906831304,2689 days 00:00:00,2,1,-4.242940296382834,-20.216965037709816,-105.87700559217741,NaN,-63.04698531494361,NaT,17 days 00:00:00,-511.1796405130774,-0.5852514004448784,NaN,0.8653542864957409,-14.5570805552338,555.5255361422197,0.9859364411713775,0.8299319727891157,-0.06921502861736076,None,None,-0.002406235737544582,-0.6063714058612346,-1.0003455949246827,NaN,1.2469309759248337,-2.3396937523663692,17 days 00:00:00
DOGE-USD,false,16,82,3,0.0,0.0,0.0007437709185570844,NaN,NaN,0.033469691335068795,0.05578281889178133,NaN,1.5643933563558263,0,0,2689,2690 days 00:00:00,1000.0,-101.85573744869339,-110.18557374486934,11865.178999464972,100.0,3.854295823294583,137.23548154619468,2686 days 00:00:00,2,1,-99.7324001623713,-57.00653612468513,-101.09332618915138,NaN,-79.04993115691825,NaT,13 days 12:00:00,-501.06166864316106,0.21527589266003674,-0.3958007267436826,1.3596720469545527,50.09517310402345,2572.227113609235,1.306471936765208,0.976487876561352,-0.09019093891731943,None,None,0.008078641343623866,2.035817618593214,-0.9999999868686132,-0.817341035063158,11.381241313021908,-1.009286465357989,13 days 12:00:00
NEAR-USD,false,48,88,3,0.0,0.0,0.0012353304508956147,NaN,NaN,0.055589870290302656,0.0926497838171711,NaN,-0.5954739664169145,0,0,1619,1620 days 00:00:00,1000.0,-15.922709645550299,-101.59227096455503,132.9452466417395,100.0,4.863151047921056,116.91874642939652,1598 days 00:00:00,2,1,-0.4022409268318513,-6.412295230937651,-103.47933877242596,NaN,-54.94581700168181,NaT,79 days 00:00:00,-507.7602343593592,-0.48611694389326643,NaN,0.9094764822750714,-6.689075169039484,176.41784356088806,0.8862193447740959,0.847206385404789,-0.10492794343946583,None,None,-0.001971606460854413,-0.4968448281353121,-1.0065623226003098,NaN,1.2300596610184533,-1.7641662528809745,79 days 00:00:00
AVAX-USD,false,80,89,2,0.0,0.0,0.0006086427267194157,NaN,NaN,0.036518563603164945,0.054777845404747415,NaN,-1.109537185347817,0,0,1643,1644 days 00:00:00,1000.0,-132.1930830999454,-113.21930830999453,295.7876850372024,100.0,2.9950069910107127,170.97097970312632,1545 days 00:00:00,1,1,-104.12709920392311,-105.88718255387022,-105.88718255387022,NaN,-105.88718255387022,NaT,112 days 00:00:00,-1028.0659838960225,-0.9380730670801348,NaN,0.8419650577450621,-5.5205044545100055,96.92557164828143,0.8327799843878422,1.0073260073260073,-0.10003376210378499,None,None,-0.0038820730102396344,-0.9782823985803879,-1.0000307950614822,NaN,1.2550867200628015,-1.3827722181731619,112 days 00:00:00
AAVE-USD,false,74,89,2,0.0,0.0,0.0006131207847946045,NaN,NaN,0.03678724708767627,0.05518087063151441,NaN,-0.520713182020021,0,0,1631,1632 days 00:00:00,1000.0,-7.142560047013944,-100.71425600470138,34710.496129807325,100.0,2.9950069910107127,107.09456449548176,1364 days 00:00:00,1,1,1.021808809397399,-101.74963800445911,-101.74963800445911,NaN,-101.74963800445911,NaT,55 days 00:00:00,-1008.1643688564113,-0.4807816067150663,-0.3356233624998521,0.8162845304429919,-24.20231463746352,834.297827238177,0.8198699676191711,0.7197049525816649,-0.08621682073014397,None,None,-0.004252213926220007,-1.0715579094074419,-0.9204336508352489,-0.323512631789743,2.6823408499533024,-1.0029015504597818,55 days 00:00:00
MKR-USD,false,71,89,2,0.0,0.0,0.0003734129947722181,NaN,NaN,0.022404779686333084,0.033607169529499624,NaN,-0.36925721337612083,0,0,2678,2679 days 00:00:00,1000.0,-316.03840571024784,-131.6038405710248,351.18570940999075,100.0,2.9950069910107127,250.49982908143974,2541 days 00:00:00,1,1,-188.0898541680786,-129.51165328699764,-129.51165328699764,NaN,-129.51165328699764,NaT,35 days 00:00:00,-1127.9485515421693,-0.3692572588495985,0.000010603674095977136,0.002879175849743052,-51.75904959363207,2678.99947636511,0.002821055840353829,0.9259525521207764,-0.08791368715802834,None,None,-6.329630170431137,-1595.0668029486465,0.21660032894343195,0.018613518728284095,5198.714848511481,-1.3747414460347083,35 days 00:00:00
EOS-USD,false,42,89,3,0.0,0.0,0.0007437709185570844,NaN,NaN,0.033469691335068795,0.05578281889178133,NaN,-0.4946837442613003,0,0,2689,2690 days 00:00:00,1000.0,-1.550181442793587,-100.15501814427937,-52.7090483568949,100.0,3.7405597376816706,105.98034557317078,2689 days 00:00:00,2,1,13.259990964890351,-62.71041788427313,-108.37462916456013,NaN,-85.54252352441662,NaT,21 days 00:00:00,-507.40508620384196,-0.4019502602540211,NaN,0.9262042234633305,-6.366359499553803,151.0570605917487,0.9421983309328704,0.8997175141242938,-0.08144011195602562,None,None,-0.0013699884071067554,-0.34523707859090236,-1.000688538998347,NaN,1.0336922984888683,-0.9001484805061566,21 days 00:00:00
XLM-USD,false,41,88,3,0.0,0.0,0.0007437709185570844,NaN,NaN,0.033469691335068795,0.05578281889178133,NaN,-0.5369883727676429,0,0,2689,2690 days 00:00:00,1000.0,-25.27989428669798,-102.52798942866981,601.8742930449065,100.0,3.371414695326385,105.73982697533904,2686 days 00:00:00,2,1,-6.658434827794567,-81.22309714860364,-122.06157257698011,NaN,-101.64233486279188,NaT,30 days 00:00:00,-509.31072972945174,-0.31378554029807143,-0.7877044582489967,0.898346211484436,19.845135685830694,934.8267046299004,0.8941775515703576,0.9255547602004296,-0.07706047877224637,None,None,-0.001994271184617291,-0.5025563385235573,-0.9999922312434194,-0.667855848063384,1.9275159921723048,-1.170347846075925,30 days 00:00:00
ETC-USD,false,18,89,2,0.0,0.0,0.0003718854592785422,NaN,NaN,0.022313127556712532,0.033469691335068795,NaN,-0.830287047207584,0,0,2689,2690 days 00:00:00,1000.0,-47.00307669457493,-104.70030766945749,25.043744048973736,100.0,2.9950069910107127,135.47481107350512,2602 days 00:00:00,1,1,-3.327386607033519,-109.2531983820059,-109.2531983820059,NaN,-109.2531983820059,NaT,10 days 00:00:00,-1043.6756900875414,-0.6993353277311064,-0.7502093663463116,0.8737290133865917,-5.932174036454343,102.63124212867996,0.8737290133865923,0.9366450683945284,-0.08226721494339942,None,None,-0.0023958413997399682,-0.603752032734472,-0.9999903645660614,-0.6610875136721273,1.0390089776094567,-5.180697082062216,10 days 00:00:00
SHIB-USD,false,2,3,2,0.0,0.0,0.0006053268765133172,NaN,NaN,0.03631961259079903,0.05447941888619855,NaN,394923688867544.75,0,0,1652,1653 days 00:00:00,1000.0,-12.688882576047604,-101.26888825760476,0.0,100.0,2.9950069910107127,107.98402378650391,1431 days 00:00:00,1,1,-11.691877583038616,-100.29999999999997,-100.29999999999997,NaN,-100.29999999999997,NaT,9 days 00:00:00,-1000.9970049930089,0.4699049343302677,-0.48595076615942073,122223664397040.39,40.65710270051224,1653.0000000000011,105799859493688.78,0.24006001500375093,-0.12200004324647377,None,None,2657987210070.0205,669812776937645.1,-0.9999995098149718,-0.8908321352440256,1715495503311395.5,0.0,9 days 00:00:00
1INCH-USD,false,24,88,2,0.0,0.0,0.0006464124111182935,NaN,NaN,0.0387847446670976,0.05817711700064641,NaN,-0.5194061818974646,0,0,1547,1548 days 00:00:00,1000.0,-6.553813578926679,-100.65538135789267,-91.16744739557316,100.0,2.9950069910107127,116.5161979620669,1543 days 00:00:00,1,1,44.281505792943065,-110.83418660491564,-110.83418660491564,NaN,-110.83418660491564,NaT,34 days 00:00:00,-1050.83531937187,-0.4815428959910191,NaN,0.8813671631858639,-21.368844503660917,670.1475633946222,0.8963055896805403,0.9820742637644044,-0.09493329664055225,None,None,-0.002721064999833768,-0.6857083799581095,-1.0173290632731795,NaN,1.7137625119054518,-0.10407151053765502,34 days 00:00:00
ATOM-USD,false,70,89,4,0.0,0.0,0.001364256480218281,NaN,NaN,0.054570259208731244,0.09549795361527967,NaN,-0.6702444585158357,0,0,2199,2200 days 00:00:00,1000.0,-288.40123506558075,-128.84012350655806,-29.080202464171336,100.0,5.6012416078455,312.37400501303216,2157 days 00:00:00,3,1,-185.74639351265864,-7.728563878580591,-139.37565784913195,NaN,-59.74284851590862,NaT,115 days 16:00:00,-367.55161385097404,-0.6061104488222637,NaN,0.8241549710985732,-23.962973575401815,956.2754502657576,0.8257537198300939,0.8819503849443969,-0.10616030392125349,None,None,-0.004508963640523744,-1.1362588374119835,-1.0000017059538011,NaN,2.2561691935225907,-3.4305098516868067,115 days 16:00:00
SUSHI-USD,false,3,32,2,0.0,0.0,0.0006002400960384153,NaN,NaN,0.03601440576230492,0.05402160864345738,NaN,-0.7453044842439076,0,0,1666,1667 days 00:00:00,1000.0,-362.06453096477867,-136.20645309647787,-73.90414390537116,100.0,2.9950069910107127,1347.8810518383643,1666 days 00:00:00,1,1,283.6176231702838,-466.63181214449185,-466.63181214449185,NaN,-466.63181214449185,NaT,2 days 00:00:00,-1645.6821541350625,-0.6994627620338705,-0.4627027757689536,0.8266571340399845,-21.94566697810198,694.6462283541629,0.7747507558560784,1.0656753407682775,-0.12446478207143101,None,None,-0.0052014086450925465,-1.3107549785633217,-0.9985914313054977,-0.6293351174539811,2.255293557446009,-0.8430150990028416,2 days 00:00:00
SOL-USD,true,28,83,3,0.0,0.0,0.0011074197120708748,NaN,NaN,0.04983388704318937,0.08305647840531562,NaN,-1.146546356605005,0,0,1806,1807 days 00:00:00,1000.0,-13.076622100137115,-101.3076622100137,13537.48349057588,100.0,4.131946796059301,101.75824271834666,1549 days 00:00:00,2,1,-10.380123848493634,-43.08229817899849,-101.05320880784862,NaN,-72.06775349342355,NaT,72 days 12:00:00,-501.3482491258217,-0.9325723128667329,NaN,0.8472386678065316,-3.5527360485946553,62.12930983669509,0.8209765527667072,0.6967136150234743,-0.0929768707963282,None,None,-0.002777806988119151,-0.700007361006026,-1.000041459775894,NaN,0.9033712214649321,-1.0074834929461254,72 days 12:00:00
BNB-USD,true,4,7,5,0.0,0.0,0.0014875418371141688,NaN,NaN,0.05578281889178133,0.10040907400520639,NaN,-1.4849155414955084,0,0,2689,2690 days 00:00:00,1000.0,-3594.1259174475363,-459.4125917447537,31805.86400822189,100.0,7.5477556111207775,519.4604899448822,2681 days 00:00:00,4,1,-3569.6143266793983,-6.34812523732615,-108.54410285250032,NaN,-38.49552563569827,NaT,3 days 06:00:00,-256.12789769203437,-1.2404803683466212,NaN,0.7928095213177322,-4.948608139584138,89.6039629985894,0.8567057503441219,0.905099150141643,-0.07587901832259371,None,None,-0.0036549344290346614,-0.9210434761167346,-1.0000004638267384,NaN,0.8935860843730634,-1.0144442732832535,3 days 06:00:00
