TICKER,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW
NVDA,4,30,10,14
CRWD,3,11,,
MCD,27,29,32,38
JD,27,29,2,57
PPG,4,85,6,45
STZ,12,42,10,15
