Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Signal Conversion Rate,Total Period
MSTR_SPY,EMA,12,16,0,false,false,1,132,3.5204403015791503,38.93129770992366,2.0540579639117484,8.066116667403335,1.1932600211960513,28.283060012551474,26 days 14:06:24.732824427,0.013395117834188147,0.4105450236966825,0.8179798578199052,3.311504058359308,0,6752,6753 days 00:00:00,1000.0,146941.42038590566,14594.142038590564,498.38172760412124,100.0,6040.404592673634,93.52284654844577,2406 days 00:00:00,131,10358.993130508112,377.1724531788979,-31.752152227720742,31.66255402929198,-6.9766121508006735,49 days 03:17:38.823529412,12 days 05:06:00,1034.980360728226,0.7569357716140632,0.3310278916224867,1.2119755336393803,0.3874324849125963,46.42227179301577,1.3887965358891954,0.3345849802371541,-0.03390903351875943,None,None,0.001246886762386127,0.314215464121304,145.9414203859056,0.20467743473824385,0.4995910931788483,3502,3501,0.9997144488863506,9779.682539682539
MSTR_SPY,EMA,10,19,0,false,false,1,128,3.4026672041150436,37.79527559055118,2.089921591338035,8.349891243712033,1.198148514451726,29.486026728176274,27 days 11:20:18.897637794,0.012986106602609883,0.3981042654028436,0.7930983412322276,3.3241273197716152,0,6752,6753 days 00:00:00,1000.0,152936.78668573906,15193.678668573906,498.38172760412124,100.0,5971.331400743405,94.49863782498285,2406 days 00:00:00,127,10781.651072371897,372.63898870457035,-31.75215222772075,33.46418385223692,-6.909425784252456,50 days 16:30:00,13 days 08:48:36.455696202,1111.4577607351741,0.7608161342171199,0.3306084029973415,1.212845803676053,0.3691970210745864,46.515057008294264,1.3881538991926554,0.3351126927639383,-0.03402612121041169,None,None,0.0012518931806571629,0.31547708152560505,151.93678668573892,0.20647654320089104,0.49903874183560015,3508,3507,0.999714937286203,9779.682539682539
MSTR_SPY,EMA,8,20,0,false,false,1,139,3.388106177002487,37.68115942028986,1.9341230399537865,8.085514188182575,1.2333574108124647,38.15281249533396,25 days 09:23:28.695652173,0.014110887489450108,0.43231635071090047,0.8615225118483413,3.4954999874563,0,6752,6753 days 00:00:00,1000.0,196130.46331984765,19513.046331984766,498.38172760412124,100.0,9836.148605506067,91.93118162124573,2404 days 00:00:00,138,5199.626281585515,377.1724531788979,-31.752152227720753,32.631211878970326,-6.756070462061187,48 days 06:00:00,11 days 13:40:27.906976744,1376.3104133207398,0.779137330144588,0.3591658467691385,1.2210039311353056,0.5503089539334071,46.86048641140556,1.3977943767264165,0.33616937079540954,-0.034026121210411604,None,None,0.001305991099456597,0.32910975706306245,195.13046331984862,0.21772809578904462,0.5083617978662319,3506,3505,0.9997147746719909,9779.682539682539
MSTR_SPY,EMA,11,12,0,false,false,1,149,3.3205885280642113,38.513513513513516,1.8042673059682082,7.297431522373691,1.3266072764574304,69.72779194284216,23 days 10:32:25.945945945,0.015133415568395769,0.4634182464454976,0.9237263033175356,3.381762919654514,0,6752,6753 days 00:00:00,1000.0,353494.3913809852,35249.439138098525,498.38172760412124,100.0,19255.24266992545,89.82462849425465,2404 days 00:00:00,148,9371.51066033123,300.7690039230465,-30.081287342619323,29.61980497969491,-6.684714489354983,43 days 16:25:15.789473684,10 days 18:11:52.087912088,2318.397842707119,0.8317498991381597,0.4154988264898335,1.2398298764543008,0.6067207552178636,47.653670189571066,1.4073349158100783,0.3351126927639383,-0.03355402002678738,None,None,0.0013887546088215469,0.34996616142302983,352.4943913809817,0.24479360605097122,0.5063833983100747,3471,3470,0.9997118985883031,9779.682539682539
MSTR_SPY,EMA,9,13,0,false,false,1,160,3.1930092953761844,37.10691823899371,1.8877452155750407,7.379388144877041,1.2988266053246986,57.80412800358692,21 days 20:04:31.698113207,0.016258196455235994,0.49763033175355453,0.9921504739336493,3.672207370673409,0,6752,6753 days 00:00:00,1000.0,294069.02904681535,29306.902904681534,498.38172760412124,100.0,14435.036474685088,85.49030395183695,2404 days 00:00:00,159,7796.081374358502,300.7690039230467,-53.717025755737666,31.62512445348226,-6.925596277200036,40 days 18:18:18.305084746,10 days 16:04:48,1794.169482216709,0.8145116392025106,0.42066419481426015,1.2345960133406937,0.6653283209033144,48.06868157969817,1.4038082904632792,0.33643380170195925,-0.033542731232744184,None,None,0.0013640265502768442,0.34373469066976475,293.0690290468151,0.23627332982506855,0.5078930052641463,3474,3473,0.9997121473805411,9779.682539682539
MSTR_SPY,EMA,13,15,0,false,false,1,130,3.1690269104543027,37.98449612403101,2.0048581377018673,8.088342279824232,1.1706138520122846,24.08699962127393,27 days 00:55:48.837209302,0.013190612218399015,0.404324644549763,0.8055390995260664,3.2703161172867525,0,6752,6753 days 00:00:00,1000.0,126029.02211654434,12502.902211654435,498.38172760412124,100.0,5295.957765342622,93.81046521400552,2424 days 00:00:00,129,8884.722707329682,377.17245317889797,-31.75215222772075,32.8139252722746,-7.056077303051622,49 days 21:33:03.673469388,13 days 00:54:00,900.3434062729818,0.7430720837852451,0.31847715416351313,1.2074622204619447,0.38754906826906493,46.34733230091494,1.3857643794197085,0.3345849802371541,-0.03406952579502249,None,None,0.0012245287376494727,0.3085812418876671,125.02902211654391,0.19779564864918697,0.49978675044176357,3507,3506,0.9997148560022812,9779.682539682539
MSTR_SPY,EMA,10,13,0,false,false,1,151,3.1492299419058774,38.0,1.7935087018233231,7.17905062197291,1.3215730545133504,67.25139636074616,23 days 03:11:59.999999999,0.0153379211841849,0.4696386255924171,0.9361670616113744,3.3715594671617444,0,6752,6753 days 00:00:00,1000.0,341152.48829662305,34015.248829662305,498.38172760412124,100.0,18795.18270083095,89.82462849425465,2404 days 00:00:00,150,9044.313739689765,300.7690039230467,-30.081287342619323,29.688149870544216,-6.61684891747402,43 days 11:47:22.105263158,10 days 15:44:30.967741935,2207.3878303795555,0.8286173995499863,0.41256511367198134,1.238866389109707,0.6073964196137477,47.67537453308323,1.4115612903677701,0.3345849802371541,-0.033554020026787354,None,None,0.001383375947590602,0.3486107387928317,340.15248829662386,0.24314389857927132,0.5063290842185235,3472,3471,0.9997119815668203,9779.682539682539
MSTR_SPY,EMA,9,18,0,false,false,1,139,3.1162427784854265,37.68115942028986,1.8424022624520207,8.01313409708449,1.2016226169705873,30.661841151699484,25 days 08:10:26.086956520,0.014110887489450108,0.43231635071090047,0.8615225118483413,3.4642088906086532,0,6752,6753 days 00:00:00,1000.0,158796.8309231125,15779.683092311248,498.38172760412124,100.0,8457.413223880962,91.95936435114014,2404 days 00:00:00,138,4209.872151037533,394.92080187974585,-31.75215222772075,32.877692156233174,-7.021249845656577,48 days 03:41:32.307692307,11 days 13:06:58.604651162,1112.9489766092386,0.7605205195665442,0.3426409317831973,1.2152518399538437,0.5425230494541133,46.85591607952668,1.3923416361005165,0.3351126927639383,-0.03402612121041154,None,None,0.001274862054466895,0.32126523772565757,157.79683092311194,0.20817059159516105,0.5083922964673886,3499,3498,0.9997142040583024,9779.682539682539
MSTR_SPY,EMA,11,15,0,false,false,1,139,3.1075657086442448,36.95652173913043,1.8783032400064918,8.01917208922595,1.2209983927050434,35.28284942113052,25 days 05:33:54.782608694,0.014110887489450108,0.43231635071090047,0.8615225118483413,3.4668192133368705,0,6752,6753 days 00:00:00,1000.0,181827.09176903218,18082.70917690322,498.38172760412124,100.0,8292.04867243553,91.95936435114014,2403 days 00:00:00,138,22793.336011393287,394.92080187974597,-31.75215222772075,33.28927595053232,-6.794337070850198,48 days 10:49:24.705882353,11 days 14:53:47.586206896,1145.1721431712963,0.7724723897902578,0.35314755261637987,1.2190177522500796,0.5414855676429927,46.83059177122786,1.389579906885901,0.33669833729216153,-0.03402612121041172,None,None,0.0012950618512097278,0.3263555865048514,180.82709176903205,0.21429193487337117,0.5084570197566817,3502,3501,0.9997144488863506,9779.682539682539
MSTR_SPY,EMA,10,12,0,false,false,1,157,3.101840763444313,36.53846153846153,1.9267111562089039,7.414128291430599,1.2690150600213137,48.625437244791215,22 days 05:41:32.307692305,0.015951438031552297,0.48829976303317535,0.973489336492891,3.6203170878031226,0,6752,6753 days 00:00:00,1000.0,248324.11147168948,24732.41114716895,498.38172760412124,100.0,11443.405574383058,89.12721314284549,2332 days 00:00:00,156,6583.335166316858,300.7690039230467,-53.717025755737666,32.5436169067569,-7.054365153757268,41 days 21:28:25.263157894,10 days 22:03:38.181818181,1543.21010452162,0.8019373047760936,0.38962105123145485,1.2294587275143267,0.5143183572574352,47.91938951009165,1.395171528338805,0.33616937079540954,-0.033475273746464904,None,None,0.0013323630836016408,0.3357554970676135,247.3241114716887,0.22849761208472064,0.5038820377402728,3471,3470,0.9997118985883031,9779.682539682539
