TICKER,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW
ACN,52,54,4,50
CNC,40,41,2,4
EXC,32,33,3,6
GL,38,62,5,74
KMB,19,43,2,4
LI,9,23,4,5
PLTR,8,9,2,5
TDG,73,82
XPEV,3,6,2,4
