Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%]
BXP,SMA,6,8,0,false,false,1,42,0.6394034607132716,43.90243902439025,0.9605915761582032,0.048395659373351,0.10277410970110666,-1.056778888836886,6 days 15:13:10.243902437,0.056727152936009,1.7675350701402806,3.4929859719438876,0.08554102518496108,0,499,500 days 00:00:00,1000.0,969.667735250544,-3.033226474945604,53.421730102176525,100.0,84.21556824872806,27.87986563473058,456 days 00:00:00,41,2.764026695567736,15.27798642594082,-8.876623199628296,4.571519743313396,-3.4914405802319024,9 days 04:00:00,4 days 15:39:07.826086956,-0.80722662061034,0.0688030691483276,-0.07975077368408451,1.012874104843893,0.8466102579062916,8.106095835537447,1.2844417996208777,0.7885714285714285,-0.02581782591585584,0.00005533897583239355,0.013945421909763176,-0.030332264749452387,-0.015404232926688355,0.24393269187140265,274,83,722.7579365079365,
BXP,SMA,5,6,0,false,false,1,66,0.5724900724142445,41.53846153846154,0.890108834747381,-0.10114903981895362,-0.2943566910561454,-1.2531166036718018,4 days 02:12:55.384615383,0.08993329124001427,2.7775551102204408,5.513026052104208,-0.2809470324430255,0,499,500 days 00:00:00,1000.0,864.7807311426543,-13.521926885734569,53.421730102176525,100.0,132.98375052780088,36.25288837705992,365 days 00:00:00,65,-17.002008919862647,15.318610853388234,-7.331354987709495,3.5122426930995854,-2.6685589553137055,5 days 15:06:40,3 days 00:00:00,-1.8187270759612737,-0.19943184254021912,-0.27756082454371495,0.962833916840483,0.825498753197733,9.084355190007026,1.3946932471880524,0.6903553299492386,-0.024794017837443186,-0.00016569306395535017,-0.041754652116748246,-0.1352192688573458,-0.07060436997452668,0.2519744638625873,269,131,722.7579365079365,
BXP,SMA,6,7,0,false,false,1,61,0.5584489892012632,43.333333333333336,0.8243202986779107,-0.22536250249351508,-0.4674139939598648,-1.3144691415108194,4 days 10:47:59.999999998,0.08301534576001318,2.567134268537074,5.092184368737475,-0.5785358029943743,0,499,500 days 00:00:00,1000.0,832.0051439674585,-16.79948560325415,53.421730102176525,100.0,120.06549968617787,29.52222092154843,365 days 00:00:00,60,2.3716210668611666,15.528493663871293,-7.18599767693974,3.150085408053006,-2.806587375264384,5 days 22:09:13.846153846,3 days 07:45:52.941176470,-2.8394412849900306,-0.32084039903175576,-0.4255660976268408,0.9414436589508134,0.8132985513977004,8.832413773625717,1.3319684359970767,0.7068062827225131,-0.0258178259158558,-0.0002541999150094181,-0.06405837858237336,-0.1679948560325416,-0.08852762671072578,0.2402885384456444,269,121,722.7579365079365,
BXP,SMA,7,8,0,true,false,1,57,0.536978842062903,42.857142857142854,0.7699683361840767,-0.3180698779132467,-0.6391840513799548,-1.4005986291691621,4 days 17:59:59.999999999,0.0774809893760123,2.3987975951903806,4.755511022044088,-0.7629852582407941,0,499,500 days 00:00:00,1000.0,785.9932815322313,-21.400671846776866,53.421730102176525,100.0,95.68759679891451,39.75520670248579,456 days 00:00:00,56,-0.7859932815321145,15.283618656720119,-13.257715524981098,3.530395158452606,-3.204418655187636,6 days 06:00:00,3 days 15:00:00,-3.807512949754221,-0.4602713960812346,-0.4054944652910877,0.9185060575190158,0.09108358765292622,5.622283439787536,1.3151336732658618,0.6984126984126985,-0.02669913272988667,-0.000366177214152453,-0.09227665796641817,-0.21400671846776864,-0.11429092958809173,0.24128150477916444,267,112,722.7579365079365,
BXP,SMA,2,3,0,false,true,0,96,0.5341003354456181,38.54166666666667,0.7621926641503315,-0.2674849025143672,-0.802224603145009,-1.4913296392181854,2 days 17:44:59.999999998,0.13282455321602107,4.040080160320641,8.080160320641282,-1.0806604478335955,0,499,500 days 00:00:00,1000.0,737.5232062248634,-26.247679377513656,53.421730102176525,100.0,172.13946625109736,34.59152967851695,456 days 00:00:00,96,0.0,11.948546591422131,-8.061065985799662,2.5940399837315806,-2.0620005091431826,3 days 18:48:38.918918918,2 days 02:02:02.033898305,-2.7341332684910036,-0.5800506379338393,-0.5761183613437366,0.8962231251776897,0.15597789001083726,9.283919795696429,1.5229054608282537,0.588495575221239,-0.02600321875954873,-0.0004826116020993928,-0.12161812372904698,-0.262476793775137,-0.14225351355553284,0.2523356151906888,263,191,722.7579365079365,
BXP,SMA,3,4,0,false,false,1,86,0.52796807704691,40.0,0.7011571125059974,-0.47184831716136144,-1.2616784616103276,-1.688807511367522,3 days 01:24:42.352941176,0.11760507316001867,3.6192384769539077,7.196392785571142,-1.7077315847563501,0,499,500 days 00:00:00,1000.0,632.0271103537235,-36.79728896462765,53.421730102176525,100.0,152.40429035947326,46.56905585629164,456 days 00:00:00,85,4.048096959348413,18.131819254447862,-8.648171791935189,2.869501194400866,-2.699414658202847,4 days 00:42:21.176470588,2 days 09:52:56.470588235,-4.376717489477944,-0.9364495170850626,-0.6111774150760357,0.8360088447910031,0.10953195946216941,8.617740191387325,1.3680144732943682,0.611111111111111,-0.0297552724429459,-0.0007880966726905987,-0.19860036151803087,-0.36797288964627706,-0.20645639419613782,0.2552359392839996,265,171,722.7579365079365,
BXP,SMA,4,5,0,false,false,1,74,0.48344693361940144,35.61643835616438,0.6779774625151598,-0.5861470104245472,-1.3655540442974168,-1.7299331730067355,3 days 16:46:01.643835615,0.10100200400801604,3.1142284569138274,6.186372745490981,-1.8253956997990908,0,499,500 days 00:00:00,1000.0,610.0570703900885,-38.99429296099115,53.421730102176525,100.0,130.65343640781333,47.91231846730218,354 days 00:00:00,73,-2.2363372192185125,15.744957065462787,-7.820538374742274,3.473209441742812,-2.8317484520490437,5 days 02:46:09.230769230,2 days 21:57:26.808510638,-5.311049210831424,-0.9914263428965279,-0.6321115483723058,0.8291369241451907,0.4590308708146451,8.28485533605473,1.3607972419176801,0.6093023255813954,-0.029945268367083472,-0.0008533541342848561,-0.21504524183978374,-0.3899429296099134,-0.2204809836127175,0.26104509979023,274,147,722.7579365079365,
BXP,SMA,2,4,0,false,true,0,71,0.4776601629103395,33.80281690140845,0.7316927211357077,-0.43178147873379924,-0.9805019975801463,-1.5598049418532547,3 days 17:34:38.873239436,0.09823482581601559,2.9879759519038074,5.975951903807615,-1.2901526749340573,0,499,500 days 00:00:00,1000.0,700.942514864508,-29.905748513549202,53.421730102176525,100.0,138.11675636219152,41.170892892022806,336 days 00:00:00,71,0.0,14.280629029345379,-8.061065985799665,3.50775398471282,-2.4434591621959028,5 days 22:00:00,2 days 14:48:30.638297872,-4.212077255429463,-0.7134173158277234,-0.5549510091167569,0.8736283081442136,0.2297403630256719,9.17317129722897,1.3537904317043918,0.645320197044335,-0.026816101430690308,-0.0005871075008756814,-0.1479510902206717,-0.2990574851354909,-0.16396601724123627,0.24958626696153985,265,141,722.7579365079365,
BXP,SMA,3,8,0,false,false,1,39,0.47025874826092207,34.21052631578947,0.886045681177514,-0.08636382866856707,-0.22814031504166704,-1.222634906159973,6 days 23:22:06.315789473,0.052576385648008345,1.6412825651302605,3.2404809619238475,-0.1417474462516161,0,499,500 days 00:00:00,1000.0,881.0645813179852,-11.893541868201476,53.421730102176525,100.0,76.75990652769019,37.521089436024475,354 days 00:00:00,38,-17.322157318133463,23.14635716458513,-7.375055511359865,6.3575236340913746,-3.4371853093037363,11 days 01:50:46.153846153,4 days 20:09:36,-2.67403319378635,-0.15594065789351746,-0.2353136304079447,0.9706661566018865,0.7771089250048994,8.8946942593513,1.2314421389725425,0.788235294117647,-0.02581782591585588,-0.0001291407239844498,-0.03254346244408135,-0.11893541868201529,-0.06182489940644453,0.2511600479516285,268,77,722.7579365079365,
BXP,SMA,2,5,0,false,true,0,59,0.4686395660928122,33.89830508474576,0.7855746928760797,-0.3946181461666729,-0.7243958202489739,-1.4735203934024959,4 days 16:40:40.677966101,0.08163175666401296,2.482965931863727,4.965931863727454,-0.9798234130270694,0,499,500 days 00:00:00,1000.0,747.0372134577542,-25.29627865422458,53.421730102176525,100.0,119.28374380776798,45.956822622516434,336 days 00:00:00,59,0.0,13.340561760722366,-8.215628419430304,4.5703723594967895,-2.9407671234299864,7 days 12:00:00,3 days 06:09:13.846153846,-4.287504856648237,-0.5267508888629694,-0.41726327685702075,0.9068571615093659,0.13221608589185588,7.966081721934474,1.2722096870095416,0.7128205128205128,-0.027010045289923058,-0.0004500857188662267,-0.11342160115428913,-0.25296278654224746,-0.1366945407408754,0.25914131519311473,277,117,722.7579365079365,
BXP,SMA,5,8,0,false,false,1,39,0.45975367281115503,34.21052631578947,0.8526976594063269,-0.16091668664190495,-0.27492353694113997,-1.2397336176749605,7 days 01:15:47.368421052,0.052576385648008345,1.6412825651302605,3.2404809619238475,-0.2641097522238881,0,499,500 days 00:00:00,1000.0,871.9301538014988,-12.806984619850118,53.421730102176525,100.0,74.87067736267876,37.35761396433253,354 days 00:00:00,38,2.4854268469138106,26.194631041976262,-7.530152693349737,6.174827191437453,-3.4555035032431713,11 days 07:23:04.615384615,4 days 20:09:36,-3.435665080142499,-0.1853448450684804,-0.25483957753952274,0.9650783211533636,0.9129551375005289,9.293994785427644,1.2721486960657966,0.7586206896551725,-0.02581782591585586,-0.00015220672789424818,-0.03835609542935054,-0.12806984619849981,-0.06673973532040633,0.24905773871253967,270,77,722.7579365079365,
BXP,SMA,3,5,0,false,false,1,63,0.4518209710707276,33.87096774193548,0.5866499386099353,-0.8888686666301087,-1.7234896555871873,-1.8589866294471942,4 days 07:44:30.967741934,0.08578252395201362,2.6513026052104207,5.260521042084168,-2.35665981152632,0,499,500 days 00:00:00,1000.0,541.1144812029368,-45.88855187970633,53.421730102176525,100.0,102.79286652124075,51.8579878099055,365 days 00:00:00,62,-1.983608604680967,16.703102550790092,-8.648171791935185,3.616891864522773,-3.1966972313669495,6 days 04:34:17.142857142,3 days 08:46:49.756097560,-7.369385648264235,-1.2986908310231875,-0.6966985902925312,0.7812930525784831,0.10560469631526782,8.4690306265976,1.2140092047757969,0.6435643564356435,-0.029704325587501315,-0.0010972941565203617,-0.27651812744313115,-0.45888551879706363,-0.2661999535287204,0.2562500711810135,272,125,722.7579365079365,
BXP,SMA,3,7,0,false,false,1,44,0.4379186113489813,32.55813953488372,0.7826149899023177,-0.3684481258734562,-0.6028118847322552,-1.3988568257486438,6 days 05:34:53.023255812,0.05949433112800944,1.851703406813627,3.661322645290581,-0.6822566499139749,0,499,500 days 00:00:00,1000.0,786.9237830544511,-21.307621694554893,53.421730102176525,100.0,80.21693218874424,36.77299181237278,439 days 00:00:00,43,-2.884692318388602,24.109002186239604,-8.648171791935198,5.965026665123392,-3.425987680147797,10 days 10:17:08.571428571,4 days 04:57:55.862068965,-4.888174991329311,-0.41573366680106694,-0.43640827899529067,0.9251319704416361,0.7661854475373333,8.217969131300128,1.2520583058608605,0.738888888888889,-0.026816101430690176,-0.0003505101877900238,-0.088328567323086,-0.21307621694554824,-0.11376261520747355,0.25570083858374104,272,87,722.7579365079365,
BXP,SMA,5,7,0,false,false,1,46,0.4364695325239036,28.888888888888886,0.8439486062763303,-0.18315601526748848,-0.418050549277262,-1.3126464667022435,5 days 23:27:59.999999999,0.062261509320009886,1.9358717434869739,3.8296593186372743,-0.35456655460599973,0,499,500 days 00:00:00,1000.0,832.9788483843363,-16.702115161566372,53.421730102176525,100.0,87.36949922699189,37.59372067951357,365 days 00:00:00,45,-16.37676846889792,24.1090021862396,-10.342992146187727,6.748589228052718,-2.999177520366322,10 days 20:18:27.692307692,4 days 00:00:00,-3.3476529588170187,-0.28420827490922007,-0.3322089092702676,0.9471138509935155,0.8281200872251333,8.952864430441496,1.2960505329384957,0.7307692307692308,-0.025817825915855762,-0.00023829994941051971,-0.06005158725145097,-0.16702115161566544,-0.08799016295606443,0.2542927241211793,272,91,722.7579365079365,
BXP,SMA,4,6,0,false,false,1,53,0.43105450023084074,30.76923076923077,0.7049919119802506,-0.5855661780558554,-1.0839122014026144,-1.612075151698316,5 days 05:32:18.461538461,0.07194663299201141,2.2304609218436875,4.4188376753507015,-1.3060824773069482,0,499,500 days 00:00:00,1000.0,673.018864437238,-32.6981135562762,53.421730102176525,100.0,87.84774958420738,43.648664337516564,439 days 00:00:00,52,-13.231877543430414,19.807205589255126,-10.342992146187719,5.515399370923444,-3.2971064220466557,8 days 07:30:00,3 days 20:40:00,-6.033639577294839,-0.7664245352461018,-0.575132897195628,0.8670578220353089,0.6320176247322353,7.915975830637278,1.2906585900525582,0.6717948717948719,-0.027714851418877282,-0.0006580431233462769,-0.16582686708326178,-0.3269811355627603,-0.18092112013791617,0.26039441099491867,275,105,722.7579365079365,
BXP,SMA,3,6,0,false,false,1,51,0.4258448952701683,30.0,0.7281727732817519,-0.5393363489156446,-0.9117516833145692,-1.5599043385128832,5 days 09:07:11.999999999,0.06917945480001098,2.1462925851703405,4.2505010020040075,-1.1575736065904918,0,499,500 days 00:00:00,1000.0,700.8894154492707,-29.91105845507293,53.421730102176525,100.0,91.46527392775214,43.62508479663367,439 days 00:00:00,50,-2.5693089423965603,23.863633228215843,-8.64817179193519,5.835314630294828,-3.2713296257201327,9 days 16:00:00,3 days 13:01:42.857142857,-5.9308255121666615,-0.6536082469609715,-0.5238292434654912,0.8837021532290735,0.3952386765369385,8.227710205449048,1.202094840789548,0.7351351351351352,-0.027324519154366865,-0.0005715943791769149,-0.14404178355258257,-0.29911058455072825,-0.16399793776160387,0.26522663100697413,273,101,722.7579365079365,
BXP,SMA,2,8,0,false,false,1,42,0.4129714902367292,29.268292682926827,0.7618995501640564,-0.45122001548670987,-0.6582419835749951,-1.3977982085658551,6 days 09:21:57.073170731,0.056727152936009,1.7675350701402806,3.4929859719438876,-0.7975472017220002,0,499,500 days 00:00:00,1000.0,787.4893146686555,-21.251068533134447,53.421730102176525,100.0,80.86644858359571,38.71133469883014,354 days 00:00:00,41,-2.8867654349196528,18.346200245730195,-6.1568557048350065,5.790837344427199,-3.034140302347638,12 days 02:00:00,4 days 00:49:39.310344827,-5.112778534059128,-0.4624480538883734,-0.4134189472358858,0.9163221680169401,0.64368196486898,8.892448127756106,1.2335106107920333,0.7428571428571429,-0.025817825915855904,-0.0003648672338639009,-0.09194654293370302,-0.21251068533134487,-0.11344167255562265,0.23928672770807322,266,83,722.7579365079365,
BXP,SMA,2,6,0,false,false,1,56,0.40422200152757043,27.27272727272727,0.637810920187049,-0.8703148518081805,-1.4560077144118095,-1.7990492575067654,4 days 23:07:38.181818181,0.07609740028001208,2.3567134268537075,4.671342685370742,-2.0510826968465334,0,499,500 days 00:00:00,1000.0,573.1340622712904,-42.68659377287096,53.421730102176525,100.0,96.53589212633679,54.11348973506801,456 days 00:00:00,55,-2.1009854606547833,20.37897001581837,-8.648171791935203,5.61144623558596,-3.3009752595809827,9 days 14:24:00,3 days 05:24:00,-7.722999132146452,-1.0973241576264274,-0.617071656615598,0.8159118160346951,-0.038407047602975704,7.414370832956488,1.19342325330448,0.6836734693877551,-0.02973905193428782,-0.0009699503928678802,-0.2444274990027058,-0.42686593772871084,-0.24462756088887505,0.26807806840026266,277,111,722.7579365079365,
BXP,SMA,4,7,0,false,false,1,43,0.40127577247211416,28.57142857142857,0.7042781673928183,-0.6186876190757729,-1.0076067111923412,-1.5675287837884664,6 days 10:17:08.571428571,0.05811074203200922,1.8096192384769538,3.577154308617234,-1.1195890180870198,0,499,500 days 00:00:00,1000.0,696.8163048723604,-30.318369512763955,53.421730102176525,100.0,71.83276236060144,41.86546837609889,439 days 00:00:00,42,-13.699746773140419,24.109002186239607,-10.342992146187726,6.851422380031201,-3.6067316187185616,12 days 02:00:00,4 days 04:00:00,-6.89247496082141,-0.7151543279758177,-0.5536695670383424,0.8734239628526457,0.6267262594033114,8.88593976624368,1.213459246100622,0.7197802197802198,-0.02732451915436685,-0.0005962090435068816,-0.15024467896373417,-0.30318369512764065,-0.16645005856913797,0.2528398305782719,273,85,722.7579365079365,
BXP,SMA,4,8,0,false,false,1,37,0.3921041812287339,25.0,0.8534291774778172,-0.1798841776400626,-0.3636146701032149,-1.2840150181776744,7 days 05:20:00,0.049809207456007906,1.5571142284569137,3.0721442885771544,-0.28010021247761246,0,499,500 days 00:00:00,1000.0,848.2742635394751,-15.17257364605249,53.421730102176525,100.0,73.64275662864195,34.35101948325926,354 days 00:00:00,36,-16.677483754906802,26.19463104197625,-7.317214364647224,9.058940921483645,-3.2594925440146314,14 days 08:00:00,4 days 20:26:40,-3.751340352933834,-0.24769792386818792,-0.3295044583946322,0.953032726418736,0.8156835310887028,9.304794768217452,1.258301021599736,0.757396449704142,-0.025817825915855814,-0.00020507359172257877,-0.05167854511408985,-0.15172573646052256,-0.0795879611009428,0.25109269266774964,263,73,722.7579365079365,
BXP,SMA,2,7,0,false,false,1,50,0.3762142868448358,24.489795918367346,0.5881290725176856,-1.0859434269400963,-1.674819434854847,-1.8483765240451608,5 days 12:14:41.632653060,0.06779586570401076,2.1042084168336674,4.166332665330661,-2.2850512991725473,0,499,500 days 00:00:00,1000.0,546.7825830743674,-45.32174169256326,53.421730102176525,100.0,80.81641908131934,55.66825193819754,439 days 00:00:00,49,-2.0043866397086276,18.346200245730195,-8.648171791935187,6.40949181928296,-3.5168953986881144,11 days 10:00:00,3 days 14:16:12.972972973,-9.20842918950865,-1.2532426157059124,-0.6402514356633238,0.7911425310303786,0.15003604456100186,7.800063989606581,1.192894597569242,0.6632124352331606,-0.028859661562836862,-0.0010730508024337688,-0.27040880221330976,-0.45321741692563255,-0.26233599044776346,0.25967601146110425,274,99,722.7579365079365,
