Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
2,4,2,0,3863,3864 days 00:00:00,1000.0,61.72590876704055,-93.82740912329595,18240.25886029973,100.0,936.7188645172159,96.2735223972789,3539 days 00:00:00,717,717,0,0.0,41.98047419804742,20.96600705876345,-18.96522024029646,2.5881502458809975,-2.4206599178875168,1 days 00:00:00,1 days 00:00:00,0.8555119222987528,-1.308611005903705,-0.6977289328956064,-0.24027388631101437,0.7804292546492211,-0.9691477954493096,14,0.29165500885805784,39.275927050872326,2.705974331540777,0.09060118543607112,0.0001,-0.015532720463918064,None,None,-0.0005897765876280146,-0.14862370008225967,-0.9382740912329584,-0.1660933345774369,0.2563583682771698,-1.0051439735500418,3863,0.18560704115972043,-8.413929348060223e-6,5.568211234791612,11.136422469583223,0.0005568211234791612,0 days 23:59:59.999999999,false
2,4,4,0,3863,3864 days 00:00:00,1000.0,103.31416191638277,-89.66858380836172,18240.25886029973,100.0,719.9972633309384,94.16712376486792,3523 days 00:00:00,582,582,0,0.0,41.92439862542955,18.55984227969799,-18.965220240296468,2.7047503386262695,-2.4944585732938864,1 days 00:00:00,1 days 00:00:00,0.8243951381481618,-1.540697316294879,-0.6032424184577754,-0.20495015622681106,0.7890169309277892,-0.8301015130553889,14,-0.17828288459866243,41.14436809466174,2.784585044169286,0.07125034654837815,0.0001,-0.011406963796419983,None,None,-0.00047388657683852597,-0.11941941736330855,-0.8966858380836156,-0.13760530234914736,0.23824798562979954,-1.0049159710119864,3863,0.1506601087237898,-6.9260945096793254e-6,4.519803261713694,9.039606523427388,0.0004519803261713694,0 days 23:59:59.999999999,false
2,4,6,0,3863,3864 days 00:00:00,1000.0,303.49360680953373,-69.65063931904663,18240.25886029973,100.0,653.9716009918861,84.52531189981912,3523 days 00:00:00,518,517,1,-0.3034936068095713,42.94003868471953,18.559842279697992,-20.148262233090843,2.7641296706881526,-2.3549021472897382,1 days 00:00:00,1 days 00:00:00,0.8432431864385642,-1.3466206955196496,-0.28711245574886496,-0.12602596983267,0.886923659577835,-0.4019318213550858,14,-0.5619321186456497,56.4164166562618,3.0528445278172684,0.0641696502340953,0.0001,-0.008672614082498233,None,None,-0.0002099057927172808,-0.05289625976475476,-0.6965063931904643,-0.07481806463530438,0.22172726124040698,-1.0038185115601974,3863,0.1338338079213047,-3.5984725752639995e-6,4.0227802226249025,8.037794460264042,0.0004022780222624903,0 days 23:59:59.999999999,true
2,4,8,0,3863,3864 days 00:00:00,1000.0,441.0103507275362,-55.898964927246375,18240.25886029973,100.0,684.8234863219574,74.05828393994855,3629 days 00:00:00,483,482,1,-0.44101035072757194,42.738589211618255,18.55984227969799,-18.965220240296475,2.7216245245526847,-2.213114902246561,1 days 00:00:00,1 days 00:00:00,0.8741919747326523,-1.158814603572079,-0.19398737653051892,-0.10048822911572805,0.9205332940002996,-0.2843619831405626,14,0.5988277106060556,58.29884505564331,3.1356978873252186,0.060082304526748974,0.0001,-0.007153045336270241,None,None,-0.00012996068637149684,-0.032750092965617206,-0.5589896492724606,-0.051992273127010824,0.20318199921171132,-1.0030645927426454,3863,0.12477349210458193,-2.614609389892752e-6,3.75097074812322,7.494175511260678,0.000375097074812322,0 days 23:59:59.999999999,true
2,4,10,0,3863,3864 days 00:00:00,1000.0,441.82044479609385,-55.81795552039062,18240.25886029973,100.0,614.454368252507,75.25187335715832,3719 days 00:00:00,467,466,1,-0.44182044479612803,42.06008583690987,10.78207923909691,-14.755725112793472,2.5707745251422383,-2.075708382851914,1 days 00:00:00,1 days 00:00:00,0.8536830659820491,-1.1968620917577475,-0.24615775727850878,-0.09868111465854959,0.9024576728178668,-0.35500669349059577,14,0.041410960440929845,41.97832886474846,3.1651414032162903,0.05660377358490566,0.0001,-0.005656795250283288,None,None,-0.000146539345485211,-0.03692791506227317,-0.5581795552039053,-0.051878800950237225,0.18054581398650923,-1.0030601515004745,3863,0.12063163344550867,-3.0871776413617317e-6,3.626714988351022,7.245663991716282,0.00036267149883510225,0 days 23:59:59.999999999,true
2,4,12,0,3863,3864 days 00:00:00,1000.0,633.8596592834037,-36.614034071659624,18240.25886029973,100.0,774.2546623283775,63.64839320458591,3629 days 00:00:00,443,443,0,0.0,42.88939051918736,10.7820792390969,-14.755725112793487,2.5432589166446506,-2.0004171649377107,1 days 00:00:00,1 days 00:00:00,0.9198804597645089,-0.8265018977801439,-0.10404330860020718,-0.0662286370566387,0.9565343745404226,-0.1546121048867693,14,0.4709475480419324,45.07647797738208,3.2598310774138866,0.054873054873054876,0.0001,-0.004402948542014784,None,None,-0.00005911514705616327,-0.014897017058153144,-0.3661403407165933,-0.02929669707776894,0.17231826867042896,-1.002007319871504,3863,0.11467771162309086,-1.5064778079756413e-6,3.4403313486927254,6.880662697385451,0.00034403313486927253,0 days 23:59:59.999999999,false
2,4,14,0,3863,3864 days 00:00:00,1000.0,518.4208381544813,-48.157916184551866,18240.25886029973,100.0,692.9912007445433,67.63342770323496,3523 days 00:00:00,445,445,0,0.0,42.47191011235955,10.782079239096912,-14.755725112793487,2.464274278982703,-1.9881285477198154,1 days 00:00:00,1 days 00:00:00,0.8815334676978948,-1.08220036369781,-0.19760692230281637,-0.08896771192216897,0.9182958401500356,-0.29121625270745294,14,0.49767467039002683,47.255795338755014,3.147790218225749,0.054873054873054876,0.0001,-0.004437808096329791,None,None,-0.0001117200153832504,-0.0281534438765791,-0.4815791618455205,-0.041940826397988906,0.17146502033159447,-1.0026401991634761,3863,0.11519544395547501,-2.666527723436498e-6,3.45586331866425,6.9117266373285,0.000345586331866425,0 days 23:59:59.999999999,false
2,4,16,0,3863,3864 days 00:00:00,1000.0,376.7518291961369,-62.32481708038631,18240.25886029973,100.0,655.6886957236455,77.65340976774344,3614 days 00:00:00,448,448,0,0.0,41.517857142857146,10.782079239096893,-14.755725112793474,2.4238870560230947,-2.0096998076234494,1 days 00:00:00,1 days 00:00:00,0.8418831762173603,-1.3911789526871958,-0.35083089899563025,-0.11343592879854779,0.8612964219806354,-0.5105072152873699,14,0.46957320699528704,46.98611046219764,3.096250214402186,0.053147996729354045,0.0001,-0.005316992651829649,None,None,-0.0001957908952699168,-0.04933930560801903,-0.6232481708038614,-0.06167899778184749,0.1692549420844122,-1.0034168822689264,3863,0.11597204245405125,-4.26590990087736e-6,3.4791612736215374,6.958322547243075,0.00034791612736215374,0 days 23:59:59.999999999,false
2,4,18,0,3863,3864 days 00:00:00,1000.0,499.42530767436585,-50.05746923256341,18240.25886029973,100.0,672.4532932774912,64.30087181587115,3614 days 00:00:00,437,437,0,0.0,42.10526315789473,10.782079239096891,-14.755725112793488,2.429990272256184,-1.9596028497630948,1 days 00:00:00,1 days 00:00:00,0.8729151944816202,-1.1454798451387447,-0.2310356391091941,-0.09872352547556497,0.9055021089868593,-0.34868426300379624,14,1.1336259269754982,48.54874607665265,3.1950618456997506,0.052574230454916916,0.0001,-0.004642425509829324,None,None,-0.00012582208734800886,-0.031707166011698235,-0.5005746923256352,-0.04427040263712445,0.16516750553769377,-1.0027443398482416,3863,0.1131245146259384,-3.1071718589492527e-6,3.3937354387781515,6.787470877556303,0.00033937354387781514,0 days 23:59:59.999999999,false
2,6,2,0,3863,3864 days 00:00:00,1000.0,51.87490562027813,-94.8125094379722,18240.25886029973,100.0,631.4609277703438,96.38307495872678,3539 days 00:00:00,666,666,0,0.0,42.34234234234234,18.559842279697985,-20.14826223309086,2.556804513890735,-2.519442221907901,1 days 00:00:00,1 days 00:00:00,0.7917324936278511,-1.4236112528224023,-0.7683933411949229,-0.2529923061617294,0.7526477997387708,-1.0178439318806995,14,-1.056480111556861,40.88664548955403,2.6228635445442263,0.0832632464255677,0.0001,-0.014150544216744013,None,None,-0.0006376304524559068,-0.1606828740188885,-0.9481250943797209,-0.17549580683701638,0.2516704120775676,-1.0051979804762712,3863,0.1724048666839244,-8.31950567015781e-6,5.172146000517732,10.344292001035464,0.0005172146000517732,0 days 23:59:59.999999999,false
2,6,4,0,3863,3864 days 00:00:00,1000.0,303.49360680953373,-69.65063931904663,18240.25886029973,100.0,653.9716009918861,84.52531189981912,3523 days 00:00:00,518,517,1,-0.3034936068095713,42.94003868471953,18.559842279697992,-20.148262233090843,2.7641296706881526,-2.3549021472897382,1 days 00:00:00,1 days 00:00:00,0.8432431864385642,-1.3466206955196496,-0.28711245574886496,-0.12602596983267,0.886923659577835,-0.4019318213550858,14,-0.5619321186456497,56.4164166562618,3.0528445278172684,0.0641696502340953,0.0001,-0.008672614082498233,None,None,-0.0002099057927172808,-0.05289625976475476,-0.6965063931904643,-0.07481806463530438,0.22172726124040698,-1.0038185115601974,3863,0.1338338079213047,-3.5984725752639995e-6,4.0227802226249025,8.037794460264042,0.0004022780222624903,0 days 23:59:59.999999999,true
2,6,6,0,3863,3864 days 00:00:00,1000.0,452.6432808381503,-54.73567191618497,18240.25886029973,100.0,555.1291742395832,71.09211112434983,3731 days 00:00:00,462,461,1,-0.4526432808381818,41.431670281995665,11.438105220107019,-11.529502141773282,2.5796214605598777,-2.0291905113581756,1 days 00:00:00,1 days 00:00:00,0.8377818085940855,-1.1863428977896113,-0.24452605265168662,-0.10147494327702587,0.9026714631455295,-0.36070687351552655,14,0.6923146688833769,39.81989227335701,3.221911509544196,0.0551611141452758,0.0001,-0.0055205276760437174,None,None,-0.00014292853326505485,-0.036017990382793824,-0.5473567191618491,-0.0503811879918572,0.17727214611941386,-1.0030008166186346,3863,0.11933730261454828,-2.987021375821172e-6,3.58788506342221,7.168004141858658,0.00035878850634222105,0 days 23:59:59.999999999,true
2,6,8,0,3863,3864 days 00:00:00,1000.0,1045.450095310783,4.54500953107829,18240.25886029973,100.0,898.0468551435147,43.751495164895246,1972 days 00:00:00,428,428,0,0.0,43.45794392523364,11.438105220107017,-11.529502141773268,2.6495032082314114,-1.928605552545968,1 days 00:00:00,1 days 00:00:00,1.0090870919268553,0.10619181147379386,0.12131426470256859,0.009616615993508168,1.0538028444785563,0.1936748221754816,14,1.7649748377978889,43.50495752643037,3.5721214369247543,0.053147996729354045,0.06094638554887455,-0.003594910554168262,None,None,0.00006761855656748636,0.01703987625500656,0.04545009531079103,0.002902955824369391,0.16904437658364235,-0.9997508253821458,3863,0.11079471913020968,0.0012953174746322114,3.3238415739062903,6.647683147812581,0.20257613006667077,0 days 23:59:59.999999999,false
2,6,10,0,3863,3864 days 00:00:00,1000.0,444.3304912577089,-55.566950874229114,18240.25886029973,100.0,539.563477261203,70.03578783965631,3629 days 00:00:00,414,414,0,0.0,40.82125603864734,11.438105220107031,-11.529502141773266,2.4591819162958215,-1.9481995305651836,1 days 00:00:00,1 days 00:00:00,0.8254357623260354,-1.3421968810200253,-0.3030126344404291,-0.10532309788783362,0.8753282674928173,-0.4524912349114388,14,1.2447211667347442,47.08327245250543,3.151181762974147,0.048859934853420196,0.0001,-0.003594910554168227,None,None,-0.00015959053440247988,-0.04021681466942493,-0.5556695087422884,-0.0515284423947735,0.15973242843895083,-1.0030463904761335,3863,0.10717059280352058,-3.5838867831083623e-6,3.215117784105617,6.430235568211234,0.0003215117784105617,0 days 23:59:59.999999999,false
2,6,12,0,3863,3864 days 00:00:00,1000.0,457.54666085650547,-54.24533391434946,18240.25886029973,100.0,534.6332869002323,66.18697854118979,3731 days 00:00:00,385,385,0,0.0,42.077922077922075,10.782079239096905,-11.529502141773282,2.4073052484176105,-2.0163772429890834,1 days 00:00:00,1 days 00:00:00,0.8304899298344516,-1.4089697120610198,-0.3001424732186384,-0.10756774910327196,0.8720934070075024,-0.4453892012023674,14,1.1192070600664068,48.56665422422583,3.0320456825028317,0.04658721560130011,0.0001,-0.0012241656276148448,None,None,-0.00015432249845872764,-0.038889269611599366,-0.542453339143494,-0.049713669892568646,0.15593675470366697,-1.0029739344342539,3863,0.0996634739839503,-3.771123250269242e-6,2.989904219518509,5.979808439037018,0.0002989904219518509,0 days 23:59:59.999999999,false
2,6,14,0,3863,3864 days 00:00:00,1000.0,454.7838603834864,-54.52161396165136,18240.25886029973,100.0,522.9701731413916,63.73896036745623,3731 days 00:00:00,384,384,0,0.0,41.66666666666667,10.782079239096902,-11.161022178123947,2.415496493152499,-1.9958764142859913,1 days 00:00:00,1 days 00:00:00,0.8245030676265598,-1.4198336969180003,-0.30679725577154005,-0.11253254634802715,0.8693465279125877,-0.4678292010840345,14,1.8127561606852929,47.94669944677987,3.0580542570101623,0.04602057390362751,0.0001,-0.002000707658837396,None,None,-0.00015672493855409389,-0.03949468451563166,-0.5452161396165128,-0.05008895452131068,0.15492922207762266,-1.0029890811517108,3863,0.09940460781775821,-3.856072771618375e-6,2.982138234532746,5.964276469065492,0.0002982138234532746,0 days 23:59:59.999999999,false
2,6,16,0,3863,3864 days 00:00:00,1000.0,551.2258713389738,-44.87741286610263,18240.25886029973,100.0,545.9220248499084,57.26612982281608,3731 days 00:00:00,369,369,0,0.0,42.81842818428184,10.782079239096895,-11.161022178123954,2.3485402965033804,-1.9599499567561924,1 days 00:00:00,1 days 00:00:00,0.8558713101953381,-1.21619005057189,-0.22200997152217344,-0.09553453748393467,0.9012655933427085,-0.3386134083301615,14,1.719731085922483,51.13571162377255,3.0344385953372894,0.04573748308525034,0.0001,-0.0009990009990012854,None,None,-0.00010984267828975113,-0.027680354929017284,-0.44877412866102206,-0.03809941064983724,0.1500532254717322,-1.0024603495602675,3863,0.09552161532487703,-3.059582470599889e-6,2.865648459746311,5.731296919492622,0.0002865648459746311,0 days 23:59:59.999999999,false
2,6,18,0,3863,3864 days 00:00:00,1000.0,389.7584788489838,-61.024152115101614,18240.25886029973,100.0,493.94291204222003,71.69195405375204,3719 days 00:00:00,369,369,0,0.0,42.00542005420054,10.782079239096902,-14.755725112793483,2.3944346338057034,-2.0859609113009068,1 days 00:00:00,1 days 00:00:00,0.8012864849023558,-1.653771060029861,-0.37515251649914516,-0.11878390819802717,0.8372744289824852,-0.5434481876987703,14,0.43427097466786985,57.48499156052969,2.930460501438701,0.04432432432432432,0.0001,-0.0009990009990012893,None,None,-0.00019467236967300288,-0.04905743715759673,-0.610241521151015,-0.059599709366174314,0.1573776855058654,-1.003345574894659,3863,0.09552161532487703,-4.424301645492236e-6,2.865648459746311,5.731296919492622,0.0002865648459746311,0 days 23:59:59.999999999,false
2,8,2,0,3863,3864 days 00:00:00,1000.0,75.26926042295179,-92.47307395770483,18240.25886029973,100.0,743.8988524904728,95.82040513770953,3523 days 00:00:00,632,632,0,0.0,42.24683544303797,18.559842279697996,-20.148262233090847,2.6107594988062717,-2.491147333524082,1 days 00:00:00,1 days 00:00:00,0.8209488376904251,-1.463181549963691,-0.6813751475803116,-0.22623643926844128,0.7734717805400427,-0.9140677182981891,14,-0.8559218853627453,42.26387017120231,2.681186631483342,0.07902820441217537,0.0001,-0.013609286443957253,None,None,-0.000548998068560859,-0.13834751327733646,-0.9247307395770472,-0.15523495801032927,0.24436062658585747,-1.0050697237723405,3863,0.16360341703339373,-7.712069462625622e-6,4.908102511001812,9.816205022003624,0.0004908102511001812,0 days 23:59:59.999999999,false
