Short Window,Long Window,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio,RSI Window,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Expectancy per Trade,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Total Period,Trades Per Day,Score,Trades per Month,Signals per Month,Expectancy per Month,Avg Trade Duration,Signal Entry
2,8,4,0,3863,3864 days 00:00:00,1000.0,436.44584788779207,-56.355415211220794,18240.25886029973,100.0,679.8979151970632,74.05828393994905,3629 days 00:00:00,484,483,1,-0.43644584788782964,42.65010351966873,18.559842279697982,-18.96522024029647,2.7216245245526847,-2.208865553773237,1 days 00:00:00,1 days 00:00:00,0.8721579088606443,-1.1658751682491042,-0.19797579545454122,-0.10171590772217073,0.9190266830630259,-0.29018457338882736,14,0.5992372886367305,58.28278001394535,3.1389587165805612,0.060082304526748974,0.0001,-0.0072914267691871785,None,None,-0.00013264170468163349,-0.03342570957977164,-0.5635541521122103,-0.05263530117587889,0.20319578771709887,-1.0030896170741237,3863,0.125032358270774,-2.650926742636436e-6,3.7587367331089823,7.509707481232202,0.00037587367331089823,0 days 23:59:59.999999999,true
2,8,6,0,3863,3864 days 00:00:00,1000.0,1056.3837768933927,5.638377689339268,18240.25886029973,100.0,905.2539039378416,43.75149516489546,1972 days 00:00:00,427,427,0,0.0,43.559718969555036,11.43810522010702,-11.529502141773268,2.649503208231411,-1.932309121746841,1 days 00:00:00,1 days 00:00:00,1.0111811536158977,0.13204631590958193,0.12613723710549218,0.011873460538184041,1.0560556615590084,0.2014057795692382,14,1.7649434776486166,43.52214403921226,3.568926569063525,0.053147996729354045,0.0635154529041071,-0.003511605057841527,None,None,0.00007029957487761937,0.01771549286916008,0.056383776893387694,0.0035836807148859062,0.16902700152307207,-0.9996908828031158,3863,0.1105358529640176,0.0014133135928532852,3.3160755889205276,6.632151177841055,0.21062204289454098,0 days 23:59:59.999999999,false
2,8,8,0,3863,3864 days 00:00:00,1000.0,447.9531634515931,-55.20468365484069,18240.25886029973,100.0,546.1724272523704,68.46788562019633,3614 days 00:00:00,397,397,0,0.0,42.0654911838791,11.438105220107026,-11.52950214177327,2.404483648280163,-2.013079406533509,1 days 00:00:00,1 days 00:00:00,0.8303865913992999,-1.390546187779366,-0.3063343031142041,-0.10669693419354982,0.8720569896322992,-0.4555919710626417,14,1.22178388412863,48.30953768052747,3.0398822745939493,0.04800650935720098,0.0001,-0.0022883668731917112,None,None,-0.00015895402148100542,-0.040056413413213365,-0.5520468365484068,-0.05102602899197484,0.1573702341364981,-1.003026529616583,3863,0.10276986797825524,-3.854751810957018e-6,3.083096039347657,6.166192078695314,0.0003083096039347657,0 days 23:59:59.999999999,false
2,8,10,0,3863,3864 days 00:00:00,1000.0,487.3602047428567,-51.26397952571433,18240.25886029973,100.0,521.9524163144888,63.80970670744339,3731 days 00:00:00,376,376,0,0.0,41.22340425531915,10.7820792390969,-11.161022178123952,2.4985184849781445,-1.9952713283428,1 days 00:00:00,1 days 00:00:00,0.8355497169942281,-1.3634037107902701,-0.2718250403020761,-0.10286988209375247,0.8825733918801503,-0.41613593482156985,14,1.8038790427869575,47.45795736498677,3.0916493068855595,0.04517176088720585,0.0001,-0.0010238245373931632,None,None,-0.00013883808476859437,-0.03498719736168578,-0.512639795257144,-0.04579344537237495,0.15490514963575036,-1.0028104853071624,3863,0.0973336784882216,-3.40238398825356e-6,2.9200103546466476,5.840020709293295,0.0002920010354646648,0 days 23:59:59.999999999,false
2,8,12,0,3863,3864 days 00:00:00,1000.0,327.5125231452722,-67.24874768547278,18240.25886029973,100.0,411.1904713105251,76.70707461188063,3731 days 00:00:00,362,362,0,0.0,42.26519337016575,10.782079239096895,-11.909504416617315,2.2896755678369596,-2.124305068008324,1 days 00:00:00,1 days 00:00:00,0.7391534529598838,-1.8577002123058728,-0.479546970399379,-0.1304603650552312,0.7963497730088052,-0.6846512374228322,14,0.5594975789775981,52.56162456905708,2.7192431273471445,0.04432432432432432,0.0001,-0.0009990009990012989,None,None,-0.00024229615294648664,-0.06105863054251463,-0.6724874768547258,-0.07021094632339231,0.1532364455803945,-1.0036868307736488,3863,0.09370955216153248,-5.205444623496681e-6,2.8112865648459744,5.622573129691949,0.00028112865648459743,0 days 23:59:59.999999999,false
2,8,14,0,3863,3864 days 00:00:00,1000.0,503.35814828028725,-49.664185171971276,18240.25886029973,100.0,487.9955902961859,66.31813619564882,3731 days 00:00:00,344,344,0,0.0,42.151162790697676,10.782079239096898,-11.161022178123963,2.3895727514065204,-2.0021387268413897,1 days 00:00:00,1 days 00:00:00,0.8275989357267456,-1.4437263131386917,-0.2747183017277236,-0.09467382890239835,0.8744166055464262,-0.4138044617792716,14,1.5472788535196784,54.51730565881299,3.0068648435886813,0.04179023995686169,0.0001,-0.0009990009990012564,None,None,-0.00013432503119339083,-0.03384990786073449,-0.4966418517197132,-0.043781366498008345,0.14829143220624919,-1.002722778528109,3863,0.08904996117007508,-3.503662900820287e-6,2.671498835102252,5.342997670204504,0.0002671498835102252,0 days 23:59:59.999999999,false
2,8,16,0,3863,3864 days 00:00:00,1000.0,609.5735774884565,-39.042642251154355,18240.25886029973,100.0,476.9574295472546,57.67939052136979,3731 days 00:00:00,330,330,0,0.0,43.03030303030303,10.782079239096896,-14.755725112793483,2.3985517425397544,-1.985218466892807,1 days 00:00:00,1 days 00:00:00,0.8602879078974204,-1.1831103712470998,-0.1721203456397583,-0.07919952987208666,0.9159841885789654,-0.25613298653024535,14,0.7888446738698568,66.80498998805479,3.0353201543106922,0.041228779304769606,0.0001,-0.000999000999001213,None,None,-0.00008435237397058857,-0.02125679824058832,-0.390426422511544,-0.031766811024750874,0.14863182238857214,-1.0021404653601782,3863,0.08542583484338596,-2.3493420048328354e-6,2.5627750453015787,5.1255500906031575,0.0002562775045301579,0 days 23:59:59.999999999,false
2,8,18,0,3863,3864 days 00:00:00,1000.0,894.049057425908,-10.5950942574092,18240.25886029973,100.0,548.1578462999639,41.43266348956192,3719 days 00:00:00,320,320,0,0.0,45.3125,10.7820792390969,-14.755725112793487,2.4202658738605947,-1.9729570676032,1 days 00:00:00,1 days 00:00:00,0.9653024122508873,-0.3310966955440442,0.03007593985337224,-0.02539889826947275,1.015832206178247,0.04624792213048127,14,1.2197391338095513,69.11381397456317,3.151684537117134,0.042071197411003236,0.017722077747581944,-0.00099900099900118,None,None,0.000014759401944087042,0.0037193692899099347,-0.10595094257409043,-0.00727738832250957,0.1488319784894573,-1.0005808631521382,3863,0.08283717318146518,0.00009353936225903414,2.485115195443955,4.97023039088791,0.04404140470535507,1 days 00:00:00,false
2,10,2,0,3863,3864 days 00:00:00,1000.0,109.51936480343522,-89.04806351965647,18240.25886029973,100.0,752.9037284037904,94.08455986990387,3523 days 00:00:00,606,605,1,-0.10951936480347972,42.14876033057851,18.559842279697992,-18.965220240296468,2.607107374090731,-2.41182605736333,1 days 00:00:00,1 days 00:00:00,0.826260030692965,-1.4716877947632376,-0.60585519103292,-0.20039109158593665,0.7938669588124239,-0.8289849225364954,14,-0.32660069210121706,41.43446600388357,2.7800099449862627,0.07482614742698192,0.0001,-0.011531498960901816,None,None,-0.0004641982407440843,-0.11697795666750925,-0.8904806351965626,-0.13431856640378237,0.23237069637343813,-1.0048819517421144,3863,0.15661403054620762,-7.0068220949863795e-6,4.70618690137199,9.404607817758219,0.00047061869013719903,0 days 23:59:59.999999999,true
2,10,4,0,3863,3864 days 00:00:00,1000.0,419.58483605004676,-58.04151639499533,18240.25886029973,100.0,585.9844497066605,75.25187335715825,3719 days 00:00:00,468,467,1,-0.41958483605008107,41.97002141327623,10.782079239096898,-14.755725112793488,2.548426710922863,-2.071871987989491,1 days 00:00:00,1 days 00:00:00,0.8402682169154855,-1.2419605548477515,-0.27117175654113945,-0.1046671180009072,0.8933178817312788,-0.3888923008391538,14,-0.05015881771873489,42.20272859909288,3.141716994687783,0.05660377358490566,0.0001,-0.005704510559853566,None,None,-0.0001605562115877801,-0.04046016532012059,-0.5804151639499517,-0.05506640359864978,0.17956817155814755,-1.0031820555201287,3863,0.12089049961170074,-3.3144675097102807e-6,3.6344809733367844,7.261195961687807,0.00036344809733367844,0 days 23:59:59.999999999,true
2,10,6,0,3863,3864 days 00:00:00,1000.0,446.63614409820957,-55.336385590179034,18240.25886029973,100.0,542.3366974595438,70.03578783965611,3629 days 00:00:00,414,414,0,0.0,40.82125603864734,11.438105220107031,-11.529502141773282,2.462286565829328,-1.9481995305651836,1 days 00:00:00,1 days 00:00:00,0.8270574931111548,-1.3366276712603655,-0.300378341853282,-0.1046763618552237,0.8763890419039759,-0.4486411951821839,14,1.2444035873366122,47.046684880425374,3.1550005508543184,0.048859934853420196,0.0001,-0.003594910554168363,None,None,-0.00015823265197193313,-0.03987462829692715,-0.5533638559017873,-0.05120824007496072,0.15976225944827666,-1.003033750014953,3863,0.10717059280352058,-3.560374478597959e-6,3.215117784105617,6.430235568211234,0.0003215117784105617,0 days 23:59:59.999999999,false
2,10,8,0,3863,3864 days 00:00:00,1000.0,487.3602047428567,-51.26397952571433,18240.25886029973,100.0,521.9524163144888,63.80970670744339,3731 days 00:00:00,376,376,0,0.0,41.22340425531915,10.7820792390969,-11.161022178123952,2.4985184849781445,-1.9952713283428,1 days 00:00:00,1 days 00:00:00,0.8355497169942281,-1.3634037107902701,-0.2718250403020761,-0.10286988209375247,0.8825733918801503,-0.41613593482156985,14,1.8038790427869575,47.45795736498677,3.0916493068855595,0.04517176088720585,0.0001,-0.0010238245373931632,None,None,-0.00013883808476859437,-0.03498719736168578,-0.512639795257144,-0.04579344537237495,0.15490514963575036,-1.0028104853071624,3863,0.0973336784882216,-3.40238398825356e-6,2.9200103546466476,5.840020709293295,0.0002920010354646648,0 days 23:59:59.999999999,false
2,10,10,0,3863,3864 days 00:00:00,1000.0,471.65134593383937,-52.83486540661606,18240.25886029973,100.0,418.75281211528545,67.41317351805705,3748 days 00:00:00,348,348,0,0.0,42.5287356321839,10.7820792390969,-11.16102217812395,2.3229490506557733,-2.0136236808832058,1 days 00:00:00,1 days 00:00:00,0.7853402960124076,-1.5182432588108057,-0.3163523317316929,-0.10165407713275665,0.8590711480616497,-0.47365913020427486,14,1.536732184924192,53.07402625098503,2.925191630741573,0.04263356718834323,0.0001,-0.0009990009990012772,None,None,-0.00015241591988825493,-0.03840881181184024,-0.5283486540661617,-0.04783016642825466,0.1461187654849733,-1.0028966072143644,3863,0.09008542583484339,-3.874153645880666e-6,2.702562775045301,5.405125550090602,0.0002702562775045301,0 days 23:59:59.999999999,false
2,10,12,0,3863,3864 days 00:00:00,1000.0,583.0195087865711,-41.69804912134289,18240.25886029973,100.0,420.53707852631123,60.62732000733333,3748 days 00:00:00,329,329,0,0.0,42.5531914893617,10.782079239096912,-11.161022178123957,2.4309107069979423,-1.9992130322998611,1 days 00:00:00,1 days 00:00:00,0.8323486227781053,-1.2674179064237956,-0.2000789628396893,-0.08195712518700247,0.9044331616479012,-0.30341440030583433,14,1.5927415604277126,56.19975401617579,3.0367391586456054,0.04066792351198492,0.0001,-0.0009990009990012638,None,None,-0.00009702613093192107,-0.02445058499484411,-0.4169804912134297,-0.03457517476700678,0.14707335133429644,-1.0022860448111348,3863,0.0851669686771939,-2.633260547008236e-6,2.5550090603158164,5.110018120631633,0.00025550090603158166,0 days 23:59:59.999999999,false
