Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,ATR Stop Length,ATR Stop Multiplier,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
AMD,SMA,19,29,0,false,false,1,218,1.27995759436258,47.926267281105986,1.554537442393677,6.6931286629046935,1.2968739285756847,145.08332725081888,26 days 19:01:22.949308754,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.6845227806884253,0,11414,11415 days 00:00:00,1000.0,6444339.297381818,644333.9297381818,4410.728738618389,100.0,377782.3801542333,77.10274045047343,1905 days 00:00:00,217,1821050.3306280365,179.03235294117644,-34.46476322628204,22.96511327872139,-8.282857178200933,39 days 16:09:13.846153846,14 days 22:30:47.787610619,21300.870814533548,0.8126523956804437,0.4198717500096449,1.1828887196573665,1.5443015380132554,24.28914174064495,1.241256320662827,0.9529769959404603,-0.03692591389329753,,,0.0010907454592997677,0.27486785574354144,6443.339297381816,0.21364659903033156,0.4070664374488939,0,218,16532.18253968254,18,6.7,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2799308911605922,47.926267281105986,1.554537442393677,6.6931286629046935,1.2965691749195216,145.08332725081888,26 days 19:41:11.889400920,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.6845227806884253,0,11414,11415 days 00:00:00,1000.0,6444339.297381818,644333.9297381818,4410.728738618389,100.0,377782.3801542333,77.10274045047343,1905 days 00:00:00,217,1821050.3306280365,179.03235294117644,-34.46476322628204,22.96511327872139,-8.282857178200933,39 days 16:09:13.846153846,14 days 23:47:15.398230088,21300.870814533548,0.8125713750770495,0.4198717500096449,1.1827605019843443,1.5428066508381182,24.262282088852487,1.2402004838247778,0.9536849222447599,-0.03695652173913042,,,0.0010909145609129308,0.2749104693500586,6443.339297381816,0.21364659903033156,0.40717014064879176,0,218,16532.18253968254,17,6.7,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2795612815027906,47.926267281105986,1.5550333778650485,6.680755901157356,1.2935128516202807,141.2958916545854,26 days 20:34:17.142857142,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.679560234404974,0,11414,11415 days 00:00:00,1000.0,6277285.7870820835,627628.5787082084,4410.728738618389,100.0,368129.0114644452,77.10274045047345,1924 days 00:00:00,217,1773844.118148272,179.03235294117644,-34.46476322628204,22.923349105081257,-8.26817943696729,39 days 16:23:04.615384615,15 days 01:16:27.610619469,20748.579119510665,0.8107646944551041,0.4184305208864481,1.1821538204571396,1.541468190128242,24.23248853448977,1.2403405701184544,0.9530880863989198,-0.03698067632850241,,,0.0010888012892799365,0.274377924898544,6276.285787082133,0.21294310738898536,0.4072869551290133,0,218,16532.18253968254,15,6.9,,,,
AMD,SMA,19,29,0,false,false,1,218,1.279400754004678,47.926267281105986,1.5545327316355235,6.676246953686935,1.293271886966143,141.00611736422601,26 days 20:14:22.672811059,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.677751756963272,0,11414,11415 days 00:00:00,1000.0,6264504.629180076,626350.4629180075,4410.728738618389,100.0,367653.5201130645,77.10274045047343,1905 days 00:00:00,217,1770232.4008334,179.03235294117644,-34.46476322628204,22.89708878604252,-8.252669422994307,39 days 16:09:13.846153846,15 days 00:50:58.407079646,20706.323632934007,0.8106437211889039,0.41831872924460584,1.18217603690222,1.5413797538351348,24.237599747373764,1.239965726272577,0.9533941236068896,-0.03698067632850238,,,0.0010886019401270257,0.2743276889120105,6263.50462918011,0.21288853209390335,0.40727315352219196,0,218,16532.18253968254,14,6.7,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2792749078405126,47.926267281105986,1.5545293910680447,6.673016296398553,1.2923674198625534,139.7817312490993,26 days 20:21:00.829493086,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.6764559843098454,0,11414,11415 days 00:00:00,1000.0,6210500.278928529,620950.0278928528,4410.728738618389,100.0,364484.68492879823,77.10274045047343,1924 days 00:00:00,217,1754971.7766882852,179.03235294117644,-34.46476322628205,22.897088786042524,-8.258873428583502,39 days 16:09:13.846153846,15 days 01:03:43.008849557,20527.78111631448,0.8100774013541809,0.41784392456649916,1.1820261512823687,1.5414729001495036,24.237460275222805,1.2402272263897938,0.9530722484807561,-0.036980676328502465,,,0.0010878442166610727,0.27413674259859033,6209.500278928538,0.2126567260585206,0.4072741940909028,0,218,16532.18253968254,15,6.7,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2791418010102409,47.926267281105986,1.5541014428340423,6.673609661004645,1.2914838768804469,138.7246315652551,26 days 20:34:17.142857142,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.676693974774773,0,11414,11415 days 00:00:00,1000.0,6163874.4793773675,616287.4479377368,4410.728738618389,100.0,361766.0016200826,77.10274045047343,1924 days 00:00:00,217,1741796.1936268955,179.03235294117644,-34.46476322628205,22.92334910508127,-8.281902747703043,39 days 16:23:04.615384615,15 days 01:16:27.610619469,20373.632653227964,0.8095570027566746,0.4174307658705312,1.1818450727845256,1.5412325604099246,24.227042209909317,1.2400166255880176,0.9530880863989198,-0.036980676328502465,,,0.0010872397479421232,0.273984416481415,6162.874479377372,0.212455000252878,0.40730954726421004,0,218,16532.18253968254,14,6.9,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2788726221647921,47.926267281105986,1.5546106669945832,6.667830651798538,1.2884806002356444,134.10803633717833,26 days 18:28:12.165898617,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.674376092862599,0,11414,11415 days 00:00:00,1000.0,5960248.9869069,595924.89869069,4410.728738618389,100.0,349251.59730994195,77.10274045047345,1905 days 00:00:00,217,1684255.4197358787,179.03235294117644,-34.464763226282045,22.979034736317196,-8.344250983510666,39 days 15:55:23.076923077,14 days 21:39:49.380530973,19700.431185119916,0.8078643399904717,0.4155902104637845,1.1818044747006742,1.5434725889005994,24.368731720610853,1.240600717223099,0.9526066350710901,-0.03690980208155299,,,0.0010833284822148992,0.2729987775181546,5959.248986906896,0.21155616135812783,0.40669461856099937,0,218,16532.18253968254,19,6.7,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2774674933371943,47.926267281105986,1.5463461073888323,6.663419772339368,1.2873113699345613,134.23404742926473,26 days 20:27:38.986175114,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.6726069491650275,0,11414,11415 days 00:00:00,1000.0,5965806.994359403,596480.6994359402,4410.728738618389,100.0,352382.22776060284,77.10274045047343,1905 days 00:00:00,217,1685826.0091853077,179.03235294117644,-34.46476322628204,22.96511327872139,-8.339908764507797,39 days 16:09:13.846153846,15 days 01:16:27.610619469,19718.806383290757,0.8073331485617936,0.4156412517689671,1.1813238611708796,1.5375819297569595,24.20124011439731,1.2390514436218683,0.9534098582039163,-0.03698067632850238,,,0.0010846017837808058,0.27331964951276305,5964.806994359386,0.21158109151159388,0.4074405339267484,0,218,16532.18253968254,21,6.9,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2773467823684206,47.926267281105986,1.5461589227852215,6.660892012645779,1.2866664083534889,133.39198307805196,26 days 20:34:17.142857141,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.671593099167021,0,11414,11415 days 00:00:00,1000.0,5928665.8200228,592766.58200228,4410.728738618389,100.0,350238.4046856763,77.10274045047343,1905 days 00:00:00,217,1675330.6046629138,179.03235294117644,-34.46476322628204,22.965113278721397,-8.344762957901686,39 days 16:09:13.846153846,15 days 01:29:12.212389380,19596.014817326664,0.8069256570716113,0.4152992924736571,1.1812155566762754,1.537674431070158,24.20141348320781,1.239356124090587,0.9530880863989198,-0.03698067632850238,,,0.0010840533392904596,0.27318144150119583,5927.665820022786,0.2114140636139623,0.40744015617526336,0,218,16532.18253968254,20,6.9,,,,
AMD,SMA,19,29,0,false,false,1,218,1.2772574685963496,47.926267281105986,1.5474602335493397,6.661430860612489,1.2833280896876225,131.61663677023498,26 days 21:47:16.866359446,0.013125913622059907,0.4010863851410548,0.8003329244787104,2.671809223750129,0,11414,11415 days 00:00:00,1000.0,5850360.110213916,584936.0110213916,4410.728738618389,100.0,343644.8998282476,77.10274045047343,1924 days 00:00:00,217,1653202.8686519521,179.03235294117644,-34.46476322628205,22.972978496417117,-8.35096696349088,39 days 18:27:41.538461538,15 days 01:41:56.814159292,19337.13014544682,0.8055330061469745,0.41457148360977797,1.1806522693608277,1.5249777530620474,24.051076043542437,1.2382247121777195,0.9535040431266847,-0.037037037037037014,,,0.0010840623664921606,0.27318371635602445,5849.3601102139455,0.21105853550247589,0.408147960441625,0,218,16532.18253968254,18,7.1,,,,
