Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
APP,EMA,3,8,0,false,false,0,54,1.1292546728184631,33.33333333333333,2.96771893695944,5.562964827319509,2.3297766631497066,0.5547508420127779,10 days 19:06:39.999999999,0.035171879038511246,1.069811320754717,2.139622641509434,5.951322749226721,0,1060,1061 days 00:00:00,1000.0,7672.075317507038,667.2075317507038,429.14112906151445,100.0,178.22558378266694,71.70691769879373,576 days 00:00:00,54,0.0,94.07541577846433,-16.2508370486191,27.94697972035275,-5.629042619197108,24 days 06:40:00,4 days 01:20:00,123.55695032420437,1.330383656092854,1.4164439060433636,1.341753379316238,2.896363781428084,33.03474419273305,1.3417533793162386,1.0,-0.05052580497299924,,,0.002561575294428955,0.6455169741960967,6.672075317507036,0.6224720691545389,0.5839517008073697,0,54,1535.3174603174602,,,,
APP,EMA,3,10,0,false,false,0,49,1.1219695616950809,36.734693877551024,3.131710255064356,7.2407983527756254,2.2807382709890303,0.42590772745796535,11 days 21:03:40.408163264,0.031915223571982426,0.9707547169811321,1.9415094339622643,7.02903915566615,0,1060,1061 days 00:00:00,1000.0,7119.156520988495,611.9156520988495,429.14112906151445,100.0,148.00220232406383,73.48496635777248,600 days 00:00:00,49,0.0,228.627004780394,-16.250837048619097,30.372451259566347,-6.190483980199635,25 days 04:00:00,4 days 03:52:15.483870967,124.88074532629582,1.297726638981247,1.3124902125253415,1.3340397010972755,2.9708942473254143,33.99444109664458,1.3255964118498251,1.0063694267515924,-0.0495494872752659,,,0.002481498786888168,0.6253376942958183,6.119156520988462,0.5939027551406268,0.5799326367941909,0,49,1535.3174603174602,,,,
APP,EMA,4,7,0,false,false,0,51,1.1168179869194286,35.294117647058826,2.6927314075081683,7.124907220530462,2.300185813891307,0.46920808930298386,11 days 12:42:21.176470587,0.033217885758593954,1.010377358490566,2.020754716981132,7.1988449369699286,0,1060,1061 days 00:00:00,1000.0,7304.9761826979275,630.4976182697928,429.14112906151445,100.0,172.26090442894554,74.89475800123155,589 days 00:00:00,51,0.0,228.62700478039395,-16.25083704861912,31.60594305728026,-6.228385054060338,24 days 18:40:00,4 days 07:16:21.818181818,123.62698397446921,1.308870953618098,1.3111381202634886,1.3345475767773411,2.9508107738426195,33.611089813071445,1.3345475767773411,1.0,-0.049549487275266,,,0.0025091331729651125,0.6323015595872084,6.304976182697916,0.6036871178546916,0.5813980688122277,0,51,1535.3174603174602,,,,
APP,EMA,3,9,0,false,false,0,53,1.1061862773566697,32.075471698113205,2.7852130203123955,6.690884159275733,2.2127563155699708,0.3392398084420966,11 days 01:48:40.754716980,0.03452054794520548,1.05,2.1,7.0254283672395195,0,1060,1061 days 00:00:00,1000.0,6747.2288347896765,574.7228834789677,429.14112906151445,100.0,158.77899128104707,73.76625030726036,600 days 00:00:00,53,0.0,228.62700478039395,-16.250837048619104,33.261493962592816,-5.856348247846221,25 days 22:35:17.647058823,4 days 01:20:00,108.438279901692,1.2674670041401823,1.2587780098426231,1.3216887176511296,2.9001248280681926,33.08061544276868,1.3258319424713534,0.996875,-0.05052580497299926,,,0.0024401711994215636,0.6149231422542341,5.747228834789638,0.5737185358285868,0.5838890589205272,0,53,1535.3174603174602,,,,
APP,EMA,2,12,0,false,false,0,52,1.102332001669739,32.69230769230769,2.68410133696159,6.818061245086053,2.2703004171383947,0.4241913313223119,11 days 07:23:04.615384614,0.03386921685189972,1.030188679245283,2.060377358490566,7.023889509088651,0,1060,1061 days 00:00:00,1000.0,7111.790759232784,611.1790759232783,429.14112906151445,100.0,182.73851442725325,68.73690919451182,580 days 00:00:00,52,0.0,228.627004780394,-16.25083704861912,32.177836728159484,-5.499543989549614,26 days 08:28:14.117647058,4 days 00:00:00,117.53443767755351,1.2942384365455817,1.402133938414521,1.3290701844863926,2.930131652147402,33.28612466912933,1.324916840159873,1.0031347962382446,-0.05052580497299913,,,0.002487066052888158,0.6267406453278158,6.111790759232765,0.5935109163004004,0.5828002492524228,0,52,1535.3174603174602,,,,
APP,EMA,2,8,0,true,false,1,66,1.0994211721917155,35.38461538461539,2.295537160541593,4.010066954287279,2.01571153612061,0.06400929794471513,9 days 00:44:18.461538460,0.04233652106487465,1.3075471698113208,2.595283018867925,5.243351696832234,0,1060,1061 days 00:00:00,1000.0,5566.101514519443,456.6101514519444,429.14112906151445,100.0,202.93061477322485,72.18345364386413,602 days 00:00:00,65,-5.5661015145187775,94.0754157784643,-16.250837048619115,21.513375765930004,-5.5750783473265955,18 days 21:54:46.956521739,3 days 14:51:25.714285714,70.33334793898399,1.1940318135737047,1.1152348870846311,1.2916710620869662,2.698113170877786,34.614860785146476,1.3566608010598953,0.9520958083832337,-0.05090010039922894,,,0.0022193161967298653,0.5592676815759261,4.566101514519453,0.5034091019902862,0.5637025339810957,0,66,1535.3174603174602,,,,
APP,EMA,2,7,0,true,false,1,71,1.0866889364045191,32.857142857142854,2.1841363355324765,3.773751058251598,2.0139670579563695,0.05468901638845671,8 days 08:34:17.142857142,0.04559317653140347,1.4066037735849057,2.793396226415094,5.308172479106729,0,1060,1061 days 00:00:00,1000.0,5526.104353017204,452.61043530172043,429.14112906151445,100.0,221.89672559579984,73.71444553167059,703 days 00:00:00,70,-5.526104353016308,102.92430278289348,-13.4301169240433,22.084372670863193,-5.18676590111152,18 days 12:31:18.260869565,3 days 09:11:29.361702127,64.73757796243171,1.19052046293756,1.0860048170877359,1.2912396682273095,2.709738073342362,34.68687408970582,1.3767792046082992,0.937869822485207,-0.04954948727526598,,,0.002211873229229279,0.5573920537657783,4.526104353017191,0.5008361388470075,0.5634690552830843,0,71,1535.3174603174602,,,,
APP,EMA,2,13,0,false,false,0,50,1.0854235767794,34.0,2.716969649329161,6.8857005973616,2.1995128945149194,0.3042636025451837,11 days 20:09:35.999999999,0.03256655466528819,0.9905660377358491,1.9811320754716981,6.820741157763849,0,1060,1061 days 00:00:00,1000.0,6597.131549900784,559.7131549900785,429.14112906151445,100.0,159.9254645692562,68.73690919451182,589 days 00:00:00,50,0.0,228.62700478039395,-16.25083704861911,31.424061861727065,-5.7552733873115205,26 days 09:52:56.470588235,4 days 08:00:00,111.94263099801574,1.2564599876557347,1.3292499350780935,1.316003776757722,2.9209307876366357,33.0812587652168,1.32011628856009,0.9968847352024923,-0.050900100399228924,,,0.0024181755161678123,0.6093802300742887,5.597131549900792,0.5653321306769654,0.5836948471295005,0,50,1535.3174603174602,,,,
APP,EMA,5,6,0,false,false,0,50,1.0849439906850749,36.0,2.541471394569937,6.959318088253956,2.1918100226551993,0.27001200118749924,11 days 16:48:00,0.03256655466528819,0.9905660377358491,1.9811320754716981,6.893664144025145,0,1060,1061 days 00:00:00,1000.0,6450.143841112768,545.0143841112769,429.14112906151445,100.0,158.29032855844738,76.59768298176226,601 days 00:00:00,50,0.0,228.62700478039392,-16.2508370486191,30.96864329115369,-6.545927338377143,24 days 18:40:00,4 days 08:15:00,109.00287682225537,1.2485839261338478,1.1735455365051133,1.3183343070515543,2.973884677892708,33.91456346806102,1.3350750601569707,0.987460815047022,-0.04954948727526604,,,0.002389117646023723,0.6020576467979781,5.45014384111278,0.5569772621311284,0.5803186112810564,0,50,1535.3174603174602,,,,
APP,EMA,2,6,0,true,false,1,77,1.0803885906363009,34.21052631578947,2.1481029769163484,3.228023543461348,1.876238289546786,-0.10707169334162528,7 days 16:06:18.947368420,0.049501163091238046,1.5254716981132077,3.031132075471698,4.924258556393396,0,1060,1061 days 00:00:00,1000.0,4831.922616903612,383.19226169036114,429.14112906151445,100.0,205.81945270673648,77.430220849759,715 days 00:00:00,76,-4.8319226169032845,102.92430278289346,-13.430116924043311,19.55744530505799,-5.263275772568906,15 days 13:50:46.153846153,3 days 13:26:24,50.48361236211202,1.1194605202312922,0.9289446072424247,1.270549918929835,2.6371540271390614,33.77700277971503,1.38313029149324,0.9186046511627906,-0.05117466780821616,,,0.0020942431889490686,0.5277492836151653,3.8319226169036247,0.45373937241742746,0.5673682543237966,0,77,1535.3174603174602,,,,
