Fast Period,Slow Period,Signal Period,Signal
9,30,17,1
9,30,18,1
9,31,12,1
9,31,13,1
9,31,14,1
9,31,15,1
9,31,16,1
9,31,17,1
9,31,18,1
9,32,12,1
9,32,13,1
9,32,14,1
9,32,15,1
9,32,16,1
9,32,17,1
9,32,18,1
9,33,12,1
9,33,13,1
9,33,14,1
9,33,15,1
9,33,16,1
9,33,17,1
9,33,18,1
9,34,12,1
9,34,13,1
9,34,14,1
9,34,15,1
9,34,16,1
9,34,17,1
9,34,18,1
9,35,12,1
9,35,13,1
9,35,14,1
9,35,15,1
9,35,16,1
9,35,17,1
9,35,18,1
9,36,12,1
9,36,13,1
9,36,14,1
9,36,15,1
9,36,16,1
9,36,17,1
9,36,18,1
10,16,18,1
10,17,17,1
10,17,18,1
10,18,16,1
10,18,17,1
10,18,18,1
10,19,15,1
10,19,16,1
10,19,17,1
10,19,18,1
10,20,15,1
10,20,16,1
10,20,17,1
10,20,18,1
10,21,14,1
10,21,15,1
10,21,16,1
10,21,17,1
10,21,18,1
10,22,14,1
10,22,15,1
10,22,16,1
10,22,17,1
10,22,18,1
10,23,13,1
10,23,14,1
10,23,15,1
10,23,16,1
10,23,17,1
10,23,18,1
10,24,13,1
10,24,14,1
10,24,15,1
10,24,16,1
10,24,17,1
10,24,18,1
10,25,12,1
10,25,13,1
10,25,14,1
10,25,15,1
10,25,16,1
10,25,17,1
10,25,18,1
10,26,12,1
10,26,13,1
10,26,14,1
10,26,15,1
10,26,16,1
10,26,17,1
10,26,18,1
10,27,12,1
10,27,13,1
10,27,14,1
10,27,15,1
10,27,16,1
10,27,17,1
10,27,18,1
10,28,12,1
10,28,13,1
10,28,14,1
10,28,15,1
10,28,16,1
10,28,17,1
10,28,18,1
10,29,11,1
10,29,12,1
10,29,13,1
10,29,14,1
10,29,15,1
10,29,16,1
10,29,17,1
10,29,18,1
10,30,11,1
10,30,12,1
10,30,13,1
10,30,14,1
10,30,15,1
10,30,16,1
10,30,17,1
10,30,18,1
10,31,11,1
10,31,12,1
10,31,13,1
10,31,14,1
10,31,15,1
10,31,16,1
10,31,17,1
10,31,18,1
10,32,11,1
10,32,12,1
10,32,13,1
10,32,14,1
10,32,15,1
10,32,16,1
10,32,17,1
10,32,18,1
10,33,11,1
10,33,12,1
10,33,13,1
10,33,14,1
10,33,15,1
10,33,16,1
10,33,17,1
10,33,18,1
10,34,11,1
10,34,12,1
10,34,13,1
10,34,14,1
10,34,15,1
10,34,16,1
10,34,17,1
10,34,18,1
10,35,11,1
10,35,12,1
10,35,13,1
10,35,14,1
10,35,15,1
10,35,16,1
10,35,17,1
10,35,18,1
10,36,11,1
10,36,12,1
10,36,13,1
10,36,14,1
10,36,15,1
10,36,16,1
10,36,17,1
10,36,18,1
11,15,18,1
11,16,17,1
11,16,18,1
11,17,16,1
11,17,17,1
11,17,18,1
11,18,15,1
11,18,16,1
11,18,17,1
11,18,18,1
11,19,14,1
11,19,15,1
11,19,16,1
11,19,17,1
11,19,18,1
11,20,14,1
11,20,15,1
11,20,16,1
11,20,17,1
11,20,18,1
11,21,13,1
11,21,14,1
11,21,15,1
11,21,16,1
11,21,17,1
11,21,18,1
11,22,13,1
11,22,14,1
11,22,15,1
11,22,16,1
11,22,17,1
11,22,18,1
11,23,12,1
11,23,13,1
11,23,14,1
11,23,15,1
11,23,16,1
11,23,17,1
11,23,18,1
11,24,12,1
11,24,13,1
11,24,14,1
11,24,15,1
11,24,16,1
11,24,17,1
11,24,18,1
11,25,11,1
11,25,12,1
11,25,13,1
11,25,14,1
11,25,15,1
11,25,16,1
11,25,17,1
11,25,18,1
11,26,11,1
11,26,12,1
11,26,13,1
11,26,14,1
11,26,15,1
11,26,16,1
11,26,17,1
11,26,18,1
11,27,11,1
11,27,12,1
11,27,13,1
11,27,14,1
11,27,15,1
11,27,16,1
11,27,17,1
11,27,18,1
11,28,11,1
11,28,12,1
11,28,13,1
11,28,14,1
11,28,15,1
11,28,16,1
11,28,17,1
11,28,18,1
11,29,10,1
11,29,11,1
11,29,12,1
11,29,13,1
11,29,14,1
11,29,15,1
11,29,16,1
11,29,17,1
11,29,18,1
11,30,10,1
11,30,11,1
11,30,12,1
11,30,13,1
11,30,14,1
11,30,15,1
11,30,16,1
11,30,17,1
11,30,18,1
11,31,10,1
11,31,11,1
11,31,12,1
11,31,13,1
11,31,14,1
11,31,15,1
11,31,16,1
11,31,17,1
11,31,18,1
11,32,10,1
11,32,11,1
11,32,12,1
11,32,13,1
11,32,14,1
11,32,15,1
11,32,16,1
11,32,17,1
11,32,18,1
11,33,10,1
11,33,11,1
11,33,12,1
11,33,13,1
11,33,14,1
11,33,15,1
11,33,16,1
11,33,17,1
11,33,18,1
11,34,10,1
11,34,11,1
11,34,12,1
11,34,13,1
11,34,14,1
11,34,15,1
11,34,16,1
11,34,17,1
11,34,18,1
11,35,10,1
11,35,11,1
11,35,12,1
11,35,13,1
11,35,14,1
11,35,15,1
11,35,16,1
11,35,17,1
11,35,18,1
11,36,10,1
11,36,11,1
11,36,12,1
11,36,13,1
11,36,14,1
11,36,15,1
11,36,16,1
11,36,17,1
11,36,18,1
12,14,17,1
12,14,18,1
12,15,16,1
12,15,17,1
12,15,18,1
12,16,15,1
12,16,16,1
12,16,17,1
12,16,18,1
12,17,14,1
12,17,15,1
12,17,16,1
12,17,17,1
12,17,18,1
12,18,14,1
12,18,15,1
12,18,16,1
12,18,17,1
12,18,18,1
12,19,13,1
12,19,14,1
12,19,15,1
12,19,16,1
12,19,17,1
12,19,18,1
12,20,12,1
12,20,13,1
12,20,14,1
12,20,15,1
12,20,16,1
12,20,17,1
12,20,18,1
12,21,12,1
12,21,13,1
12,21,14,1
12,21,15,1
12,21,16,1
12,21,17,1
12,21,18,1
12,22,12,1
12,22,13,1
12,22,14,1
12,22,15,1
12,22,16,1
12,22,17,1
12,22,18,1
12,23,11,1
12,23,12,1
12,23,13,1
12,23,14,1
12,23,15,1
12,23,16,1
12,23,17,1
12,23,18,1
12,24,11,1
12,24,12,1
12,24,13,1
12,24,14,1
12,24,15,1
12,24,16,1
12,24,17,1
12,24,18,1
12,25,10,1
12,25,11,1
12,25,12,1
12,25,13,1
12,25,14,1
12,25,15,1
12,25,16,1
12,25,17,1
12,25,18,1
12,26,10,1
12,26,11,1
12,26,12,1
12,26,13,1
12,26,14,1
12,26,15,1
12,26,16,1
12,26,17,1
12,26,18,1
12,27,10,1
12,27,11,1
12,27,12,1
12,27,13,1
12,27,14,1
12,27,15,1
12,27,16,1
12,27,17,1
12,27,18,1
12,28,10,1
12,28,11,1
12,28,12,1
12,28,13,1
12,28,14,1
12,28,15,1
12,28,16,1
12,28,17,1
12,28,18,1
12,29,10,1
12,29,11,1
12,29,12,1
12,29,13,1
12,29,14,1
12,29,15,1
12,29,16,1
12,29,17,1
12,29,18,1
12,30,9,1
12,30,10,1
12,30,11,1
12,30,12,1
12,30,13,1
12,30,14,1
12,30,15,1
12,30,16,1
12,30,17,1
12,30,18,1
12,31,9,1
12,31,10,1
12,31,11,1
12,31,12,1
12,31,13,1
12,31,14,1
12,31,15,1
12,31,16,1
12,31,17,1
12,31,18,1
12,32,9,1
12,32,10,1
12,32,11,1
12,32,12,1
12,32,13,1
12,32,14,1
12,32,15,1
12,32,16,1
12,32,17,1
12,32,18,1
12,33,9,1
12,33,10,1
12,33,11,1
12,33,12,1
12,33,13,1
12,33,14,1
12,33,15,1
12,33,16,1
12,33,17,1
12,33,18,1
12,34,9,1
12,34,10,1
12,34,11,1
12,34,12,1
12,34,13,1
12,34,14,1
12,34,15,1
12,34,16,1
12,34,17,1
12,34,18,1
12,35,9,1
12,35,10,1
12,35,11,1
12,35,12,1
12,35,13,1
12,35,14,1
12,35,15,1
12,35,16,1
12,35,17,1
12,35,18,1
12,36,9,1
12,36,10,1
12,36,11,1
12,36,12,1
12,36,13,1
12,36,14,1
12,36,15,1
12,36,16,1
12,36,17,1
12,36,18,1
13,14,16,1
13,14,17,1
13,14,18,1
13,15,15,1
13,15,16,1
13,15,17,1
13,15,18,1
13,16,14,1
13,16,15,1
13,16,16,1
13,16,17,1
13,16,18,1
13,17,13,1
13,17,14,1
13,17,15,1
13,17,16,1
13,17,17,1
13,17,18,1
13,18,13,1
13,18,14,1
13,18,15,1
13,18,16,1
13,18,17,1
13,18,18,1
13,19,12,1
13,19,13,1
13,19,14,1
13,19,15,1
13,19,16,1
13,19,17,1
13,19,18,1
13,20,12,1
13,20,13,1
13,20,14,1
13,20,15,1
13,20,16,1
13,20,17,1
13,20,18,1
13,21,11,1
13,21,12,1
13,21,13,1
13,21,14,1
13,21,15,1
13,21,16,1
13,21,17,1
13,21,18,1
13,22,11,1
13,22,12,1
13,22,13,1
13,22,14,1
13,22,15,1
13,22,16,1
13,22,17,1
13,22,18,1
13,23,10,1
13,23,11,1
13,23,12,1
13,23,13,1
13,23,14,1
13,23,15,1
13,23,16,1
13,23,17,1
13,23,18,1
13,24,10,1
13,24,11,1
13,24,12,1
13,24,13,1
13,24,14,1
13,24,15,1
13,24,16,1
13,24,17,1
13,24,18,1
13,25,10,1
13,25,11,1
13,25,12,1
13,25,13,1
13,25,14,1
13,25,15,1
13,25,16,1
13,25,17,1
13,25,18,1
13,26,9,1
13,26,10,1
13,26,11,1
13,26,12,1
13,26,13,1
13,26,14,1
13,26,15,1
13,26,16,1
13,26,17,1
13,26,18,1
13,27,9,1
13,27,10,1
13,27,11,1
13,27,12,1
13,27,13,1
13,27,14,1
13,27,15,1
13,27,16,1
13,27,17,1
13,27,18,1
13,28,9,1
13,28,10,1
13,28,11,1
13,28,12,1
13,28,13,1
13,28,14,1
13,28,15,1
13,28,16,1
13,28,17,1
13,28,18,1
13,29,9,1
13,29,10,1
13,29,11,1
13,29,12,1
13,29,13,1
13,29,14,1
13,29,15,1
13,29,16,1
13,29,17,1
13,29,18,1
13,30,9,1
13,30,10,1
13,30,11,1
13,30,12,1
13,30,13,1
13,30,14,1
13,30,15,1
13,30,16,1
13,30,17,1
13,30,18,1
13,31,9,1
13,31,10,1
13,31,11,1
13,31,12,1
13,31,13,1
13,31,14,1
13,31,15,1
13,31,16,1
13,31,17,1
13,31,18,1
13,32,8,1
13,32,9,1
13,32,10,1
13,32,11,1
13,32,12,1
13,32,13,1
13,32,14,1
13,32,15,1
13,32,16,1
13,32,17,1
13,32,18,1
13,33,8,1
13,33,9,1
13,33,10,1
13,33,11,1
13,33,12,1
13,33,13,1
13,33,14,1
13,33,15,1
13,33,16,1
13,33,17,1
13,33,18,1
13,34,8,1
13,34,9,1
13,34,10,1
13,34,11,1
13,34,12,1
13,34,13,1
13,34,14,1
13,34,15,1
13,34,16,1
13,34,17,1
13,34,18,1
13,35,8,1
13,35,9,1
13,35,10,1
13,35,11,1
13,35,12,1
13,35,13,1
13,35,14,1
13,35,15,1
13,35,16,1
13,35,17,1
13,35,18,1
13,36,8,1
13,36,9,1
13,36,10,1
13,36,11,1
13,36,12,1
13,36,13,1
13,36,14,1
13,36,15,1
13,36,16,1
13,36,17,1
13,36,18,1
14,15,14,1
14,15,15,1
14,15,16,1
14,15,17,1
14,15,18,1
14,16,13,1
14,16,14,1
14,16,15,1
14,16,16,1
14,16,17,1
14,16,18,1
14,17,12,1
14,17,13,1
14,17,14,1
14,17,15,1
14,17,16,1
14,17,17,1
14,17,18,1
14,18,12,1
14,18,13,1
14,18,14,1
14,18,15,1
14,18,16,1
14,18,17,1
14,18,18,1
14,19,11,1
14,19,12,1
14,19,13,1
14,19,14,1
14,19,15,1
14,19,16,1
14,19,17,1
14,19,18,1
14,20,11,1
14,20,12,1
14,20,13,1
14,20,14,1
14,20,15,1
14,20,16,1
14,20,17,1
14,20,18,1
14,21,10,1
14,21,11,1
14,21,12,1
14,21,13,1
14,21,14,1
14,21,15,1
14,21,16,1
14,21,17,1
14,21,18,1
14,22,10,1
14,22,11,1
14,22,12,1
14,22,13,1
14,22,14,1
14,22,15,1
14,22,16,1
14,22,17,1
14,22,18,1
14,23,10,1
14,23,11,1
14,23,12,1
14,23,13,1
14,23,14,1
14,23,15,1
14,23,16,1
14,23,17,1
14,23,18,1
14,24,9,1
14,24,10,1
14,24,11,1
14,24,12,1
14,24,13,1
14,24,14,1
14,24,15,1
14,24,16,1
14,24,17,1
14,24,18,1
14,25,9,1
14,25,10,1
14,25,11,1
14,25,12,1
14,25,13,1
14,25,14,1
14,25,15,1
14,25,16,1
14,25,17,1
14,25,18,1
14,26,9,1
14,26,10,1
14,26,11,1
14,26,12,1
14,26,13,1
14,26,14,1
14,26,15,1
14,26,16,1
14,26,17,1
14,26,18,1
14,27,8,1
14,27,9,1
14,27,10,1
14,27,11,1
14,27,12,1
14,27,13,1
14,27,14,1
14,27,15,1
14,27,16,1
14,27,17,1
14,27,18,1
14,28,8,1
14,28,9,1
14,28,10,1
14,28,11,1
14,28,12,1
14,28,13,1
14,28,14,1
14,28,15,1
14,28,16,1
14,28,17,1
14,29,8,1
14,29,9,1
14,29,10,1
14,29,11,1
14,29,12,1
14,29,13,1
14,29,14,1
14,29,15,1
14,29,16,1
14,29,17,1
14,30,8,1
14,30,9,1
14,30,10,1
14,30,11,1
14,30,12,1
14,30,13,1
14,30,14,1
14,30,15,1
14,30,16,1
14,30,17,1
14,31,8,1
14,31,9,1
14,31,10,1
14,31,11,1
14,31,12,1
14,31,13,1
14,31,14,1
14,31,15,1
14,31,16,1
14,31,17,1
14,32,8,1
14,32,9,1
14,32,10,1
14,32,11,1
14,32,12,1
14,32,13,1
14,32,14,1
14,32,15,1
14,32,16,1
14,32,17,1
14,33,8,1
14,33,9,1
14,33,10,1
14,33,11,1
14,33,12,1
14,33,13,1
14,33,14,1
14,33,15,1
14,33,16,1
14,33,17,1
14,34,8,1
14,34,9,1
14,34,10,1
14,34,11,1
14,34,12,1
14,34,13,1
14,34,14,1
14,34,15,1
14,34,16,1
14,34,17,1
14,35,8,1
14,35,9,1
14,35,10,1
14,35,11,1
14,35,12,1
14,35,13,1
14,35,14,1
14,35,15,1
14,35,16,1
14,35,17,1
14,35,18,1
14,36,8,1
14,36,9,1
14,36,10,1
14,36,11,1
14,36,12,1
14,36,13,1
14,36,14,1
14,36,15,1
14,36,16,1
14,36,17,1
14,36,18,1
15,16,12,1
15,16,13,1
15,16,14,1
15,16,15,1
15,16,16,1
15,16,17,1
15,16,18,1
15,17,12,1
15,17,13,1
15,17,14,1
15,17,15,1
15,17,16,1
15,17,17,1
15,17,18,1
15,18,11,1
15,18,12,1
15,18,13,1
15,18,14,1
15,18,15,1
15,18,16,1
15,18,17,1
15,18,18,1
15,19,10,1
15,19,11,1
15,19,12,1
15,19,13,1
15,19,14,1
15,19,15,1
15,19,16,1
15,19,17,1
15,19,18,1
15,20,10,1
15,20,11,1
15,20,12,1
15,20,13,1
15,20,14,1
15,20,15,1
15,20,16,1
15,20,17,1
15,20,18,1
15,21,10,1
15,21,11,1
15,21,12,1
15,21,13,1
15,21,14,1
15,21,15,1
15,21,16,1
15,21,17,1
15,21,18,1
15,22,9,1
15,22,10,1
15,22,11,1
15,22,12,1
15,22,13,1
15,22,14,1
15,22,15,1
15,22,16,1
15,22,17,1
15,22,18,1
15,23,9,1
15,23,10,1
15,23,11,1
15,23,12,1
15,23,13,1
15,23,14,1
15,23,15,1
15,23,16,1
15,23,17,1
15,23,18,1
15,24,9,1
15,24,10,1
15,24,11,1
15,24,12,1
15,24,13,1
15,24,14,1
15,24,15,1
15,24,16,1
15,24,17,1
15,25,8,1
15,25,9,1
15,25,10,1
15,25,11,1
15,25,12,1
15,25,13,1
15,25,14,1
15,25,15,1
15,25,16,1
15,25,17,1
15,26,8,1
15,26,9,1
15,26,10,1
15,26,11,1
15,26,12,1
15,26,13,1
15,26,14,1
15,26,15,1
15,26,16,1
15,27,8,1
15,27,9,1
15,27,10,1
15,27,11,1
15,27,12,1
15,27,13,1
15,27,14,1
15,27,15,1
15,27,16,1
15,28,8,1
15,28,9,1
15,28,10,1
15,28,11,1
15,28,12,1
15,28,13,1
15,28,14,1
15,28,15,1
15,28,16,1
15,29,8,1
15,29,9,1
15,29,10,1
15,29,11,1
15,29,12,1
15,29,13,1
15,29,14,1
15,29,15,1
15,29,16,1
15,30,7,1
15,30,8,1
15,30,9,1
15,30,10,1
15,30,11,1
15,30,12,1
15,30,13,1
15,30,14,1
15,30,15,1
15,30,16,1
15,31,7,1
15,31,8,1
15,31,9,1
15,31,10,1
15,31,11,1
15,31,12,1
15,31,13,1
15,31,14,1
15,31,15,1
15,31,16,1
15,32,7,1
15,32,8,1
15,32,9,1
15,32,10,1
15,32,11,1
15,32,12,1
15,32,13,1
15,32,14,1
15,32,15,1
15,32,16,1
15,33,7,1
15,33,8,1
15,33,9,1
15,33,10,1
15,33,11,1
15,33,12,1
15,33,13,1
15,33,14,1
15,33,15,1
15,33,16,1
15,34,7,1
15,34,8,1
15,34,9,1
15,34,10,1
15,34,11,1
15,34,12,1
15,34,13,1
15,34,14,1
15,34,15,1
15,34,16,1
15,35,7,1
15,35,8,1
15,35,9,1
15,35,10,1
15,35,11,1
15,35,12,1
15,35,13,1
15,35,14,1
15,35,15,1
15,35,16,1
15,36,7,1
15,36,8,1
15,36,9,1
15,36,10,1
15,36,11,1
15,36,12,1
15,36,13,1
15,36,14,1
15,36,15,1
15,36,16,1
16,17,11,1
16,17,12,1
16,17,13,1
16,17,14,1
16,17,15,1
16,17,16,1
16,17,17,1
16,17,18,1
16,18,10,1
16,18,11,1
16,18,12,1
16,18,13,1
16,18,14,1
16,18,15,1
16,18,16,1
16,18,17,1
16,18,18,1
16,19,10,1
16,19,11,1
16,19,12,1
16,19,13,1
16,19,14,1
16,19,15,1
16,19,16,1
16,19,17,1
16,19,18,1
16,20,9,1
16,20,10,1
16,20,11,1
16,20,12,1
16,20,13,1
16,20,14,1
16,20,15,1
16,20,16,1
16,20,17,1
16,20,18,1
16,21,9,1
16,21,10,1
16,21,11,1
16,21,12,1
16,21,13,1
16,21,14,1
16,21,15,1
16,21,16,1
16,21,17,1
16,22,9,1
16,22,10,1
16,22,11,1
16,22,12,1
16,22,13,1
16,22,14,1
16,22,15,1
16,22,16,1
16,22,17,1
16,23,8,1
16,23,9,1
16,23,10,1
16,23,11,1
16,23,12,1
16,23,13,1
16,23,14,1
16,23,15,1
16,23,16,1
16,24,8,1
16,24,9,1
16,24,10,1
16,24,11,1
16,24,12,1
16,24,13,1
16,24,14,1
16,24,15,1
16,24,16,1
16,25,8,1
16,25,9,1
16,25,10,1
16,25,11,1
16,25,12,1
16,25,13,1
16,25,14,1
16,25,15,1
16,25,16,1
16,26,8,1
16,26,9,1
16,26,10,1
16,26,11,1
16,26,12,1
16,26,13,1
16,26,14,1
16,26,15,1
16,27,7,1
16,27,8,1
16,27,9,1
16,27,10,1
16,27,11,1
16,27,12,1
16,27,13,1
16,27,14,1
16,27,15,1
16,28,7,1
16,28,8,1
16,28,9,1
16,28,10,1
16,28,11,1
16,28,12,1
16,28,13,1
16,28,14,1
16,28,15,1
16,29,7,1
16,29,8,1
16,29,9,1
16,29,10,1
16,29,11,1
16,29,12,1
16,29,13,1
16,29,14,1
16,29,15,1
16,30,7,1
16,30,8,1
16,30,9,1
16,30,10,1
16,30,11,1
16,30,12,1
16,30,13,1
16,30,14,1
16,30,15,1
16,31,7,1
16,31,8,1
16,31,9,1
16,31,10,1
16,31,11,1
16,31,12,1
16,31,13,1
16,31,14,1
16,31,15,1
16,32,7,1
16,32,8,1
16,32,9,1
16,32,10,1
16,32,11,1
16,32,12,1
16,32,13,1
16,32,14,1
16,32,15,1
16,33,7,1
16,33,8,1
16,33,9,1
16,33,10,1
16,33,11,1
16,33,12,1
16,33,13,1
16,33,14,1
16,33,15,1
16,34,7,1
16,34,8,1
16,34,9,1
16,34,10,1
16,34,11,1
16,34,12,1
16,34,13,1
16,34,14,1
16,34,15,1
16,35,7,1
16,35,8,1
16,35,9,1
16,35,10,1
16,35,11,1
16,35,12,1
16,35,13,1
16,35,14,1
16,35,15,1
16,36,7,1
16,36,8,1
16,36,9,1
16,36,10,1
16,36,11,1
16,36,12,1
16,36,13,1
16,36,14,1
16,36,15,1
17,18,10,1
17,18,11,1
17,18,12,1
17,18,13,1
17,18,14,1
17,18,15,1
17,18,16,1
17,18,17,1
17,18,18,1
17,19,9,1
17,19,10,1
17,19,11,1
17,19,12,1
17,19,13,1
17,19,14,1
17,19,15,1
17,19,16,1
17,19,17,1
17,19,18,1
17,20,9,1
17,20,10,1
17,20,11,1
17,20,12,1
17,20,13,1
17,20,14,1
17,20,15,1
17,20,16,1
17,20,17,1
17,21,8,1
17,21,9,1
17,21,10,1
17,21,11,1
17,21,12,1
17,21,13,1
17,21,14,1
17,21,15,1
17,21,16,1
17,22,8,1
17,22,9,1
17,22,10,1
17,22,11,1
17,22,12,1
17,22,13,1
17,22,14,1
17,22,15,1
17,22,16,1
17,23,8,1
17,23,9,1
17,23,10,1
17,23,11,1
17,23,12,1
17,23,13,1
17,23,14,1
17,23,15,1
17,24,7,1
17,24,8,1
17,24,9,1
17,24,10,1
17,24,11,1
17,24,12,1
17,24,13,1
17,24,14,1
17,24,15,1
17,25,7,1
17,25,8,1
17,25,9,1
17,25,10,1
17,25,11,1
17,25,12,1
17,25,13,1
17,25,14,1
17,25,15,1
17,26,7,1
17,26,8,1
17,26,9,1
17,26,10,1
17,26,11,1
17,26,12,1
17,26,13,1
17,26,14,1
17,27,7,1
17,27,8,1
17,27,9,1
17,27,10,1
17,27,11,1
17,27,12,1
17,27,13,1
17,27,14,1
17,28,7,1
17,28,8,1
17,28,9,1
17,28,10,1
17,28,11,1
17,28,12,1
17,28,13,1
17,28,14,1
17,29,7,1
17,29,8,1
17,29,9,1
17,29,10,1
17,29,11,1
17,29,12,1
17,29,13,1
17,29,14,1
17,30,6,1
17,30,7,1
17,30,8,1
17,30,9,1
17,30,10,1
17,30,11,1
17,30,12,1
17,30,13,1
17,30,14,1
17,31,6,1
17,31,7,1
17,31,8,1
17,31,9,1
17,31,10,1
17,31,11,1
17,31,12,1
17,31,13,1
17,31,14,1
17,32,6,1
17,32,7,1
17,32,8,1
17,32,9,1
17,32,10,1
17,32,11,1
17,32,12,1
17,32,13,1
17,32,14,1
17,33,6,1
17,33,7,1
17,33,8,1
17,33,9,1
17,33,10,1
17,33,11,1
17,33,12,1
17,33,13,1
17,33,14,1
17,34,6,1
17,34,7,1
17,34,8,1
17,34,9,1
17,34,10,1
17,34,11,1
17,34,12,1
17,34,13,1
17,34,14,1
17,35,6,1
17,35,7,1
17,35,8,1
17,35,9,1
17,35,10,1
17,35,11,1
17,35,12,1
17,35,13,1
17,35,14,1
17,36,6,1
17,36,7,1
17,36,8,1
17,36,9,1
17,36,10,1
17,36,11,1
17,36,12,1
17,36,13,1
17,36,14,1
18,19,9,1
18,19,10,1
18,19,11,1
18,19,12,1
18,19,13,1
18,19,14,1
18,19,15,1
18,19,16,1
18,19,17,1
18,20,8,1
18,20,9,1
18,20,10,1
18,20,11,1
18,20,12,1
18,20,13,1
18,20,14,1
18,20,15,1
18,20,16,1
18,21,8,1
18,21,9,1
18,21,10,1
18,21,11,1
18,21,12,1
18,21,13,1
18,21,14,1
18,21,15,1
18,22,8,1
18,22,9,1
18,22,10,1
18,22,11,1
18,22,12,1
18,22,13,1
18,22,14,1
18,22,15,1
18,23,7,1
18,23,8,1
18,23,9,1
18,23,10,1
18,23,11,1
18,23,12,1
18,23,13,1
18,23,14,1
18,23,15,1
18,24,7,1
18,24,8,1
18,24,9,1
18,24,10,1
18,24,11,1
18,24,12,1
18,24,13,1
18,24,14,1
18,25,7,1
18,25,8,1
18,25,9,1
18,25,10,1
18,25,11,1
18,25,12,1
18,25,13,1
18,25,14,1
18,26,7,1
18,26,8,1
18,26,9,1
18,26,10,1
18,26,11,1
18,26,12,1
18,26,13,1
18,26,14,1
18,27,6,1
18,27,7,1
18,27,8,1
18,27,9,1
18,27,10,1
18,27,11,1
18,27,12,1
18,27,13,1
18,27,14,1
18,28,6,1
18,28,7,1
18,28,8,1
18,28,9,1
18,28,10,1
18,28,11,1
18,28,12,1
18,28,13,1
18,29,6,1
18,29,7,1
18,29,8,1
18,29,9,1
18,29,10,1
18,29,11,1
18,29,12,1
18,29,13,1
18,30,6,1
18,30,7,1
18,30,8,1
18,30,9,1
18,30,10,1
18,30,11,1
18,30,12,1
18,30,13,1
18,31,6,1
18,31,7,1
18,31,8,1
18,31,9,1
18,31,10,1
18,31,11,1
18,31,12,1
18,31,13,1
18,32,6,1
18,32,7,1
18,32,8,1
18,32,9,1
18,32,10,1
18,32,11,1
18,32,12,1
18,32,13,1
18,33,6,1
