Short Window,Long Window,Signal Window,Signal
2,31,18,1
2,32,18,1
2,33,18,1
2,34,18,1
2,35,17,1
2,35,18,1
2,36,17,1
2,36,18,1
3,22,18,1
3,23,17,1
3,23,18,1
3,24,17,1
3,24,18,1
3,25,16,1
3,25,17,1
3,25,18,1
3,26,16,1
3,26,17,1
3,26,18,1
3,27,15,1
3,27,16,1
3,27,17,1
3,27,18,1
3,28,15,1
3,28,16,1
3,28,17,1
3,28,18,1
3,29,15,1
3,29,16,1
3,29,17,1
3,29,18,1
3,30,14,1
3,30,15,1
3,30,16,1
3,30,17,1
3,30,18,1
3,31,14,1
3,31,15,1
3,31,16,1
3,31,17,1
3,31,18,1
3,32,14,1
3,32,15,1
3,32,16,1
3,32,17,1
3,32,18,1
3,33,14,1
3,33,15,1
3,33,16,1
3,33,17,1
3,33,18,1
3,34,14,1
3,34,15,1
3,34,16,1
3,34,17,1
3,34,18,1
3,35,13,1
3,35,14,1
3,35,15,1
3,35,16,1
3,35,17,1
3,35,18,1
3,36,13,1
3,36,14,1
3,36,15,1
3,36,16,1
3,36,17,1
3,36,18,1
4,17,18,1
4,18,17,1
4,18,18,1
4,19,16,1
4,19,17,1
4,19,18,1
4,20,16,1
4,20,17,1
4,20,18,1
4,21,15,1
4,21,16,1
4,21,17,1
4,21,18,1
4,22,15,1
4,22,16,1
4,22,17,1
4,22,18,1
4,23,14,1
4,23,15,1
4,23,16,1
4,23,17,1
4,23,18,1
4,24,14,1
4,24,15,1
4,24,16,1
4,24,17,1
4,24,18,1
4,25,13,1
4,25,14,1
4,25,15,1
4,25,16,1
4,25,17,1
4,25,18,1
4,26,13,1
4,26,14,1
4,26,15,1
4,26,16,1
4,26,17,1
4,26,18,1
4,27,13,1
4,27,14,1
4,27,15,1
4,27,16,1
4,27,17,1
4,27,18,1
4,28,12,1
4,28,13,1
4,28,14,1
4,28,15,1
4,28,16,1
4,28,17,1
4,28,18,1
4,29,12,1
4,29,13,1
4,29,14,1
4,29,15,1
4,29,16,1
4,29,17,1
4,29,18,1
4,30,12,1
4,30,13,1
4,30,14,1
4,30,15,1
4,30,16,1
4,30,17,1
4,30,18,1
4,31,12,1
4,31,13,1
4,31,14,1
4,31,15,1
4,31,16,1
4,31,17,1
4,31,18,1
4,32,11,1
4,32,12,1
4,32,13,1
4,32,14,1
4,32,15,1
4,32,16,1
4,32,17,1
4,32,18,1
4,33,11,1
4,33,12,1
4,33,13,1
4,33,14,1
4,33,15,1
4,33,16,1
4,33,17,1
4,33,18,1
4,34,11,1
4,34,12,1
4,34,13,1
4,34,14,1
4,34,15,1
4,34,16,1
4,34,17,1
4,34,18,1
4,35,11,1
4,35,12,1
4,35,13,1
4,35,14,1
4,35,15,1
4,35,16,1
4,35,17,1
4,35,18,1
4,36,11,1
4,36,12,1
4,36,13,1
4,36,14,1
4,36,15,1
4,36,16,1
4,36,17,1
4,36,18,1
5,15,17,1
5,15,18,1
5,16,16,1
5,16,17,1
5,16,18,1
5,17,15,1
5,17,16,1
5,17,17,1
5,17,18,1
5,18,15,1
5,18,16,1
5,18,17,1
5,18,18,1
5,19,14,1
5,19,15,1
5,19,16,1
5,19,17,1
5,19,18,1
5,20,13,1
5,20,14,1
5,20,15,1
5,20,16,1
5,20,17,1
5,20,18,1
5,21,13,1
5,21,14,1
5,21,15,1
5,21,16,1
5,21,17,1
5,21,18,1
5,22,12,1
5,22,13,1
5,22,14,1
5,22,15,1
5,22,16,1
5,22,17,1
5,22,18,1
5,23,12,1
5,23,13,1
5,23,14,1
5,23,15,1
5,23,16,1
5,23,17,1
5,23,18,1
5,24,12,1
5,24,13,1
5,24,14,1
5,24,15,1
5,24,16,1
5,24,17,1
5,24,18,1
5,25,11,1
5,25,12,1
5,25,13,1
5,25,14,1
5,25,15,1
5,25,16,1
5,25,17,1
5,25,18,1
5,26,11,1
5,26,12,1
5,26,13,1
5,26,14,1
5,26,15,1
5,26,16,1
5,26,17,1
5,26,18,1
5,27,11,1
5,27,12,1
5,27,13,1
5,27,14,1
5,27,15,1
5,27,16,1
5,27,17,1
5,27,18,1
5,28,10,1
5,28,11,1
5,28,12,1
5,28,13,1
5,28,14,1
5,28,15,1
5,28,16,1
5,28,17,1
5,28,18,1
5,29,10,1
5,29,11,1
5,29,12,1
5,29,13,1
5,29,14,1
5,29,15,1
5,29,16,1
5,29,17,1
5,29,18,1
5,30,10,1
5,30,11,1
5,30,12,1
5,30,13,1
5,30,14,1
5,30,15,1
5,30,16,1
5,30,17,1
5,30,18,1
5,31,10,1
5,31,11,1
5,31,12,1
5,31,13,1
5,31,14,1
5,31,15,1
5,31,16,1
5,31,17,1
5,31,18,1
5,32,10,1
5,32,11,1
5,32,12,1
5,32,13,1
5,32,14,1
5,32,15,1
5,32,16,1
5,32,17,1
5,32,18,1
5,33,10,1
5,33,11,1
5,33,12,1
5,33,13,1
5,33,14,1
5,33,15,1
5,33,16,1
5,33,17,1
5,33,18,1
5,34,9,1
5,34,10,1
5,34,11,1
5,34,12,1
5,34,13,1
5,34,14,1
5,34,15,1
5,34,16,1
5,34,17,1
5,34,18,1
5,35,9,1
5,35,10,1
5,35,11,1
5,35,12,1
5,35,13,1
5,35,14,1
5,35,15,1
5,35,16,1
5,35,17,1
5,35,18,1
5,36,9,1
5,36,10,1
5,36,11,1
5,36,12,1
5,36,13,1
5,36,14,1
5,36,15,1
5,36,16,1
5,36,17,1
5,36,18,1
6,13,17,1
6,13,18,1
6,14,16,1
6,14,17,1
6,14,18,1
6,15,15,1
6,15,16,1
6,15,17,1
6,15,18,1
6,16,14,1
6,16,15,1
6,16,16,1
6,16,17,1
6,16,18,1
6,17,13,1
6,17,14,1
6,17,15,1
6,17,16,1
6,17,17,1
6,17,18,1
6,18,13,1
6,18,14,1
6,18,15,1
6,18,16,1
6,18,17,1
6,18,18,1
6,19,12,1
6,19,13,1
6,19,14,1
6,19,15,1
6,19,16,1
6,19,17,1
6,19,18,1
6,20,12,1
6,20,13,1
6,20,14,1
6,20,15,1
6,20,16,1
6,20,17,1
6,20,18,1
6,21,11,1
6,21,12,1
6,21,13,1
6,21,14,1
6,21,15,1
6,21,16,1
6,21,17,1
6,21,18,1
6,22,11,1
6,22,12,1
6,22,13,1
6,22,14,1
6,22,15,1
6,22,16,1
6,22,17,1
6,22,18,1
6,23,10,1
6,23,11,1
6,23,12,1
6,23,13,1
6,23,14,1
6,23,15,1
6,23,16,1
6,23,17,1
6,23,18,1
6,24,10,1
6,24,11,1
6,24,12,1
6,24,13,1
6,24,14,1
6,24,15,1
6,24,16,1
6,24,17,1
6,24,18,1
6,25,10,1
6,25,11,1
6,25,12,1
6,25,13,1
6,25,14,1
6,25,15,1
6,25,16,1
6,25,17,1
6,25,18,1
6,26,9,1
6,26,10,1
6,26,11,1
6,26,12,1
6,26,13,1
6,26,14,1
6,26,15,1
6,26,16,1
6,26,17,1
6,26,18,1
6,27,9,1
6,27,10,1
6,27,11,1
6,27,12,1
6,27,13,1
6,27,14,1
6,27,15,1
6,27,16,1
6,27,17,1
6,27,18,1
6,28,9,1
6,28,10,1
6,28,11,1
6,28,12,1
6,28,13,1
6,28,14,1
6,28,15,1
6,28,16,1
6,28,17,1
6,28,18,1
6,29,9,1
6,29,10,1
6,29,11,1
6,29,12,1
6,29,13,1
6,29,14,1
6,29,15,1
6,29,16,1
6,29,17,1
6,29,18,1
6,30,9,1
6,30,10,1
6,30,11,1
6,30,12,1
6,30,13,1
6,30,14,1
6,30,15,1
6,30,16,1
6,30,17,1
6,30,18,1
6,31,8,1
6,31,9,1
6,31,10,1
6,31,11,1
6,31,12,1
6,31,13,1
6,31,14,1
6,31,15,1
6,31,16,1
6,31,17,1
6,31,18,1
6,32,8,1
6,32,9,1
6,32,10,1
6,32,11,1
6,32,12,1
6,32,13,1
6,32,14,1
6,32,15,1
6,32,16,1
6,32,17,1
6,32,18,1
6,33,8,1
6,33,9,1
6,33,10,1
6,33,11,1
6,33,12,1
6,33,13,1
6,33,14,1
6,33,15,1
6,33,16,1
6,33,17,1
6,33,18,1
6,34,8,1
6,34,9,1
6,34,10,1
6,34,11,1
6,34,12,1
6,34,13,1
6,34,14,1
6,34,15,1
6,34,16,1
6,34,17,1
6,34,18,1
6,35,8,1
6,35,9,1
6,35,10,1
6,35,11,1
6,35,12,1
6,35,13,1
6,35,14,1
6,35,15,1
6,35,16,1
6,35,17,1
6,35,18,1
6,36,8,1
6,36,9,1
6,36,10,1
6,36,11,1
6,36,12,1
6,36,13,1
6,36,14,1
6,36,15,1
6,36,16,1
6,36,17,1
6,36,18,1
7,11,18,1
7,12,16,1
7,12,17,1
7,12,18,1
7,13,15,1
7,13,16,1
7,13,17,1
7,13,18,1
7,14,14,1
7,14,15,1
7,14,16,1
7,14,17,1
7,14,18,1
7,15,13,1
7,15,14,1
7,15,15,1
7,15,16,1
7,15,17,1
7,15,18,1
7,16,12,1
7,16,13,1
7,16,14,1
7,16,15,1
7,16,16,1
7,16,17,1
7,16,18,1
7,17,12,1
7,17,13,1
7,17,14,1
7,17,15,1
7,17,16,1
7,17,17,1
7,17,18,1
7,18,11,1
7,18,12,1
7,18,13,1
7,18,14,1
7,18,15,1
7,18,16,1
7,18,17,1
7,18,18,1
7,19,11,1
7,19,12,1
7,19,13,1
7,19,14,1
7,19,15,1
7,19,16,1
7,19,17,1
7,19,18,1
7,20,10,1
7,20,11,1
7,20,12,1
7,20,13,1
7,20,14,1
7,20,15,1
7,20,16,1
7,20,17,1
7,20,18,1
7,21,10,1
7,21,11,1
7,21,12,1
7,21,13,1
7,21,14,1
7,21,15,1
7,21,16,1
7,21,17,1
7,21,18,1
7,22,9,1
7,22,10,1
7,22,11,1
7,22,12,1
7,22,13,1
7,22,14,1
7,22,15,1
7,22,16,1
7,22,17,1
7,22,18,1
7,23,9,1
7,23,10,1
7,23,11,1
7,23,12,1
7,23,13,1
7,23,14,1
7,23,15,1
7,23,16,1
7,23,17,1
7,23,18,1
7,24,9,1
7,24,10,1
7,24,11,1
7,24,12,1
7,24,13,1
7,24,14,1
7,24,15,1
7,24,16,1
7,24,17,1
7,24,18,1
7,25,9,1
7,25,10,1
7,25,11,1
7,25,12,1
7,25,13,1
7,25,14,1
7,25,15,1
7,25,16,1
7,25,17,1
7,25,18,1
7,26,8,1
7,26,9,1
7,26,10,1
7,26,11,1
7,26,12,1
7,26,13,1
7,26,14,1
7,26,15,1
7,26,16,1
7,26,17,1
7,27,8,1
7,27,9,1
7,27,10,1
7,27,11,1
7,27,12,1
7,27,13,1
7,27,14,1
7,27,15,1
7,27,16,1
7,27,17,1
7,28,8,1
7,28,9,1
7,28,10,1
7,28,11,1
7,28,12,1
7,28,13,1
7,28,14,1
7,28,15,1
7,28,16,1
7,28,17,1
7,29,8,1
7,29,9,1
7,29,10,1
