TICKER,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW
DOCN,8,38,2,4
PODD,19,20
HUT,2,4,2,5
SMH,73,79
FSLR,17,27
BKR,3,33,7,23
FTNT,16,22
SCHW,7,14,
APA,20,25,3,24
SWKS,20,21,10,23
WST,3,34,62,84
ZS,2,4,4,6
