Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio
AMT,TRUE,66,72,,,94,55.31914894,1.838059944,13.91973938,409.2230531,342.9980458,0.2923145269,1,119.6218432,1.23438045,0,0,6753,6754 days 00:00:00,1000,39466.967,3846.6967,935.971223,100,3883.401286,67.07277185,832 days 00:00:00,94,0,0,207.8561771,-24.00288881,16.05137346,-6.265495645,59 days 18:00:00,22 days 18:17:08.571428571,0.7621147668,0.3275995587,1.175601866
JPM,TRUE,22,77,,,80,50.63291139,2.626716907,6.997342781,441.5985866,338.7791228,0.1488042516,1,65.71174717,0.8613113855,0,0,11290,11291 days 00:00:00,1000,38895.36329,3789.536329,4687.933921,100,1456.035803,59.67912679,4522 days 00:00:00,79,1,3009.074944,73.12108879,-15.51198878,18.06718565,-6.41686372,122 days 19:48:00,44 days 09:50:46.153846153,0.5686123135,0.2105107738,1.119792408
ABT,FALSE,,,70,88,39,44.73684211,2.412093996,3.365810452,861.7742821,336.32146,0.07254207263,1,62.51489256,0.8677112004,0,0,11290,11291 days 00:00:00,1000,34582.8669,3358.28669,22828.93894,100,1251.493854,46.59931449,3591 days 00:00:00,38,1,835.4441838,108.7552814,-16.26019978,37.89545729,-6.903704488,398 days 16:56:28.235294116,59 days 18:17:08.571428571,0.5985599302,0.2604392904,1.105834158
FANG,TRUE,44,47,,,67,62.68656716,1.960278109,21.6338392,342.8537195,325.6412533,0.4543106232,1,155.762087,1.802451464,0,0,3097,3098 days 00:00:00,1000,23971.19921,2297.119921,803.6000279,100,1706.13087,37.98061073,493 days 00:00:00,67,0,0,146.4708526,-23.89283091,13.70282388,-5.830756022,36 days 00:00:00,12 days 11:31:12,1.164667447,1.195239297,1.24496942
GOOGL,FALSE,,,9,46,64,50.79365079,2.430293596,12.23063483,432.8296385,317.96484,0.2609202097,1,112.934,1.602375103,0,0,5151,5152 days 00:00:00,1000,31728.94232,3072.894232,7281.090916,100,1587.557233,33.8514534,768 days 00:00:00,63,1,3460.675091,73.99108161,-8.885214425,16.77503814,-3.906416788,89 days 01:30:00,15 days 08:30:58.064516129,1.03587533,0.8198590224,1.218800497
UNP,FALSE,,,45,63,57,53.57142857,2.71103774,4.925675081,448.7776057,309.075486,0.1052863049,1,47.25013581,0.8088915089,0,0,11369,11370 days 00:00:00,1000,25286.51219,2428.651219,7928.404388,100,984.7416399,51.97069025,2566 days 00:00:00,56,1,-845.0337346,64.62144136,-13.84273427,19.63407576,-6.705559673,222 days 22:24:00,37 days 12:00:00,0.5473626198,0.210244793,1.100434796
LIN,TRUE,68,86,,,62,59.67741935,2.660220629,7.568359375,356.4104542,302.7361526,0.1589355469,1,56.64629046,1.003080901,0,0,8192,8193 days 00:00:00,1000,23097.44816,2209.744816,5228.882028,100,1169.721137,44.90957913,1322 days 00:00:00,62,0,0,41.26792453,-20.72633121,13.57483114,-5.263713563,110 days 02:35:40.540540540,60 days 20:09:36,0.6822317054,0.3342948354,1.128059959
WBA,FALSE,,,32,75,67,35.82089552,1.38688452,5.93445527,552.4656333,299.8456626,0.1246235607,1,68.85023438,0.8840154169,0,0,11290,11291 days 00:00:00,1000,38015.19743,3701.519743,4503.223104,100,4367.223981,52.06885726,2365 days 00:00:00,67,0,0,205.170632,-16.21249493,37.19603616,-6.097481324,220 days 19:00:00,33 days 03:20:55.813953488,0.5953615482,0.2396795767,1.118921361
GOOGL,FALSE,,,6,69,58,40.35087719,3.210500536,11.12412178,567.8519635,299.8300083,0.237704918,1,134.9812044,1.692729645,0,0,5124,5125 days 00:00:00,1000,38540.69997,3754.069997,7576.589362,100,1554.695227,24.63328621,454 days 00:00:00,57,1,5173.138054,102.0363109,-7.756634296,23.98562609,-2.966399798,123 days 04:10:26.086956522,17 days 21:52:56.470588235,1.09212066,1.205788036,1.22718119
ILMN,TRUE,8,59,,,67,52.23880597,1.687207077,10.86075539,372.5901866,294.9040374,0.2280758632,1,84.97882843,1.012539155,0,0,6169,6170 days 00:00:00,1000,25963.5425,2496.35425,482.9166141,100,1936.566419,69.63465671,1155 days 00:00:00,67,0,0,118.2860452,-27.70868173,21.68322355,-8.693100562,82 days 21:56:34.285714285,21 days 11:15:00,0.6474946661,0.3051163519,1.155388284
FSLR,TRUE,20,30,,,75,48.64864865,1.677228568,16.24231782,390.2983379,287.6891926,0.3456979807,1,134.9253473,1.297026206,0,0,4556,4557 days 00:00:00,1000,28957.9425,2795.79425,638.197278,100,1739.317798,66.35917601,1568 days 00:00:00,74,1,-924.1345094,234.7928453,-22.00322657,25.76521638,-9.022548412,45 days 10:40:00,20 days 07:34:44.210526315,0.7801614138,0.4662969505,1.184625452
EA,FALSE,,,21,34,100,36,1.454092834,11.25492403,523.8319927,285.7265415,0.2363534046,1,123.8094749,0.9313074063,0,0,8885,8886 days 00:00:00,1000,53383.19927,5238.319927,28626.30208,100,6619.233295,68.75393658,2530 days 00:00:00,100,0,0,145.8076923,-13.70776491,27.09769142,-5.629480562,101 days 22:00:00,26 days 00:45:00,0.6072584641,0.2581421752,1.127634255
PCAR,TRUE,66,84,,,93,51.08695652,2.412972795,8.148804252,368.2242369,285.0220542,0.1729849424,1,63.69724841,0.7911886568,0,0,11290,11291 days 00:00:00,1000,31292.67157,3029.267157,12434.32661,100,1660.639347,58.17436814,1712 days 00:00:00,92,1,-3583.958218,52.24557294,-26.09999487,16.55660728,-6.799009141,93 days 09:11:29.361702127,50 days 17:36:00,0.5375921272,0.2023996396,1.11309214
DE,TRUE,22,62,,,121,47.5,2.06254287,9.051821679,394.8849091,284.1974725,0.1916723241,1,75.68850826,0.7959350061,0,0,13257,13258 days 00:00:00,1000,53986.72592,5298.672592,15818.44524,100,2761.590373,47.32730456,1719 days 00:00:00,120,1,5600.536831,132.5673237,-21.84767255,16.708661,-6.290348105,96 days 00:00:00,32 days 20:11:25.714285714,0.5447746721,0.2452461531,1.109659843
CTSH,FALSE,,,19,34,74,36.98630137,1.870533131,10.93796823,485.1808889,271.8946451,0.2328438717,1,112.9713967,1.068868524,0,0,6674,6675 days 00:00:00,1000,35415.93233,3441.593233,37916.05926,100,2503.25342,65.62705216,1447 days 00:00:00,73,1,-1002.272561,202.7414699,-22.52659376,33.5676725,-6.523265412,113 days 21:20:00,22 days 22:26:05.217391304,0.6829041473,0.3281906099,1.157065264
DLTR,FALSE,,,20,21,91,43.33333333,1.746246895,11.99200533,411.0897219,269.9073932,0.2546302465,1,104.6758772,1.04530407,0,0,7505,7506 days 00:00:00,1000,40474.10107,3947.410107,6401.962971,100,3114.577861,44.51447906,1192 days 00:00:00,90,1,2476.026091,78.62017374,-19.46039901,20.60609621,-6.055182712,89 days 13:32:18.461538462,21 days 03:17:38.823529411,0.6958906117,0.4429197306,1.147509398
ENPH,FALSE,,,3,11,153,37.5,1.249676479,47.41110418,474.9810088,269.8755732,1.002183406,3,476.0180852,1.714648924,0,0,3206,3207 days 00:00:00,1000,72252.50891,7125.250891,882.6974898,100,15057.84722,69.15486411,763 days 00:00:00,152,1,-944.6044219,104.8012853,-26.43160442,22.48009796,-6.321404534,20 days 23:34:44.210526315,4 days 21:58:44.210526315,1.038486138,0.9076093094,1.2469184
FTNT,TRUE,21,37,,,51,50,2.557188804,13.06165099,467.1538166,268.1093989,0.2797805643,1,130.7005584,1.541015109,0,0,3828,3829 days 00:00:00,1000,25963.62056,2496.362056,6377.738116,100,751.8502272,51.38939356,952 days 00:00:00,50,1,1605.929735,148.5084565,-18.24449792,27.54196548,-7.416183725,70 days 13:26:24,25 days 00:57:36,1.030819882,0.7083797679,1.225407277
DLTR,TRUE,17,41,,,88,45.97701149,1.867483139,11.59227182,381.3381775,265.6483298,0.2462358428,1,93.89912752,0.9621669403,0,0,7505,7506 days 00:00:00,1000,35141.15747,3414.115747,6401.962971,100,2170.070873,64.06788184,1178 days 00:00:00,87,1,964.736032,72.33013825,-42.96817307,20.79704248,-6.958691919,82 days 07:48:00,26 days 09:42:07.659574468,0.6702610286,0.2949471532,1.147233637
GOOG,TRUE,9,39,,,76,56,2.240668436,14.56027956,303.5395983,257.5487501,0.309842749,1,94.04954356,1.542740312,0,0,5151,5152 days 00:00:00,1000,25174.38298,2417.438298,7388.196553,100,1708.288945,40.62231587,807 days 00:00:00,75,1,1408.913108,51.4015588,-11.70103051,11.98316891,-4.116975666,59 days 17:08:34.285714286,19 days 06:32:43.636363636,0.9813323876,0.6320689618,1.217883461
CTAS,FALSE,,,46,54,56,50,2.683470488,5.358851675,394.3593682,253.4908703,0.1125358852,1,44.37958058,0.7821050603,0,0,10450,10451 days 00:00:00,1000,23084.12462,2208.412462,84853.77165,100,690.0558527,78.5634682,4804 days 00:00:00,56,0,0,120.8400241,-18.21962639,23.41235417,-7.490451746,219 days 21:25:42.857142856,48 days 09:25:42.857142857,0.5385916545,0.1474857395,1.10254205
DXCM,FALSE,,,35,45,37,41.66666667,2.120476639,7.258064516,726.4442977,250.1529951,0.1566532258,1,113.7998426,1.211872674,0,0,4960,4961 days 00:00:00,1000,27442.93993,2644.293993,2633.901173,100,762.0373831,61.09992767,843 days 00:00:00,36,1,290.9452097,147.4752211,-23.31398857,52.63277944,-10.12115593,166 days 12:48:00,28 days 16:00:00,0.7703795494,0.4516240267,1.162728969
FTNT,TRUE,7,24,,,81,49.38271605,2.093350733,21.31018153,329.6652951,246.6631463,0.4475138122,1,147.5297729,1.64354588,0,0,3801,3802 days 00:00:00,1000,27702.8889,2670.28889,5680.987079,100,1595.676748,48.81261272,755 days 00:00:00,81,0,0,76.82466585,-20.10271169,16.47885328,-5.745970953,45 days 19:48:00,13 days 05:51:13.170731707,1.05715966,0.7694296103,1.230204088
META,TRUE,43,49,,,50,63.26530612,7.754864399,15.31728665,337.2906683,240.036977,0.3282275711,1,110.7080968,1.931511703,0,0,3199,3200 days 00:00:00,1000,20949.87311,1994.987311,1769.003474,100,397.624526,24.35492658,187 days 00:00:00,49,1,3422.630365,144.3910689,-10.56584555,14.63295936,-4.440382265,51 days 06:11:36.774193548,24 days 01:20:00,1.191429963,1.703175626,1.266827325
GOOGL,TRUE,9,39,,,77,57.89473684,2.069496237,14.75441662,265.5341103,232.9246582,0.3139196273,1,83.35636893,1.487207059,0,0,5151,5152 days 00:00:00,1000,22446.84949,2144.684949,7281.090916,100,1651.846234,42.89302607,807 days 00:00:00,76,1,1266.257109,51.40157134,-11.84850426,11.46056169,-4.627230055,58 days 20:10:54.545454546,17 days 21:00:00,0.9501212771,0.5748999095,1.209127951
ON,TRUE,13,22,,,144,44.44444444,1.494763781,23.21457359,340.8064208,229.4992733,0.4875060455,1,166.1451905,1.146706471,0,0,6203,6204 days 00:00:00,1000,50076.1246,4907.61246,175.0416756,100,5515.900296,76.86749975,1604 days 00:00:00,144,0,0,95.03800445,-28.4070558,17.14860987,-6.453985199,33 days 10:52:30,14 days 03:18:00,0.7070037799,0.3368252605,1.16455309
ILMN,FALSE,,,21,32,61,47.54098361,1.501127451,9.931618365,339.9762928,226.3386706,0.2085639857,1,70.90681067,0.9686244455,0,0,6142,6143 days 00:00:00,1000,21738.55386,2073.855386,609.9868055,100,1803.294685,71.4112187,1203 days 00:00:00,61,0,0,113.5990713,-24.52446364,26.92508419,-9.708346055,100 days 02:28:57.931034482,24 days 06:00:00,0.6237659341,0.2811257908,1.146360336
TXN,FALSE,,,38,78,68,36.76470588,2.145916496,5.129752565,399.7337817,222.6681048,0.1077248039,1,43.06124323,0.6555417124,0,0,13256,13257 days 00:00:00,1000,28181.89715,2718.189715,11133.83531,100,951.8739513,65.73622713,3104 days 00:00:00,68,0,0,362.1422131,-17.50063926,40.54700264,-7.8188646,233 days 22:04:48,45 days 03:20:55.813953488,0.4524335895,0.1464641186,1.090304188
BLK,FALSE,,,12,88,51,46,2.755658899,7.874015748,421.0776395,222.332087,0.1686614173,1,71.01955149,1.207887002,0,0,6350,6351 days 00:00:00,1000,28794.31516,2779.431516,7292.425159,100,1074.041875,37.92279885,1097 days 00:00:00,50,1,6740.433183,147.1101695,-13.2955721,24.58716965,-4.682057067,151 days 13:33:54.782608696,32 days 02:40:00,0.8056589539,0.5617219312,1.157781794
INTU,FALSE,,,49,60,43,50,2.260044783,5.246065451,455.4254154,219.5577072,0.1127904072,1,51.36761805,0.8010420221,0,0,8006,8007 days 00:00:00,1000,18412.86685,1741.286685,24034.93231,100,548.384015,74.58227487,4554 days 00:00:00,42,1,-1715.000594,99.42272126,-26.76915042,32.10613918,-9.95949121,223 days 14:51:25.714285716,41 days 00:00:00,0.5281127635,0.1904099772,1.111776819
TTD,TRUE,2,69,,,35,40,3.980450223,16.82692308,673.0478996,216.3147519,0.3533653846,1,237.8318299,2.291721396,0,0,2080,2081 days 00:00:00,1000,24556.67649,2355.667649,3932.890358,100,678.1991055,37.46491175,613 days 00:00:00,35,0,0,122.9462221,-10.45452463,37.20891142,-3.798074987,80 days 03:25:42.857142857,9 days 04:34:17.142857142,1.203025758,2.010407345,1.299410901
BKNG,FALSE,,,36,48,41,37.5,1.666288448,6.174745292,616.4712329,212.2834824,0.1329113924,1,81.93604994,1.047240312,0,0,6478,6479 days 00:00:00,1000,33954.31201,3295.431201,913.0498013,100,1330.650982,68.23338974,1859 days 00:00:00,40,1,8295.462694,246.2264696,-29.56819277,64.61057349,-11.02565594,195 days 11:12:00,42 days 07:40:48,0.6589777051,0.3219471106,1.158302214
ADSK,FALSE,,,13,28,141,38.29787234,1.363643061,14.16658294,363.3428149,210.8372233,0.2974982417,1,108.0938486,0.8465612439,0,0,9953,9954 days 00:00:00,1000,52231.3369,5123.13369,59417.99927,100,6852.902876,67.54387599,2304 days 00:00:00,141,0,0,136.872093,-23.825,22.92354919,-6.863227907,80 days 23:06:40,18 days 11:18:37.241379310,0.574713936,0.2311045385,1.118542176
MA,FALSE,,,14,82,34,42.42424242,2.493704062,7.052789057,646.7261482,207.8550522,0.1525967087,1,98.68828164,1.50136217,0,0,4679,4680 days 00:00:00,1000,26073.38943,2507.338943,11469.56572,100,880.7331594,45.96531391,1089 days 00:00:00,33,1,3731.426544,157.6188456,-11.40664818,40.84835262,-5.438356423,216 days 17:08:34.285714288,28 days 22:44:12.631578947,0.9847188567,0.6300162365,1.190042779
LLY,FALSE,,,79,85,47,34.04255319,4.459148235,3.545564273,564.326894,207.2826057,0.07445684973,1,42.01800274,0.7027293052,0,0,13256,13257 days 00:00:00,1000,27523.36402,2652.336402,19252.4629,100,328.7513123,74.75587536,5278 days 00:00:00,47,0,0,152.5516598,-16.02603664,50.83955691,-7.842957591,383 days 21:00:00,76 days 06:11:36.774193549,0.485309184,0.1278381692,1.096289636
CVS,FALSE,,,55,89,46,41.30434783,1.6421121,3.517895381,471.6521511,205.7252266,0.073875803,1,34.8436814,0.6875113667,0,0,13076,13077 days 00:00:00,1000,22695.99895,2169.599895,2637.846257,100,1104.736391,51.97691553,2370 days 00:00:00,46,0,0,161.2914988,-17.2645685,38.13145535,-7.451103544,308 days 17:41:03.157894740,74 days 18:39:59.999999999,0.4710157519,0.1751838838,1.094489212
ROP,FALSE,,,52,89,34,47.05882353,2.332175325,4.107272288,559.5333814,205.5219032,0.08625271805,1,48.26127498,0.8471757554,0,0,8278,8279 days 00:00:00,1000,20024.13497,1902.413497,25495.60174,100,615.6380694,53.74402417,2307 days 00:00:00,34,0,0,250.3184615,-25.75581395,46.14351378,-10.56759239,343 days 07:30:00,47 days 04:00:00,0.5832099765,0.2628267441,1.110125433
CRM,FALSE,,,8,55,63,41.93548387,2.115705319,12.00619675,329.7056747,196.7940207,0.2561967467,1,84.46952122,1.330509361,0,0,5164,5165 days 00:00:00,1000,27255.58,2625.558,7770.930167,100,1000.954112,44.35462611,919 days 00:00:00,62,1,5813.828167,87.9248164,-12.45472489,23.60639006,-5.624495449,106 days 07:23:04.615384616,13 days 20:00:00,0.8399112788,0.5931932134,1.174955732
ABT,TRUE,82,85,,,195,59.27835052,1.509083644,17.1833481,218.2314653,196.0060802,0.3627103632,1,79.15481401,0.9314531425,0,0,11290,11291 days 00:00:00,1000,43418.21068,4241.821068,22828.93894,100,8620.281743,41.40135235,2475 days 00:00:00,194,1,81.30642447,39.99882914,-15.87577606,6.44426361,-3.801741109,46 days 07:55:49.565217391,25 days 03:38:44.050632911,0.6338099167,0.3131320993,1.118730806
CRM,FALSE,,,16,42,57,50,2.345820371,10.78790214,301.8379027,194.0188539,0.2305914082,1,69.60122704,1.172890001,0,0,5191,5192 days 00:00:00,1000,17413.14011,1641.314011,7477.441212,100,642.6522538,36.41319095,976 days 00:00:00,56,1,-489.7824414,93.37138971,-15.69041396,21.50405958,-7.50498042,104 days 19:42:51.428571428,13 days 11:08:34.285714285,0.7460300948,0.6109291721,1.154131166
MS,TRUE,30,49,,,84,57.8313253,2.062028214,10.35041776,221.0721688,193.7105531,0.2199775533,1,48.63091479,0.8720359458,0,0,8019,8020 days 00:00:00,1000,23886.01816,2288.601816,1535.612931,100,1196.317731,74.32723396,3472 days 00:00:00,83,1,4537.028156,50.34464286,-31.43925491,14.06523801,-8.016906017,77 days 23:30:00,28 days 18:30:51.428571428,0.5877984616,0.2090348026,1.125387329
XOM,FALSE,,,81,89,54,38.88888889,2.245061774,3.405865658,400.258943,192.9623004,0.07152317881,1,28.62779195,0.6446484839,0,0,15855,15856 days 00:00:00,1000,22613.98292,2161.398292,6647.247737,100,941.3519686,40.64326003,2706 days 00:00:00,54,0,0,119.2501773,-10.72583896,30.31847086,-5.504028284,396 days 16:00:00,62 days 05:05:27.272727273,0.4512473905,0.1831251038,1.083720527
MPWR,FALSE,,,22,38,44,52.27272727,2.357064407,8.697371022,361.7461611,191.0046305,0.1826447915,1,66.07105216,1.050561374,0,0,5059,5060 days 00:00:00,1000,16916.83109,1591.683109,6126.626044,100,580.2228848,43.64075894,666 days 00:00:00,44,0,0,94.9289497,-17.12000045,26.81868827,-9.930703305,125 days 03:07:49.565217392,24 days 03:25:42.857142857,0.708589039,0.5185992409,1.140627775
PNC,TRUE,13,82,,,101,41,1.750057868,8.074935401,303.7074543,188.6667519,0.1712693798,1,52.01578735,0.8440945675,0,0,12384,12385 days 00:00:00,1000,37892.71053,3689.271053,7213.142904,100,2298.494907,46.43722299,1665 days 00:00:00,100,1,6521.9651,131.8711864,-19.66356397,19.97240591,-5.341113211,135 days 06:26:20.487804880,33 days 04:04:04.067796610,0.5599184905,0.2434864185,1.119907456
NXPI,TRUE,53,55,,,87,56.32183908,2.156328586,23.84214853,217.3917884,185.513717,0.5006851192,2,108.8448335,1.563093216,0,0,3649,3650 days 00:00:00,1000,19913.08559,1891.308559,1420.928519,100,1574.480473,32.76431066,642 days 00:00:00,87,0,0,114.9340167,-16.13618881,12.28305005,-4.990059626,33 days 04:24:29.387755102,18 days 03:47:22.105263158,1.007780165,1.064253543,1.210321121
MA,FALSE,,,13,47,50,51.02040816,2.094326695,10.41223969,319.7692148,183.5222766,0.223119422,1,71.34672237,1.378290902,0,0,4706,4707 days 00:00:00,1000,17745.96686,1674.596686,12133.69591,100,931.8457634,53.82306443,1116 days 00:00:00,49,1,1077.275342,106.1110178,-12.65619228,20.72387946,-5.415275573,122 days 15:21:36,16 days 18:00:00,0.9063198668,0.4642189967,1.179506653
EBAY,TRUE,12,21,,,167,48.19277108,1.479024501,25.12486756,247.9063379,181.0195969,0.530800666,2,131.5888492,1.185780999,0,0,6607,6608 days 00:00:00,1000,43070.3571,4207.03571,7460.265053,100,6608.962599,55.65226228,1037 days 00:00:00,166,1,917.9050116,206.6627338,-15.07872685,12.2646044,-4.884982988,31 days 18:00:00,11 days 16:44:39.069767441,0.7203770276,0.4151159495,1.181643594
WBA,TRUE,18,54,,,119,47.45762712,1.37816758,10.45172719,235.4251193,169.2835989,0.2213463242,1,52.11048479,0.8416855605,0,0,11290,11291 days 00:00:00,1000,28514.28784,2751.428784,4503.223104,100,4485.90015,63.17565297,3548 days 00:00:00,118,1,-265.8762441,82.62327647,-14.41285627,13.63317537,-5.263980073,81 days 23:08:34.285714285,27 days 17:25:09.677419355,0.5640872735,0.1810668507,1.115929668
V,TRUE,79,89,,,42,75.6097561,4.770147054,9.708737864,270.9536837,168.3197126,0.2088562633,1,56.59037392,1.458114881,0,0,4223,4224 days 00:00:00,1000,13438.49143,1243.849143,2156.000026,100,500.7742956,36.36491161,604 days 00:00:00,41,1,1329.390395,114.5866246,-11.84945034,11.3000129,-4.146782683,82 days 00:46:27.096774193,47 days 00:00:00,0.9814417483,0.6921636245,1.193757203
HON,TRUE,60,76,,,130,51.9379845,2.367570141,8.136234626,211.6404545,166.5481613,0.1721854305,1,36.44140276,0.6612696453,0,0,15855,15856 days 00:00:00,1000,31019.72009,3001.972009,2661.843792,100,1774.904204,53.02077454,2459 days 00:00:00,129,1,2718.101458,59.4472482,-34.43803032,12.28798982,-6.005994825,99 days 05:22:23.283582090,42 days 09:40:38.709677419,0.4417683275,0.1551721841,1.092152888
META,FALSE,,,9,61,34,42.42424242,6.576999016,10.4035309,516.3765167,165.9612313,0.2250945776,1,116.2335539,1.990643574,0,0,3172,3173 days 00:00:00,1000,21211.50086,2021.150086,1468.951098,100,315.5770827,26.76096263,607 days 00:00:00,33,1,3171.075813,240.3658633,-8.372692403,39.29384893,-3.633723404,127 days 00:00:00,14 days 11:22:06.315789473,1.209648857,1.573254687,1.268722481
SWKS,FALSE,,,41,46,64,35.9375,1.604406765,6.301073152,313.3427373,165.4472672,0.1323225362,1,41.4623057,0.7165457241,0,0,10157,10158 days 00:00:00,1000,21053.93519,2005.393519,1392.137878,100,1039.167619,83.10604416,3135 days 00:00:00,64,0,0,299.9599858,-42.0689172,57.90987217,-11.6270921,164 days 05:13:02.608695652,36 days 13:27:48.292682927,0.4650524904,0.1392287931,1.103945124
AXP,TRUE,27,74,,,93,50,1.68315518,6.926146202,215.8177693,163.4983101,0.1470300384,1,31.7316949,0.6975808636,0,0,13283,13284 days 00:00:00,1000,27048.00318,2604.800318,8476.912597,100,1447.069251,46.75403287,1974 days 00:00:00,92,1,6192.768412,101.4369433,-21.33268683,16.71508475,-7.254317909,125 days 14:36:31.304347826,47 days 08:52:10.434782608,0.4663504162,0.2028468783,1.090823049
NXPI,TRUE,62,74,,,34,70.58823529,2.392034192,9.387078962,316.8876302,163.2451428,0.1971286582,1,62.46763335,1.295277797,0,0,3622,3623 days 00:00:00,1000,11774.17943,1077.417943,1426.857104,100,476.2717764,53.45014318,837 days 00:00:00,34,0,0,105.5081397,-25.41663488,17.56667233,-8.333827292,82 days 10:00:00,37 days 07:12:00,0.8525639754,0.5276118056,1.177630923
RTX,FALSE,,,84,87,53,50,1.826095201,3.287186295,270.4910214,161.4501046,0.07035842974,1,19.03132353,0.606412179,0,0,15819,15820 days 00:00:00,1000,21255.06887,2025.506887,19969.92573,100,759.8482747,56.28414125,2535 days 00:00:00,52,1,6189.535752,131.7732654,-33.99335061,26.10425594,-9.310624422,297 days 00:55:23.076923076,88 days 19:23:04.615384615,0.4175272548,0.1298200991,1.078085496
EBAY,TRUE,13,23,,,156,50.32258065,1.432950089,23.36448598,210.7701488,160.7045123,0.4938197166,1,104.0824552,1.13864129,0,0,6634,6635 days 00:00:00,1000,35040.88624,3404.088624,8064.508536,100,5724.305406,52.62249429,1318 days 00:00:00,155,1,1371.513176,170.3868559,-24.7907658,11.87374274,-5.307952522,32 days 10:09:13.846153846,13 days 20:52:59.220779220,0.6968700527,0.4106598215,1.17219694
MRNA,TRUE,29,30,,,57,63.15789474,1.510897803,36.77419355,188.9099345,156.1239128,0.7722580645,2,145.8872204,1.999181185,0,0,1550,1551 days 00:00:00,1000,11767.86627,1076.786627,75.26880541,100,1006.447011,59.46667932,879 days 00:00:00,57,0,0,115.2011257,-26.24037134,14.64319403,-8.207023522,13 days 00:40:00,13 days 21:42:51.428571428,1.187958138,1.322357426,1.284202063
C,FALSE,,,25,81,73,40.27777778,1.644547412,5.950413223,253.9682175,154.9890216,0.1266942149,1,32.17630392,0.7017990456,0,0,12100,12101 days 00:00:00,1000,21564.02457,2056.402457,331.7949008,100,1417.764175,64.15313415,3205 days 00:00:00,72,1,2278.312908,163.3756374,-32.56197147,25.74267005,-6.083740985,183 days 00:00:00,40 days 18:58:36.279069767,0.4820955628,0.1512888921,1.098200017
MAR,TRUE,72,77,,,88,59.77011494,2.468120454,12.91567696,170.1972697,154.1319754,0.2743467933,1,46.69307518,1.056558349,0,0,6736,6737 days 00:00:00,1000,17250.94477,1625.094477,1590.477282,100,778.6945416,46.14932299,709 days 00:00:00,87,1,1443.782306,76.12279253,-43.25297231,10.92752135,-5.912747776,59 days 17:32:18.461538462,25 days 07:32:34.285714285,0.7068384486,0.3615061242,1.145949551
BAC,TRUE,64,73,,,134,53.38345865,1.558125082,10.15034725,189.1172033,152.9656121,0.2147599786,1,40.61480654,0.7024439704,0,0,13103,13104 days 00:00:00,1000,29570.06416,2857.006416,924.8648979,100,2200.608357,69.53576097,3731 days 00:00:00,133,1,3417.476122,84.65759201,-32.87464789,14.04728137,-7.852382147,68 days 18:35:29.577464788,39 days 09:17:25.161290323,0.4806486873,0.1422692887,1.104614575
VRTX,TRUE,15,29,,,158,46.20253165,1.263424053,18.76484561,217.5101893,152.2654758,0.3940617577,1,85.71244753,0.8923873747,0,0,8420,8421 days 00:00:00,1000,35366.60991,3436.660991,8983.555773,100,6277.844478,83.6079734,3456 days 00:00:00,158,0,0,117.6066038,-41.40875,16.21088859,-6.933255707,42 days 08:32:52.602739726,17 days 01:07:45.882352941,0.5534720817,0.1999069541,1.128616889
MRNA,TRUE,24,29,,,37,58.33333333,1.97300572,23.63755745,315.6707647,152.1828756,0.5101772817,2,161.0480527,2.078231455,0,0,1523,1524 days 00:00:00,1000,12583.8432,1158.38432,115.7526895,100,510.7565606,57.25160145,700 days 00:00:00,36,1,219.6956711,97.11897855,-28.10063408,23.18281089,-9.014638307,23 days 09:08:34.285714285,16 days 11:11:59.999999999,1.234832691,1.456782371,1.299412567
PCAR,FALSE,,,70,75,46,37.77777778,2.381166708,3.985828167,380.7567677,148.5965347,0.08556244464,1,32.57847986,0.6922993676,0,0,11290,11291 days 00:00:00,1000,17692.94574,1669.294574,12434.32661,100,564.9754043,46.64337961,3374 days 00:00:00,45,1,-441.1088091,143.2380572,-14.74142871,39.23884598,-7.474333877,315 days 05:38:49.411764708,65 days 14:34:17.142857143,0.4741215674,0.2086679977,1.093492615
SNPS,TRUE,50,87,,,49,52.08333333,2.57937427,5.804111245,257.3765686,147.713825,0.1244256348,1,32.02424294,0.7180548096,0,0,8270,8271 days 00:00:00,1000,11589.89146,1058.989146,6133.777824,100,325.9520907,48.88301509,1441 days 00:00:00,48,1,-1764.183835,77.72373295,-17.89291741,22.70913669,-8.569191065,152 days 04:48:00,58 days 13:33:54.782608696,0.4873270097,0.2335915156,1.101239391
