Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio
MNST,TRUE,66,81,,,78,50,1.784146139,7.904337252,1637.710275,1240.689602,0.1659910823,1,271.845301,0.969200326,0,0,9868,9869 days 00:00:00,1000,128741.4014,12774.14014,57125.36057,100,7661.623915,84.55306402,3511 days 00:00:00,78,0,0,544.4936484,-41.06881486,42.64983065,-11.2984618,101 days 14:46:09.230769231,43 days 12:18:27.692307692,0.5894628113,0.2327704758,1.165659567
WMT,TRUE,9,39,,,198,49.23857868,1.66528581,14.92876629,1650.154394,1231.079651,0.3150954835,1,519.9561965,1.184173254,0,0,13196,13197 days 00:00:00,1000,405028.1187,40402.81187,426543.0882,100,47231.85661,48.38845335,4842 days 00:00:00,197,1,78947.70321,81.28675183,-12.6867021,11.94715979,-4.307394168,61 days 12:51:57.525773196,17 days 22:48:00,0.78052441,0.3733111506,1.163185389
PAYX,TRUE,30,81,,,69,54.41176471,1.553427854,6.510292006,1401.389349,1155.334356,0.1387266635,1,194.4100686,1.016230798,0,0,10445,10446 days 00:00:00,1000,94981.40374,9398.140374,70414.85814,100,8041.254543,59.18754864,4440 days 00:00:00,68,1,-1313.071978,129.3996402,-32.87762136,24.81392904,-8.560527346,137 days 21:24:19.459459460,47 days 07:44:30.967741935,0.6752495471,0.2913963221,1.142521498
MA,TRUE,72,85,,,42,65.85365854,5.651979659,8.762556102,1800.460929,1115.988179,0.1885018166,1,339.3901559,1.915763392,0,0,4679,4680 days 00:00:00,1000,81483.96131,8048.396131,11469.56572,100,2677.678763,40.99721253,853 days 00:00:00,41,1,6665.063224,137.814018,-11.79133972,23.11099082,-3.472861708,111 days 16:00:00,27 days 03:25:42.857142857,1.242419316,0.9987075851,1.256267483
INTU,TRUE,52,86,,,47,52.17391304,3.199149074,5.745690732,1946.296531,1072.339687,0.1232825381,1,239.9443763,1.075103614,0,0,8006,8007 days 00:00:00,1000,87975.87071,8697.587071,24034.93231,100,2206.466878,62.86669478,2461 days 00:00:00,46,1,-2553.769736,95.69457547,-29.76224764,34.06442662,-8.352918154,160 days 19:00:00,70 days 20:43:38.181818181,0.6907108903,0.3601355885,1.151312234
WMT,TRUE,65,70,,,191,56.31578947,1.515085554,14.36890267,1186.27223,1012.209957,0.3033350979,1,359.838003,1.139905974,0,0,13223,13224 days 00:00:00,1000,383836.3613,38283.63613,470715.4844,100,40515.68436,59.56832792,4979 days 00:00:00,190,1,157444.6376,98.31897792,-25.92112212,10.48927212,-4.981990979,52 days 04:29:09.532710280,29 days 10:07:13.734939759,0.7544005758,0.299638962,1.153948482
DIS,FALSE,,,69,79,63,50,2.035446042,3.903790455,1412.915689,1005.518512,0.08330185115,1,117.6984924,0.7694564213,0,0,15882,15883 days 00:00:00,1000,85266.50238,8426.650238,119222.3379,100,2957.39264,56.24275321,2518 days 00:00:00,62,1,-3334.270353,173.2300344,-23.44595029,32.44877491,-9.88255502,261 days 14:42:34.838709680,52 days 01:32:54.193548387,0.5215513691,0.1912563766,1.103892664
JNJ,FALSE,,,55,89,53,39.62264151,1.62524269,3.342794071,2070.37793,998.1160819,0.0701986755,1,145.3377884,0.9065565597,0,0,15855,15856 days 00:00:00,1000,110730.0303,10973.00303,64834.1944,100,8520.302399,51.72059934,3544 days 00:00:00,53,0,0,165.3485714,-15.83153716,45.79188206,-6.638383671,404 days 16:00:00,71 days 20:15:00,0.6104563128,0.2212739321,1.115491427
WMT,FALSE,,,87,89,50,34.69387755,1.388160731,3.713246438,2462.593707,961.0673328,0.07956956654,1,195.9475138,1.019235947,0,0,13196,13197 days 00:00:00,1000,237460.7083,23646.07083,426543.0882,100,11417.56377,76.05515893,6291 days 00:00:00,49,1,115793.6167,687.4402094,-18.48511999,87.22626398,-7.539845806,386 days 12:42:21.176470584,62 days 09:00:00,0.6781620077,0.2147545559,1.130509643
MCD,TRUE,26,34,,,268,52.23880597,2.185692331,18.17318777,1196.109298,946.7169929,0.3816369431,1,456.4794961,0.9502823323,0,0,14747,14748 days 00:00:00,1000,321557.2918,32055.72918,109083.1864,100,37470.08361,76.84911631,1383 days 00:00:00,268,0,0,118.431226,-44.53068062,9.738777933,-4.454858036,43 days 22:58:17.142857142,20 days 05:15:00,0.6961464746,0.1998624517,1.155608313
ORLY,FALSE,,,34,79,36,57.14285714,9.942523488,4.387614391,2056.153645,944.0558519,0.09477247085,1,194.8667614,1.247407417,0,0,7977,7978 days 00:00:00,1000,83200.17392,8220.017392,49659.99899,100,1096.762279,56.20765287,1196 days 00:00:00,35,1,10234.79633,156.1585648,-21.22979351,36.01888036,-7.790901578,259 days 02:24:00,34 days 12:48:00,0.822000396,0.3988523562,1.161301501
PAYX,TRUE,27,88,,,63,48.38709677,1.440667454,5.951238242,1369.162251,942.9492085,0.1269917451,1,173.8723035,1.019387632,0,0,10418,10419 days 00:00:00,1000,98371.08533,9737.108533,67786.28825,100,7596.598546,61.07904176,4512 days 00:00:00,62,1,12483.02578,246.6458817,-34.11104856,36.63907826,-8.727832043,167 days 22:24:00,46 days 18:45:00,0.6770807316,0.2855245507,1.142044242
TGT,TRUE,80,89,,,125,55.2,1.684123954,9.539800046,1125.352672,941.2040529,0.200335801,1,225.4484289,0.9563822011,0,0,13103,13104 days 00:00:00,1000,141669.084,14066.9084,30655.14842,100,13481.03507,47.43247083,2030 days 00:00:00,125,0,0,206.0039243,-29.66181722,15.77472757,-5.889591915,75 days 22:36:31.304347826,46 days 01:42:51.428571428,0.636977727,0.3119106523,1.132761955
EA,TRUE,70,74,,,142,52.4822695,1.48781576,15.86944288,1161.542307,923.6420668,0.3356218346,1,389.8389601,1.079850766,0,0,8885,8886 days 00:00:00,1000,148564.804,14756.4804,28626.30208,100,25336.71335,51.90498781,2113 days 00:00:00,141,1,-16212.66134,169.4415094,-24.09567521,15.30681394,-5.672872875,50 days 19:08:06.486486486,23 days 02:30:26.865671641,0.6934145679,0.4393454531,1.147756618
MRVL,TRUE,68,77,,,68,56.71641791,2.540949264,10.87485798,1069.389697,918.9689842,0.2317805551,1,247.8637376,1.346031682,0,0,6161,6162 days 00:00:00,1000,98827.24898,9782.724898,697.3333526,100,3092.273255,60.89861923,1007 days 00:00:00,67,1,26178.13929,202.4715591,-34.77601978,25.14386779,-9.17778244,67 days 14:31:34.736842106,30 days 17:22:45.517241379,0.8303571905,0.5134717289,1.18599928
MA,TRUE,73,80,,,52,70.58823529,4.050411539,10.83722907,1151.813696,890.0378556,0.2320441989,1,267.2716863,1.843313745,0,0,4706,4707 days 00:00:00,1000,68799.42852,6779.942852,12133.69591,100,2622.715747,40.99721253,490 days 00:00:00,51,1,9056.930047,135.1835181,-12.34282297,16.68924489,-4.744078085,78 days 18:39:59.999999999,35 days 08:00:00,1.198402724,0.9472194949,1.246830603
AVGO,TRUE,84,88,,,59,62.06896552,9.257141921,14.97160558,1040.319609,859.7682723,0.3198244708,1,332.7196686,2.105418107,0,0,3874,3875 days 00:00:00,1000,86945.51709,8594.551709,14841.28526,100,1149.902585,34.64604621,603 days 00:00:00,58,1,25606.97974,266.2454001,-21.01785941,20.35600318,-5.06824769,63 days 22:00:00,20 days 07:38:10.909090909,1.320425599,1.509194178,1.261994671
INTU,TRUE,57,80,,,52,51.92307692,2.364917909,6.473297647,1361.309544,843.7869077,0.1359392506,1,185.0553993,1.03648413,0,0,8033,8034 days 00:00:00,1000,71788.09631,7078.809631,21777.79698,100,2213.488904,61.59930441,2512 days 00:00:00,52,0,0,108.2062708,-25.01753511,30.71419979,-8.819243223,143 days 03:33:20,63 days 05:45:36,0.6665442186,0.3478845531,1.145274525
ADI,FALSE,,,69,88,35,48.57142857,2.619205361,3.100088574,2131.41928,831.8211149,0.06510186005,1,138.7593597,0.8312614687,0,0,11290,11291 days 00:00:00,1000,75599.67481,7459.967481,29706.32004,100,1938.905338,62.61536143,3662 days 00:00:00,35,0,0,383.1372093,-29.45,72.91304681,-12.51789537,348 days 08:28:14.117647060,72 days 21:20:00,0.5572398592,0.2396778571,1.111173052
ALGN,FALSE,,,22,89,34,38.23529412,2.958401213,5.652535328,2713.466061,809.8039208,0.1187032419,1,322.0972182,1.380794056,0,0,6015,6016 days 00:00:00,1000,93257.84606,9225.784606,1152.918475,100,1900.292928,52.88535826,879 days 00:00:00,34,0,0,512.6199873,-15.97792153,91.59060211,-7.528515474,219 days 11:04:36.923076924,32 days 20:34:17.142857142,0.8570295578,0.5989400416,1.202539868
CI,TRUE,18,49,,,105,52.38095238,2.763189875,9.743875278,1006.76906,799.0230636,0.2046213808,1,206.0064753,1.115875861,0,0,10776,10777 days 00:00:00,1000,106710.7513,10571.07513,4669.569055,100,5809.40605,53.22566496,589 days 00:00:00,105,0,0,74.49877847,-21.07497649,15.27982465,-4.960902514,90 days 22:41:27.272727273,28 days 08:38:24,0.7419471576,0.3219591897,1.15769782
MRK,FALSE,,,48,74,70,40,1.825622322,4.415011038,1297.503693,786.3658745,0.09271523179,1,120.2983556,0.8847344114,0,0,15855,15856 days 00:00:00,1000,91825.25851,9082.525851,25116.62955,100,5822.772552,59.83559381,3286 days 00:00:00,70,0,0,306.253833,-14.1811271,36.51763631,-6.150890175,297 days 06:51:25.714285712,42 days 16:00:00,0.5984274589,0.1832552793,1.113104825
CMCSA,FALSE,,,62,68,52,50,2.243964486,4.605845881,1267.321327,756.4360538,0.09672276351,1,122.578821,0.8901975766,0,0,11290,11291 days 00:00:00,1000,66900.709,6590.0709,38784.22051,100,2610.109939,48.35389015,1746 days 00:00:00,52,0,0,239.2862555,-16.73021782,36.01598915,-8.768476201,231 days 04:36:55.384615384,42 days 14:46:09.230769230,0.5945808087,0.3009879629,1.121775846
ADSK,TRUE,45,84,,,69,51.47058824,1.460303793,6.813627255,928.0673135,723.7601598,0.1451903808,1,134.7464466,0.8861363797,0,0,9980,9981 days 00:00:00,1000,78639.04056,7763.904056,60129.99878,100,6252.196038,60.30534351,1250 days 00:00:00,68,1,14530.46325,223.2345988,-37.2,28.01207641,-8.757531453,117 days 14:24:00,57 days 00:00:00,0.598524559,0.2869831289,1.124809171
ORLY,TRUE,18,34,,,116,58.26086957,3.967116772,14.41644729,814.7781399,719.2376202,0.3053779616,1,248.8152875,1.401181941,0,0,7977,7978 days 00:00:00,1000,104543.6634,10354.36634,49659.99899,100,4794.282347,49.18892048,553 days 00:00:00,115,1,9844.177306,59.85987512,-18.68798701,11.56774051,-4.845461076,55 days 13:36:42.985074627,21 days 15:30:00,0.9002593587,0.4819016128,1.194573849
MELI,FALSE,,,14,33,50,57.14285714,2.237228518,11.13130395,1093.054142,702.6059684,0.2385279418,1,260.7239549,1.503914229,0,0,4402,4403 days 00:00:00,1000,57588.10863,5658.810863,6905.789559,100,2361.077801,59.2330056,859 days 00:00:00,49,1,3028.455662,83.55283198,-27.02230423,25.25882284,-8.075928168,80 days 06:00:00,20 days 14:51:25.714285714,0.9503469439,0.6742113908,1.215500066
SBUX,TRUE,17,33,,,121,55.83333333,2.127886033,14.61276181,829.9401603,702.0958427,0.3094252314,1,256.8044261,1.265117157,0,0,8212,8213 days 00:00:00,1000,114110.3031,11311.03031,33299.01849,100,7788.272416,40.01930825,1016 days 00:00:00,120,1,13517.48388,47.57826087,-13.72181062,12.37512841,-5.230425332,58 days 03:34:55.522388060,19 days 01:48:40.754716981,0.8075175884,0.5855410008,1.171896772
TMO,TRUE,19,57,,,104,47.11538462,1.820658272,9.211691763,983.1963857,701.8738767,0.193445527,1,190.194943,1.075472953,0,0,11290,11291 days 00:00:00,1000,103252.4241,10225.24241,25399.00547,100,8953.813742,44.49360991,1626 days 00:00:00,104,0,0,128.014842,-18.37046239,18.97685601,-5.245456094,106 days 02:26:56.326530612,33 days 06:58:54.545454545,0.6922812087,0.363474813,1.140306338
TMO,TRUE,18,59,,,107,50,1.831593327,9.366439869,920.6246416,697.4429103,0.1985508527,1,182.7908076,1.070739169,0,0,11317,11318 days 00:00:00,1000,100567.8093,9956.780927,27599.57555,100,7804.459917,47.19704829,1158 days 00:00:00,106,1,1981.597258,128.014842,-19.66103896,17.75725895,-5.889229965,100 days 07:41:53.207547169,32 days 15:50:56.603773584,0.6879328033,0.3396853799,1.139301705
IDXX,FALSE,,,33,51,55,41.81818182,3.5429373,6.515043828,1296.665786,684.6490608,0.1368159204,1,177.404523,1.068871257,0,0,8442,8443 days 00:00:00,1000,72316.61825,7131.661825,43793.39857,100,1415.610033,74.12320711,3738 days 00:00:00,55,0,0,185.3285714,-21.71692308,42.89235226,-8.389296051,200 days 12:31:18.260869566,30 days 12:45:00,0.7210129719,0.2742841135,1.147042915
TSLA,FALSE,,,11,15,81,36.25,2.075534526,21.92381474,1227.067703,673.9576398,0.466155111,1,572.0038812,2.00373401,0,0,3649,3650 days 00:00:00,1000,158857.9834,15785.79834,27002.96679,100,4363.229347,64.51713478,653 days 00:00:00,80,1,59692.56721,352.53725,-19.58123188,44.42400848,-6.651602901,50 days 23:10:20.689655172,9 days 23:31:45.882352941,1.256568777,1.022941495,1.292099504
MRK,TRUE,33,89,,,96,45.83333333,1.56080084,6.05487228,925.4737259,642.6900874,0.1271523179,1,117.6761294,0.8864336904,0,0,15855,15856 days 00:00:00,1000,89845.47768,8884.547768,25116.62955,100,9318.386377,45.0738734,2708 days 00:00:00,96,0,0,87.49000881,-21.16581066,20.7295625,-5.60389444,162 days 09:16:21.818181818,49 days 01:50:46.153846154,0.5991164396,0.2420365934,1.116267596
SPGI,TRUE,8,41,,,190,52.38095238,2.008386165,14.42417767,787.7111851,625.1676072,0.3045104175,1,239.8662618,1.028365187,0,0,13103,13104 days 00:00:00,1000,149267.6563,14826.76563,64415.69296,100,11768.61469,67.27588782,3141 days 00:00:00,189,1,-609.757725,89.29387703,-21.30687849,10.96468805,-5.126583038,65 days 11:38:10.909090909,16 days 05:04:00,0.6939159361,0.2223957977,1.144847267
TJX,TRUE,38,51,,,109,54.62962963,3.8787037,11.42736218,729.5527439,603.866609,0.242196593,1,176.695189,1.033317689,0,0,9451,9452 days 00:00:00,1000,77086.41701,7608.641701,16277.25305,100,3955.427731,58.81468148,1696 days 00:00:00,108,1,-2705.279334,114.5,-29.09267695,14.7386401,-5.851715272,72 days 10:10:10.169491525,31 days 10:17:08.571428571,0.7086381264,0.3106054856,1.14798047
ORLY,FALSE,,,15,89,50,53.06122449,6.226442536,6.12193903,1008.572265,601.9944648,0.1311844078,1,132.3089553,1.191722118,0,0,8004,8005 days 00:00:00,1000,61211.8498,6021.18498,54622.07792,100,1083.067065,48.10223709,955 days 00:00:00,49,1,10791.80882,66.75198276,-14.26359031,23.5403348,-5.461823211,184 days 05:32:18.461538462,33 days 21:54:46.956521739,0.7878358574,0.4289828227,1.154905192
TXN,TRUE,68,75,,,166,51.80722892,1.780994566,12.52263126,757.3917162,594.5206973,0.2629752565,1,199.1752808,0.8547507789,0,0,13256,13257 days 00:00:00,1000,126727.0249,12572.70249,11133.83531,100,11866.64837,63.37663104,2684 days 00:00:00,166,0,0,320.4314286,-41.15386552,16.08726091,-6.646967713,62 days 02:30:41.860465116,29 days 01:48:00,0.5763901388,0.2250177245,1.118163354
DXCM,TRUE,15,88,,,34,51.51515152,2.198554138,6.653225806,1438.669538,561.4642365,0.1439516129,1,207.0988004,1.404807439,0,0,4960,4961 days 00:00:00,1000,53354.87856,5235.487856,2633.901173,100,1360.509808,46.40052192,781 days 00:00:00,33,1,4878.783811,143.3717682,-23.7932176,43.92814737,-9.089282479,146 days 15:31:45.882352942,31 days 15:00:00,0.8888561935,0.7325515463,1.192510659
CDNS,FALSE,,,30,83,52,50.98039216,2.601202041,5.374644325,930.7932211,555.5698749,0.1150806197,1,107.1162607,0.8681842774,0,0,9489,9490 days 00:00:00,1000,48169.67392,4716.967392,14883.99963,100,1336.343294,59.83523616,2188 days 00:00:00,51,1,-300.7803568,400.1346149,-32.56197932,37.40167247,-9.497265015,199 days 07:23:04.615384616,41 days 16:19:12,0.5893584846,0.268580142,1.116010123
CTAS,TRUE,16,49,,,114,50,4.271929137,10.90909091,727.4976034,551.134548,0.2290909091,1,166.6630873,1.074067833,0,0,10450,10451 days 00:00:00,1000,83934.72678,8293.472678,84853.77165,100,2490.380192,64.04305595,3557 days 00:00:00,114,0,0,57.20552932,-14.34515781,14.88836896,-5.054533763,92 days 06:44:12.631578947,27 days 00:00:00,0.719269249,0.2612765115,1.146599045
QCOM,FALSE,,,8,81,76,35.52631579,2.089208226,9.134615385,1005.646349,541.3168149,0.1918269231,1,192.9100449,1.046221167,0,0,8320,8321 days 00:00:00,1000,77429.12256,7642.912256,27853.77875,100,3435.729934,74.37613702,1895 days 00:00:00,76,0,0,1584.797291,-17.0321663,86.71992019,-7.48101606,138 days 07:06:40,21 days 14:12:14.693877551,0.6602965861,0.2826156145,1.148782046
UNP,FALSE,,,64,69,40,55,3.977278898,3.52640395,1050.734578,530.6740292,0.07405448294,1,77.81160586,0.9060497004,0,0,11343,11344 days 00:00:00,1000,43029.38311,4202.938311,7463.441306,100,1062.127674,44.37362829,2016 days 00:00:00,40,0,0,117.5146128,-13.32655602,27.80467481,-5.923075713,308 days 05:27:16.363636364,59 days 05:20:00,0.6142325359,0.2899718133,1.111653071
ISRG,FALSE,,,12,82,44,41.86046512,3.126889817,6.968076487,1244.666075,514.3248244,0.1497326203,1,186.3671128,1.395650929,0,0,6171,6172 days 00:00:00,1000,93572.51982,9257.251982,26277.64235,100,1323.269007,60.48521477,1279 days 00:00:00,43,1,39051.87859,145.2581277,-19.61865961,49.57721193,-8.398544921,167 days 09:20:00,31 days 03:50:24,0.8429683225,0.5090266929,1.197601756
SIRI,TRUE,27,56,,,82,50,1.256849596,10.71475238,676.7124695,512.6609618,0.2250098001,1,152.2669375,1.025933356,0,0,7653,7654 days 00:00:00,1000,56490.4225,5549.04225,-44.99459344,100,11067.93062,81.2222651,1670 days 00:00:00,82,0,0,161.17694,-55.19082324,27.75843141,-9.893765773,68 days 15:48:17.560975610,26 days 01:10:14.634146341,0.609860333,0.2611655991,1.16643775
CVS,TRUE,51,69,,,113,54.86725664,1.613705191,8.641786479,606.2132141,503.9584242,0.1814775161,1,110.0140683,0.8802513921,0,0,13076,13077 days 00:00:00,1000,69502.09319,6850.209319,2637.846257,100,6404.748195,52.20472194,1664 days 00:00:00,113,0,0,66.60429448,-22.63709698,14.01390202,-6.525862452,84 days 14:42:34.838709677,43 days 10:49:24.705882353,0.5921083683,0.2407353659,1.12473298
ODFL,FALSE,,,58,67,34,39.39393939,2.662291838,3.9497307,1671.178398,498.7447009,0.08545780969,1,142.8152455,0.9333485734,0,0,8355,8356 days 00:00:00,1000,51281.34379,5028.134379,31483.55961,100,1156.368869,56.45630925,1648 days 00:00:00,33,1,-4867.54334,516.3947128,-18.89522436,81.84933408,-8.426820608,343 days 14:46:09.230769232,61 days 00:00:00,0.6268890794,0.3324031213,1.125124427
KO,FALSE,,,66,78,55,41.81818182,1.92157206,3.468937244,898.2055726,474.2591407,0.07284768212,1,65.43219403,0.7745052746,0,0,15855,15856 days 00:00:00,1000,50401.30649,4940.130649,23643.35228,100,3009.241012,65.21582385,6658 days 00:00:00,55,0,0,183.0485207,-18.69660862,34.84307969,-5.825594387,340 days 22:57:23.478260868,85 days 03:00:00,0.537259216,0.1448026043,1.104215559
MCHP,TRUE,71,83,,,71,60.56338028,1.646857907,8.873890764,475.0994209,435.9640439,0.186351706,1,88.53558762,0.8877743516,0,0,8001,8002 days 00:00:00,1000,34732.05888,3373.205888,17769.66878,100,2478.432186,62.30019106,2727 days 00:00:00,71,0,0,284.0606542,-36.47055693,21.40537557,-10.1410318,79 days 18:58:36.279069768,56 days 04:17:08.571428572,0.5899367862,0.2819422743,1.121705377
RTX,FALSE,,,27,41,127,44.09448819,2.094922825,8.042046606,651.4913284,435.2602528,0.1688829787,1,110.0257961,0.8433832986,0,0,15792,15793 days 00:00:00,1000,83739.3987,8273.93987,18206.84697,100,5634.317702,55.6906756,2553 days 00:00:00,127,0,0,81.53633504,-18.48411303,17.76865128,-5.497194768,136 days 07:42:51.428571430,26 days 20:57:27.887323944,0.5668766238,0.1934796287,1.110232711
CTAS,FALSE,,,22,64,74,41.89189189,3.409792227,7.099683392,659.6510979,418.6974618,0.1490933512,1,98.34959284,0.9571045951,0,0,10423,10424 days 00:00:00,1000,49814.18125,4881.418125,76995.77789,100,1280.553013,68.4509593,4421 days 00:00:00,74,0,0,72.13649715,-12.15385918,24.77351866,-5.731165878,185 days 16:15:29.032258066,35 days 02:13:57.209302325,0.6473509716,0.2142507395,1.125938187
GILD,TRUE,31,40,,,140,50.35971223,2.00690421,16.70472299,532.7185219,406.4780524,0.3533229179,1,188.2216626,1.029430576,0,0,8321,8322 days 00:00:00,1000,74269.18792,7326.918792,15076.68007,100,6669.956281,65.81223426,1079 days 00:00:00,139,1,-778.6866221,92.861589,-25.07304253,13.58579786,-5.553379562,46 days 07:53:08.571428571,21 days 18:05:13.043478260,0.6650238942,0.3159918182,1.150233844
MRK,TRUE,41,71,,,117,52.13675214,1.545630203,7.366830374,509.7231681,402.6562193,0.1547034379,1,78.85592647,0.8133458245,0,0,15882,15883 days 00:00:00,1000,60637.61067,5963.761067,21975.30054,100,6499.795127,49.84521545,3113 days 00:00:00,117,0,0,92.13181241,-26.18738101,14.67502015,-6.078655924,114 days 12:35:24.590163934,47 days 04:42:51.428571428,0.554469704,0.1984660675,1.107874808
GOOG,FALSE,,,7,69,50,51.02040816,3.710248596,9.56284153,700.3353917,401.9372083,0.2049180328,1,143.5113508,1.713790286,0,0,5124,5125 days 00:00:00,1000,40667.42811,3966.742811,7664.292046,100,1239.114979,24.53390335,454 days 00:00:00,49,1,5350.993916,103.9170142,-8.340842756,21.80718182,-3.717085566,121 days 02:52:48,17 days 10:00:00,1.104052841,1.230934768,1.230422222
FSLR,FALSE,,,16,63,36,47.22222222,1.95106863,7.90166813,1021.981002,398.8447436,0.1659350307,1,169.5824489,1.348349869,0,0,4556,4557 days 00:00:00,1000,37791.31606,3679.131606,638.197278,100,1148.965019,67.30121756,2504 days 00:00:00,36,0,0,585.0541868,-17.84171475,63.01638327,-9.968735259,121 days 01:24:42.352941176,20 days 10:06:18.947368421,0.8339400153,0.5017050544,1.192951454
JNJ,TRUE,35,89,,,90,50,1.6048433,5.666792595,522.7711972,396.0387857,0.1190026445,1,62.21115493,0.7918997776,0,0,15882,15883 days 00:00:00,1000,48049.40774,4704.940774,68446.8688,100,5220.349455,56.10615582,3448 days 00:00:00,90,0,0,112.2948424,-15.27007299,17.81467016,-6.276721346,164 days 12:48:00,61 days 00:00:00,0.5289933017,0.1658736012,1.102495067
LOW,TRUE,12,23,,,251,45.81673307,1.719568014,22.23009477,570.084674,395.7487475,0.4668319901,1,266.1337629,1.033636025,0,0,11291,11292 days 00:00:00,1000,144091.2532,14309.12532,53083.43517,100,16470.40644,53.15430556,1596 days 00:00:00,251,0,0,73.43071017,-33.91616902,12.06860423,-5.028433704,39 days 04:22:57.391304347,13 days 17:07:03.529411764,0.7022905663,0.3278941177,1.149304118
CAT,TRUE,68,74,,,207,51.94174757,2.168414861,12.99274677,494.2576105,388.9788491,0.2741721854,1,135.5116892,0.8137853637,0,0,15855,15856 days 00:00:00,1000,110360.9134,10936.09134,22644.51406,100,6787.784489,71.7809023,4882 days 00:00:00,206,1,7543.845607,95.97412587,-30.1471347,11.07074743,-5.465506196,56 days 19:30:50.467289720,30 days 12:07:16.363636363,0.5547071674,0.1593161174,1.112890408
MCD,FALSE,,,30,41,115,40.86956522,1.868362551,7.8125,610.214678,377.8667966,0.1640625,1,100.1133456,0.7406102168,0,0,14720,14721 days 00:00:00,1000,71174.68797,7017.468797,108830.914,100,5102.809945,76.9947154,2078 days 00:00:00,115,0,0,374.7769209,-44.64713875,27.95518587,-6.688046108,153 days 10:12:45.957446808,30 days 08:07:03.529411765,0.5512330362,0.1448751009,1.116547514
RTX,TRUE,49,89,,,93,53.76344086,2.25894233,5.879006258,462.9683115,377.1328703,0.1234591314,1,57.15766562,0.7283709537,0,0,15819,15820 days 00:00:00,1000,44056.05297,4305.605297,19969.92573,100,2007.186981,56.38596136,3194 days 00:00:00,93,0,0,114.0398743,-33.27191531,19.47525917,-9.194214133,147 days 05:45:36,49 days 10:02:47.441860465,0.4944275335,0.1618593143,1.097198975
ADP,FALSE,,,87,89,35,52.94117647,2.132609269,3.011514615,896.1204978,370.2977264,0.06510186005,1,58.33911124,0.8631118171,0,0,11290,11291 days 00:00:00,1000,38737.3514,3773.73514,36114.5961,100,1141.640474,44.6413569,3454 days 00:00:00,34,1,7269.254479,99.38487166,-16.80560214,33.48736164,-8.017933373,385 days 08:00:00,82 days 01:30:00,0.5934776082,0.2810910864,1.10881081
KO,TRUE,26,71,,,119,50.42016807,1.649987953,7.505518764,477.6223086,364.8757132,0.157615894,1,75.28086718,0.8485104086,0,0,15855,15856 days 00:00:00,1000,57837.05472,5683.705472,23643.35228,100,7277.619203,42.97652992,2924 days 00:00:00,119,0,0,89.12562674,-14.35719618,13.34296972,-4.729266594,123 days 12:24:00,40 days 21:09:09.152542373,0.5767421206,0.2278142365,1.112942871
CPRT,FALSE,,,62,89,34,45.45454545,3.932338124,4.258614015,1036.730083,357.0007174,0.09214092141,1,95.52526513,0.985992455,0,0,7749,7750 days 00:00:00,1000,37093.11902,3609.311902,38273.67918,100,730.1671937,44.66040242,2165 days 00:00:00,33,1,1881.026269,219.5791708,-15.90486709,45.50358173,-5.872395677,294 days 00:00:00,66 days 09:20:00,0.6498407042,0.4154001334,1.132700544
PAYX,FALSE,,,17,28,128,51.96850394,2.127048189,12.15892772,448.5435844,353.1839248,0.2573480134,1,115.4318004,0.9364746586,0,0,10445,10446 days 00:00:00,1000,57867.69618,5686.769618,70414.85814,100,5093.627334,49.5178809,2546 days 00:00:00,127,1,-97.33904582,69.73000289,-30.79993393,13.03865981,-5.558797604,80 days 03:38:10.909090909,18 days 03:56:03.934426229,0.6230242247,0.3076556124,1.133286807
MCD,FALSE,,,72,86,55,50,2.219665161,3.661761714,562.7684838,348.8234404,0.07832101444,1,44.07659855,0.6303742778,0,0,14747,14748 days 00:00:00,1000,32150.15018,3115.015018,109083.1864,100,1268.168636,80.03180999,3333 days 00:00:00,54,1,760.6520484,333.9160574,-50.71753641,36.20236745,-10.56619376,300 days 04:26:39.999999996,61 days 14:13:20,0.4703560566,0.1120631906,1.095756256
JNJ,TRUE,28,76,,,112,48.21428571,1.604950905,7.06401766,477.2653433,348.6516306,0.1483443709,1,70.79962708,0.8262897497,0,0,15855,15856 days 00:00:00,1000,54453.71845,5345.371845,64834.1944,100,6770.05101,39.04487226,2684 days 00:00:00,112,0,0,114.0131579,-18.1462001,14.96814235,-4.788383873,128 days 13:19:59.999999998,50 days 11:35:10.344827586,0.5527708442,0.2468551128,1.108150501
