Metric Type,Short Window,Long Window,Ticker,Strategy Type,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%],Last Position Open Date,Last Position Close Date
Mean Total Return [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Median Total Return [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Most Total Fees Paid,47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Least Max Drawdown [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Most Total Trades,47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Least Win Rate [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Mean Best Trade [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Mean Worst Trade [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Median Worst Trade [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
Mean Avg Winning Trade [%],47,48,DOCU,SMA,0,true,false,1,75,1.4541478263606868,56.75675675675676,2.090305141647083,3.178698748125041,1.504860210644686,3.1440595171234893,12 days 11:40:32.432432431,0.02825797066311068,0.8711283185840707,1.7306415929203538,2.769054495739457,0,1808,1809 days 00:00:00,1000.0,5156.576469798616,415.6576469798616,100.30204567823908,100.0,388.48844350912066,46.210870445131455,573 days 00:00:00,74,-5.156576469797983,92.56633343025153,-36.30232565659742,9.433449394868582,-5.030661475725855,17 days 00:34:17.142857143,6 days 12:45:00,56.23963576038393,0.9520847354450036,0.8489316021791544,1.2317260163039152,1.2911024627507355,24.36310271958943,1.3080726702070489,0.9416342412451363,-0.03303017752038825,,,0.0011861373588542689,0.29890661443127575,4.1565764697985985,0.256708152940897,0.37783839269808794,0,75,2618.7301587301586,,,,
