Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
MSTR,true,16,80,,,50,50.0,2.368429508592394,7.449344457687724,15427.800108510148,8854.338905251463,0.1564362336114422,1,2413.466941885527,1.4348625062544151,0,0,6712,6713 days 00:00:00,1000.0,772390.0054255073,77139.00054255073,3097.4438909948017,100.0,13185.705880481866,86.09048686488917,2349 days 00:00:00,50,0,0.0,489.9829015544042,-30.033379409144295,79.92467632920682,-12.16467917045594,119 days 05:45:36,29 days 04:48:00,0.9038453053740472,0.505919095579503,1.2359421743676073,23.904083256138048,74 days 05:16:48,0
DIS,true,25,70,,,113,53.09734513274337,2.6194880346803573,7.112733681626487,9077.771447777573,7303.114599981958,0.14936740731415624,1,1355.9231853450106,1.133519064247877,0,0,15887,15888 days 00:00:00,1000.0,1026788.1735988654,102578.81735988654,118705.69419115644,100.0,40210.54756247537,56.19418457198218,2530 days 00:00:00,113,0,0.0,97.78081632839026,-24.283039620301384,22.83544042803953,-7.845348284120897,121 days 18:00:00,36 days 07:41:53.207547170,0.7474667019546134,0.30731164362214125,1.1549371971384417,-0.13585596665059851,81 days 16:21:14.336283186,0
LRCX,true,80,84,,,141,60.0,2.0754203265282234,13.623978201634877,6578.069736598907,5980.063396908097,0.28814713896457766,1,1895.451974510448,1.1331586494722796,0,0,10276,10277 days 00:00:00,1000.0,921008.754369477,92000.87543694771,37137.537177130995,100.0,47567.66722241687,70.51567743761575,1002 days 00:00:00,140,1,-921.0087543693371,171.50315430728693,-31.52600072669133,18.275603505273036,-8.475935369035119,53 days 20:51:25.714285714,30 days 08:08:34.285714286,0.7361120423452008,0.3890235733580861,1.1564828551880493,1.4773014698885614,44 days 10:58:17.142857142,1
QCOM,true,68,76,,,88,55.68181818181818,1.3511208687913785,10.536398467432951,3873.99824332977,3268.3525124510793,0.22126436781609196,1,857.1777722310123,1.2795739109179134,0,0,8352,8353 days 00:00:00,1000.0,341911.84541302023,34091.18454130202,30518.665907117876,100.0,46799.91052574591,61.53617774720686,1086 days 00:00:00,88,0,0.0,2309.369306930693,-23.345834387811912,62.02063673956618,-8.116588476081619,72 days 14:41:37.959183674,31 days 01:50:46.153846154,0.8022787009842293,0.4719164335410974,1.1827347467997134,0.11706011806207178,54 days 04:54:32.727272727,0
ISRG,true,80,88,,,63,58.06451612903226,2.549966958132142,9.99516363050137,3642.138490186198,3010.031810071238,0.21328389488956956,1,776.8094829141286,1.7744676436337925,0,0,6203,6204 days 00:00:00,1000.0,372452.57010934525,37145.257010934525,29269.586520679142,100.0,8842.622751250517,62.768320282833315,1021 days 00:00:00,62,1,145639.983717801,181.28387639656034,-36.921622138947434,27.627743050691873,-6.863679167911274,80 days 04:40:00,27 days 16:36:55.384615384,1.0723742029257102,0.66379692248719,1.2580136563162376,0.2690735137201605,58 days 04:15:29.032258064,0
MSTR,false,,,25,51,51,50.0,1.5479115034887436,7.449344457687724,3967.037116869151,2276.7660220782545,0.15956495828367104,1,633.0001120630006,1.3292684353821151,0,0,6712,6713 days 00:00:00,1000.0,405228.6200196392,40422.86200196392,3097.4438909948017,100.0,8622.2315565619,89.71129265152382,2380 days 00:00:00,50,1,205876.76417618172,597.4473684210525,-36.48008430237283,72.50614321375282,-12.962911349300565,123 days 00:57:36,20 days 17:16:48,0.8436933813005946,0.4303507295606647,1.2189623259042333,12.050393622782096,71 days 21:07:12,0
WDC,true,14,79,,,94,50.0,1.3773729033504614,8.055531750792698,2466.8743249120043,1868.8441855393971,0.16916616676664667,1,417.311673440423,0.9015534403995403,0,0,11669,11670 days 00:00:00,1000.0,232886.18654172862,23188.61865417286,5979.111056857687,100.0,19479.938328787437,77.31603420499165,1904 days 00:00:00,94,0,0.0,159.2409131922895,-38.23600254058837,33.74517520780202,-12.47191658059026,105 days 07:08:56.170212766,28 days 12:45:57.446808510,0.5879058215725026,0.24040131374155366,1.1314881723791934,2.8782719427124346,66 days 21:57:26.808510638,0
DIS,false,,,69,79,63,50.0,2.035446042275832,3.902561843016303,1412.9156893004106,1005.5185116692546,0.08327563416629949,1,117.66145005000587,0.7687328769999306,0,0,15887,15888 days 00:00:00,1000.0,84897.31415362842,8389.731415362843,118705.69419115644,100.0,2957.392639811724,56.24275321195358,2518 days 00:00:00,62,1,-3703.4585829970893,173.23003437836982,-23.445950292230656,32.44877491277794,-9.882555020344984,261 days 14:42:34.838709680,52 days 01:32:54.193548387,0.5210762497761462,0.19099676944076474,1.1037890322709472,-0.9293232605855241,156 days 20:07:44.516129033,0
UNP,false,,,45,63,57,53.57142857142857,2.711037739899936,4.9235097590997015,448.7776057316246,309.07548604106375,0.10524002110075611,1,47.229364696742984,0.814393230600458,0,0,11374,11375 days 00:00:00,1000.0,26032.322167419326,2503.232216741933,8165.197192074741,100.0,984.7416398993395,51.970690250735565,2566 days 00:00:00,56,1,-99.22375355165423,64.62144135563523,-13.842734269212203,19.634075757384238,-6.7055596734447205,222 days 22:24:00,37 days 12:00:00,0.551039387479335,0.21213915666722427,1.1011259920448182,-0.6934266058912079,136 days 20:08:34.285714286,0
AMP,true,69,72,,,79,62.82051282051282,2.2540610991025973,15.967246673490274,180.96055544949013,172.24295293366387,0.33961105424769705,1,61.45620501345018,1.2619852930738462,0,0,4885,4886 days 00:00:00,1000.0,16929.08056902442,1592.908056902442,1375.0878612122137,100.0,978.6016168562995,58.854927967856426,1050 days 00:00:00,78,1,1814.1572439641914,103.55981918181661,-41.80502883928385,11.142033986109038,-5.9657130838219095,48 days 12:44:04.897959183,23 days 14:04:08.275862068,0.849087652568899,0.3998470760642372,1.179107839231097,0.15840456587130955,39 days 06:09:13.846153845,0
DELL,false,,,6,8,89,50.0,1.7235322140913856,41.19850187265917,32.237430784766964,24.42229604906588,0.875,2,28.207751936671094,1.301546837938331,0,0,2136,2137 days 00:00:00,1000.0,3903.7084749454975,290.37084749454976,847.8212800426764,100.0,438.0224749034234,41.71200605472987,561 days 00:00:00,88,1,66.81456588600304,21.659880265696568,-13.693801698503835,6.895740820325737,-3.342733695723574,23 days 21:16:21.818181818,6 days 05:27:16.363636363,0.8323215094208742,0.627873340724075,1.1929133228056261,-0.657509366266516,15 days 01:21:49.090909090,0
