Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Signal Entry
LTC-USD,true,7,48,56,46.42857142857143,1.7061778459347559,0.014652014652014652,7190.54742192366,4291.878626492543,0.43956043956043955,0.8791208791208791,3160.6801854609494,1.8605224776212248,0,0,3822,3823 days 00:00:00,1000.0,403670.65562772506,40267.06556277251,2087.0526296341463,100.0,23097.403111479478,62.66292092826832,1396 days 00:00:00,56,0,0.0,900.4446272554633,-23.301878935988235,69.91629236238762,-7.975233494980212,53 days 01:50:46.153846154,17 days 04:00:00,1.08804390262454,1.234242977119604,1.2992705969203675,18.293747072315657,33 days 20:08:34.285714285,false
