Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Signal Entry
LTC-USD,true,17,30,65,50.0,1.3544237182587442,0.01674515960230246,4872.315160903625,3579.294884043067,0.5102040816326531,1.0125588697017267,2485.875082093686,1.7749483002742164,0,0,3822,3823 days 00:00:00,1000.0,264732.65068625857,26373.265068625857,2087.0526296341463,100.0,25918.398726051288,71.23647660210922,1396 days 00:00:00,64,1,-48095.51961157308,569.187659944391,-28.19248411190684,55.50091614042575,-10.235819847555682,42 days 03:45:00,18 days 00:00:00,1.0404019763118344,0.9874172329954987,1.283033501269915,11.636607574792691,30 days 01:52:30,false
