Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
DIS,true,5,78,,,175,39.6551724137931,2.028678400793506,10.952350978787688,11466.09252853921,6889.240547450413,0.23132120601749856,1,2652.3503520099193,1.2669484389948733,0,0,15887,15888 days 00:00:00,1000.0,2312073.752032838,231107.3752032838,118705.69419115644,100.0,152425.76258928093,52.56185602110046,2381 days 00:00:00,174,1,315973.65206701704,110.01053294768302,-11.470727598390592,21.839059770119036,-4.439924474722047,108 days 17:02:36.521739130,16 days 16:27:25.714285714,0.8183059542563454,0.37054318290487537,1.1693425983884689,0.9468937592085728,53 days 04:16:33.103448275,0
MSTR,false,,,6,23,148,38.513513513513516,2.349062902129188,22.050059594755663,10604.02485166192,6187.852339729007,0.4630512514898689,1,4910.206978391723,1.5212053636348426,0,0,6712,6713 days 00:00:00,1000.0,1570395.6780459636,156939.56780459636,3097.4438909948017,100.0,51789.63390874714,90.58898487833793,2310 days 00:00:00,148,0,0.0,669.0262975778547,-51.12041681384669,44.80751909335054,-7.209261566645249,48 days 18:31:34.736842105,8 days 22:25:03.296703296,0.956064323706572,0.543131149625454,1.262408612162576,49.667444940929116,24 days 06:38:55.135135133,0
LRCX,true,80,84,,,141,60.0,2.0754203265282234,13.623978201634877,6578.069736598907,5980.063396908097,0.28814713896457766,1,1895.451974510448,1.1331586494722796,0,0,10276,10277 days 00:00:00,1000.0,921008.754369477,92000.87543694771,37137.537177130995,100.0,47567.66722241687,70.51567743761575,1002 days 00:00:00,140,1,-921.0087543693371,171.50315430728693,-31.52600072669133,18.275603505273036,-8.475935369035119,53 days 20:51:25.714285714,30 days 08:08:34.285714286,0.7361120423452008,0.3890235733580861,1.1564828551880493,1.4773014698885614,44 days 10:58:17.142857142,1
LRCX,false,,,56,61,41,47.5,5.619466416877017,3.892565200467108,10889.143692183712,4749.626495672419,0.0837874659400545,1,912.3737562252021,1.0508748748930674,0,0,10276,10277 days 00:00:00,1000.0,431025.014311603,43002.5014311603,37137.537177130995,100.0,5822.440401343747,71.00796220443647,1523 days 00:00:00,40,1,-5540.733375745593,442.40809272279523,-20.933613514953215,72.86436599996773,-9.435083479269872,257 days 11:22:06.315789472,69 days 16:00:00,0.6911950341424598,0.3385767609375444,1.142681934722537,0.1579255034079348,158 days 20:59:59.999999998,0
WDC,true,11,83,,,95,45.744680851063826,1.4555173923076012,8.055531750792698,5284.725611698899,3662.8497953425635,0.17096580683863227,1,903.5073781248868,0.9814357932518631,0,0,11669,11670 days 00:00:00,1000.0,497266.9405591372,49626.69405591372,5979.111056857687,100.0,34706.2169825006,70.20799665884152,1904 days 00:00:00,94,1,-497.2669405590859,159.82023116769798,-30.06701030927833,38.34095758307271,-10.72853482784264,111 days 17:51:37.674418604,29 days 11:45:52.941176470,0.6350996951472765,0.30529418592357327,1.1425659638465686,7.300012089421695,67 days 02:48:30.638297870,1
QCOM,true,68,76,,,88,55.68181818181818,1.3511208687913785,10.536398467432951,3873.99824332977,3268.3525124510793,0.22126436781609196,1,857.1777722310123,1.2795739109179134,0,0,8352,8353 days 00:00:00,1000.0,341911.84541302023,34091.18454130202,30518.665907117876,100.0,46799.91052574591,61.53617774720686,1086 days 00:00:00,88,0,0.0,2309.369306930693,-23.345834387811912,62.02063673956618,-8.116588476081619,72 days 14:41:37.959183674,31 days 01:50:46.153846154,0.8022787009842293,0.4719164335410974,1.1827347467997134,0.11706011806207178,54 days 04:54:32.727272727,0
DIS,false,,,23,24,197,40.609137055837564,1.8215363624433198,12.400075533455027,4965.6553748604665,3055.3178740873504,0.26040158620255555,1,1293.064536148911,1.1480181001540821,0,0,15887,15888 days 00:00:00,1000.0,979234.1088475124,97823.41088475124,118705.69419115644,100.0,92072.70983556633,58.452979068444655,3201 days 00:00:00,197,0,0.0,113.73096676359123,-14.27681865006464,18.66858320877193,-4.698090340984869,91 days 01:12:00,17 days 19:29:13.846153846,0.740610636301728,0.293251844664897,1.1523200416789154,-0.1759164414874457,47 days 13:16:45.076142131,0
ISRG,true,80,88,,,63,58.06451612903226,2.549966958132142,9.99516363050137,3642.138490186198,3010.031810071238,0.21328389488956956,1,776.8094829141286,1.7744676436337925,0,0,6203,6204 days 00:00:00,1000.0,372452.57010934525,37145.257010934525,29269.586520679142,100.0,8842.622751250517,62.768320282833315,1021 days 00:00:00,62,1,145639.983717801,181.28387639656034,-36.921622138947434,27.627743050691873,-6.863679167911274,80 days 04:40:00,27 days 16:36:55.384615384,1.0723742029257102,0.66379692248719,1.2580136563162376,0.2690735137201605,58 days 04:15:29.032258064,0
WDC,false,,,27,42,95,42.5531914893617,1.5274885582765276,8.055531750792698,1402.4720798669541,904.2373177736648,0.17096580683863227,1,239.77477070310854,0.8498115272754619,0,0,11669,11670 days 00:00:00,1000.0,131679.2076356028,13067.920763560282,5979.111056857687,100.0,8401.054283810816,69.86303616612607,1592 days 00:00:00,94,1,-1153.1678718909097,160.43762546699926,-30.06701030927834,38.2057675710974,-10.972073125981915,120 days 01:48:00,27 days 17:20:00,0.5519076542284563,0.23604486741994024,1.1231838671541028,1.1855959254297759,67 days 00:30:38.297872340,0
QCOM,false,,,8,81,77,35.526315789473685,2.089208225501425,9.099616858237548,1005.6463494892489,541.3168149164617,0.19360632183908044,1,194.6994907955119,1.045628577936049,0,0,8352,8353 days 00:00:00,1000.0,78255.96054319818,7725.596054319817,30518.665907117876,100.0,3513.081705150289,74.3761370230839,1895 days 00:00:00,76,1,826.8379820152622,1584.7972910507667,-17.03216630196935,86.71992019021138,-7.48101606025188,138 days 07:06:40,21 days 14:12:14.693877551,0.6600285893260273,0.2821816542927541,1.148760690731149,-0.746856691644638,63 days 01:15:47.368421052,0
UNP,false,,,64,69,41,55.00000000000001,3.977278897972074,3.516792685071215,1050.7345777461085,530.6740291647012,0.0756989625461579,1,79.53951744675571,0.9090828974851243,0,0,11374,11375 days 00:00:00,1000.0,43996.18004648949,4299.618004648949,8165.197192074741,100.0,1105.1140709899362,44.37362829086408,2016 days 00:00:00,40,1,966.7969366451507,117.51461283460243,-13.326556016597504,27.80467481246003,-5.92307571293724,308 days 05:27:16.363636364,59 days 05:20:00,0.616244269285284,0.2909464670610562,1.1121388752617394,-0.473421412428077,196 days 04:12:00.000000002,0
