Ticker,Use SMA,Short Window,Long Window,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy per Trade,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Beats BNH [%],Avg Trade Duration,Signal Entry
BTC-USD,true,76,78,61,57.377049180327866,2.226202437974096,0.015893694632621157,25.937894200106125,21.487012946833474,0.4768108389786347,0.9536216779572694,12.367469094891664,1.8080727650041533,0,0,3838,3839 days 00:00:00,1000.0,233077.5863003647,23207.758630036467,18217.164757508188,100.0,10027.873001062346,64.3271929581157,1302 days 00:00:00,61,0,0.0,996.8003042619595,-33.28289019687436,50.27243223385051,-6.8201377683959254,48 days 22:37:42.857142857,22 days 04:36:55.384615384,3804.550595087946,1.206380526884358,1.0558042803938101,1.2829578066810934,-0.0803891550171962,15.933380645786707,1.1484541656580773,0.47710657945363605,-0.03986345919494529,None,None,0.0018572032820101643,0.4680152270665614,232.07758630036594,0.43023595562705186,0.46689779916980334,0.27395008712710966,37 days 12:59:00.983606556,false
