Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
DIS,true,5,78,,,171,39.411764705882355,1.9783914174242148,10.698552548772813,17538.749803325998,10473.228492182192,0.22599118942731278,1,3963.6029291216905,1.323017067446443,0,0,15890,15891 days 00:00:00,1000.0,3475370.147399812,347437.0147399812,191541.47429571397,100.0,228618.05648502585,52.173328861948264,2354 days 00:00:00,170,1,492782.6808343902,112.98100291746638,-11.470733579014679,23.009728217476173,-4.390327275261782,114 days 00:00:00,16 days 05:49:30.873786407,0.8529571141542573,0.39476250211837793,1.1765251566636319,0.8138996581157444,54 days 18:29:38.823529411,0
MSFT,false,,,67,79,37,37.83783783783784,6.099889660825031,3.7712771379064316,20342.32726366805,6537.93805535704,0.07919681989603507,1,1611.0476285669222,1.3443578254870037,0,0,9811,9812 days 00:00:00,1000.0,753666.1087557178,75266.61087557179,695458.6027736538,100.0,8696.086501928796,64.76231722470371,4483 days 00:00:00,37,0,0.0,609.8986931289057,-16.53600621243548,111.7939153886329,-6.997969163599843,412 days 06:51:25.714285712,66 days 10:26:05.217391305,0.9156232824204774,0.43152759917135014,1.1752592997092857,-0.8917741320973085,197 days 07:08:06.486486487,0
DIS,false,,,22,24,199,42.211055276381906,2.007187550142916,12.523599748269353,7844.87250776147,5017.277985777094,0.2629955947136564,1,2063.1669106315408,1.2134722856075153,0,0,15890,15891 days 00:00:00,1000.0,1562129.6290445323,156112.96290445322,191541.5609277637,100.0,125479.84686276854,57.30284466706108,3061 days 00:00:00,199,0,0.0,115.24163552993829,-14.276804748004126,18.347851210464817,-4.722541055454888,87 days 21:42:51.428571428,17 days 15:39:07.826086956,0.7811536535104622,0.32112339030670284,1.1609789376326496,-0.1849655910273787,47 days 07:21:24.422110552,0
FAST,true,65,86,,,63,65.07936507936508,2.5363927361900633,6.668783740870118,2125.414238197587,2000.5046778260116,0.14004445855827247,1,297.6524862004242,1.095963796607461,0,0,9447,9448 days 00:00:00,1000.0,134901.09700644802,13390.109700644804,193652.33482233752,100.0,5926.392645224188,58.70883227119024,1771 days 00:00:00,63,0,0.0,91.3760219513025,-29.026866401658104,19.63371703479838,-8.370105913908386,118 days 09:57:04.390243904,58 days 14:10:54.545454546,0.7417520084307055,0.3553377631037026,1.1520656812567487,-0.9308549018377223,97 days 12:34:17.142857143,0
POOL,false,,,35,65,36,55.55555555555556,3.979703591623466,4.87408610885459,2787.308850378386,1279.7561296503147,0.10235580828594638,1,285.2972503230517,1.2705032014247128,0,0,7386,7387 days 00:00:00,1000.0,101343.11861362186,10034.311861362185,50362.584763748266,100.0,2861.9390717411065,52.9302755542392,1559 days 00:00:00,36,0,0.0,153.3963523551999,-18.25573752442679,37.03915125965626,-6.008215559169113,233 days 20:24:00,42 days 04:30:00,0.8437820376045989,0.48430498069510103,1.1657497249294941,-0.8007586006867338,148 days 16:00:00,0
COP,false,,,20,82,67,46.26865671641791,2.592999771526434,6.1626195732156,499.17802222574466,349.9438871324759,0.1294150110375276,1,64.60112925603593,0.8321020103950135,0,0,10872,10873 days 00:00:00,1000.0,34444.927489124886,3344.4927489124884,9846.787932417841,100.0,1254.9179935839807,38.10500556716631,1981 days 00:00:00,67,0,0.0,74.6930843731809,-11.966364567358967,21.55763944456525,-5.542143613464508,181 days 07:44:30.967741934,33 days 00:00:00,0.57199074894873,0.33108690360041554,1.109393035369227,-0.6603468286443271,101 days 15:02:41.194029850,0
DOV,false,,,21,88,72,46.478873239436616,3.2297029584548285,6.269315673289183,403.7713696535729,284.34603496730483,0.13350993377483444,1,53.90748882262272,0.8549319264096717,0,0,11325,11326 days 00:00:00,1000.0,30836.140635420306,2983.6140635420306,30616.959318474794,100.0,958.2626310930418,47.54946108566093,2802 days 00:00:00,71,1,1168.3733900166444,56.253892478100155,-13.723639766868345,19.558702630202614,-5.663171042595563,190 days 21:05:27.272727272,35 days 20:12:37.894736842,0.5809483253513374,0.24570459682329404,1.107611527453724,-0.9025502816100465,107 days 21:38:01.690140844,0
CLX,false,,,35,78,65,44.61538461538462,1.9546531776347136,4.957669132789261,354.2545339218842,235.8443866789404,0.10411105178857448,1,36.881812127478604,0.7157211414456375,0,0,13111,13112 days 00:00:00,1000.0,24026.54470492247,2302.654470492247,9134.131365371022,100.0,1192.95166807349,58.57776539590508,4330 days 00:00:00,65,0,0.0,266.0164143493031,-22.0486620552016,29.644766065601985,-7.446809711726714,249 days 20:41:22.758620688,40 days 15:19:59.999999999,0.48229310577119694,0.15796553405426597,1.0961110834270298,-0.7479065738837538,133 days 23:37:50.769230769,0
HUM,false,,,45,84,45,42.22222222222222,1.445147323703364,4.13907284768212,474.0831061597414,206.78556053799554,0.0869205298013245,1,41.207554757262294,0.6932387921206382,0,0,10872,10873 days 00:00:00,1000.0,22333.73977718836,2133.373977718836,13946.542526073885,100.0,1234.3352865599306,58.88037800694179,1676 days 00:00:00,45,0,0.0,155.73223075016512,-47.02181599688201,44.86982004620994,-10.42467382084245,269 days 05:03:09.473684212,64 days 10:09:13.846153846,0.4812646822464015,0.1866494626978388,1.0979353848189666,-0.847032053017415,150 days 21:19:59.999999999,0
FAST,false,,,88,89,35,35.294117647058826,1.5572820951464252,3.5990261458664126,667.6898976374896,183.93661091941863,0.07780247697681804,1,51.947927888594776,0.7627659224991676,0,0,9447,9448 days 00:00:00,1000.0,25408.768942565508,2440.8768942565507,193652.26037611518,100.0,1164.3008008430127,72.95062365206586,3800 days 00:00:00,34,1,1707.3124228908673,540.0896274237115,-23.68648978751418,95.57272491187953,-10.295277483197468,442 days 04:00:00,70 days 22:54:32.727272727,0.5326838768373232,0.18248726525909256,1.1001379693947642,-0.9873955672424591,201 days 23:17:38.823529412,0
