Ticker,Use SMA,SMA_FAST,SMA_SLOW,EMA_FAST,EMA_SLOW,Total Trades,Win Rate [%],Profit Factor,Trades Per Day,Expectancy,Expectancy Adjusted,Trades per Month,Signals per Month,Expectancy per Month,Sortino Ratio,Signal Window,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Total Open Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Sharpe Ratio,Calmar Ratio,Omega Ratio,Beats BNH [%],Avg Trade Duration,Current
OP-USD,false,,,7,13,25,36.0,1.9665032999506793,23.45215759849906,256997.1777074813,53098.590435430015,0.7035647279549718,2,180814.14941895963,1507.6874802319965,0,0,1066,1067 days 00:00:00,1000.0,6425929.442687035,642492.9442687035,117690.84278360318,100.0,224027.15314861265,61.39582467125757,340 days 00:00:00,25,0,0.0,245696.54639777972,-16.923636899702903,27335.10324468868,-8.377054506255616,36 days 02:40:00,9 days 01:30:00,0.5854768714155187,31.066287668544685,221.2455777758272,4.459158325937457,18 days 19:12:00,0
ON,true,13,22,,,144,44.44444444444444,1.4947637813360868,23.106546854942234,340.8064208038792,229.4992732686055,0.4852374839537869,1,165.37205014616987,1.1440357458066714,0,0,6232,6233 days 00:00:00,1000.0,50076.12459575859,4907.612459575859,99.70833460490127,100.0,5515.900296380072,76.86749975300398,1604 days 00:00:00,144,0,0.0,95.03800444602967,-28.40705580163572,17.148609870638452,-6.453985198640733,33 days 10:52:30,14 days 03:18:00,0.7053551570139723,0.33507173843196175,1.1645530903828178,48.21968137390413,22 days 17:20:00,0
CLSK,true,22,29,,,43,50.0,3.548241516613039,20.29966167230546,475.28042942464754,229.12968360692375,0.4364427259545674,1,207.43268621095055,1.8289344122299902,0,0,2069,2070 days 00:00:00,1000.0,20327.837366231848,1932.7837366231847,-70.54441466041665,100.0,375.30555347666143,69.85532073709976,513 days 00:00:00,42,1,-633.9406696033548,349.6700595836392,-64.1086311810637,49.66709147876715,-13.759606580659497,26 days 16:00:00,14 days 13:42:51.428571428,0.9995942886935113,1.0032192171662122,1.333106903054585,28.398111472426656,20 days 14:51:25.714285714,0
SUI20947-USD,true,46,47,,,21,66.66666666666666,5.630573802590083,32.25806451612903,589.281333816468,187.49860621433072,0.967741935483871,2,570.2722585320657,4.222572159487093,0,0,651,652 days 00:00:00,1000.0,13374.908010145828,1237.4908010145828,134.46686603683878,100.0,196.87415674697303,26.859260574128065,216 days 00:00:00,21,0,0.0,322.3432425116729,-21.32431204231608,43.698263081998824,-7.142929445425048,21 days 01:42:51.428571428,3 days 17:08:34.285714285,2.154931850197649,12.17778193649523,1.5469217126953763,8.202942237648028,15 days 06:51:25.714285713,0
GRT6719-USD,true,14,35,,,24,50.0,2.201321277069699,15.820698747528017,415.9562624556009,114.58850205388454,0.4746209624258405,1,197.4215616137328,1.9990250411737807,0,0,1517,1518 days 00:00:00,1000.0,10982.95029893442,998.2950298934419,-46.597816070495526,100.0,274.45709093870283,59.10149924153605,721 days 00:00:00,24,0,0.0,296.169691804314,-21.339006955873757,53.50380577274238,-12.631877209492634,36 days 06:00:00,13 days 12:00:00,1.0633624969155948,1.3185068666266018,1.3019882641661493,22.423644154978653,24 days 21:00:00,0
ON,false,,,21,38,66,34.84848484848485,1.2491505549456163,10.590500641848523,172.7386159787212,91.20725820731377,0.22240051347881898,1,38.41715689128812,0.8474834980259222,0,0,6232,6233 days 00:00:00,1000.0,12400.748654595582,1140.0748654595582,99.70833460490127,100.0,1429.117086363333,70.63918894195616,1677 days 00:00:00,66,0,0.0,406.2424590491607,-29.401539927262515,44.956602474184905,-9.088507213283332,113 days 12:31:18.260869566,18 days 23:26:30.697674418,0.5428723183056527,0.224891411976563,1.1200951826137377,10.434097961591233,51 days 22:10:54.545454545,0
HUT,false,,,8,10,48,35.41666666666667,1.7207897987281209,27.554535017221582,222.812277007737,86.95612279916276,0.5786452353616532,2,128.92926247060785,1.6920050721845836,0,0,1742,1743 days 00:00:00,1000.0,11694.989296371376,1069.4989296371375,11.704195000275309,100.0,373.10776688201275,73.53075023940552,375 days 00:00:00,48,0,0.0,427.7499725979731,-32.541727506287046,61.26003339316392,-11.597849666715048,30 days 22:35:17.647058823,7 days 19:21:17.419354838,0.9916049197102561,0.9160645357643672,1.2458903246363522,90.37740183002593,15 days 23:59:59.999999999,0
IREN,true,19,24,,,21,70.0,3.510842774926281,24.691358024691358,256.92964550552557,77.85746833500775,0.5444444444444444,2,139.8839181085639,2.3640869684783667,0,0,810,811 days 00:00:00,1000.0,5922.64084650348,492.264084650348,-49.202455260779324,100.0,107.4848146828559,78.09219869831321,203 days 00:00:00,20,1,-215.95206360703287,157.26242694386804,-36.85581085237046,25.252832266293552,-12.056642907360953,19 days 00:00:00,18 days 08:00:00,1.2439080333383592,1.570952703724166,1.3168581035579716,11.004868294504517,18 days 19:12:00,0
CEG,true,38,39,,,26,60.0,9.785099407197292,32.552083333333336,202.3845395944521,69.69164586585815,0.7109375,2,143.8827586179308,4.276085034934809,0,0,768,769 days 00:00:00,1000.0,6902.819060153762,590.2819060153762,646.6190156482512,100.0,116.08419688413674,21.44858244283645,127 days 00:00:00,25,1,843.2055702924599,60.41612417706972,-5.088653482382898,15.832116518188272,-2.5371015597454227,26 days 20:48:00,8 days 16:48:00,2.21187381931658,7.001457192726192,1.5720122216075294,-0.08712566174132028,19 days 14:24:00,0
HIMS,true,3,46,,,25,45.83333333333333,4.461006727462962,17.647058823529413,261.96883610627384,66.15374649148329,0.3860294117647059,1,101.12767570278953,2.2569915022678875,0,0,1360,1361 days 00:00:00,1000.0,11391.78430379906,1039.178430379906,344.6938875802913,100.0,116.8336132098111,61.198136964549235,516 days 00:00:00,24,1,4104.532237248486,74.18206789072725,-11.911600878230086,31.07590723526879,-5.849534025749267,57 days 17:27:16.363636364,7 days 09:13:50.769230769,1.3232957751739722,1.5037544156929117,1.3461255906695353,2.014786359209358,30 days 10:59:59.999999999,0
