Date,Close
0,1.0
1,1.0
2,1.0
3,1.0
4,1.0
5,1.0
6,1.0
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,1.0
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
30,1.0
31,1.0
32,1.0
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,1.0
47,1.0
48,1.0
49,1.0
50,1.0
51,1.0
52,1.0
53,1.0
54,1.0
55,1.0
56,1.0
57,1.0
58,0.9990009990009989
59,1.0828239080225506
60,1.0661176566179649
61,1.0448358489078249
62,0.9295966115180107
63,0.9622070713309678
64,0.9866305118779342
65,0.9512025199259586
66,0.9245690911880995
67,0.9487705092367761
68,0.942266862814495
69,1.0060944198456618
70,1.1087784249887798
71,1.0427684032169215
72,1.0906593031405323
73,1.1776643092993813
74,1.14760734965053
75,1.194103245229732
76,1.1555416360422168
77,1.2008271758271323
78,1.1561151861150063
79,1.2937492409116937
80,1.3811755007188853
81,1.3935541000167464
82,1.349075431903519
83,1.2641378714355733
84,1.2444908600938753
85,1.2643857756344032
86,1.120657932389659
87,1.1469770143541675
88,1.2201144508460249
89,1.2908619826988321
90,1.3827940727377355
91,1.4801815037535369
92,1.4981078648768664
93,1.6473184759752006
94,1.904965010441158
95,1.8601508459560043
96,2.089451317067021
97,1.4135591093580788
98,1.5843254106394327
99,1.5660912697413967
100,1.4911813230565816
101,1.4146090565531229
102,1.58323818606973
103,1.6916659972625572
104,1.7009936462489916
105,1.612694072195591
106,2.0288950910959094
107,2.535845367691045
108,2.881807603986486
109,2.890607189023095
110,2.686817189881728
111,2.7330231717854776
112,2.492209206874503
113,2.473466413302047
114,2.8237611303796863
115,2.920652752997828
116,3.0324943411771903
117,2.8427826351004954
118,3.5748013384743067
119,3.3796521575199674
120,4.007852793028861
121,4.318294519950246
122,5.074239503444232
123,5.352314039223034
124,6.107881227147942
125,6.085554204344723
126,5.52400860507749
127,5.158494868641226
128,5.485552261015306
129,5.02047200889538
130,5.395342559517942
131,4.6971265159315925
132,5.198145247574595
133,4.769432647653864
134,4.89454401547655
135,5.383117898394188
136,5.419662086968709
137,5.289822866416023
138,5.765402204192351
139,5.581805532735799
140,6.499397960452193
141,6.4304015960467495
142,7.187073971214123
