Metric Type,Short Window,Long Window,Signal Window,Ticker,Strategy Type,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Alpha,Beta,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Mean Total Fees Paid,7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Median Total Fees Paid,7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Least Max Drawdown [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Least Total Trades,7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Most Win Rate [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Most Best Trade [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Mean Best Trade [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Median Best Trade [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
Most Worst Trade [%],7,9,12,CEG,MACD,true,false,1,44,0.7588368640637975,55.81395348837209,1.5625971254594393,0.5604420671330144,1.5065101930536986,-0.9621399102471784,0 days 23:59:59.999999999,0.03468185891691205,1.0794392523364487,2.1343457943925235,0.6049631659239548,0,856,857 days 00:00:00,1000.0,1238.3653156200733,23.836531562007327,629.5952206566221,100.0,104.45267507807364,8.282757356695445,310 days 00:00:00,43,-1.2383653156198307,16.09918559337266,-6.637178891129807,2.4329760543854153,-1.8048640220279133,1 days 00:00:00,1 days 00:00:00,5.572178626411478,0.6654718218863478,1.1509364949067802,1.65236332292471,11.026928063282341,224.29216421768075,4.0978610408532825,0.4032258064516129,-0.0009990009990008704,,,0.0002800864001296988,0.0705817728326841,0.2383653156200718,0.06488348464068472,0.12764654183613253,44,0,1239.8412698412699,,
