Ticker,Allocation [%],Strategy Type,Short Window,Long Window,Stop Loss [%],Signal Entry,Total Trades,Total Return [%],Annual Returns,Sharpe Ratio,Sortino Ratio,Max Drawdown [%],Winning Trades,Losing Trades,Win Rate [%],Profit Factor,Expectancy per Trade,Score,Beats BNH [%],Has Open Trade
QQQ,,EMA,75,88,,true,21,1325.5409282320056,0.11907294594969658,0.7649314296485061,1.084901501848415,36.464968152866234,13,8,65.0,12.771110695335661,663.4832345801188,1.612162510518445,0.44612321967730845,true
QQQ,,SMA,55,59,,true,109,663.2424459367636,0.09395970253101434,0.6261954711206379,0.8862166666049252,39.442796750419845,63,46,58.333333333333336,2.2167086956479203,61.48200818358337,1.3265176216007164,-0.2764234729258756,true
