Date,Returns,Returns_Pct
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,-0.000999000999000941,-0.09990009990009412
9,0.09230885680839562,9.230885680839563
10,0.014083619770567414,1.4083619770567415
11,-0.024304022480898586,-2.430402248089859
12,-0.028467937578344715,-2.8467937578344715
13,0.010988266108535089,1.098826610853509
14,-0.021737672882852884,-2.1737672882852883
15,-0.04444822239846083,-4.444822239846083
16,-0.042632974341183016,-4.263297434118302
17,-0.02024151481899907,-2.024151481899907
18,0.053715348278005434,5.371534827800543
19,-0.00784258985055178,-0.7842589850551781
20,-0.03557088397426763,-3.557088397426763
21,0.0040981175602809875,0.4098117560280988
22,0.020406848698596675,2.0406848698596676
23,-0.007999537719987493,-0.7999537719987493
24,0.06047991703165052,6.047991703165052
25,-0.030416389399313532,-3.041638939931353
26,0.01960663170227115,1.9606631702271151
27,0.011537721282587171,1.1537721282587172
28,-0.0038020740579492924,-0.38020740579492923
29,-0.015266238067375211,-1.526623806737521
30,-0.007751402834898177,-0.7751402834898177
31,-0.031248034441743802,-3.1248034441743804
32,-0.036287993288108646,-3.6287993288108646
33,-0.054397156052438535,-5.439715605243854
34,-0.05751839575608244,-5.751839575608244
35,0.03755616048453157,3.7556160484531573
36,0.03516055279988512,3.516055279988512
37,0.0,0.0
38,0.0,0.0
39,0.0,0.0
40,0.0,0.0
41,0.0,0.0
42,0.0,0.0
43,0.0,0.0
44,0.0,0.0
45,0.0,0.0
46,0.0,0.0
47,0.0,0.0
48,0.0,0.0
49,0.0,0.0
50,0.0,0.0
51,0.0,0.0
52,0.0,0.0
53,0.0,0.0
54,0.0,0.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
58,0.0,0.0
59,0.0,0.0
60,0.0,0.0
61,0.0,0.0
62,0.0,0.0
63,0.0,0.0
64,0.0,0.0
65,0.0,0.0
66,0.0,0.0
67,0.0,0.0
68,0.0,0.0
69,0.0,0.0
70,0.0,0.0
71,0.0,0.0
72,0.0,0.0
73,0.0,0.0
74,0.0,0.0
75,0.0,0.0
76,0.0,0.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
80,0.0,0.0
81,0.0,0.0
82,0.0,0.0
83,0.0,0.0
84,0.0,0.0
85,0.0,0.0
86,0.0,0.0
87,0.0,0.0
88,0.0,0.0
89,0.0,0.0
90,-0.0009990009990009279,-0.09990009990009278
91,-0.008546429192948903,-0.8546429192948903
92,-0.00862021536841652,-0.862021536841652
93,-0.01739022310643746,-1.739022310643746
94,-0.013273407777703266,-1.3273407777703266
95,0.017936008063069938,1.7936008063069937
96,0.0,0.0
97,-0.0044050381204543175,-0.44050381204543176
98,-0.0044244101820274705,-0.44244101820274706
99,-0.026664969549807134,-2.6664969549807136
100,0.013697703964134377,1.3697703964134378
101,0.009008428182132027,0.9008428182132027
102,-0.022319972515106232,-2.2319972515106232
103,0.0,0.0
104,-0.004565941964971834,-0.45659419649718336
105,-0.013760533762701772,-1.3760533762701772
106,0.023254234025277515,2.3254234025277514
107,0.01818063531177586,1.818063531177586
108,-0.01785600185394293,-1.785600185394293
109,0.0318160814514601,3.18160814514601
110,0.05727302413801386,5.727302413801386
111,0.045830230524121406,4.58302305241214
112,-0.003983728480913967,-0.3983728480913967
113,0.05599633679406033,5.5996336794060335
114,0.0,0.0
115,0.0037876730445266663,0.37876730445266665
116,0.0,0.0
117,-0.04905364695981205,-4.905364695981205
118,0.0,0.0
119,0.019840028550889677,1.9840028550889677
120,-0.01556322678420652,-1.556322678420652
121,-0.035570883974267796,-3.5570883974267797
122,0.0204904783635984,2.04904783635984
123,0.012047386530005285,1.2047386530005284
124,0.04364797804090704,4.364797804090704
125,-0.01140612064170744,-1.140612064170744
126,-0.003845941328725628,-0.38459413287256283
127,-0.019303845396853484,-1.9303845396853485
128,-0.015746928877888634,-1.5746928877888633
129,-0.003999768859993765,-0.39997688599937653
130,-0.028110604316812157,-2.8110604316812156
131,-0.03719502661288002,-3.7195026612880016
132,0.017166326920385968,1.7166326920385968
133,-0.025314982418852282,-2.5314982418852283
134,0.021643710043135107,2.1643710043135105
135,-0.012711065177983831,-1.2711065177983831
136,-0.034332653840771804,-3.4332653840771803
137,-0.07555872825420674,-7.555872825420675
138,-0.009614805672277632,-0.9614805672277632
139,-0.001000000000000011,-0.1000000000000011
140,0.0,0.0
141,0.0,0.0
142,0.0,0.0
143,0.0,0.0
144,0.0,0.0
145,0.0,0.0
146,0.0,0.0
147,0.0,0.0
148,0.0,0.0
149,0.0,0.0
150,0.0,0.0
151,0.0,0.0
152,0.0,0.0
153,0.0,0.0
154,0.0,0.0
155,0.0,0.0
156,0.0,0.0
157,0.0,0.0
158,0.0,0.0
159,0.0,0.0
160,0.0,0.0
161,0.0,0.0
162,0.0,0.0
163,0.0,0.0
164,0.0,0.0
165,0.0,0.0
166,0.0,0.0
167,0.0,0.0
168,0.0,0.0
169,0.0,0.0
170,0.0,0.0
171,0.0,0.0
172,0.0,0.0
173,0.0,0.0
174,0.0,0.0
175,0.0,0.0
176,0.0,0.0
177,0.0,0.0
178,0.0,0.0
179,0.0,0.0
180,0.0,0.0
181,0.0,0.0
182,0.0,0.0
183,0.0,0.0
184,0.0,0.0
185,0.0,0.0
186,0.0,0.0
187,0.0,0.0
188,0.0,0.0
189,0.0,0.0
190,0.0,0.0
191,0.0,0.0
192,0.0,0.0
193,0.0,0.0
194,0.0,0.0
195,0.0,0.0
196,0.0,0.0
197,0.0,0.0
198,0.0,0.0
199,0.0,0.0
200,0.0,0.0
201,0.0,0.0
202,0.0,0.0
203,0.0,0.0
204,0.0,0.0
205,0.0,0.0
206,0.0,0.0
207,0.0,0.0
208,0.0,0.0
209,0.0,0.0
210,0.0,0.0
211,0.0,0.0
212,0.0,0.0
213,0.0,0.0
214,0.0,0.0
215,0.0,0.0
216,0.0,0.0
217,0.0,0.0
218,0.0,0.0
219,0.0,0.0
220,0.0,0.0
221,0.0,0.0
222,0.0,0.0
223,0.0,0.0
224,0.0,0.0
225,0.0,0.0
226,0.0,0.0
227,0.0,0.0
228,0.0,0.0
229,0.0,0.0
230,0.0,0.0
231,0.0,0.0
232,0.0,0.0
233,0.0,0.0
234,0.0,0.0
235,0.0,0.0
236,0.0,0.0
237,0.0,0.0
238,0.0,0.0
239,0.0,0.0
240,0.0,0.0
241,0.0,0.0
242,0.0,0.0
243,0.0,0.0
244,0.0,0.0
245,0.0,0.0
246,0.0,0.0
247,0.0,0.0
248,0.0,0.0
249,0.0,0.0
250,0.0,0.0
251,0.0,0.0
252,0.0,0.0
253,0.0,0.0
254,0.0,0.0
255,0.0,0.0
256,0.0,0.0
257,-0.0009990009990008188,-0.09990009990008188
258,-0.04372270308670029,-4.3722703086700285
259,0.01714184439260181,1.7141844392601808
260,-0.02247055490510815,-2.2470554905108147
261,0.005746733513025726,0.5746733513025726
262,-0.0457114070272704,-4.57114070272704
263,0.01796287645549627,1.7962876455496268
264,0.04117383125133166,4.117383125133165
265,0.0,0.0
266,-0.005649337370359562,-0.5649337370359563
267,-0.0511332067977235,-5.11332067977235
268,-0.011975277619901255,-1.1975277619901254
269,-0.07879363326404616,-7.879363326404616
270,0.046061735615199585,4.606173561519959
271,-0.06290016912602377,-6.290016912602376
272,-0.033554989018173324,-3.3554989018173322
273,-0.006944059405114331,-0.6944059405114331
274,0.048948035748297765,4.894803574829776
275,0.06667461822506092,6.667461822506092
276,0.018748783771109067,1.8748783771109068
277,-0.024538260196118454,-2.4538260196118453
278,0.018866607926141782,1.8866607926141783
279,0.018517332642356808,1.8517332642356807
280,0.006060171066540935,0.6060171066540935
281,-0.030118493942593003,-3.0118493942593005
282,-0.03726459445155498,-3.726459445155498
283,0.006451122751015872,0.6451122751015872
284,0.03204911936556994,3.2049119365569942
285,0.012421531483851826,1.2421531483851826
286,-0.012269130098059309,-1.2269130098059309
287,0.006210724277942066,0.6210724277942066
288,0.0,0.0
289,-0.024689721912406298,-2.46897219124063
290,0.0,0.0
291,-0.06329816257036841,-6.329816257036841
292,-0.0009999999999999996,-0.09999999999999996
293,0.0,0.0
294,0.0,0.0
295,0.0,0.0
296,0.0,0.0
297,0.0,0.0
298,0.0,0.0
299,0.0,0.0
300,0.0,0.0
301,0.0,0.0
302,0.0,0.0
303,0.0,0.0
304,0.0,0.0
305,0.0,0.0
306,0.0,0.0
307,0.0,0.0
308,0.0,0.0
