index,Close
0,0.1283479928970337
1,0.12165199965238571
2,0.11272300034761429
3,0.11551299691200256
4,0.11886200308799744
5,0.12611599266529083
6,0.1322540044784546
7,0.13783499598503113
8,0.14508900046348572
9,0.15848200023174286
10,0.16071400046348572
11,0.156808003783226
12,0.1523440033197403
13,0.15401799976825714
14,0.15067000687122345
15,0.1439729928970337
16,0.13783499598503113
17,0.13504500687122345
18,0.14229899644851685
19,0.141183003783226
20,0.13616099953651428
21,0.1367190033197403
22,0.13950900733470917
23,0.13839299976825714
24,0.14676299691200256
25,0.14229899644851685
26,0.14508900046348572
27,0.14676299691200256
28,0.14620499312877655
29,0.1439729928970337
30,0.14285700023174286
31,0.13839299976825714
32,0.1333709955215454
33,0.12611599266529083
34,0.11886200308799744
35,0.12332600355148315
36,0.12779000401496887
37,0.12779000401496887
38,0.1283479928970337
39,0.12165199965238571
40,0.12165199965238571
41,0.11774600297212601
42,0.11662899702787399
43,0.11383900046348572
44,0.11662899702787399
45,0.12165199965238571
46,0.11439699679613113
47,0.10825899988412857
48,0.10993299633264542
49,0.10602699965238571
50,0.11272300034761429
51,0.11439699679613113
52,0.11830399930477142
53,0.11886200308799744
54,0.1171879991889
55,0.11607100069522858
56,0.11551299691200256
57,0.11439699679613113
58,0.1054690033197403
59,0.10044600069522858
60,0.09653999656438828
61,0.10044600069522858
62,0.09933000057935715
63,0.10323700308799744
64,0.10825899988412857
65,0.11495500057935715
66,0.11383900046348572
67,0.11495500057935715
68,0.11941999942064285
69,0.11886200308799744
70,0.11662899702787399
71,0.11439699679613113
72,0.11049100011587143
73,0.11049100011587143
74,0.109375
75,0.10825899988412857
76,0.11774600297212601
77,0.11830399930477142
78,0.11607100069522858
79,0.11495500057935715
80,0.12053599953651428
81,0.12276799976825714
82,0.12444200366735458
83,0.12444200366735458
84,0.12444200366735458
85,0.11830399930477142
86,0.11160700023174286
87,0.11495500057935715
88,0.12276799976825714
89,0.12723200023174286
90,0.13057999312877655
91,0.12946400046348572
92,0.1283479928970337
93,0.12611599266529083
94,0.12444200366735458
95,0.12667399644851685
96,0.12667399644851685
97,0.12611599266529083
98,0.125558003783226
99,0.12221000343561172
100,0.12388399988412857
101,0.125
102,0.12221000343561172
103,0.12221000343561172
104,0.12165199965238571
105,0.11997800320386887
106,0.12276799976825714
107,0.125
108,0.12276799976825714
109,0.12667399644851685
110,0.13392899930477142
