Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],FCX,SMA,39,46,0,true,false,1,115,1.3403433644705989,52.63157894736842,1.3795154695583152,5.6665705371270825,0.8465062859032447,7.946413541637882,35 days 04:50:31.578947367,0.01046077210460772,0.32097288676236047,0.6391547049441787,1.8188155033442193,0,7524,7525 days 00:00:00,1000.0,21375.914405130112,2037.591440513011,227.75511449697362,100.0,2194.683365790822,60.74374732274504,2424 days 00:00:00,114,-21.37591440512915,313.3269982886662,-32.393425491391014,19.201497528775505,-9.372237231371162,46 days 20:24:00,22 days 06:13:20,178.92359929416864,0.5734752714654914,0.2636214066347676,1.1187293669741591,0.21153597723562145,7.033025558972515,1.12094029457688,0.9980276134122288,-0.03213896044278889,0.0006199681633971491,0.1562319771760816,20.37591440512986,0.10799299138306284,0.32786978443936515,4014,228,10897.857142857143,,
Most Sharpe Ratio,FCX,SMA,39,46,0,true,false,1,115,1.3403433644705989,52.63157894736842,1.3795154695583152,5.6665705371270825,0.8465062859032447,7.946413541637882,35 days 04:50:31.578947367,0.01046077210460772,0.32097288676236047,0.6391547049441787,1.8188155033442193,0,7524,7525 days 00:00:00,1000.0,21375.914405130112,2037.591440513011,227.75511449697362,100.0,2194.683365790822,60.74374732274504,2424 days 00:00:00,114,-21.37591440512915,313.3269982886662,-32.393425491391014,19.201497528775505,-9.372237231371162,46 days 20:24:00,22 days 06:13:20,178.92359929416864,0.5734752714654914,0.2636214066347676,1.1187293669741591,0.21153597723562145,7.033025558972515,1.12094029457688,0.9980276134122288,-0.03213896044278889,0.0006199681633971491,0.1562319771760816,20.37591440512986,0.10799299138306284,0.32786978443936515,4014,228,10897.857142857143,,
Most Omega Ratio,FCX,SMA,39,46,0,true,false,1,115,1.3403433644705989,52.63157894736842,1.3795154695583152,5.6665705371270825,0.8465062859032447,7.946413541637882,35 days 04:50:31.578947367,0.01046077210460772,0.32097288676236047,0.6391547049441787,1.8188155033442193,0,7524,7525 days 00:00:00,1000.0,21375.914405130112,2037.591440513011,227.75511449697362,100.0,2194.683365790822,60.74374732274504,2424 days 00:00:00,114,-21.37591440512915,313.3269982886662,-32.393425491391014,19.201497528775505,-9.372237231371162,46 days 20:24:00,22 days 06:13:20,178.92359929416864,0.5734752714654914,0.2636214066347676,1.1187293669741591,0.21153597723562145,7.033025558972515,1.12094029457688,0.9980276134122288,-0.03213896044278889,0.0006199681633971491,0.1562319771760816,20.37591440512986,0.10799299138306284,0.32786978443936515,4014,228,10897.857142857143,,
Most Sortino Ratio,FCX,SMA,39,46,0,true,false,1,115,1.3403433644705989,52.63157894736842,1.3795154695583152,5.6665705371270825,0.8465062859032447,7.946413541637882,35 days 04:50:31.578947367,0.01046077210460772,0.32097288676236047,0.6391547049441787,1.8188155033442193,0,7524,7525 days 00:00:00,1000.0,21375.914405130112,2037.591440513011,227.75511449697362,100.0,2194.683365790822,60.74374732274504,2424 days 00:00:00,114,-21.37591440512915,313.3269982886662,-32.393425491391014,19.201497528775505,-9.372237231371162,46 days 20:24:00,22 days 06:13:20,178.92359929416864,0.5734752714654914,0.2636214066347676,1.1187293669741591,0.21153597723562145,7.033025558972515,1.12094029457688,0.9980276134122288,-0.03213896044278889,0.0006199681633971491,0.1562319771760816,20.37591440512986,0.10799299138306284,0.32786978443936515,4014,228,10897.857142857143,,
Least Max Drawdown [%],FCX,SMA,39,45,0,true,false,1,122,1.288199953194925,50.413223140495866,1.3848635683346682,5.324608005440156,0.8421295526622848,7.679402806071122,33 days 03:22:18.842975206,0.011103100216294159,0.3405103668261563,0.6782296650717704,1.8130842251379162,0,7524,7525 days 00:00:00,1000.0,20767.783798620825,1976.7783798620826,227.75511449697362,100.0,2207.9342165096955,58.219092956670195,2406 days 00:00:00,121,-20.767783798619348,313.3269982886662,-31.154925300223606,19.16266321220568,-8.74408145477146,46 days 10:37:22.622950820,19 days 14:48:00,163.54174861503685,0.5689184479012459,0.27226555279536646,1.1178519639950355,0.24055835816108256,6.9904385027549125,1.1317210950619765,0.9877450980392155,-0.03241308838033903,0.0006183196414121453,0.1558165496358606,19.7677837986208,0.10692259274987381,0.32961709574794706,4011,242,10897.857142857143,,
Most Calmar Ratio,FCX,SMA,39,45,0,true,false,1,122,1.288199953194925,50.413223140495866,1.3848635683346682,5.324608005440156,0.8421295526622848,7.679402806071122,33 days 03:22:18.842975206,0.011103100216294159,0.3405103668261563,0.6782296650717704,1.8130842251379162,0,7524,7525 days 00:00:00,1000.0,20767.783798620825,1976.7783798620826,227.75511449697362,100.0,2207.9342165096955,58.219092956670195,2406 days 00:00:00,121,-20.767783798619348,313.3269982886662,-31.154925300223606,19.16266321220568,-8.74408145477146,46 days 10:37:22.622950820,19 days 14:48:00,163.54174861503685,0.5689184479012459,0.27226555279536646,1.1178519639950355,0.24055835816108256,6.9904385027549125,1.1317210950619765,0.9877450980392155,-0.03241308838033903,0.0006183196414121453,0.1558165496358606,19.7677837986208,0.10692259274987381,0.32961709574794706,4011,242,10897.857142857143,,
Most Win Rate [%],FCX,SMA,38,46,0,true,false,1,108,1.3744139386818635,54.20560747663551,1.3604534869730962,6.141372605997732,0.8404996963318707,7.6316092134225775,37 days 11:53:16.261682242,0.009818443992921281,0.3014354066985646,0.600079744816587,1.85122714917635,0,7524,7525 days 00:00:00,1000.0,20658.931446961917,1965.8931446961915,227.75511449697362,100.0,2028.6212625607352,64.08344750779347,2459 days 00:00:00,107,-20.658931446960196,313.32699828866606,-39.65046230727431,20.249027323835904,-10.557483998790307,49 days 08:41:22.758620689,23 days 10:46:31.836734694,183.92140540569045,0.5693255382932334,0.24688944093025011,1.1178663691732738,0.2116811990043373,7.030973269509401,1.1217440027630763,0.9965432098765432,-0.03210175863582098,0.0006153228154159937,0.1550613494848304,19.658931446961837,0.10672780511448243,0.3277849849343584,4013,214,10897.857142857143,,
Most Expectancy,FCX,SMA,38,46,0,true,false,1,108,1.3744139386818635,54.20560747663551,1.3604534869730962,6.141372605997732,0.8404996963318707,7.6316092134225775,37 days 11:53:16.261682242,0.009818443992921281,0.3014354066985646,0.600079744816587,1.85122714917635,0,7524,7525 days 00:00:00,1000.0,20658.931446961917,1965.8931446961915,227.75511449697362,100.0,2028.6212625607352,64.08344750779347,2459 days 00:00:00,107,-20.658931446960196,313.32699828866606,-39.65046230727431,20.249027323835904,-10.557483998790307,49 days 08:41:22.758620689,23 days 10:46:31.836734694,183.92140540569045,0.5693255382932334,0.24688944093025011,1.1178663691732738,0.2116811990043373,7.030973269509401,1.1217440027630763,0.9965432098765432,-0.03210175863582098,0.0006153228154159937,0.1550613494848304,19.658931446961837,0.10672780511448243,0.3277849849343584,4013,214,10897.857142857143,,
Mean Total Fees Paid,FCX,SMA,38,47,0,true,false,1,102,1.3407375308279401,52.475247524752476,1.3756216848701803,6.395841292444644,0.7877694371246388,5.447862638618345,39 days 19:00:35.643564356,0.009267877040047192,0.284688995215311,0.5665869218500797,1.8208256311026618,0,7524,7525 days 00:00:00,1000.0,15685.336935192796,1468.5336935192795,227.75511449697362,100.0,1486.9892672302467,66.23383293010953,2477 days 00:00:00,101,-15.685336935190207,313.3269982886661,-39.65046230727432,21.620376625844024,-10.414583138183838,52 days 15:50:56.603773585,25 days 14:00:00,145.55467596166335,0.5353390964436137,0.21566802939663615,1.1102789385977683,0.1952248585868003,6.97479316009759,1.1135784302429361,0.9970370370370369,-0.03239339138363184,0.000579239868165924,0.14596844677781284,14.68533693519287,0.09656692636239472,0.32815285499857344,4020,202,10897.857142857143,,
Median Best Trade [%],FCX,SMA,38,47,0,true,false,1,102,1.3407375308279401,52.475247524752476,1.3756216848701803,6.395841292444644,0.7877694371246388,5.447862638618345,39 days 19:00:35.643564356,0.009267877040047192,0.284688995215311,0.5665869218500797,1.8208256311026618,0,7524,7525 days 00:00:00,1000.0,15685.336935192796,1468.5336935192795,227.75511449697362,100.0,1486.9892672302467,66.23383293010953,2477 days 00:00:00,101,-15.685336935190207,313.3269982886661,-39.65046230727432,21.620376625844024,-10.414583138183838,52 days 15:50:56.603773585,25 days 14:00:00,145.55467596166335,0.5353390964436137,0.21566802939663615,1.1102789385977683,0.1952248585868003,6.97479316009759,1.1135784302429361,0.9970370370370369,-0.03239339138363184,0.000579239868165924,0.14596844677781284,14.68533693519287,0.09656692636239472,0.32815285499857344,4020,202,10897.857142857143,,
