Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Most Total Fees Paid,BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Most Max Drawdown [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Least Total Trades,BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Mean Win Rate [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Median Win Rate [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Most Best Trade [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Least Best Trade [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Mean Best Trade [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
Median Best Trade [%],BRO,SMA,21,25,0,true,false,1,309,0.9734927971926979,45.77922077922078,1.4412450264612875,1.7946770414456625,1.0564450905375011,-0.8572351696030922,19 days 07:47:31.948051946,0.019044113858361612,0.5811391724879098,1.160397635679742,1.0429571307487826,0,11166,11167 days 00:00:00,1000.0,91923.23588332305,9092.323588332307,63687.41911473768,100.0,24043.535643428135,64.017930903192,4759 days 00:00:00,308,-91.92323588331055,63.37303582486899,-14.091537502588784,7.196859299790305,-2.7664469012285577,27 days 14:28:05.106382978,12 days 08:02:52.455089820,295.5037633740469,0.676222335226793,0.24875264628473462,1.1861335524766878,3.321007931430767,170.85631746930102,1.2327399789001374,0.9621928166351608,-0.017332295190298105,0.000504877281553079,0.1272290749513759,90.92323588332214,0.1074079031275521,0.22643472040123597,5953,616,16172.97619047619,,
