Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],PANW,SMA,82,83,0,true,false,1,84,1.1717278312265307,55.42168674698795,1.8305518825774785,2.5952299361766595,0.9055635175901512,-0.8491820394113619,24 days 22:15:54.216867469,0.017719267034335528,0.5454545454545454,1.0844155844155845,1.4155799651872687,0,3234,3235 days 00:00:00,1000.0,4168.0289520710685,316.8028952071069,2100.564773390613,100.0,347.5323328137798,46.76870611057178,1973 days 00:00:00,83,-4.168028952070927,104.78754916823547,-20.848686961565562,8.549893300899189,-4.807865057802702,30 days 10:26:05.217391304,18 days 01:56:45.405405405,38.21924073521856,0.6286342272315583,0.373649380226423,1.1275452566672535,-0.5944598474104342,26.609191673217786,1.0823612937406943,1.0417457305502844,-0.02775281712933537,0.0006226165240008361,0.1568993640482107,3.1680289520710776,0.11761277663829639,0.3003788302988366,2070,166,4684.166666666667,,
Most Win Rate [%],PANW,SMA,82,83,0,true,false,1,84,1.1717278312265307,55.42168674698795,1.8305518825774785,2.5952299361766595,0.9055635175901512,-0.8491820394113619,24 days 22:15:54.216867469,0.017719267034335528,0.5454545454545454,1.0844155844155845,1.4155799651872687,0,3234,3235 days 00:00:00,1000.0,4168.0289520710685,316.8028952071069,2100.564773390613,100.0,347.5323328137798,46.76870611057178,1973 days 00:00:00,83,-4.168028952070927,104.78754916823547,-20.848686961565562,8.549893300899189,-4.807865057802702,30 days 10:26:05.217391304,18 days 01:56:45.405405405,38.21924073521856,0.6286342272315583,0.373649380226423,1.1275452566672535,-0.5944598474104342,26.609191673217786,1.0823612937406943,1.0417457305502844,-0.02775281712933537,0.0006226165240008361,0.1568993640482107,3.1680289520710776,0.11761277663829639,0.3003788302988366,2070,166,4684.166666666667,,
Most Profit Factor,PANW,SMA,82,83,0,true,false,1,84,1.1717278312265307,55.42168674698795,1.8305518825774785,2.5952299361766595,0.9055635175901512,-0.8491820394113619,24 days 22:15:54.216867469,0.017719267034335528,0.5454545454545454,1.0844155844155845,1.4155799651872687,0,3234,3235 days 00:00:00,1000.0,4168.0289520710685,316.8028952071069,2100.564773390613,100.0,347.5323328137798,46.76870611057178,1973 days 00:00:00,83,-4.168028952070927,104.78754916823547,-20.848686961565562,8.549893300899189,-4.807865057802702,30 days 10:26:05.217391304,18 days 01:56:45.405405405,38.21924073521856,0.6286342272315583,0.373649380226423,1.1275452566672535,-0.5944598474104342,26.609191673217786,1.0823612937406943,1.0417457305502844,-0.02775281712933537,0.0006226165240008361,0.1568993640482107,3.1680289520710776,0.11761277663829639,0.3003788302988366,2070,166,4684.166666666667,,
Most Total Fees Paid,PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Mean Max Drawdown [%],PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Most Sharpe Ratio,PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Most Omega Ratio,PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Most Sortino Ratio,PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Least Avg Winning Trade Duration,PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Most Avg Losing Trade Duration,PANW,SMA,7,9,0,true,false,1,219,0.9084472528900606,48.1651376146789,1.219612530896105,0.8858601188638431,0.920228379151204,-0.8579730461107544,8 days 09:21:28.073394494,0.04653976160825476,1.422077922077922,2.8376623376623376,1.259762117085595,0,3234,3235 days 00:00:00,1000.0,3983.3681621172227,298.3368162117223,2100.564773390613,100.0,1272.6346936158627,49.397306961059506,578 days 00:00:00,218,-3.983368162116676,29.45064810842133,-24.25578940730663,5.9338114361853425,-3.8047141140455145,11 days 03:12:00,5 days 20:10:37.168141592,13.703447386602463,0.6363973576193199,0.34163795547011205,1.1403649254572936,-0.5346384247587203,36.795516555856935,1.2625049380706332,0.9032558139534884,-0.0252595505741831,0.0005816249017290176,0.14656947523571243,2.983368162117228,0.11367457221876531,0.27717964042347876,1830,436,4684.166666666667,,
Most Avg Winning Trade [%],PANW,SMA,7,27,0,true,false,1,70,0.9769572624004851,47.82608695652174,1.4332975491574333,2.9376555103255666,0.8155592346247812,-0.8743836492618239,28 days 19:07:49.565217390,0.014730475004447607,0.45454545454545453,0.9025974025974026,1.3352979592388938,0,3234,3235 days 00:00:00,1000.0,3638.6528132249255,263.86528132249254,2100.564773390613,100.0,341.6719279140678,41.09000040081433,927 days 00:00:00,69,-3.6386528132243257,66.92913611385275,-20.056455599792912,13.550221587130078,-6.79053006007857,43 days 16:43:38.181818181,15 days 03:20:00,38.294079217944216,0.5958806278265831,0.38180734206348943,1.1279742130248849,-1.804874226082228,37.930581698325035,1.0660210839004114,1.05811623246493,-0.025634590590167962,0.0005730994263012729,0.14442105542792077,2.6386528132249327,0.10584980863146609,0.2916872255881492,1988,138,4684.166666666667,,
Most Expectancy,PANW,SMA,7,27,0,true,false,1,70,0.9769572624004851,47.82608695652174,1.4332975491574333,2.9376555103255666,0.8155592346247812,-0.8743836492618239,28 days 19:07:49.565217390,0.014730475004447607,0.45454545454545453,0.9025974025974026,1.3352979592388938,0,3234,3235 days 00:00:00,1000.0,3638.6528132249255,263.86528132249254,2100.564773390613,100.0,341.6719279140678,41.09000040081433,927 days 00:00:00,69,-3.6386528132243257,66.92913611385275,-20.056455599792912,13.550221587130078,-6.79053006007857,43 days 16:43:38.181818181,15 days 03:20:00,38.294079217944216,0.5958806278265831,0.38180734206348943,1.1279742130248849,-1.804874226082228,37.930581698325035,1.0660210839004114,1.05811623246493,-0.025634590590167962,0.0005730994263012729,0.14442105542792077,2.6386528132249327,0.10584980863146609,0.2916872255881492,1988,138,4684.166666666667,,
