Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],PGR,SMA,47,53,0,true,false,1,175,1.4700197576914833,61.49425287356321,2.5723066994191712,4.227212225483458,1.2337623260306925,-0.9412414632678231,40 days 12:16:33.103448274,0.010542475370716547,0.3225098727512067,0.643176831943835,1.3633176769330153,0,11395,11396 days 00:00:00,1000.0,296989.60201065894,29598.960201065893,503738.89220520924,100.0,22388.575715398394,55.735740148225666,2893 days 00:00:00,174,-296.9896020106389,99.16774301664647,-18.01161280977569,10.123665519652215,-5.1895116920696305,50 days 11:53:16.261682242,24 days 13:36:42.985074626,1702.7965035210893,0.8331172701025159,0.35892365188142494,1.1872206440863353,-0.06460905790914317,27.094915914922698,1.1228659705473016,1.0573128719072975,-0.01790119894512032,0.0005922148718131376,0.14923814769691068,295.9896020106605,0.13417424703520964,0.21558566242838723,7050,348,16504.6626984127,,
Most Sharpe Ratio,PGR,SMA,47,53,0,true,false,1,175,1.4700197576914833,61.49425287356321,2.5723066994191712,4.227212225483458,1.2337623260306925,-0.9412414632678231,40 days 12:16:33.103448274,0.010542475370716547,0.3225098727512067,0.643176831943835,1.3633176769330153,0,11395,11396 days 00:00:00,1000.0,296989.60201065894,29598.960201065893,503738.89220520924,100.0,22388.575715398394,55.735740148225666,2893 days 00:00:00,174,-296.9896020106389,99.16774301664647,-18.01161280977569,10.123665519652215,-5.1895116920696305,50 days 11:53:16.261682242,24 days 13:36:42.985074626,1702.7965035210893,0.8331172701025159,0.35892365188142494,1.1872206440863353,-0.06460905790914317,27.094915914922698,1.1228659705473016,1.0573128719072975,-0.01790119894512032,0.0005922148718131376,0.14923814769691068,295.9896020106605,0.13417424703520964,0.21558566242838723,7050,348,16504.6626984127,,
Most Win Rate [%],PGR,SMA,37,61,0,true,false,1,98,1.585146925488864,63.91752577319587,3.288814225703109,7.415192152548036,1.191196197991885,-0.9515138155505052,74 days 01:29:04.329896906,0.005877127074479915,0.18060552874067573,0.35936814392277316,1.3392246994246475,0,11395,11396 days 00:00:00,1000.0,245243.76841846007,24424.376841846006,503738.89220520924,100.0,9384.950728668917,49.122934119651276,2838 days 00:00:00,97,-245.2437684184406,99.16774301664648,-22.236741433856587,15.586280852590118,-7.059307830383648,90 days 11:36:46.451612903,44 days 23:18:51.428571428,2520.5052802770983,0.8123281504465032,0.3923073683582639,1.1793847961621269,-0.1791124284725248,27.03046422527202,1.075171181485373,1.0969274627811212,-0.01800013805071282,0.0005745909352118768,0.14479691567339295,244.24376841845807,0.1293829655319414,0.21452305314313483,7185,194,16504.6626984127,,
Least Avg Losing Trade [%],PGR,SMA,37,61,0,true,false,1,98,1.585146925488864,63.91752577319587,3.288814225703109,7.415192152548036,1.191196197991885,-0.9515138155505052,74 days 01:29:04.329896906,0.005877127074479915,0.18060552874067573,0.35936814392277316,1.3392246994246475,0,11395,11396 days 00:00:00,1000.0,245243.76841846007,24424.376841846006,503738.89220520924,100.0,9384.950728668917,49.122934119651276,2838 days 00:00:00,97,-245.2437684184406,99.16774301664648,-22.236741433856587,15.586280852590118,-7.059307830383648,90 days 11:36:46.451612903,44 days 23:18:51.428571428,2520.5052802770983,0.8123281504465032,0.3923073683582639,1.1793847961621269,-0.1791124284725248,27.03046422527202,1.075171181485373,1.0969274627811212,-0.01800013805071282,0.0005745909352118768,0.14479691567339295,244.24376841845807,0.1293829655319414,0.21452305314313483,7185,194,16504.6626984127,,
Most Expectancy,PGR,SMA,37,61,0,true,false,1,98,1.585146925488864,63.91752577319587,3.288814225703109,7.415192152548036,1.191196197991885,-0.9515138155505052,74 days 01:29:04.329896906,0.005877127074479915,0.18060552874067573,0.35936814392277316,1.3392246994246475,0,11395,11396 days 00:00:00,1000.0,245243.76841846007,24424.376841846006,503738.89220520924,100.0,9384.950728668917,49.122934119651276,2838 days 00:00:00,97,-245.2437684184406,99.16774301664648,-22.236741433856587,15.586280852590118,-7.059307830383648,90 days 11:36:46.451612903,44 days 23:18:51.428571428,2520.5052802770983,0.8123281504465032,0.3923073683582639,1.1793847961621269,-0.1791124284725248,27.03046422527202,1.075171181485373,1.0969274627811212,-0.01800013805071282,0.0005745909352118768,0.14479691567339295,244.24376841845807,0.1293829655319414,0.21452305314313483,7185,194,16504.6626984127,,
Least Max Drawdown [%],PGR,SMA,37,62,0,true,false,1,94,1.5365374280088056,60.215053763440864,3.2165654989123698,7.779029023388852,1.1803363836017684,-0.9543944550392297,77 days 11:05:48.387096774,0.0056347713188312585,0.17323387450636246,0.34462483545414657,1.3475913376190958,0,11395,11396 days 00:00:00,1000.0,230732.86696953274,22973.286696953273,503738.89220520924,100.0,8747.77600383445,48.373154390935156,2888 days 00:00:00,93,-230.73286696951254,99.16774301664648,-17.975791792768888,17.185194756099857,-6.457329923416996,97 days 09:51:25.714285715,47 days 06:29:11.351351351,2472.726879962389,0.8036735378958992,0.39357614823380704,1.1772104302779736,-0.15386031022656319,26.919717371932972,1.0776656521909773,1.0923707440100883,-0.01800998382597159,0.0005695720826214115,0.1435321648205957,229.7328669695354,0.12786077206972224,0.21493924952812044,7205,186,16504.6626984127,,
Most Calmar Ratio,PGR,SMA,37,62,0,true,false,1,94,1.5365374280088056,60.215053763440864,3.2165654989123698,7.779029023388852,1.1803363836017684,-0.9543944550392297,77 days 11:05:48.387096774,0.0056347713188312585,0.17323387450636246,0.34462483545414657,1.3475913376190958,0,11395,11396 days 00:00:00,1000.0,230732.86696953274,22973.286696953273,503738.89220520924,100.0,8747.77600383445,48.373154390935156,2888 days 00:00:00,93,-230.73286696951254,99.16774301664648,-17.975791792768888,17.185194756099857,-6.457329923416996,97 days 09:51:25.714285715,47 days 06:29:11.351351351,2472.726879962389,0.8036735378958992,0.39357614823380704,1.1772104302779736,-0.15386031022656319,26.919717371932972,1.0776656521909773,1.0923707440100883,-0.01800998382597159,0.0005695720826214115,0.1435321648205957,229.7328669695354,0.12786077206972224,0.21493924952812044,7205,186,16504.6626984127,,
Most Avg Winning Trade Duration,PGR,SMA,37,62,0,true,false,1,94,1.5365374280088056,60.215053763440864,3.2165654989123698,7.779029023388852,1.1803363836017684,-0.9543944550392297,77 days 11:05:48.387096774,0.0056347713188312585,0.17323387450636246,0.34462483545414657,1.3475913376190958,0,11395,11396 days 00:00:00,1000.0,230732.86696953274,22973.286696953273,503738.89220520924,100.0,8747.77600383445,48.373154390935156,2888 days 00:00:00,93,-230.73286696951254,99.16774301664648,-17.975791792768888,17.185194756099857,-6.457329923416996,97 days 09:51:25.714285715,47 days 06:29:11.351351351,2472.726879962389,0.8036735378958992,0.39357614823380704,1.1772104302779736,-0.15386031022656319,26.919717371932972,1.0776656521909773,1.0923707440100883,-0.01800998382597159,0.0005695720826214115,0.1435321648205957,229.7328669695354,0.12786077206972224,0.21493924952812044,7205,186,16504.6626984127,,
Most Total Fees Paid,PGR,SMA,19,20,0,true,false,1,634,0.9920700904730454,48.973143759873615,1.5484655376707421,1.040701085403083,1.2512296465747152,-0.9593188332340814,10 days 11:40:39.810426539,0.03835279833139985,1.1684071961386573,2.3349714787187366,1.2159626372142733,0,11395,11396 days 00:00:00,1000.0,205926.85880279206,20492.685880279205,503738.89220520924,100.0,62302.1457834317,54.86197679782706,1807 days 00:00:00,633,-205.92685880276258,56.1541137098594,-26.63439911797132,4.860641194462388,-2.625495304096559,14 days 08:44:54.193548387,6 days 18:21:10.588235294,324.06443232479535,0.8219440058053241,0.33913576613568247,1.1888889360235817,0.4870168779653232,28.25784783272197,1.309614964847181,0.907815631262525,-0.016812460423359044,0.0005487638169740311,0.13828848187745585,204.926858802791,0.12502762489477148,0.20248363942861475,6639,1266,16504.6626984127,,
Most Omega Ratio,PGR,SMA,19,20,0,true,false,1,634,0.9920700904730454,48.973143759873615,1.5484655376707421,1.040701085403083,1.2512296465747152,-0.9593188332340814,10 days 11:40:39.810426539,0.03835279833139985,1.1684071961386573,2.3349714787187366,1.2159626372142733,0,11395,11396 days 00:00:00,1000.0,205926.85880279206,20492.685880279205,503738.89220520924,100.0,62302.1457834317,54.86197679782706,1807 days 00:00:00,633,-205.92685880276258,56.1541137098594,-26.63439911797132,4.860641194462388,-2.625495304096559,14 days 08:44:54.193548387,6 days 18:21:10.588235294,324.06443232479535,0.8219440058053241,0.33913576613568247,1.1888889360235817,0.4870168779653232,28.25784783272197,1.309614964847181,0.907815631262525,-0.016812460423359044,0.0005487638169740311,0.13828848187745585,204.926858802791,0.12502762489477148,0.20248363942861475,6639,1266,16504.6626984127,,
