Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],CSCO,SMA,87,88,0,true,false,1,228,1.1693709417466247,54.18502202643172,1.3294234283330317,3.8568396750666225,1.1800135505015468,-0.7937227287582903,24 days 16:04:13.744493391,0.017637101921138067,0.5388251181634031,1.075286968264686,2.0781620936550738,0,8886,8887 days 00:00:00,1000.0,171274.11245904776,17027.411245904776,82546.23082517195,100.0,50668.80027119393,61.38522660628709,6333 days 00:00:00,227,-171.27411245903932,231.69460040215378,-29.44827414725582,10.830037123111138,-4.390307306755256,32 days 23:01:27.804878049,14 days 20:46:09.230769230,750.8607337951853,0.7912202146395679,0.3831688058008893,1.1602361647415007,0.18833304742909932,9.457769437823115,1.1480913339870584,1.0105782792665727,-0.027083501534560194,0.0007371189265110603,0.1857539694807872,170.27411245904545,0.1570140156761175,0.28254452140994873,5601,454,12870.595238095239,,
Most Total Fees Paid,CSCO,SMA,87,88,0,true,false,1,228,1.1693709417466247,54.18502202643172,1.3294234283330317,3.8568396750666225,1.1800135505015468,-0.7937227287582903,24 days 16:04:13.744493391,0.017637101921138067,0.5388251181634031,1.075286968264686,2.0781620936550738,0,8886,8887 days 00:00:00,1000.0,171274.11245904776,17027.411245904776,82546.23082517195,100.0,50668.80027119393,61.38522660628709,6333 days 00:00:00,227,-171.27411245903932,231.69460040215378,-29.44827414725582,10.830037123111138,-4.390307306755256,32 days 23:01:27.804878049,14 days 20:46:09.230769230,750.8607337951853,0.7912202146395679,0.3831688058008893,1.1602361647415007,0.18833304742909932,9.457769437823115,1.1480913339870584,1.0105782792665727,-0.027083501534560194,0.0007371189265110603,0.1857539694807872,170.27411245904545,0.1570140156761175,0.28254452140994873,5601,454,12870.595238095239,,
Most Sharpe Ratio,CSCO,SMA,87,88,0,true,false,1,228,1.1693709417466247,54.18502202643172,1.3294234283330317,3.8568396750666225,1.1800135505015468,-0.7937227287582903,24 days 16:04:13.744493391,0.017637101921138067,0.5388251181634031,1.075286968264686,2.0781620936550738,0,8886,8887 days 00:00:00,1000.0,171274.11245904776,17027.411245904776,82546.23082517195,100.0,50668.80027119393,61.38522660628709,6333 days 00:00:00,227,-171.27411245903932,231.69460040215378,-29.44827414725582,10.830037123111138,-4.390307306755256,32 days 23:01:27.804878049,14 days 20:46:09.230769230,750.8607337951853,0.7912202146395679,0.3831688058008893,1.1602361647415007,0.18833304742909932,9.457769437823115,1.1480913339870584,1.0105782792665727,-0.027083501534560194,0.0007371189265110603,0.1857539694807872,170.27411245904545,0.1570140156761175,0.28254452140994873,5601,454,12870.595238095239,,
Most Sortino Ratio,CSCO,SMA,87,88,0,true,false,1,228,1.1693709417466247,54.18502202643172,1.3294234283330317,3.8568396750666225,1.1800135505015468,-0.7937227287582903,24 days 16:04:13.744493391,0.017637101921138067,0.5388251181634031,1.075286968264686,2.0781620936550738,0,8886,8887 days 00:00:00,1000.0,171274.11245904776,17027.411245904776,82546.23082517195,100.0,50668.80027119393,61.38522660628709,6333 days 00:00:00,227,-171.27411245903932,231.69460040215378,-29.44827414725582,10.830037123111138,-4.390307306755256,32 days 23:01:27.804878049,14 days 20:46:09.230769230,750.8607337951853,0.7912202146395679,0.3831688058008893,1.1602361647415007,0.18833304742909932,9.457769437823115,1.1480913339870584,1.0105782792665727,-0.027083501534560194,0.0007371189265110603,0.1857539694807872,170.27411245904545,0.1570140156761175,0.28254452140994873,5601,454,12870.595238095239,,
Most Expectancy,CSCO,SMA,28,71,0,true,false,1,63,1.1993837983049838,51.61290322580645,1.3695388952361378,12.8496094318722,1.1631879063312842,-0.8254014977421887,87 days 20:54:11.612903226,0.004817182022513481,0.1488858879135719,0.29540850776502364,1.9131255096069006,0,8886,8887 days 00:00:00,1000.0,145124.48269102597,14412.448269102597,82546.23082517195,100.0,14732.943224726509,57.25648322456007,2456 days 00:00:00,62,-145.12448269099696,230.27255574614065,-18.384202734581784,32.80193120275239,-8.432867123733343,134 days 03:00:00,38 days 12:48:00,2326.9291479631756,0.7885199927800414,0.3961694622490512,1.1617857094095518,0.12166421695804454,9.220621901125963,1.0702184334539488,1.0855594270228417,-0.026140626135574645,0.0007068264728178214,0.178120271150091,144.12448269102478,0.15159129758326406,0.27186093120644067,5449,124,12870.595238095239,,
Most Omega Ratio,CSCO,SMA,28,71,0,true,false,1,63,1.1993837983049838,51.61290322580645,1.3695388952361378,12.8496094318722,1.1631879063312842,-0.8254014977421887,87 days 20:54:11.612903226,0.004817182022513481,0.1488858879135719,0.29540850776502364,1.9131255096069006,0,8886,8887 days 00:00:00,1000.0,145124.48269102597,14412.448269102597,82546.23082517195,100.0,14732.943224726509,57.25648322456007,2456 days 00:00:00,62,-145.12448269099696,230.27255574614065,-18.384202734581784,32.80193120275239,-8.432867123733343,134 days 03:00:00,38 days 12:48:00,2326.9291479631756,0.7885199927800414,0.3961694622490512,1.1617857094095518,0.12166421695804454,9.220621901125963,1.0702184334539488,1.0855594270228417,-0.026140626135574645,0.0007068264728178214,0.178120271150091,144.12448269102478,0.15159129758326406,0.27186093120644067,5449,124,12870.595238095239,,
Least Max Drawdown [%],CSCO,SMA,29,68,0,true,false,1,68,1.1804615865135488,50.74626865671642,1.3918402468865778,11.605338594482207,1.161074810123456,-0.8314486599015886,81 days 02:08:57.313432836,0.005205664443683923,0.16070222822417285,0.3190411883862255,1.865003771429281,0,8886,8887 days 00:00:00,1000.0,140132.77825655538,13913.277825655538,82546.23082517195,100.0,15217.889136523247,50.08279726242703,2247 days 00:00:00,67,-140.1327782565495,228.3010230179028,-18.055510956613706,30.12576569263749,-7.4763135672535395,124 days 17:38:49.411764706,36 days 02:54:32.727272727,2078.7001646986873,0.7860297898875493,0.44939648499331974,1.1611638411387073,0.1354631053457866,9.288516859263606,1.072674432136009,1.0824941905499614,-0.026061853090555805,0.0007016354452862796,0.17681213221214245,139.13277825655425,0.15044890672671918,0.27071929943904893,5434,134,12870.595238095239,,
Most Calmar Ratio,CSCO,SMA,29,68,0,true,false,1,68,1.1804615865135488,50.74626865671642,1.3918402468865778,11.605338594482207,1.161074810123456,-0.8314486599015886,81 days 02:08:57.313432836,0.005205664443683923,0.16070222822417285,0.3190411883862255,1.865003771429281,0,8886,8887 days 00:00:00,1000.0,140132.77825655538,13913.277825655538,82546.23082517195,100.0,15217.889136523247,50.08279726242703,2247 days 00:00:00,67,-140.1327782565495,228.3010230179028,-18.055510956613706,30.12576569263749,-7.4763135672535395,124 days 17:38:49.411764706,36 days 02:54:32.727272727,2078.7001646986873,0.7860297898875493,0.44939648499331974,1.1611638411387073,0.1354631053457866,9.288516859263606,1.072674432136009,1.0824941905499614,-0.026061853090555805,0.0007016354452862796,0.17681213221214245,139.13277825655425,0.15044890672671918,0.27071929943904893,5434,134,12870.595238095239,,
Least Max Drawdown Duration,CSCO,SMA,29,68,0,true,false,1,68,1.1804615865135488,50.74626865671642,1.3918402468865778,11.605338594482207,1.161074810123456,-0.8314486599015886,81 days 02:08:57.313432836,0.005205664443683923,0.16070222822417285,0.3190411883862255,1.865003771429281,0,8886,8887 days 00:00:00,1000.0,140132.77825655538,13913.277825655538,82546.23082517195,100.0,15217.889136523247,50.08279726242703,2247 days 00:00:00,67,-140.1327782565495,228.3010230179028,-18.055510956613706,30.12576569263749,-7.4763135672535395,124 days 17:38:49.411764706,36 days 02:54:32.727272727,2078.7001646986873,0.7860297898875493,0.44939648499331974,1.1611638411387073,0.1354631053457866,9.288516859263606,1.072674432136009,1.0824941905499614,-0.026061853090555805,0.0007016354452862796,0.17681213221214245,139.13277825655425,0.15044890672671918,0.27071929943904893,5434,134,12870.595238095239,,
Most Win Rate [%],CSCO,SMA,30,65,0,true,false,1,69,1.2404470247331516,54.41176470588235,1.3159671995984272,11.3545193423293,1.138454301779549,-0.850185926853838,79 days 17:59:59.999999999,0.0052833609279180115,0.16306549628629305,0.32376772451046587,1.851530331649241,0,8886,8887 days 00:00:00,1000.0,124665.8706278229,12366.58706278229,82546.23082517195,100.0,16042.01291776646,51.75920065713442,4419 days 00:00:00,68,-124.66587062781036,228.30102301790288,-19.56444383160453,27.931984817076682,-8.431487837207891,117 days 14:16:12.972972974,34 days 13:56:07.741935483,1820.4490661536856,0.7718459439340568,0.42349943153074737,1.1583769660957994,0.1239021988932635,9.373041577117046,1.0711247555936063,1.0814584949573312,-0.0259553306578259,0.0006881380340830941,0.17341078458893971,123.6658706278227,0.14663995808097452,0.27039063066739255,5424,136,12870.595238095239,,
