Metric Type,Ticker,Strategy Type,Short Window,Long Window,Signal Window,Signal Entry,Signal Exit,Total Open Trades,Total Trades,Score,Win Rate [%],Profit Factor,Expectancy per Trade,Sortino Ratio,Beats BNH [%],Avg Trade Duration,Trades Per Day,Trades per Month,Signals per Month,Expectancy per Month,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Closed Trades,Open Trade PnL,Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Skew,Kurtosis,Tail Ratio,Common Sense Ratio,Value at Risk,Daily Returns,Annual Returns,Cumulative Returns,Annualized Return,Annualized Volatility,Signal Count,Position Count,Total Period,Allocation [%],Stop Loss [%]
Most Total Return [%],EQT,SMA,39,45,0,true,false,1,201,1.2533593453968126,52.0,2.072457527557537,3.095622824621294,0.9759343557922495,-0.06566317743481649,32 days 08:38:24,0.012117787782432813,0.3704256252742431,0.7390083369899079,1.1466980204235615,0,11395,11396 days 00:00:00,1000.0,81695.06351289974,8069.506351289973,8636.613859588102,100.0,5386.800053780637,54.692420392916944,1803 days 00:00:00,200,-81.69506351288874,102.88522121339298,-26.660000173981103,10.809710664745392,-5.261305668846479,41 days 03:13:50.769230769,22 days 20:30:00,403.88379288206323,0.6435033863295401,0.2769132890675455,1.139642192158961,0.7390515882424857,15.366192556554402,1.1721400900559151,0.9722747321991178,-0.02068874393657617,0.000492851059573791,0.12419846701259533,80.69506351289975,0.10226096644580385,0.23227986264349154,6473,400,16504.6626984127,,
Most Sharpe Ratio,EQT,SMA,39,45,0,true,false,1,201,1.2533593453968126,52.0,2.072457527557537,3.095622824621294,0.9759343557922495,-0.06566317743481649,32 days 08:38:24,0.012117787782432813,0.3704256252742431,0.7390083369899079,1.1466980204235615,0,11395,11396 days 00:00:00,1000.0,81695.06351289974,8069.506351289973,8636.613859588102,100.0,5386.800053780637,54.692420392916944,1803 days 00:00:00,200,-81.69506351288874,102.88522121339298,-26.660000173981103,10.809710664745392,-5.261305668846479,41 days 03:13:50.769230769,22 days 20:30:00,403.88379288206323,0.6435033863295401,0.2769132890675455,1.139642192158961,0.7390515882424857,15.366192556554402,1.1721400900559151,0.9722747321991178,-0.02068874393657617,0.000492851059573791,0.12419846701259533,80.69506351289975,0.10226096644580385,0.23227986264349154,6473,400,16504.6626984127,,
Most Omega Ratio,EQT,SMA,39,45,0,true,false,1,201,1.2533593453968126,52.0,2.072457527557537,3.095622824621294,0.9759343557922495,-0.06566317743481649,32 days 08:38:24,0.012117787782432813,0.3704256252742431,0.7390083369899079,1.1466980204235615,0,11395,11396 days 00:00:00,1000.0,81695.06351289974,8069.506351289973,8636.613859588102,100.0,5386.800053780637,54.692420392916944,1803 days 00:00:00,200,-81.69506351288874,102.88522121339298,-26.660000173981103,10.809710664745392,-5.261305668846479,41 days 03:13:50.769230769,22 days 20:30:00,403.88379288206323,0.6435033863295401,0.2769132890675455,1.139642192158961,0.7390515882424857,15.366192556554402,1.1721400900559151,0.9722747321991178,-0.02068874393657617,0.000492851059573791,0.12419846701259533,80.69506351289975,0.10226096644580385,0.23227986264349154,6473,400,16504.6626984127,,
Most Sortino Ratio,EQT,SMA,39,45,0,true,false,1,201,1.2533593453968126,52.0,2.072457527557537,3.095622824621294,0.9759343557922495,-0.06566317743481649,32 days 08:38:24,0.012117787782432813,0.3704256252742431,0.7390083369899079,1.1466980204235615,0,11395,11396 days 00:00:00,1000.0,81695.06351289974,8069.506351289973,8636.613859588102,100.0,5386.800053780637,54.692420392916944,1803 days 00:00:00,200,-81.69506351288874,102.88522121339298,-26.660000173981103,10.809710664745392,-5.261305668846479,41 days 03:13:50.769230769,22 days 20:30:00,403.88379288206323,0.6435033863295401,0.2769132890675455,1.139642192158961,0.7390515882424857,15.366192556554402,1.1721400900559151,0.9722747321991178,-0.02068874393657617,0.000492851059573791,0.12419846701259533,80.69506351289975,0.10226096644580385,0.23227986264349154,6473,400,16504.6626984127,,
Median Total Trades,EQT,SMA,38,49,0,true,false,1,152,1.184036408659603,49.668874172185426,1.9672133371501845,3.906518003797199,0.9508569770058423,-0.1924949347580871,43 days 01:44:54.039735099,0.009148929775736774,0.28012286090390526,0.5584028082492322,1.0943049993962843,0,11395,11396 days 00:00:00,1000.0,70741.094381559,6974.1094381559,8636.613859588102,100.0,3937.2539890730004,56.52733967675253,1814 days 00:00:00,151,-70.74109438154846,82.15000064719653,-23.165523203708613,13.960737155479652,-6.01540879062627,59 days 13:26:24,26 days 19:15:47.368421053,462.3300362645071,0.6275928961146549,0.25855341256542785,1.1360183308656142,0.7422059409840979,15.361678041352498,1.1595780110909573,0.9796825396825396,-0.020625505866336796,0.0004798517390091934,0.12092263823031674,69.74109438155912,0.09875745017169568,0.23188665540744335,6505,302,16504.6626984127,,
Most Total Fees Paid,EQT,SMA,69,70,0,true,false,1,347,1.1177190138826376,53.75722543352601,1.4919479205621944,1.6147889349198534,0.9430918035605012,-0.20775274926139023,19 days 00:08:19.421965317,0.020963772863608766,0.6394910048266784,1.2771390960947784,1.0326429985748988,0,11395,11396 days 00:00:00,1000.0,69423.33585949648,6842.333585949647,8636.613859588102,100.0,13158.205688639524,66.87706672302792,1624 days 00:00:00,346,-69.42333585949382,94.08764359516599,-26.563174722256754,6.165004785849336,-3.674836991785671,24 days 15:52:15.483870967,12 days 10:21:00,197.95595143166463,0.6288827858206252,0.21750848656778296,1.1345476714470308,0.5315568870214511,13.32059029962485,1.1988684843164736,0.9463487332339792,-0.02089913448735132,0.00047648760909562213,0.12007487749209678,68.42333585949716,0.09830067714016821,0.22978866760130554,6577,692,16504.6626984127,,
Least Max Drawdown Duration,EQT,SMA,69,70,0,true,false,1,347,1.1177190138826376,53.75722543352601,1.4919479205621944,1.6147889349198534,0.9430918035605012,-0.20775274926139023,19 days 00:08:19.421965317,0.020963772863608766,0.6394910048266784,1.2771390960947784,1.0326429985748988,0,11395,11396 days 00:00:00,1000.0,69423.33585949648,6842.333585949647,8636.613859588102,100.0,13158.205688639524,66.87706672302792,1624 days 00:00:00,346,-69.42333585949382,94.08764359516599,-26.563174722256754,6.165004785849336,-3.674836991785671,24 days 15:52:15.483870967,12 days 10:21:00,197.95595143166463,0.6288827858206252,0.21750848656778296,1.1345476714470308,0.5315568870214511,13.32059029962485,1.1988684843164736,0.9463487332339792,-0.02089913448735132,0.00047648760909562213,0.12007487749209678,68.42333585949716,0.09830067714016821,0.22978866760130554,6577,692,16504.6626984127,,
Mean Avg Winning Trade [%],EQT,SMA,39,46,0,true,false,1,182,1.1401473747031277,47.51381215469613,1.9661804724113456,3.237647430313581,0.931427294414463,-0.2741176507552371,35 days 19:37:27.513812153,0.010966597943101696,0.335410267661255,0.6689776217639316,1.0859401911942526,0,11395,11396 days 00:00:00,1000.0,63691.655579176906,6269.16555791769,8636.613859588102,100.0,4321.868297297667,53.357114948074724,1810 days 00:00:00,181,-63.69165557916858,100.55874525835662,-26.065401209823047,12.531547243847136,-5.175777664043111,49 days 14:13:57.209302325,23 days 08:20:12.631578947,346.714625606387,0.6152250209118267,0.2667053593850489,1.1330263072819033,0.7391359006412221,15.389839037286833,1.1642644636617192,0.9731691919191919,-0.020728360735785732,0.0004708430791932537,0.11865245595669993,62.69165557917733,0.0962098927730759,0.23210735583647085,6484,362,16504.6626984127,,
Least Max Drawdown [%],EQT,SMA,39,57,0,true,false,1,115,1.2588853364561874,47.368421052631575,2.568264008640708,4.834567680219367,0.9196729517097652,-0.3403761139263243,57 days 10:18:56.842105263,0.006907139035986704,0.21193505923650724,0.4220272049144362,1.024614387690195,0,11395,11396 days 00:00:00,1000.0,57969.167965792716,5696.916796579271,8636.613859588102,100.0,2289.357620982606,49.596613844485326,3360 days 00:00:00,114,-57.969167965784436,76.44732114902631,-20.110126861765234,17.025556155996533,-6.13732194798008,85 days 01:20:00,32 days 13:36:00,500.2380450329694,0.6099456397605606,0.2799931462686064,1.1307315526604187,0.7004510264180802,15.154572942628306,1.1343638416185304,0.9967979506884407,-0.02071202088507057,0.00045917998989973075,0.11571335745473214,56.96916796579275,0.09393020936390895,0.22831714529230576,6548,228,16504.6626984127,,
Most Profit Factor,EQT,SMA,39,57,0,true,false,1,115,1.2588853364561874,47.368421052631575,2.568264008640708,4.834567680219367,0.9196729517097652,-0.3403761139263243,57 days 10:18:56.842105263,0.006907139035986704,0.21193505923650724,0.4220272049144362,1.024614387690195,0,11395,11396 days 00:00:00,1000.0,57969.167965792716,5696.916796579271,8636.613859588102,100.0,2289.357620982606,49.596613844485326,3360 days 00:00:00,114,-57.969167965784436,76.44732114902631,-20.110126861765234,17.025556155996533,-6.13732194798008,85 days 01:20:00,32 days 13:36:00,500.2380450329694,0.6099456397605606,0.2799931462686064,1.1307315526604187,0.7004510264180802,15.154572942628306,1.1343638416185304,0.9967979506884407,-0.02071202088507057,0.00045917998989973075,0.11571335745473214,56.96916796579275,0.09393020936390895,0.22831714529230576,6548,228,16504.6626984127,,
